date,index_code,index_name,open,high,low,close,ohlc_source,ohlc_available,volume,turnover_value,transactions,turnover_source,volume_available
20250826,TPEX,TPEx,247.47,250.28,247.4,250.28,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250827,TPEX,TPEx,250.67,254.19,250.67,253.83,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250828,TPEX,TPEx,253.84,255.35,253.35,253.99,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250829,TPEX,TPEx,254.52,256.69,254.52,255.0,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/08&response=json,True,,,,,False
20250901,TPEX,TPEx,254.99,256.75,250.4,252.37,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250902,TPEX,TPEx,252.67,254.79,248.75,251.05,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250903,TPEX,TPEx,251.27,254.2,251.27,253.85,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250904,TPEX,TPEx,254.26,256.86,254.18,254.18,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250905,TPEX,TPEx,254.76,258.06,254.76,258.03,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250908,TPEX,TPEx,258.68,260.81,258.68,259.78,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250909,TPEX,TPEx,260.18,261.29,258.95,259.6,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250910,TPEX,TPEx,259.95,261.6,259.95,260.73,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250911,TPEX,TPEx,260.88,262.26,256.58,256.58,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250912,TPEX,TPEx,256.91,259.8,256.91,258.09,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250915,TPEX,TPEx,258.11,259.14,254.72,255.82,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250916,TPEX,TPEx,256.11,259.41,256.11,259.33,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250917,TPEX,TPEx,259.29,260.75,257.76,257.89,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250918,TPEX,TPEx,258.09,262.77,258.09,262.45,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250919,TPEX,TPEx,262.66,264.54,262.66,263.28,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250922,TPEX,TPEx,263.43,266.05,263.43,266.05,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250923,TPEX,TPEx,266.47,268.26,265.54,265.54,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250924,TPEX,TPEx,265.62,266.31,262.61,264.87,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250925,TPEX,TPEx,264.75,266.82,263.04,263.13,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250926,TPEX,TPEx,262.94,262.94,255.71,257.03,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20250930,TPEX,TPEx,257.24,261.52,257.24,261.52,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/09&response=json,True,,,,,False
20251001,TPEX,TPEx,261.86,263.97,261.38,261.47,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251002,TPEX,TPEx,262.07,265.25,262.07,262.94,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251003,TPEX,TPEx,262.75,264.43,262.75,263.66,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251007,TPEX,TPEx,264.14,266.11,264.14,264.85,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251008,TPEX,TPEx,264.93,265.53,263.2,265.35,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251009,TPEX,TPEx,265.64,267.81,264.9,265.15,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251013,TPEX,TPEx,263.76,263.76,256.1,261.36,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251014,TPEX,TPEx,262.33,265.64,255.58,255.58,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251015,TPEX,TPEx,256.26,260.56,256.26,260.56,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251016,TPEX,TPEx,261.02,265.22,261.02,263.52,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251017,TPEX,TPEx,263.2,263.2,261.12,261.28,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251020,TPEX,TPEx,261.6,264.16,261.6,263.25,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251021,TPEX,TPEx,263.63,266.95,263.63,265.85,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251022,TPEX,TPEx,265.74,266.26,264.21,264.47,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251023,TPEX,TPEx,264.16,264.16,262.1,262.72,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251027,TPEX,TPEx,263.77,267.64,263.77,264.71,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251028,TPEX,TPEx,264.81,265.83,263.25,264.19,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251029,TPEX,TPEx,264.41,266.59,264.08,264.08,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251030,TPEX,TPEx,264.29,265.7,260.36,262.02,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251031,TPEX,TPEx,262.17,264.77,262.17,264.31,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/10&response=json,True,,,,,False
20251103,TPEX,TPEx,264.48,266.33,264.48,265.68,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251104,TPEX,TPEx,265.83,267.22,261.0,261.0,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251105,TPEX,TPEx,260.17,260.17,254.53,259.11,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251106,TPEX,TPEx,259.83,262.27,259.83,262.11,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251107,TPEX,TPEx,261.99,261.99,258.07,258.86,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251110,TPEX,TPEx,258.87,260.07,255.9,257.26,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251111,TPEX,TPEx,257.54,259.9,256.61,256.7,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251112,TPEX,TPEx,257.1,259.73,257.1,258.82,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251113,TPEX,TPEx,259.1,261.08,258.87,260.3,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251114,TPEX,TPEx,259.78,259.78,256.25,256.25,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251117,TPEX,TPEx,256.53,259.41,255.93,255.96,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251118,TPEX,TPEx,255.63,256.25,249.67,250.06,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251119,TPEX,TPEx,249.7,250.57,246.51,246.7,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251120,TPEX,TPEx,247.71,254.19,247.71,252.95,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251121,TPEX,TPEx,251.63,251.63,244.74,245.97,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251124,TPEX,TPEx,246.81,250.34,246.81,250.34,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251125,TPEX,TPEx,251.45,255.56,251.45,254.4,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251126,TPEX,TPEx,254.83,257.77,254.83,256.14,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251127,TPEX,TPEx,256.57,258.77,256.57,258.24,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251128,TPEX,TPEx,258.51,262.84,258.51,262.28,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/11&response=json,True,,,,,False
20251201,TPEX,TPEx,262.2,263.25,259.6,259.72,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251202,TPEX,TPEx,259.81,261.23,259.13,259.13,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251203,TPEX,TPEx,259.47,261.92,259.47,260.55,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251204,TPEX,TPEx,260.56,261.75,259.46,259.86,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251205,TPEX,TPEx,260.09,261.58,259.68,260.65,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251208,TPEX,TPEx,261.19,262.52,261.13,262.37,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251209,TPEX,TPEx,262.64,264.19,262.64,264.19,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251210,TPEX,TPEx,264.48,265.16,264.15,264.67,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251211,TPEX,TPEx,265.01,267.2,263.98,263.98,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251212,TPEX,TPEx,264.24,266.64,264.24,265.37,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251215,TPEX,TPEx,264.89,265.82,261.92,265.16,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251216,TPEX,TPEx,265.13,265.67,257.95,260.24,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251217,TPEX,TPEx,260.47,263.49,260.47,261.45,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251218,TPEX,TPEx,261.3,261.54,259.15,259.39,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251219,TPEX,TPEx,259.93,263.01,259.93,262.64,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251222,TPEX,TPEx,263.31,266.85,263.31,266.85,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251223,TPEX,TPEx,267.2,268.85,267.2,267.76,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251224,TPEX,TPEx,268.21,270.25,268.21,269.75,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251226,TPEX,TPEx,270.09,272.27,270.09,271.5,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251229,TPEX,TPEx,271.75,273.65,271.75,272.82,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251230,TPEX,TPEx,272.73,274.7,271.97,274.54,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20251231,TPEX,TPEx,274.74,277.36,274.74,276.24,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=114/12&response=json,True,,,,,False
20260102,TPEX,TPEx,276.64,278.8,276.64,278.03,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260105,TPEX,TPEx,278.74,281.0,275.44,275.66,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260106,TPEX,TPEx,276.03,279.79,276.03,278.97,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260107,TPEX,TPEx,279.3,282.81,279.3,281.44,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260108,TPEX,TPEx,281.65,283.91,279.91,280.06,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260109,TPEX,TPEx,280.54,280.85,275.67,279.85,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260112,TPEX,TPEx,280.9,286.57,280.9,286.57,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260113,TPEX,TPEx,286.9,288.94,282.51,285.36,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260114,TPEX,TPEx,286.15,291.06,286.15,290.6,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260115,TPEX,TPEx,290.75,291.67,289.62,291.16,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260116,TPEX,TPEx,292.16,294.77,291.41,292.78,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260119,TPEX,TPEx,293.34,295.6,293.34,295.11,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260120,TPEX,TPEx,294.48,298.02,292.89,297.61,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260121,TPEX,TPEx,297.28,299.18,292.5,293.16,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260122,TPEX,TPEx,294.73,300.7,294.73,297.82,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260123,TPEX,TPEx,298.73,301.16,297.23,299.26,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260126,TPEX,TPEx,299.88,302.76,299.88,302.65,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260127,TPEX,TPEx,303.55,306.09,303.55,305.26,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260128,TPEX,TPEx,306.45,310.12,306.45,309.28,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260129,TPEX,TPEx,309.23,311.68,304.24,305.48,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260130,TPEX,TPEx,305.23,305.42,299.29,300.78,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/01&response=json,True,,,,,False
20260202,TPEX,TPEx,299.68,299.68,292.44,294.32,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/02&response=json,True,,,,,False
20260203,TPEX,TPEx,295.49,301.35,294.13,298.26,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/02&response=json,True,,,,,False
20260204,TPEX,TPEx,298.07,301.52,296.57,301.52,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/02&response=json,True,,,,,False
20260205,TPEX,TPEx,301.07,302.62,296.01,296.36,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/02&response=json,True,,,,,False
20260206,TPEX,TPEx,295.93,295.93,285.03,290.72,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/02&response=json,True,,,,,False
20260209,TPEX,TPEx,291.94,299.13,291.94,296.62,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/02&response=json,True,,,,,False
20260210,TPEX,TPEx,297.06,299.47,295.55,296.52,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/02&response=json,True,,,,,False
20260211,TPEX,TPEx,296.48,298.0,295.64,297.71,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/02&response=json,True,,,,,False
20260223,TPEX,TPEx,298.47,305.07,298.47,303.83,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/02&response=json,True,,,,,False
20260224,TPEX,TPEx,303.96,311.51,303.96,311.44,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/02&response=json,True,,,,,False
20260225,TPEX,TPEx,311.76,313.77,310.6,313.24,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/02&response=json,True,,,,,False
20260226,TPEX,TPEx,313.34,318.32,313.34,316.73,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/02&response=json,True,,,,,False
20260302,TPEX,TPEx,315.17,317.85,308.46,316.01,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260303,TPEX,TPEx,316.39,321.09,308.49,308.81,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260304,TPEX,TPEx,307.83,307.83,292.5,293.8,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260305,TPEX,TPEx,295.61,308.45,295.61,304.21,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260306,TPEX,TPEx,304.36,308.18,302.14,306.49,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260309,TPEX,TPEx,302.89,302.89,285.18,288.96,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260310,TPEX,TPEx,290.63,300.08,290.63,297.53,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260311,TPEX,TPEx,298.49,312.16,298.49,311.5,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260312,TPEX,TPEx,311.7,315.35,309.7,311.59,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260313,TPEX,TPEx,311.08,313.62,306.07,312.9,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260316,TPEX,TPEx,313.54,319.22,313.54,317.19,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260317,TPEX,TPEx,318.02,323.93,318.02,321.03,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260318,TPEX,TPEx,322.46,330.12,322.46,329.4,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260319,TPEX,TPEx,329.18,332.84,326.54,329.79,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260320,TPEX,TPEx,330.3,334.64,325.61,328.4,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260323,TPEX,TPEx,326.69,326.69,316.71,317.02,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260324,TPEX,TPEx,318.16,324.29,310.18,312.74,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260325,TPEX,TPEx,313.77,325.32,313.77,324.87,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260326,TPEX,TPEx,325.05,330.67,322.8,322.8,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260327,TPEX,TPEx,322.38,325.0,316.28,325.0,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260330,TPEX,TPEx,324.44,324.44,316.05,320.4,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260331,TPEX,TPEx,319.92,319.92,307.0,307.73,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/03&response=json,True,,,,,False
20260401,TPEX,TPEx,309.5,321.9,309.5,321.19,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260402,TPEX,TPEx,321.61,327.12,317.77,317.9,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260407,TPEX,TPEx,318.81,326.69,318.81,325.61,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260408,TPEX,TPEx,326.79,341.2,326.79,341.2,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260409,TPEX,TPEx,341.51,345.83,341.51,342.57,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260410,TPEX,TPEx,343.67,349.83,343.67,349.5,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260413,TPEX,TPEx,350.13,353.74,349.84,352.23,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260414,TPEX,TPEx,353.07,359.65,353.07,356.0,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260415,TPEX,TPEx,356.22,361.99,356.22,359.86,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260416,TPEX,TPEx,360.18,366.27,360.18,365.96,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260417,TPEX,TPEx,366.18,374.75,366.18,372.34,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260420,TPEX,TPEx,373.17,385.17,373.17,383.5,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260421,TPEX,TPEx,384.43,392.28,383.66,390.57,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260422,TPEX,TPEx,391.0,397.99,391.0,395.08,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260423,TPEX,TPEx,396.15,404.55,371.73,381.32,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260424,TPEX,TPEx,382.56,391.09,376.88,381.54,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260427,TPEX,TPEx,382.6,388.04,372.31,377.05,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260428,TPEX,TPEx,377.41,382.38,374.86,382.06,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260429,TPEX,TPEx,381.7,383.64,377.57,382.75,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260430,TPEX,TPEx,383.49,390.16,383.49,384.58,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/04&response=json,True,,,,,False
20260504,TPEX,TPEx,385.82,398.43,385.82,398.25,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260505,TPEX,TPEx,398.61,407.44,398.61,407.44,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260506,TPEX,TPEx,408.15,416.46,399.85,410.29,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260507,TPEX,TPEx,410.89,417.86,410.89,416.41,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260508,TPEX,TPEx,415.61,420.38,402.08,409.44,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260511,TPEX,TPEx,410.24,422.14,410.24,422.01,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260512,TPEX,TPEx,423.72,430.05,423.06,425.71,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260513,TPEX,TPEx,424.2,424.2,414.53,420.54,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260514,TPEX,TPEx,422.74,431.74,422.74,426.57,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260515,TPEX,TPEx,427.5,430.26,411.18,411.18,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260518,TPEX,TPEx,409.77,409.98,398.67,409.63,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260519,TPEX,TPEx,409.18,409.74,396.67,398.18,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260520,TPEX,TPEx,398.87,403.54,395.31,396.42,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260521,TPEX,TPEx,399.67,411.91,399.67,409.8,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260522,TPEX,TPEx,411.78,423.25,411.78,423.25,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
20260525,TPEX,TPEx,426.34,437.27,426.34,434.99,https://www.tpex.org.tw/www/zh-tw/indexInfo/inx?date=115/05&response=json,True,,,,,False
