date,stock_id,stock_name,market,open,high,low,close,volume,trading_value,source
20260826,006201,元大富櫃50,TPEx,42.79,43.52,42.79,43.49,128000,5541330,TPEX_OTC_QUOTES_NO1430_JSON
20260826,00858,永豐美國500大,TPEx,35.77,35.87,35.76,35.82,273000,9778030,TPEX_OTC_QUOTES_NO1430_JSON
20260826,00877,復華中國5G,TPEx,36.82,37.08,35.99,36.81,2862000,104944070,TPEX_OTC_QUOTES_NO1430_JSON
20260826,00886,永豐美國科技,TPEx,46.5,46.73,46.5,46.73,53000,2474070,TPEX_OTC_QUOTES_NO1430_JSON
20260826,00887,永豐中國科技50大,TPEx,16.18,16.24,15.98,16.16,4297000,69273150,TPEX_OTC_QUOTES_NO1430_JSON
20260826,00888,永豐台灣ESG,TPEx,32.64,33.01,32.57,32.97,5275000,173067110,TPEX_OTC_QUOTES_NO1430_JSON
20260826,00928,中信上櫃ESG 30,TPEx,31.85,32.6,31.5,32.37,721000,23224600,TPEX_OTC_QUOTES_NO1430_JSON
20260826,00955,中信日本商社,TPEx,15.59,15.64,15.56,15.58,2678000,41776670,TPEX_OTC_QUOTES_NO1430_JSON
20260826,009806,台新標普500,TPEx,13.6,13.6,13.59,13.59,106000,1441580,TPEX_OTC_QUOTES_NO1430_JSON
20260826,009807,台新標普科技精選,TPEx,16.4,16.5,16.4,16.5,11000,181040,TPEX_OTC_QUOTES_NO1430_JSON
20260826,009814,富邦標普500,TPEx,11.52,11.52,11.35,11.37,2014000,22894510,TPEX_OTC_QUOTES_NO1430_JSON
20260826,009815,大華美國MAG7+,TPEx,11.3,11.37,11.29,11.35,791000,8966390,TPEX_OTC_QUOTES_NO1430_JSON
20260826,009822,華南永昌未來金融,TPEx,9.98,10.03,9.96,10.0,9938000,99530990,TPEX_OTC_QUOTES_NO1430_JSON
20260826,009823,群益S&P500,TPEx,10.44,10.46,10.42,10.44,1925000,20105480,TPEX_OTC_QUOTES_NO1430_JSON
20260826,009825,聯邦美國金融創新,TPEx,10.23,10.31,10.23,10.28,3751000,38550010,TPEX_OTC_QUOTES_NO1430_JSON
20260826,020025,統一亞洲半導體N,TPEx,37.1,38.28,37.1,37.89,46000,1727460,TPEX_OTC_QUOTES_NO1430_JSON
20260826,020035,元大上櫃ESG高息N,TPEx,12.57,12.72,12.57,12.72,939000,11848530,TPEX_OTC_QUOTES_NO1430_JSON
20260826,020040,元大上櫃ESG龍頭N,TPEx,11.0,11.08,11.0,11.02,927000,10237750,TPEX_OTC_QUOTES_NO1430_JSON
20260826,020041,兆豐半導體氣候N,TPEx,18.28,18.87,18.28,18.82,124000,2289870,TPEX_OTC_QUOTES_NO1430_JSON
20260826,1240,茂生農經,TPEx,57.2,57.4,57.1,57.3,5000,286200,TPEX_OTC_QUOTES_NO1430_JSON
20260826,1264,德麥,TPEx,253.0,253.0,251.5,252.0,49000,12365500,TPEX_OTC_QUOTES_NO1430_JSON
20260826,1268,漢來美食,TPEx,180.5,181.5,180.5,181.0,10000,1809500,TPEX_OTC_QUOTES_NO1430_JSON
20260826,1294,漢田生技,TPEx,55.4,55.5,54.5,55.3,28000,1535300,TPEX_OTC_QUOTES_NO1430_JSON
20260826,1295,生合,TPEx,47.05,47.05,46.1,46.5,58000,2691200,TPEX_OTC_QUOTES_NO1430_JSON
20260826,1336,台翰,TPEx,16.6,16.75,16.45,16.5,226000,3749900,TPEX_OTC_QUOTES_NO1430_JSON
20260826,1565,精華,TPEx,94.6,96.5,94.5,96.3,193000,18430700,TPEX_OTC_QUOTES_NO1430_JSON
