date,stock_id,stock_name,call_warrant_count,put_warrant_count,call_turnover,put_turnover,total_warrant_turnover,call_volume,put_volume,total_warrant_volume,call_put_turnover_ratio,candidate_category,candidate_category_zh,sector,sub_theme,tdcc_status,tdcc_status_zh,warrant_flow_signal,warrant_flow_signal_zh,data_quality_note
20260903,3231,緯創,276,21,110476040.0,531110.0,111007150.0,73202000.0,718000.0,73920000.0,208.01,"pullback_rebound,range_rebound,revenue_breakout_low_response,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_put_bullish,權證偏多,
20260903,2409,友達,290,15,44390540.0,179440.0,44569980.0,37384000.0,162000.0,37546000.0,247.38,,,,,,,call_put_bullish,權證偏多,
20260903,2615,萬海,112,14,39915440.0,654960.0,40570400.0,34343000.0,2402000.0,36745000.0,60.94,,,,,,,call_put_bullish,權證偏多,
20260903,8039,台虹,111,3,19230520.0,695290.0,19925810.0,7295000.0,1225000.0,8520000.0,27.66,,,,,,,call_put_bullish,權證偏多,
20260903,2609,陽明,100,9,15193730.0,7570.0,15201300.0,16245000.0,6000.0,16251000.0,2007.1,pattern,型態觀察,,,,,call_put_bullish,權證偏多,
20260903,2360,致茂,53,3,14621550.0,33900.0,14655450.0,9953000.0,30000.0,9983000.0,431.31,"revenue_breakout_low_response,revenue_pullback",營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_put_bullish,權證偏多,
20260903,2353,宏碁,60,6,9870380.0,1380.0,9871760.0,9314000.0,1000.0,9315000.0,7152.45,revenue_pullback,營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260903,2388,威盛,77,3,8636240.0,55300.0,8691540.0,10272000.0,100000.0,10372000.0,156.17,revenue_pullback,營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260903,0066,國泰臺灣加權反1,114,22,7463300.0,284970.0,7748270.0,10997000.0,350000.0,11347000.0,26.19,,,,,,,call_put_bullish,權證偏多,
20260903,2606,裕民,37,2,7088020.0,300.0,7088320.0,3961000.0,15000.0,3976000.0,23626.73,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260903,2498,宏達電,62,1,4497410.0,1020.0,4498430.0,7612000.0,2000.0,7614000.0,4409.23,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260903,6442,光聖,73,0,81644890.0,0.0,81644890.0,42239000.0,0.0,42239000.0,,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_strong_inflow,認購明確偏多,
20260903,3036,文曄,102,1,23776870.0,0.0,23776870.0,27907000.0,0.0,27907000.0,,"pullback_rebound,revenue_breakout_low_response,revenue_pullback",回檔後短線轉強、營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_strong_inflow,認購明確偏多,
20260903,2883,凱基金,26,0,12956630.0,0.0,12956630.0,8236000.0,0.0,8236000.0,,pattern,型態觀察,,,,,call_strong_inflow,認購明確偏多,
20260903,3030,德律,164,10,12303100.0,0.0,12303100.0,14256000.0,0.0,14256000.0,,"pullback_rebound,range_rebound,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收成長股價回檔,,,,,call_strong_inflow,認購明確偏多,
20260903,2884,玉山金,16,0,10031990.0,0.0,10031990.0,6515000.0,0.0,6515000.0,,true_breakout,嚴格突破,,,,,call_strong_inflow,認購明確偏多,
20260903,8103,瀚荃,14,0,7171520.0,0.0,7171520.0,5408000.0,0.0,5408000.0,,,,,,,,call_strong_inflow,認購明確偏多,
20260903,1402,遠東新,14,0,6143380.0,0.0,6143380.0,4357000.0,0.0,4357000.0,,pattern,型態觀察,,,,,call_strong_inflow,認購明確偏多,
20260903,2886,兆豐金,9,0,4850640.0,0.0,4850640.0,3788000.0,0.0,3788000.0,,pattern,型態觀察,,,,,call_strong_inflow,認購明確偏多,
20260903,4916,事欣科,39,0,4705660.0,0.0,4705660.0,4790000.0,0.0,4790000.0,,revenue_pullback,營收成長股價回檔,,,,,call_strong_inflow,認購明確偏多,
20260903,3702,大聯大,51,0,4574660.0,0.0,4574660.0,7901000.0,0.0,7901000.0,,"revenue_breakout_low_response,revenue_pullback",營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_strong_inflow,認購明確偏多,
20260903,3023,信邦,22,1,4128390.0,0.0,4128390.0,4167000.0,0.0,4167000.0,,revenue_pullback,營收成長股價回檔,,,,,call_strong_inflow,認購明確偏多,
20260903,3026,禾伸堂,41,0,3510510.0,0.0,3510510.0,357000.0,0.0,357000.0,,revenue_pullback,營收成長股價回檔,,,,,call_strong_inflow,認購明確偏多,
20260903,3443,創意,39,4,3445230.0,0.0,3445230.0,704000.0,0.0,704000.0,,revenue_pullback,營收成長股價回檔,,,,,call_strong_inflow,認購明確偏多,
20260903,2618,長榮航,43,0,3017400.0,0.0,3017400.0,2641000.0,0.0,2641000.0,,"pattern,revenue_pullback",型態觀察、營收成長股價回檔,,,,,call_strong_inflow,認購明確偏多,
20260903,2454,聯發科,271,30,148542430.0,550970.0,149093400.0,46246000.0,2118000.0,48364000.0,269.6,,,,,,,call_inflow,認購偏多,
