date,stock_id,stock_name,industry,call_warrant_count,put_warrant_count,call_volume,put_volume,total_warrant_volume,call_turnover,put_turnover,total_warrant_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,put_turnover_change_1d,put_turnover_change_5d,call_volume_change_1d,call_volume_change_5d,put_volume_change_1d,put_volume_change_5d,low_float_call_spike_count,low_float_put_spike_count,issuer_count,top_issuer,top_issuer_call_turnover,top_issuer_put_turnover,latest_warrant_count,issued_quantity_total,cancelled_quantity_total,warrant_flow_signal,warrant_flow_signal_zh,warrant_flow_score,warrant_flow_warning,note,candidate_category,sector,sub_theme,tdcc_status,candidate_category_zh,tdcc_status_zh
20260603,0073,期元大道瓊白銀(原名：元大道瓊白銀),,245,44,4723000.0,140000.0,4863000.0,6608850.0,218600.0,6827450.0,30.23,203.08,57.41,-81.48,-29.4,56.13,10.28,-87.53,-48.6,0,0,10,國票,1877830.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,,,
20260603,1609,大亞,,26,1,11814000.0,13000.0,11827000.0,6173380.0,15050.0,6188430.0,410.19,448.37,277.85,,,214.12,222.75,,,0,0,8,元大,2612070.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,true_breakout",core_mainstream,,,型態觀察、嚴格突破,
20260603,5234,達興材料,,69,2,6003000.0,1000.0,6004000.0,4018800.0,3120.0,4021920.0,1288.08,100.39,19.24,,,97.73,20.45,,,0,0,11,兆豐,1884300.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,,,
20260603,4722,國精化,,54,2,1058000.0,20000.0,1078000.0,3208330.0,11600.0,3219930.0,276.58,119.67,11.69,1900.0,-67.16,103.46,-6.5,1900.0,-68.75,0,0,10,元大,1718800.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,,,
20260603,2376,技嘉,,108,2,28224000.0,0.0,28224000.0,92043510.0,0.0,92043510.0,,141.41,179.71,,,75.85,84.96,,,0,0,12,元大,23207750.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,,,,,,
20260603,1504,東元,,88,5,42511000.0,0.0,42511000.0,32492030.0,0.0,32492030.0,,101.84,56.12,,,111.49,72.52,,,0,0,12,元大,11739690.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,true_breakout",core_mainstream,,,型態觀察、嚴格突破,
20260603,2379,瑞昱,,55,0,15723000.0,0.0,15723000.0,29988540.0,0.0,29988540.0,,37.57,145.22,,,22.16,96.81,,,0,0,10,元大,6457580.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,range_rebound",core_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,6197,佳必琪,,95,0,7981000.0,0.0,7981000.0,28175340.0,0.0,28175340.0,,130.15,34.29,,,63.75,-5.52,,,0,0,12,國票,11854580.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,,,,,,
20260603,3059,華晶科,,26,1,25354000.0,0.0,25354000.0,20814160.0,0.0,20814160.0,,289.52,301.21,-100.0,-100.0,333.18,268.7,-100.0,-100.0,0,0,7,國票,10720680.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,range_rebound",core_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,2891,中信金,,21,0,8129000.0,0.0,8129000.0,17982880.0,0.0,17982880.0,,567.46,273.57,,,400.25,117.9,,,0,0,7,富邦,11693650.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,true_breakout",non_mainstream,,,型態觀察、嚴格突破,
20260603,2351,順德,,66,0,16019000.0,0.0,16019000.0,17863440.0,0.0,17863440.0,,145.48,46.01,,,134.16,122.46,,,0,0,8,群益,4015560.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,pattern,core_mainstream,,,型態觀察,
20260603,4576,大銀微系統,,59,0,6156000.0,0.0,6156000.0,14898320.0,0.0,14898320.0,,179.67,72.52,,,97.43,56.09,,,0,0,8,國票,8936140.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,,,,,,
20260603,6269,台郡,,26,0,7079000.0,0.0,7079000.0,13590810.0,0.0,13590810.0,,-28.58,152.09,,,-35.68,70.26,,,0,0,8,國泰,6005030.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,true_breakout",core_mainstream,,,型態觀察、嚴格突破,
20260603,2371,大同,,68,4,19565000.0,0.0,19565000.0,12725440.0,0.0,12725440.0,,357.48,177.11,,-100.0,244.45,95.54,,-100.0,0,0,10,元大,5831290.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,range_rebound,core_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,2493,揚博,,57,1,10253000.0,0.0,10253000.0,12636880.0,0.0,12636880.0,,189.75,33.15,,-100.0,153.98,28.69,,-100.0,0,0,10,統一,2219830.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,range_rebound,core_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,4739,康普,,32,0,6342000.0,0.0,6342000.0,11582160.0,0.0,11582160.0,,104.42,15.6,,,71.78,13.02,,,0,0,6,元大,5413290.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,pattern,non_mainstream,,,型態觀察,
20260603,2887,台新新光金,,27,1,9432000.0,0.0,9432000.0,10939970.0,0.0,10939970.0,,175.67,417.4,,,54.12,174.73,,,0,0,6,富邦,5566810.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,true_breakout",non_mainstream,,,型態觀察、嚴格突破,
20260603,3413,京鼎,,43,0,7359000.0,0.0,7359000.0,10262280.0,0.0,10262280.0,,154.6,20.54,,,54.02,-10.72,,,0,0,11,元富,3354210.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,pattern,core_mainstream,,,型態觀察,
20260603,2103,台橡,,5,0,6918000.0,0.0,6918000.0,10195460.0,0.0,10195460.0,,1448.61,3018.53,,,841.22,1734.04,,,0,0,4,國泰,7351910.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,range_rebound",non_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,1409,新纖,,13,0,1303000.0,0.0,1303000.0,8895100.0,0.0,8895100.0,,194.05,101.14,,,148.66,-46.22,,,0,0,6,國票,7436000.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,true_breakout",non_mainstream,,,型態觀察、嚴格突破,
20260603,2495,普安,,23,0,2532000.0,0.0,2532000.0,7969350.0,0.0,7969350.0,,213.95,60.05,,,212.59,22.64,,,0,0,5,國票,4248180.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,range_rebound",core_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,1477,聚陽,,15,0,8663000.0,0.0,8663000.0,7429440.0,0.0,7429440.0,,65.05,124.35,,,53.25,87.18,,,0,0,8,富邦,3703030.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,range_rebound,non_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,6191,精成科,,62,3,13096000.0,0.0,13096000.0,7011970.0,0.0,7011970.0,,386.39,40.26,,-100.0,502.67,73.36,,-100.0,0,0,12,元大,2025930.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,range_rebound",core_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,2002,中鋼,,49,0,11618000.0,0.0,11618000.0,6894240.0,0.0,6894240.0,,342.87,164.09,,,230.9,85.86,,,0,0,10,富邦,2598590.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,pattern,non_mainstream,,,型態觀察,
20260603,2885,元大金,,16,0,2823000.0,0.0,2823000.0,6866600.0,0.0,6866600.0,,183.66,154.76,,,95.63,98.86,,,0,0,1,元大,6866600.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,pattern,non_mainstream,,,型態觀察,
20260603,1319,東陽,,18,0,6168000.0,0.0,6168000.0,6130490.0,0.0,6130490.0,,65.81,285.23,,,51.03,190.97,,,0,0,10,富邦,4424400.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,range_rebound,non_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,4763,材料*-KY,,62,3,8910000.0,0.0,8910000.0,5965370.0,0.0,5965370.0,,91.47,237.24,,-100.0,106.54,177.29,,-100.0,0,0,11,凱基,1735670.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,range_rebound,non_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,8163,達方,,3,0,2084000.0,0.0,2084000.0,5556340.0,0.0,5556340.0,,73.94,248.58,,,14.51,96.6,,,0,0,2,群益,4252550.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,,,,,,
20260603,2890,永豐金,,15,0,8060000.0,0.0,8060000.0,5305100.0,0.0,5305100.0,,253.36,371.65,,,68.97,160.44,,,0,0,5,富邦,3238700.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,range_rebound,non_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,8016,矽創,,27,0,3205000.0,0.0,3205000.0,5201440.0,0.0,5201440.0,,107.2,-43.94,,,70.3,-46.77,,,0,0,8,富邦,2005030.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,,,,,,
20260603,6890,來億-KY,,26,0,3557000.0,0.0,3557000.0,4910980.0,0.0,4910980.0,,202.6,543.49,,,193.97,436.5,,,0,0,9,國票,3459890.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,true_breakout,non_mainstream,,,嚴格突破,
20260603,4916,事欣科,,34,1,894000.0,0.0,894000.0,4762230.0,0.0,4762230.0,,127.23,25.8,,,79.52,0.4,,,0,0,5,元大,2825540.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,,,,,,
20260603,2323,中環,,10,0,4440000.0,0.0,4440000.0,4355010.0,0.0,4355010.0,,58.9,275.22,,,2.78,118.55,,,0,0,5,元大,1606640.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,range_rebound,core_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,1708,東鹼,,23,0,4080000.0,0.0,4080000.0,4349660.0,0.0,4349660.0,,1564.11,464.7,,,722.58,217.46,,,0,0,7,元大,2486760.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,range_rebound",non_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,5871,中租-KY,,10,0,5323000.0,0.0,5323000.0,4080260.0,0.0,4080260.0,,61.48,335.61,,,31.4,237.33,,,0,0,5,富邦,1484660.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,range_rebound",non_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,6214,精誠,,9,0,3369000.0,0.0,3369000.0,3763300.0,0.0,3763300.0,,182.85,200.01,,,210.79,182.82,,,0,0,6,群益,2332520.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,range_rebound",core_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,6112,邁達特,,4,0,4659000.0,0.0,4659000.0,3698950.0,0.0,3698950.0,,46.07,343.89,,,52.85,321.93,,,0,0,3,群益,1951290.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,range_rebound,core_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,9958,世紀鋼,,36,0,5632000.0,0.0,5632000.0,3695880.0,0.0,3695880.0,,144.67,180.63,,,174.73,217.58,,,0,0,10,兆豐,1236170.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,range_rebound,non_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,5469,瀚宇博,,48,0,6993000.0,0.0,6993000.0,3567320.0,0.0,3567320.0,,107.57,20.22,,,171.15,27.96,,,0,0,10,元大,2527220.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,range_rebound,core_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,8422,可寧衛*,,85,12,5357000.0,0.0,5357000.0,3334150.0,0.0,3334150.0,,133.45,331.49,,-100.0,138.62,278.69,,-100.0,0,0,11,台新,1603480.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,range_rebound,non_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,7788,松川精密,,6,0,2183000.0,0.0,2183000.0,3015520.0,0.0,3015520.0,,143.54,15.01,,,154.73,29.62,,,0,0,5,永豐,1656660.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購明確偏多,2,,認購權證成交金額明顯升溫,"pattern,range_rebound",core_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,3017,奇鋐,,415,36,64582000.0,910000.0,65492000.0,149548080.0,481630.0,150029710.0,310.5,53.19,46.93,63.05,28.95,28.65,26.73,-5.89,-15.13,0,0,13,群益,41761320.0,7570.0,0.0,0.0,0.0,call_inflow,認購偏多,1,認購權證成交金額很大且認購/認售比偏高，需檢查標的是否高位追價或獲利結清；認購權證成交量與成交金額同步偏大，短線資金關注度高,認購權證資金升溫,range_rebound,core_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,3231,緯創,,204,19,35509000.0,1328000.0,36837000.0,82242370.0,516870.0,82759240.0,159.12,-39.6,75.3,3.54,95.42,-40.47,20.17,13.5,124.48,0,0,11,元大,22057200.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,"pattern,true_breakout",core_mainstream,,,型態觀察、嚴格突破,
20260603,2356,英業達,,74,5,16683000.0,1271000.0,17954000.0,53187100.0,218870.0,53405970.0,243.01,-8.85,52.3,2.67,67.9,-8.51,27.61,45.09,186.26,0,0,11,群益,16615150.0,188470.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,pattern,core_mainstream,,,型態觀察,
20260603,2301,光寶科,,213,4,24229000.0,211000.0,24440000.0,47598280.0,336510.0,47934790.0,141.45,60.58,22.4,-20.49,42.62,39.0,17.66,-10.97,50.71,0,0,12,群益,13776670.0,336510.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,"pattern,range_rebound",core_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,1605,華新,,140,5,31184000.0,10000.0,31194000.0,43520110.0,2150.0,43522260.0,20241.91,36.28,79.51,-58.33,-90.11,32.78,44.16,-28.57,-82.01,0,0,12,元大,9152550.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,"pattern,true_breakout",core_mainstream,,,型態觀察、嚴格突破,
20260603,3706,神達,,112,4,45661000.0,0.0,45661000.0,36657510.0,0.0,36657510.0,,30.33,89.34,,-100.0,34.34,88.76,,-100.0,0,0,12,元大,10796210.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,"pattern,true_breakout",core_mainstream,,,型態觀察、嚴格突破,
20260603,2312,金寶,,90,1,18911000.0,68000.0,18979000.0,35924560.0,36060.0,35960620.0,996.24,25.79,78.27,-59.53,-88.88,36.79,65.0,-56.13,-85.73,0,0,12,群益,7056510.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,"pattern,range_rebound",core_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,2603,長榮,,133,3,28652000.0,438000.0,29090000.0,34413650.0,115380.0,34529030.0,298.26,25.23,65.74,817.17,85.47,8.08,29.95,1268.75,326.9,0,0,11,元大,9128260.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,pattern,non_mainstream,,,型態觀察,
20260603,6781,AES-KY,,185,2,36505000.0,20000.0,36525000.0,32255820.0,18600.0,32274420.0,1734.18,63.35,14.9,-66.79,-33.49,8.52,7.37,-61.54,-26.47,0,0,12,元大,6047700.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,range_rebound,core_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,8210,勤誠,,196,6,25103000.0,42000.0,25145000.0,30756180.0,25230.0,30781410.0,1219.03,62.24,35.88,-49.14,-75.19,49.23,27.94,-48.15,-73.82,0,0,12,元大,8932070.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,range_rebound,core_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,2357,華碩,,73,1,6740000.0,0.0,6740000.0,28214510.0,0.0,28214510.0,,6.01,81.63,-100.0,-100.0,5.59,2.19,-100.0,-100.0,0,0,12,富邦,8605800.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,"pattern,true_breakout",core_mainstream,,,型態觀察、嚴格突破,
20260603,2059,川湖,,205,24,16368000.0,170000.0,16538000.0,27584210.0,200350.0,27784560.0,137.68,52.55,1.71,5.8,-60.59,75.98,34.59,20.57,-79.85,0,0,12,元大,6774550.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,,,,,,
20260603,8039,台虹,,135,6,20070000.0,30000.0,20100000.0,24057750.0,24000.0,24081750.0,1002.41,60.09,-8.39,-51.4,-78.92,79.07,7.2,-47.37,-80.99,0,0,11,統一,7553890.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,pattern,core_mainstream,,,型態觀察,
20260603,2474,可成,,28,2,8521000.0,0.0,8521000.0,23771920.0,0.0,23771920.0,,75.89,55.55,,-100.0,80.41,-29.63,,-100.0,0,0,11,群益,6887630.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,true_breakout,core_mainstream,,,嚴格突破,
20260603,4938,和碩,,18,0,8141000.0,0.0,8141000.0,19922450.0,0.0,19922450.0,,50.23,56.41,,,23.18,-3.79,,,0,0,9,永豐,4272300.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,"pattern,range_rebound",core_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,4977,眾達-KY,,108,9,13264000.0,78000.0,13342000.0,18043800.0,107780.0,18151580.0,167.41,52.98,86.75,56.34,207.73,57.81,88.56,85.71,267.92,0,0,10,國票,3187950.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,pattern,core_mainstream,,,型態觀察,
20260603,6116,彩晶,,35,1,3304000.0,20000.0,3324000.0,17505500.0,11000.0,17516500.0,1591.41,-3.25,50.0,614.29,-89.01,-26.07,-30.79,566.67,-89.38,0,0,7,元大,5713630.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,true_breakout,core_mainstream,,,嚴格突破,
20260603,2354,鴻準,,37,3,15138000.0,0.0,15138000.0,16519170.0,0.0,16519170.0,,52.67,99.44,,-100.0,51.09,105.09,,-100.0,0,0,9,富邦,6396130.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,"pattern,range_rebound",core_mainstream,,,型態觀察、區間內轉強 / 挑戰前高觀察,
20260603,6257,矽格,,117,8,9771000.0,112000.0,9883000.0,14477040.0,54430.0,14531470.0,265.98,63.19,6.01,-11.6,42.91,48.09,18.55,-23.29,35.59,0,0,12,元大,5748890.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,range_rebound,core_mainstream,,,區間內轉強 / 挑戰前高觀察,
20260603,3406,玉晶光,,62,4,8945000.0,81000.0,9026000.0,14031970.0,45930.0,14077900.0,305.51,67.09,-19.56,-20.41,-38.63,26.84,-24.71,-8.99,-27.16,0,0,12,元大,3040030.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,pattern,core_mainstream,,,型態觀察,
20260603,2615,萬海,,72,7,14020000.0,0.0,14020000.0,13166440.0,0.0,13166440.0,,22.82,67.26,,-100.0,14.69,38.95,,-100.0,0,0,11,元大,6048530.0,0.0,0.0,0.0,0.0,call_inflow,認購偏多,1,,認購權證資金升溫,pattern,non_mainstream,,,型態觀察,
