date,stock_id,stock_name,call_warrant_count,put_warrant_count,call_turnover,put_turnover,total_warrant_turnover,call_volume,put_volume,total_warrant_volume,call_put_turnover_ratio,candidate_category,candidate_category_zh,sector,sub_theme,tdcc_status,tdcc_status_zh,warrant_flow_signal,warrant_flow_signal_zh,data_quality_note
20260924,3042,晶技,196,8,100391640.0,90230.0,100481870.0,84744000.0,108000.0,84852000.0,1112.62,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260924,6139,亞翔,244,1,44854990.0,1270.0,44856260.0,52220000.0,9000.0,52229000.0,35318.89,"pullback_rebound,range_rebound,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260924,8046,南電,86,10,32778630.0,703940.0,33482570.0,22701000.0,738000.0,23439000.0,46.56,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260924,3016,嘉晶,90,5,32720390.0,597320.0,33317710.0,14642000.0,800000.0,15442000.0,54.78,true_breakout,嚴格突破,,,,,call_put_bullish,權證偏多,
20260924,2383,台光電,111,11,23434000.0,57600.0,23491600.0,12733000.0,80000.0,12813000.0,406.84,"pattern,revenue_breakout_low_response,revenue_pullback",型態觀察、營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_put_bullish,權證偏多,
20260924,8028,昇陽半導體,127,5,18360780.0,48840.0,18409620.0,16863000.0,71000.0,16934000.0,375.94,"pullback_rebound,range_rebound,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260924,3563,牧德,130,8,17925170.0,216730.0,18141900.0,15292000.0,523000.0,15815000.0,82.71,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260924,1326,台化,141,5,12613980.0,48320.0,12662300.0,11274000.0,64000.0,11338000.0,261.05,"pattern,revenue_pullback",型態觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260924,3189,景碩,60,8,8527170.0,430.0,8527600.0,1684000.0,6000.0,1690000.0,19830.63,true_breakout,嚴格突破,,,,,call_put_bullish,權證偏多,
20260924,0083,國泰費城半導體,46,10,6827050.0,324530.0,7151580.0,3911000.0,215000.0,4126000.0,21.04,,,,,,,call_put_bullish,權證偏多,
20260924,2498,宏達電,60,1,5701550.0,3040.0,5704590.0,5604000.0,16000.0,5620000.0,1875.51,pattern,型態觀察,,,,,call_put_bullish,權證偏多,
20260924,2484,希華,25,1,5536400.0,2130.0,5538530.0,5231000.0,1000.0,5232000.0,2599.25,,,,,,,call_put_bullish,權證偏多,
