date,stock_id,stock_name,industry,call_warrant_count,put_warrant_count,call_volume,put_volume,total_warrant_volume,call_turnover,put_turnover,total_warrant_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,put_turnover_change_1d,put_turnover_change_5d,call_volume_change_1d,call_volume_change_5d,put_volume_change_1d,put_volume_change_5d,low_float_call_spike_count,low_float_put_spike_count,issuer_count,top_issuer,top_issuer_call_turnover,top_issuer_put_turnover,latest_warrant_count,issued_quantity_total,cancelled_quantity_total,warrant_flow_signal,warrant_flow_score,warrant_flow_warning,note,candidate_category,sector,sub_theme,tdcc_status
20260522,6282,康舒,,134,7,54649000.0,430000.0,55079000.0,60694540.0,118970.0,60813510.0,510.17,96.88,166.61,125.79,280.76,80.19,134.25,154.44,350.26,0,0,12,元大,20725360.0,0.0,0.0,0.0,0.0,call_put_bullish,3,認購權證成交量與成交金額同步偏大，短線資金關注度高,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,range_rebound",,,
20260522,3231,緯創,,198,21,56231000.0,141000.0,56372000.0,51515600.0,134830.0,51650430.0,382.08,48.9,136.03,-15.52,-22.83,59.44,137.28,-58.53,-70.53,0,0,11,元大,16346520.0,0.0,0.0,0.0,0.0,call_put_bullish,3,認購權證成交量與成交金額同步偏大，短線資金關注度高,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,revenue_pullback",,,
20260522,1802,台玻,,127,20,25880000.0,1428000.0,27308000.0,37191120.0,479140.0,37670260.0,77.62,207.77,176.43,-3.88,-16.83,160.99,94.6,23.0,5.19,0,0,11,群益,12303100.0,26470.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260522,1605,華新,,140,5,26804000.0,4000.0,26808000.0,30457650.0,3060.0,30460710.0,9953.48,133.71,296.45,-97.28,-96.0,87.24,183.24,-98.44,-97.24,0,0,12,元大,8014080.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260522,3037,欣興,,236,40,5967000.0,2933000.0,8900000.0,29923450.0,475820.0,30399270.0,62.89,73.46,121.96,-62.25,-39.93,64.7,134.88,-53.9,-27.65,0,0,11,統一,18117600.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260522,2363,矽統,,53,1,20300000.0,51000.0,20351000.0,29729300.0,29560.0,29758860.0,1005.73,112.92,114.72,-91.45,-92.63,85.15,69.09,-89.88,-90.84,0,0,10,台新,5257090.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,range_rebound,revenue_pullback",,,
20260522,8039,台虹,,139,8,24337000.0,105000.0,24442000.0,27126700.0,94100.0,27220800.0,288.28,107.3,139.38,264.16,-40.51,63.39,86.53,356.52,-18.29,0,0,11,元大,7749390.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260522,1519,華城,,133,13,33964000.0,229000.0,34193000.0,24593820.0,170320.0,24764140.0,144.4,84.3,109.17,-50.39,-67.82,55.83,56.2,-18.79,-35.85,0,0,12,元大,12292930.0,24000.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260522,2356,英業達,,54,5,13334000.0,32000.0,13366000.0,22834610.0,28480.0,22863090.0,801.78,58.58,116.45,-60.91,-79.78,40.03,71.6,-53.62,-75.85,0,0,11,凱基,3814440.0,19200.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260522,1560,中砂,,153,14,9178000.0,514000.0,9692000.0,21239310.0,222380.0,21461690.0,95.51,117.37,116.25,-39.8,-46.44,131.24,109.21,-74.35,-63.82,0,0,12,元大,5665680.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260522,2377,微星,,54,2,19759000.0,50000.0,19809000.0,21253540.0,24400.0,21277940.0,871.05,207.37,284.44,159.57,419.15,137.32,183.53,150.0,400.0,0,0,9,凱基,5088520.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260522,6415,矽力*-KY,,120,1,6353000.0,672000.0,7025000.0,21052060.0,216620.0,21268680.0,97.18,217.29,44.25,551.88,158.39,143.97,-0.5,565.35,252.76,0,0,11,元大,7850160.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,range_rebound,,,
20260522,2374,佳能,,94,2,22264000.0,20000.0,22284000.0,20142830.0,4100.0,20146930.0,4912.89,140.82,166.36,355.56,320.51,133.4,128.28,566.67,566.67,0,0,12,元大,7668310.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,revenue_breakout_low_response,revenue_pullback",mainstream_growth,,
20260522,2367,燿華,,90,3,14118000.0,519000.0,14637000.0,18365770.0,133480.0,18499250.0,137.59,134.08,120.74,25.02,-85.69,127.42,101.63,68.51,-58.08,0,0,12,富邦,3432470.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260522,2329,華泰,,142,4,25433000.0,45000.0,25478000.0,17802630.0,40650.0,17843280.0,437.95,97.32,114.56,248.93,96.33,86.58,54.49,246.15,150.0,0,0,12,元大,8052780.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260522,2324,仁寶,,72,4,15237000.0,1036000.0,16273000.0,14666560.0,471180.0,15137740.0,31.13,280.74,480.9,813.67,297.13,167.41,255.34,684.85,258.48,0,0,12,富邦,4050650.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,range_rebound",,,
20260522,1503,士電,,82,2,22701000.0,7000.0,22708000.0,10882190.0,6750.0,10888940.0,1612.18,134.86,168.53,,,108.21,112.15,,,0,0,10,元大,5425210.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,revenue_pullback,,,
20260522,2360,致茂,,71,5,2060000.0,60000.0,2120000.0,8561800.0,3600.0,8565400.0,2378.28,156.78,223.21,414.29,22.03,138.43,170.7,500.0,100.0,0,0,11,元大,5184300.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,revenue_pullback,,,
20260522,3030,德律,,172,7,3004000.0,18000.0,3022000.0,8314460.0,3420.0,8317880.0,2431.13,109.61,136.37,,250.77,64.69,63.57,,1100.0,0,0,12,凱基,3504050.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,revenue_pullback,,,
20260522,0070,期元大S&P黃金正2(原名：元大S&P黃金正2),,207,28,4147000.0,191000.0,4338000.0,6120880.0,230520.0,6351400.0,26.55,105.02,95.29,1348.9,56.86,25.14,6.16,1369.23,51.59,0,0,10,國票,4367920.0,128000.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260522,2354,鴻準,,40,3,6019000.0,18000.0,6037000.0,5624330.0,33000.0,5657330.0,170.43,65.76,131.86,7.98,-61.32,41.29,82.73,12.5,-57.14,0,0,9,元大,1841630.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260522,4763,材料*-KY,,66,3,7252000.0,1000.0,7253000.0,5555480.0,2200.0,5557680.0,2525.22,225.64,405.73,,,63.7,167.26,,,0,0,12,凱基,1641870.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260522,2059,川湖,,219,29,2325000.0,62000.0,2387000.0,5185250.0,51610.0,5236860.0,100.47,146.91,173.88,116.48,26.25,115.88,132.62,148.0,44.19,0,0,13,凱基,1353110.0,44110.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260522,2609,陽明,,63,4,7930000.0,415000.0,8345000.0,5051850.0,131980.0,5183830.0,38.28,217.25,163.59,-3.07,-16.69,110.9,82.34,22.06,4.4,0,0,11,元大,1945530.0,7000.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260522,6197,佳必琪,,87,0,17746000.0,0.0,17746000.0,41239990.0,0.0,41239990.0,,66.94,130.83,,,40.94,79.07,,,0,0,12,元大,14216720.0,0.0,0.0,0.0,0.0,call_strong_inflow,2,,認購權證成交金額明顯升溫,range_rebound,,,
