date,stock_id,stock_name,industry,call_warrant_count,put_warrant_count,call_volume,put_volume,total_warrant_volume,call_turnover,put_turnover,total_warrant_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,put_turnover_change_1d,put_turnover_change_5d,call_volume_change_1d,call_volume_change_5d,put_volume_change_1d,put_volume_change_5d,low_float_call_spike_count,low_float_put_spike_count,issuer_count,top_issuer,top_issuer_call_turnover,top_issuer_put_turnover,latest_warrant_count,issued_quantity_total,cancelled_quantity_total,warrant_flow_signal,warrant_flow_score,warrant_flow_warning,note,candidate_category,sector,sub_theme,tdcc_status
20260528,2409,友達,,190,11,32378000.0,906000.0,33284000.0,53495110.0,188680.0,53683790.0,283.52,28.11,138.59,-42.98,79.97,7.44,140.93,-15.56,108.47,0,0,12,統一,13712300.0,14230.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260528,2345,智邦,,298,41,32061000.0,895000.0,32956000.0,53228480.0,393280.0,53621760.0,135.34,34.33,129.84,10.8,24.45,33.15,101.57,51.44,135.65,0,0,13,群益,10857520.0,75660.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,revenue_pullback,,,
20260528,8112,至上,,159,7,43553000.0,17000.0,43570000.0,53112180.0,20460.0,53132640.0,2595.9,103.83,401.74,139.3,-66.63,162.21,336.33,142.86,-63.36,0,0,12,元大,9546150.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,range_rebound,revenue_breakout_low_response,revenue_pullback",,,
20260528,6213,聯茂,,130,7,18965000.0,164000.0,19129000.0,42497890.0,18430.0,42516320.0,2305.91,-20.12,104.4,-23.75,122.16,-27.23,72.73,-25.79,134.29,0,0,10,國泰,11782720.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260528,2356,英業達,,67,5,15176000.0,93000.0,15269000.0,34651920.0,45890.0,34697810.0,755.11,211.53,173.29,-56.22,-31.17,138.92,184.97,-36.73,-16.67,0,0,11,永豐,9624760.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,range_rebound",,,
20260528,6415,矽力*-KY,,119,1,8279000.0,549000.0,8828000.0,33785100.0,100230.0,33885330.0,337.08,11.66,137.35,237.02,228.39,28.36,146.85,151.83,230.32,0,0,11,元大,15926400.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260528,8028,昇陽半導體,,177,2,9575000.0,215000.0,9790000.0,31914050.0,162530.0,32076580.0,196.36,163.41,57.42,-38.96,92.29,92.38,4.29,-24.03,138.36,0,0,12,元大,10951710.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,range_rebound,,,
20260528,1503,士電,,80,2,40401000.0,20000.0,40421000.0,30059780.0,10360.0,30070140.0,2901.52,13.21,165.0,-29.04,236.8,-1.37,109.49,-20.0,284.62,0,0,10,元大,14187560.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,range_rebound,,,
20260528,6531,愛普*,,116,4,3567000.0,45000.0,3612000.0,29685530.0,1350.0,29686880.0,21989.28,186.44,239.97,,-55.88,123.36,174.98,,-32.23,0,0,12,元大,5531350.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"pullback_rebound,range_rebound,revenue_pullback",,,
20260528,2312,金寶,,87,1,14991000.0,766000.0,15757000.0,26066960.0,513910.0,26580870.0,50.72,65.94,121.0,26.4,235.94,21.33,114.18,49.03,272.93,0,0,12,永豐,6124980.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260528,8110,華東,,22,8,15455000.0,328000.0,15783000.0,23667650.0,233660.0,23901310.0,101.29,55.39,246.07,1127.21,1898.46,44.14,175.48,465.52,978.95,0,0,8,統一,5725560.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,range_rebound,,,
