date,stock_id,stock_name,call_warrant_count,put_warrant_count,call_turnover,put_turnover,total_warrant_turnover,call_volume,put_volume,total_warrant_volume,call_put_turnover_ratio,candidate_category,candidate_category_zh,sector,sub_theme,tdcc_status,tdcc_status_zh,warrant_flow_signal,warrant_flow_signal_zh,data_quality_note
20260918,2449,京元電子,313,12,69043930.0,294470.0,69338400.0,57752000.0,262000.0,58014000.0,234.47,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260918,3665,貿聯-KY,304,9,64382380.0,188960.0,64571340.0,68753000.0,313000.0,69066000.0,340.72,"pullback_rebound,range_rebound,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260918,6257,矽格,130,8,42576950.0,69680.0,42646630.0,35869000.0,88000.0,35957000.0,611.04,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260918,2404,漢唐,245,10,37047050.0,621770.0,37668820.0,57490000.0,682000.0,58172000.0,59.58,"pullback_rebound,range_rebound,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260918,1560,中砂,128,9,34930300.0,925680.0,35855980.0,22431000.0,4666000.0,27097000.0,37.73,true_breakout,嚴格突破,,,,,call_put_bullish,權證偏多,
20260918,6706,惠特,90,4,29176740.0,74800.0,29251540.0,23587000.0,320000.0,23907000.0,390.06,pattern,型態觀察,,,,,call_put_bullish,權證偏多,
20260918,3035,智原,158,3,26281500.0,24990.0,26306490.0,34212000.0,28000.0,34240000.0,1051.68,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260918,6139,亞翔,245,1,23027160.0,17180.0,23044340.0,26080000.0,101000.0,26181000.0,1340.35,"pullback_rebound,revenue_pullback",回檔後短線轉強、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260918,8150,南茂,166,3,20478840.0,104590.0,20583430.0,20604000.0,137000.0,20741000.0,195.8,"pullback_rebound,range_rebound,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260918,8028,昇陽半導體,123,5,19011920.0,76940.0,19088860.0,21307000.0,91000.0,21398000.0,247.1,"pullback_rebound,range_rebound,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
