date,stock_id,stock_name,call_warrant_count,put_warrant_count,call_turnover,put_turnover,total_warrant_turnover,call_volume,put_volume,total_warrant_volume,call_put_turnover_ratio,candidate_category,candidate_category_zh,sector,sub_theme,tdcc_status,tdcc_status_zh,warrant_flow_signal,warrant_flow_signal_zh,data_quality_note
20260623,2330,台積電,910,186,392958020.0,2405040.0,395363060.0,157569000.0,6416000.0,163985000.0,163.39,pattern,型態觀察,,,,,call_put_bullish,權證偏多,
20260623,2454,聯發科,405,40,77433810.0,275350.0,77709160.0,15902000.0,785000.0,16687000.0,281.22,,,,,,,call_put_bullish,權證偏多,
20260623,6770,力積電,179,33,63592410.0,530730.0,64123140.0,34451000.0,1523000.0,35974000.0,119.82,revenue_pullback,營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260623,2449,京元電子,260,8,58368850.0,170480.0,58539330.0,42037000.0,147000.0,42184000.0,342.38,"range_rebound,revenue_pullback",區間內轉強 / 挑戰前高觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260623,2368,金像電,233,22,50844070.0,877840.0,51721910.0,46579000.0,1209000.0,47788000.0,57.92,revenue_pullback,營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260623,2059,川湖,173,18,31285540.0,66530.0,31352070.0,7257000.0,195000.0,7452000.0,470.25,,,,,,,call_put_bullish,權證偏多,
20260623,2356,英業達,104,6,19179560.0,91000.0,19270560.0,9684000.0,200000.0,9884000.0,210.76,"pattern,revenue_pullback",型態觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260623,6719,力智,25,1,16157000.0,37000.0,16194000.0,8434000.0,20000.0,8454000.0,436.68,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260623,2363,矽統,61,3,16162510.0,4940.0,16167450.0,12846000.0,13000.0,12859000.0,3271.76,revenue_pullback,營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260623,2312,金寶,97,2,12582210.0,63510.0,12645720.0,8849000.0,31000.0,8880000.0,198.11,,,,,,,call_put_bullish,權證偏多,
20260623,8046,南電,91,9,9226500.0,136710.0,9363210.0,1413000.0,839000.0,2252000.0,67.49,"pullback_rebound,range_rebound,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
