date,stock_id,stock_name,industry,call_warrant_count,put_warrant_count,call_volume,put_volume,total_warrant_volume,call_turnover,put_turnover,total_warrant_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,put_turnover_change_1d,put_turnover_change_5d,call_volume_change_1d,call_volume_change_5d,put_volume_change_1d,put_volume_change_5d,low_float_call_spike_count,low_float_put_spike_count,issuer_count,top_issuer,top_issuer_call_turnover,top_issuer_put_turnover,latest_warrant_count,issued_quantity_total,cancelled_quantity_total,warrant_flow_signal,warrant_flow_score,warrant_flow_warning,note,candidate_category,sector,sub_theme,tdcc_status
20260527,3017,奇鋐,,413,39,57558000.0,725000.0,58283000.0,143384430.0,272650.0,143657080.0,525.89,14.56,165.78,-58.35,-35.55,-12.63,81.07,-58.21,-32.32,0,0,13,群益,40108890.0,195890.0,0.0,0.0,0.0,call_put_bullish,3,認購權證成交金額很大且認購/認售比偏高，需檢查標的是否高位追價或獲利結清；認購權證成交量與成交金額同步偏大，短線資金關注度高,認購成交金額明顯大於認售，且認購資金明顯升溫,revenue_pullback,,,
20260527,6239,力成,,204,6,39847000.0,1896000.0,41743000.0,113600840.0,325020.0,113925860.0,349.52,-38.59,111.73,230.91,617.93,-17.42,117.86,46.98,326.26,0,0,12,元大,32393390.0,0.0,0.0,0.0,0.0,call_put_bullish,3,認購權證成交金額很大且認購/認售比偏高，需檢查標的是否高位追價或獲利結清,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,range_rebound",,,
20260527,1303,南亞,,254,27,43465000.0,129000.0,43594000.0,63041530.0,52530.0,63094060.0,1200.11,76.99,303.32,-85.16,-40.49,67.66,258.16,-93.42,-69.68,0,0,13,元大,10812090.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,range_rebound,,,
20260527,2301,光寶科,,208,5,25149000.0,100000.0,25249000.0,57899560.0,150490.0,58050050.0,384.74,2.15,118.04,151.4,745.26,-5.22,62.59,185.71,900.0,0,0,12,統一,11408870.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260527,3006,晶豪科,,125,15,28911000.0,581000.0,29492000.0,55744200.0,393220.0,56137420.0,141.76,27.78,116.83,-29.81,4.56,19.58,86.19,-3.33,-2.25,0,0,12,群益,13298380.0,71680.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,revenue_pullback,,,
20260527,6213,聯茂,,130,7,26063000.0,221000.0,26284000.0,53204960.0,24170.0,53229130.0,2201.28,137.7,290.14,1313.45,46.48,122.17,225.6,2355.56,59.68,0,0,10,統一,14757840.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260527,8039,台虹,,138,8,33850000.0,110000.0,33960000.0,46640970.0,76930.0,46717900.0,606.28,52.67,173.18,314.72,146.33,32.58,128.82,378.26,208.99,0,0,11,統一,15993410.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,range_rebound",,,
20260527,1519,華城,,138,13,50059000.0,201000.0,50260000.0,46327870.0,107940.0,46435810.0,429.2,124.67,193.77,-14.25,-12.84,69.58,123.82,-73.41,-47.66,0,0,12,元大,11776450.0,18000.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,range_rebound,,,
20260527,3450,聯鈞,,172,10,12714000.0,837000.0,13551000.0,41566280.0,209770.0,41776050.0,198.15,191.54,533.19,359.62,866.5,224.17,378.15,465.54,1187.69,0,0,12,統一,13714730.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260527,3044,健鼎,,73,4,21112000.0,94000.0,21206000.0,37166210.0,14060.0,37180270.0,2643.4,122.3,354.01,-26.0,77.97,106.05,332.23,-6.0,161.11,0,0,11,元大,9077050.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260527,1717,長興,,113,2,23319000.0,222000.0,23541000.0,36224150.0,25670.0,36249820.0,1411.15,134.13,88.79,-73.24,-74.88,111.57,64.71,-41.11,-12.6,0,0,11,元大,10538420.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,range_rebound,,,
20260527,3533,嘉澤,,167,3,20680000.0,39000.0,20719000.0,35934350.0,6540.0,35940890.0,5494.55,52.05,125.59,-73.82,-49.5,35.21,62.09,-73.29,-45.07,0,0,12,元大,9352510.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260527,6805,富世達,,170,11,29219000.0,10000.0,29229000.0,32464780.0,1800.0,32466580.0,18035.99,7.62,139.6,-79.64,-31.25,7.63,107.94,-79.59,-30.56,0,0,12,元大,6915790.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"revenue_breakout_low_response,revenue_pullback",mainstream_growth,,
20260527,2059,川湖,,218,27,11969000.0,911000.0,12880000.0,31209610.0,386840.0,31596450.0,80.68,226.41,487.65,100.64,386.02,180.37,255.92,116.9,481.74,0,0,12,元大,7501290.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260527,6706,惠特,,86,6,11148000.0,1213000.0,12361000.0,30648480.0,371490.0,31019970.0,82.5,27.32,158.28,336.28,128.5,-9.98,54.85,573.89,276.94,0,0,10,元大,9537960.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,true_breakout,,,
20260527,6415,矽力*-KY,,119,1,6450000.0,218000.0,6668000.0,30258420.0,29740.0,30288160.0,1017.43,21.32,144.16,-60.56,-56.2,6.51,93.44,-44.81,-15.18,0,0,11,凱基,15626390.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,pattern,,,
20260527,1503,士電,,81,2,40961000.0,25000.0,40986000.0,26552720.0,14600.0,26567320.0,1818.68,112.47,223.44,,869.46,99.83,162.01,,1462.5,0,0,10,元大,11215930.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,range_rebound,,,
20260527,8112,至上,,162,7,16610000.0,7000.0,16617000.0,26056930.0,8550.0,26065480.0,3047.59,208.87,131.74,-94.15,-86.42,94.11,49.27,-93.64,-85.36,0,0,12,永豐,8510440.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,pullback_rebound,range_rebound,revenue_breakout_low_response,revenue_pullback",,,
20260527,1513,中興電,,91,2,31234000.0,27000.0,31261000.0,21116610.0,18330.0,21134940.0,1152.02,-13.25,109.81,-50.49,147.57,-12.18,93.95,-52.63,136.84,0,0,11,元大,6617220.0,12200.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,range_rebound",,,
20260527,6830,汎銓,,32,2,774000.0,116000.0,890000.0,21065250.0,24090.0,21089340.0,874.44,182.09,302.94,-44.4,-38.0,148.87,6.99,-48.21,-36.4,0,0,5,元富,10437500.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,revenue_pullback,,,
20260527,0066,國泰臺灣加權反1,,110,22,16570000.0,1031000.0,17601000.0,17755020.0,526560.0,18281580.0,33.72,148.12,266.83,-20.91,70.32,64.47,154.33,13.8,69.24,0,0,6,中信,14406010.0,270700.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,,,,
20260527,1514,亞力,,61,1,26804000.0,27000.0,26831000.0,15884080.0,29930.0,15914010.0,530.71,37.73,167.79,,,49.23,176.05,,,0,0,11,元大,5443760.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,range_rebound,revenue_pullback",,,
20260527,8110,華東,,22,8,10722000.0,58000.0,10780000.0,15231120.0,19040.0,15250160.0,799.95,46.8,252.81,-27.44,-21.07,19.08,168.76,0.0,-50.34,0,0,8,統一,3359080.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,range_rebound,,,
20260527,6116,彩晶,,28,1,7963000.0,687000.0,8650000.0,12058550.0,389230.0,12447780.0,30.98,-32.66,140.02,37.14,555.6,-24.54,89.36,21.81,492.24,0,0,6,永豐,3340760.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,true_breakout,,,
20260527,2882,國泰金,,29,3,8745000.0,17000.0,8762000.0,11741110.0,9400.0,11750510.0,1249.05,36.03,263.0,3660.0,965.76,53.45,271.18,1600.0,1600.0,0,0,5,國泰,7533880.0,8900.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫,"pattern,pullback_rebound,revenue_pullback,true_breakout",,,
