date,stock_id,stock_name,call_warrant_count,put_warrant_count,call_turnover,put_turnover,total_warrant_turnover,call_volume,put_volume,total_warrant_volume,call_put_turnover_ratio,candidate_category,candidate_category_zh,sector,sub_theme,tdcc_status,tdcc_status_zh,warrant_flow_signal,warrant_flow_signal_zh,data_quality_note
20260922,3481,群創,212,24,87008390.0,779940.0,87788330.0,60525000.0,1108000.0,61633000.0,111.56,,,,,,,call_put_bullish,權證偏多,
20260922,0050,元大台灣50,288,195,79496880.0,4527880.0,84024760.0,41104000.0,5794000.0,46898000.0,17.56,,,,,,,call_put_bullish,權證偏多,
20260922,6805,富世達,216,9,63173010.0,526840.0,63699850.0,42060000.0,2007000.0,44067000.0,119.91,,,,,,,call_put_bullish,權證偏多,
20260922,2317,鴻海,531,32,63106370.0,209690.0,63316060.0,57940000.0,403000.0,58343000.0,300.95,"pullback_rebound,range_rebound,revenue_breakout_low_response,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_put_bullish,權證偏多,
20260922,8150,南茂,166,3,56112840.0,127700.0,56240540.0,55360000.0,185000.0,55545000.0,439.41,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260922,4958,臻鼎-KY,369,20,54052310.0,1274310.0,55326620.0,49384000.0,1139000.0,50523000.0,42.42,"pullback_rebound,revenue_pullback",回檔後短線轉強、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260922,2360,致茂,85,5,47005990.0,122670.0,47128660.0,28952000.0,130000.0,29082000.0,383.19,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260922,3035,智原,160,3,35953890.0,85100.0,36038990.0,32240000.0,114000.0,32354000.0,422.49,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260922,0098,主動統一台股增長,122,16,26521640.0,1373850.0,27895490.0,28237000.0,1524000.0,29761000.0,19.3,,,,,,,call_put_bullish,權證偏多,
20260922,3044,健鼎,106,2,27443590.0,11750.0,27455340.0,22431000.0,25000.0,22456000.0,2335.62,"pattern,pullback_rebound,revenue_pullback",型態觀察、回檔後短線轉強、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260922,6526,達發,57,1,22624640.0,10800.0,22635440.0,17909000.0,20000.0,17929000.0,2094.87,true_breakout,嚴格突破,,,,,call_put_bullish,權證偏多,
20260922,2379,瑞昱,114,3,20831240.0,1100.0,20832340.0,20757000.0,1000.0,20758000.0,18937.49,"pattern,pullback_rebound,revenue_pullback",型態觀察、回檔後短線轉強、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260922,4919,新唐,103,4,18127120.0,141400.0,18268520.0,19069000.0,120000.0,19189000.0,128.2,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260922,2363,矽統,121,5,17357240.0,136420.0,17493660.0,20225000.0,150000.0,20375000.0,127.23,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260922,6285,啟碁,210,17,15680290.0,102800.0,15783090.0,15027000.0,79000.0,15106000.0,152.53,"revenue_breakout_low_response,revenue_pullback",營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_put_bullish,權證偏多,
20260922,2493,揚博,85,2,14967240.0,20750.0,14987990.0,22392000.0,15000.0,22407000.0,721.31,pattern,型態觀察,,,,,call_put_bullish,權證偏多,
20260922,3715,定穎投控,208,5,13454110.0,347500.0,13801610.0,19735000.0,368000.0,20103000.0,38.72,"pattern,pullback_rebound,revenue_breakout_low_response,revenue_pullback",型態觀察、回檔後短線轉強、營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_put_bullish,權證偏多,
20260922,3037,欣興,90,9,12913940.0,13610.0,12927550.0,2971000.0,816000.0,3787000.0,948.86,revenue_pullback,營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260922,3563,牧德,132,10,11141410.0,86680.0,11228090.0,9989000.0,429000.0,10418000.0,128.53,"pullback_rebound,range_rebound,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260922,2383,台光電,100,11,8932220.0,73220.0,9005440.0,5872000.0,101000.0,5973000.0,121.99,"revenue_breakout_low_response,revenue_pullback",營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_put_bullish,權證偏多,
20260922,0066,國泰臺灣加權反1,109,21,7836370.0,546420.0,8382790.0,8562000.0,773000.0,9335000.0,14.34,,,,,,,call_put_bullish,權證偏多,
20260922,3673,TPK-KY,76,1,5817920.0,720.0,5818640.0,7591000.0,1000.0,7592000.0,8080.44,,,,,,,call_put_bullish,權證偏多,
20260922,3189,景碩,60,8,5252060.0,1300.0,5253360.0,1108000.0,28000.0,1136000.0,4040.05,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260922,2388,威盛,82,4,4598620.0,5200.0,4603820.0,5132000.0,10000.0,5142000.0,884.35,"revenue_breakout_low_response,revenue_pullback",營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_put_bullish,權證偏多,
20260922,8110,華東,41,4,4101500.0,140.0,4101640.0,7438000.0,1000.0,7439000.0,29296.43,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260922,2376,技嘉,179,0,37751090.0,0.0,37751090.0,24756000.0,0.0,24756000.0,,"revenue_breakout_low_response,revenue_pullback",營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_strong_inflow,認購明確偏多,
20260922,6116,彩晶,37,0,14208400.0,0.0,14208400.0,13201000.0,0.0,13201000.0,,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_strong_inflow,認購明確偏多,
20260922,1727,中華化,26,0,11754840.0,0.0,11754840.0,9797000.0,0.0,9797000.0,,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_strong_inflow,認購明確偏多,
