date,stock_id,stock_name,call_warrant_count,put_warrant_count,call_turnover,put_turnover,total_warrant_turnover,call_volume,put_volume,total_warrant_volume,call_put_turnover_ratio,candidate_category,candidate_category_zh,sector,sub_theme,tdcc_status,tdcc_status_zh,warrant_flow_signal,warrant_flow_signal_zh,data_quality_note
20260831,3006,晶豪科,188,14,66776040.0,368130.0,67144170.0,37591000.0,431000.0,38022000.0,181.39,"pullback_rebound,revenue_pullback,true_breakout",回檔後短線轉強、營收成長股價回檔、嚴格突破,,,,,call_put_bullish,權證偏多,
20260831,1802,台玻,125,9,45659210.0,30960.0,45690170.0,50749000.0,54000.0,50803000.0,1474.78,"pattern,revenue_pullback",型態觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260831,2377,微星,131,7,30017610.0,8100.0,30025710.0,30414000.0,10000.0,30424000.0,3705.88,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_put_bullish,權證偏多,
20260831,2356,英業達,113,8,22552360.0,12040.0,22564400.0,16519000.0,7000.0,16526000.0,1873.12,"pattern,revenue_breakout_low_response,revenue_pullback",型態觀察、營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_put_bullish,權證偏多,
20260831,2337,旺宏,156,16,11808340.0,93060.0,11901400.0,10240000.0,277000.0,10517000.0,126.89,"revenue_breakout_low_response,revenue_pullback",營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_put_bullish,權證偏多,
20260831,3016,嘉晶,63,3,10843980.0,157770.0,11001750.0,11452000.0,475000.0,11927000.0,68.73,"pattern,revenue_pullback",型態觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260831,0073,期元大道瓊白銀(原名：元大道瓊白銀),187,22,7567710.0,130300.0,7698010.0,5278000.0,305000.0,5583000.0,58.08,,,,,,,call_put_bullish,權證偏多,
20260831,2402,毅嘉,80,9,3125420.0,2460.0,3127880.0,3553000.0,6000.0,3559000.0,1270.5,"pullback_rebound,range_rebound,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收成長股價回檔,,,,,call_put_bullish,權證偏多,
20260831,1717,長興,117,1,34109560.0,0.0,34109560.0,32623000.0,0.0,32623000.0,,range_rebound,區間內轉強 / 挑戰前高觀察,,,,,call_strong_inflow,認購明確偏多,
20260831,2376,技嘉,164,0,21084250.0,0.0,21084250.0,18160000.0,0.0,18160000.0,,"pattern,revenue_breakout_low_response,revenue_pullback",型態觀察、營收爆發但股價尚未反應、營收成長股價回檔,mainstream_growth,mainstream_growth,,,call_strong_inflow,認購明確偏多,
