date,stock_id,stock_name,call_warrant_count,put_warrant_count,call_turnover,put_turnover,total_warrant_turnover,call_volume,put_volume,total_warrant_volume,call_put_turnover_ratio,candidate_category,candidate_category_zh,sector,sub_theme,tdcc_status,tdcc_status_zh,warrant_flow_signal,warrant_flow_signal_zh,data_quality_note
20260605,2404,漢唐,248,10,81760580.0,88050.0,81848630.0,55824000.0,99000.0,55923000.0,928.57,"pattern,revenue_breakout_low_response,revenue_pullback",型態觀察、營收爆發但股價尚未反應、營收成長股價回檔,主流族群,主流族群,,,call_put_bullish,權證偏多,
20260605,2059,川湖,201,24,58651260.0,103230.0,58754490.0,22815000.0,114000.0,22929000.0,568.16,true_breakout,嚴格突破,主流族群,主流族群,,,call_put_bullish,權證偏多,
20260605,3406,玉晶光,62,4,49849020.0,141750.0,49990770.0,27520000.0,373000.0,27893000.0,351.67,true_breakout,嚴格突破,主流族群,主流族群,,,call_put_bullish,權證偏多,
20260605,2367,燿華,96,3,43120420.0,214860.0,43335280.0,9428000.0,286000.0,9714000.0,200.69,,,,,,,call_put_bullish,權證偏多,
20260605,3037,欣興,209,38,16958220.0,579060.0,17537280.0,2534000.0,3481000.0,6015000.0,29.29,"pattern,revenue_pullback",型態觀察、營收成長股價回檔,主流族群,主流族群,,,call_put_bullish,權證偏多,
20260605,3450,聯鈞,169,10,12762960.0,213210.0,12976170.0,5673000.0,1083000.0,6756000.0,59.86,pattern,型態觀察,主流族群,主流族群,,,call_put_bullish,權證偏多,
20260605,0065,復華香港正2,60,6,3755910.0,104530.0,3860440.0,4299000.0,118000.0,4417000.0,35.93,,,,,,,call_put_bullish,權證偏多,
20260605,6209,今國光,46,0,22304930.0,0.0,22304930.0,13054000.0,0.0,13054000.0,,"pullback_rebound,range_rebound,revenue_pullback",回檔後短線轉強、區間內轉強 / 挑戰前高觀察、營收成長股價回檔,主流族群,主流族群,,,call_strong_inflow,認購明確偏多,
20260605,3033,威健,32,0,13807080.0,0.0,13807080.0,6777000.0,0.0,6777000.0,,,,,,,,call_strong_inflow,認購明確偏多,
20260605,2359,所羅門,44,0,12774830.0,0.0,12774830.0,13080000.0,0.0,13080000.0,,pattern,型態觀察,主流族群,主流族群,,,call_strong_inflow,認購明確偏多,
20260605,2881,富邦金,24,0,10907650.0,0.0,10907650.0,3971000.0,0.0,3971000.0,,pattern,型態觀察,非主流族群,非主流族群,,,call_strong_inflow,認購明確偏多,
20260605,2428,興勤,20,0,10594500.0,0.0,10594500.0,6894000.0,0.0,6894000.0,,,,,,,,call_strong_inflow,認購明確偏多,
20260605,1402,遠東新,7,0,9785180.0,0.0,9785180.0,9227000.0,0.0,9227000.0,,pattern,型態觀察,非主流族群,非主流族群,,,call_strong_inflow,認購明確偏多,
20260605,2637,慧洋-KY,25,0,9695390.0,0.0,9695390.0,9131000.0,0.0,9131000.0,,true_breakout,嚴格突破,非主流族群,非主流族群,,,call_strong_inflow,認購明確偏多,
20260605,2103,台橡,5,0,8336430.0,0.0,8336430.0,5178000.0,0.0,5178000.0,,,,,,,,call_strong_inflow,認購明確偏多,
