generated_at,model_id,artifact_id,artifact_version,projection_id,v1_projection_version,v2_projection_version,cutoff_date,v1_manifest_bytes,v1_manifest_sha256,v1_detail_bytes,v1_detail_sha256,v2_manifest_bytes,v2_manifest_sha256,v2_detail_bytes,v2_detail_sha256,v1_episode_row_count,v2_episode_row_count,added_episode_count,removed_episode_count,changed_episode_count,changed_cell_count,changed_column_count,changed_columns,cutoff_price_input_changed_stock_count,cutoff_price_input_row_count_delta,manifest_changed_field_count,manifest_changed_fields,classified_semantic_drift_count,unclassified_semantic_drift_count,semantic_drift_status,research_only,formal_model_use_allowed,approved_for_daily,production_change,promotion_evidence_allowed,ranking_consumption_allowed,pdf_consumption_allowed
2026-08-22 13:24:24 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_snapshot_projection_v1_v2_diff,source_snapshot_projection_v1_v2_diff_v1_20260822,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v1_20260731,source_snapshot_projection_v2_20260822,20260713,148157,d2dde5a1f05bc2f15baf4d77f326a7ea90b481492178fa6d2fd6262bf316c79e,26633382,b9784e4df2d2eba2c511b1c87f4255a6485a1fe1d7ac67490802e396614ee49a,148590,e09bb01dd24c1069b0e84dd7de778a822ddaf53b7a550e1602927c27c1d93a5f,26650886,d925cf20ede112c6ddce22e2201195ab4a149ee13c1e05d5750cccacef7430d2,19569,19565,234,238,18931,101698,36,episode_end_date|episode_end_sequence_index|episode_start_sequence_index|episode_start_trade_date|episode_status|first_breakout_d20_return_pct|first_breakout_date|first_breakout_lag_from_episode_start_days|first_breakout_outcome|first_hit_20_day_offset|latest_qualifying_canonical_source_table_date|latest_qualifying_revenue_period|latest_qualifying_sequence_index|latest_qualifying_source_date|latest_qualifying_source_row_canonical_sha256|latest_qualifying_trade_date|launch_d20_return_pct|launch_date|launch_lag_from_episode_start_days|launch_lag_from_latest_source_days|launch_post_hit_min_return_pct|qualifying_canonical_source_table_dates|qualifying_cross_market_resolution_ids|qualifying_revenue_periods|qualifying_sequence_indices|qualifying_source_dates|qualifying_source_revenue_anomaly_candidate_flag|qualifying_source_row_canonical_sha256s|qualifying_trade_dates|qualifying_update_count|right_censored_flag|source_close|source_range_width_23d_pct|source_return_20d_pct|source_return_5d_pct|source_volume_ratio,1908,13141,18,artifact_version|candidate_status|cutoff_price_input_file_semantic_sha256s|cutoff_price_input_row_count|cutoff_price_input_semantic_sha256|full_source_episode_row_count|full_source_episode_semantic_sha256|generated_at|lineage_change_reason|monthly_revenue_canonical_table_sha256|monthly_revenue_history_blob_sha256|predecessor_detail_bytes_sha256|predecessor_manifest_bytes_sha256|predecessor_projection_version|projected_episode_row_count|projected_episode_semantic_sha256|projection_policy_id|projection_version,101716,0,classified_corrected_official_cutoff_price_lineage,True,False,False,False,False,False,False
