research_id,source_manual_label_research_id,source_manual_label_parameter_set_id,source_auto_context_research_id,source_auto_context_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,manual_label_scope_id,classifier_audit_scope_id,label_source_chart_packet,manual_label,label_conflict_for_event,label_event_key,source_match_status,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,market_regime,low_position_120_pct,base_width_pct,support_touch_count,manual_visual_pre_signal_context,auto_pre_signal_context,auto_context_filter_result,auto_context_return_pct,auto_context_range_pct,auto_context_slope_pct_per_20d,auto_context_max_drawdown_pct,manual_return_pct,auto_return_pct,classifier_alignment,approved_for_daily,production_readiness,generated_at
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,evidence_shortlist,bad,false,8422|20260107|20260112,matched_auto_context,8422,可寧衛*,20260107,20260108,20260109,20260112,strong_bull,6.0748,62.3529,2,bearish,bearish,auto_bearish,-84.0050,1142.7184,-26.9628,-91.6400,10.1517,10.1517,manual_bad_auto_bearish_match,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,evidence_shortlist,good,true,2368|20250522|20250602,matched_auto_context,2368,金像電,20250522,20250523,20250529,20250602,strong_bull,23.8624,12.3130,9,mixed,bearish,auto_bearish,-9.2025,316.1404,-4.2782,-75.8065,10.1365,10.1365,manual_label_conflict_not_scored,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,evidence_shortlist,good,false,3704|20250826|20250829,matched_auto_context,3704,合勤控,20250826,20250827,20250828,20250829,strong_bull,20.0000,11.6908,10,mixed,sideways_or_consolidation,auto_non_bearish,-7.2250,23.6893,-1.9839,-16.9811,10.1493,10.1493,manual_good_auto_non_bearish_match,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,evidence_shortlist,good,false,4157|20251203|20251208,matched_auto_context,4157,太景*-KY,20251203,20251204,20251205,20251208,mild_bull,41.4063,20.5556,5,bearish,bearish,auto_bearish,-8.8889,37.1781,-4.0989,-25.6790,20.3463,20.3463,manual_good_auto_bearish_false_negative,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,evidence_shortlist,good,false,4908|20260302|20260312,matched_auto_context,4908,前鼎,20260302,20260310,20260311,20260312,strong_bull,15.5926,21.1344,10,mixed,volatile_mixed,auto_non_bearish,-1.4706,252.9840,-3.8777,-70.3004,12.0507,12.0507,manual_good_auto_non_bearish_match,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,evidence_shortlist,good,false,4973|20260312|20260317,matched_auto_context,4973,廣穎電通,20260312,20260313,20260316,20260317,strong_bull,24.2987,74.0933,6,bullish,slow_uptrend,auto_non_bearish,75.9494,494.5946,8.2581,-79.3750,10.6568,10.6568,manual_good_auto_non_bearish_match,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,evidence_shortlist,good,false,6147|20260312|20260318,matched_auto_context,6147,頎邦,20260312,20260313,20260317,20260318,strong_bull,4.2303,14.7228,10,bearish,bearish,auto_bearish,-17.1642,508.5657,-6.2583,-83.2406,11.4613,11.4613,manual_good_auto_bearish_false_negative,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,evidence_shortlist,good,false,6173|20260415|20260420,matched_auto_context,6173,信昌電,20260415,20260416,20260417,20260420,strong_bull,18.9203,25.8824,9,bullish,volatile_mixed,auto_non_bearish,6.3861,41.3005,-1.5138,-26.8886,18.7166,18.7166,manual_good_auto_non_bearish_match,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,evidence_shortlist,good,false,6175|20260415|20260420,matched_auto_context,6175,立敦,20260415,20260416,20260417,20260420,strong_bull,31.6602,33.7823,7,bullish,volatile_mixed,auto_non_bearish,21.7578,48.0841,-1.9624,-25.4919,12.1396,12.1396,manual_good_auto_non_bearish_match,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,evidence_shortlist,good,false,6016|20260424|20260505,matched_auto_context,6016,康和證,20260424,20260427,20260504,20260505,strong_bull,37.6093,13.8846,12,bullish,slow_uptrend,auto_non_bearish,38.3142,42.5781,8.9919,-11.0803,19.6517,19.6517,manual_good_auto_non_bearish_match,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,review_shortlist,bad,true,2368|20250522|20250602,matched_auto_context,2368,金像電,20250522,20250523,20250529,20250602,strong_bull,23.8624,12.3130,9,,bearish,auto_bearish,-9.2025,316.1404,-4.2782,-75.8065,10.1365,10.1365,manual_label_conflict_not_scored,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,review_shortlist,good,false,4157|20251203|20251208,matched_auto_context,4157,太景*-KY,20251203,20251204,20251205,20251208,mild_bull,41.4063,20.5556,5,,bearish,auto_bearish,-8.8889,37.1781,-4.0989,-25.6790,20.3463,20.3463,manual_good_auto_bearish_false_negative,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,review_shortlist,good,false,3163|20260128|20260205,matched_auto_context,3163,波若威,20260128,20260202,20260204,20260205,strong_bull,34.9762,98.8399,4,,slow_uptrend,auto_non_bearish,156.4955,594.5338,35.9699,-78.8350,10.7216,10.7216,manual_good_auto_non_bearish_match,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
structured_neckline_manual_label_context_classifier_audit,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,structured_neckline_manual_label_context_classifier_audit_20260629,warning_research_variant_only,user_good_bad_chart_folder_labels,manual_good_bad_vs_auto_pre_signal_context,review_shortlist,good,false,4973|20260312|20260317,matched_auto_context,4973,廣穎電通,20260312,20260313,20260316,20260317,strong_bull,24.2987,74.0933,6,,slow_uptrend,auto_non_bearish,75.9494,494.5946,8.2581,-79.3750,10.6568,10.6568,manual_good_auto_non_bearish_match,false,not_production_ready_research_only,2026-06-29 01:55:17 Asia/Taipei
