research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,model_id,source_event_key,stock_id,stock_name,signal_date,confirmation_date,entry_date,exit_date,return_pct,return_outcome,data_quality_flag,bucket_id,bucket_label,bucket_definition,residual_reason,bucket_match_count,candidate_bucket_match_count,momentum_breakout_candidate_flag,lowbase_consolidation_candidate_flag,prev60_residual_research_pool_flag,legacy_non_prev60_residual_flag,high_breakout_60d_met,breakout_over_prev60_pct,range_width_40_pct,off_120d_low_pct,signal_close,previous_60d_high,previous_60d_low,previous_120d_high,previous_120d_low,classification_id,attack_method,price_position_type,consolidation_type,risk_type,candle_quality,follow_through_type,limit_up_like,volume_ratio,signal_return_1d_pct,anomaly_flag,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_split_coverage_audit,volume_range_breakout_v2_split_coverage_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1101|20250922|20250925|pullback_5ma_confirmed|20250926|20251013|23.9|23.1,1101,台泥,20250922,20250925,20250926,20251013,-3.3473,loss,ok,legacy_non_prev60_residual,legacy v1 residual that does not meet the 60d breakout direction,high_breakout_60d_met=False,not_prev60_high,1,0,False,False,False,True,False,-7.5188,14.059,,24.6,26.6,22.05,,,long_base_low_position,volume_attack,low_position,long_consolidation,normal_risk,false_breakout,pullback_10ma,False,3.4542,5.3533,none,False,not_production_ready_research_only,2026-07-09 05:30:35 Asia/Taipei
volume_range_breakout_v2_split_coverage_audit,volume_range_breakout_v2_split_coverage_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1101|20260112|20260113|next_day_break_signal_high_confirmed|20260114|20260127|25.25|26.05,1101,台泥,20260112,20260113,20260114,20260127,3.1683,win,ok,lowbase_consolidation_candidate,low-base consolidation volume breakout candidate,high_breakout_60d_met=True and off_120d_low_pct<=40 and range_width_40_pct<=40,selected_lowbase_consolidation_candidate,1,1,False,True,False,False,True,4.3933,18.0247,23.2099,24.95,23.9,20.25,25.15,20.25,high_position_breakout,volume_attack,high_position,long_consolidation,high_position_chase,explosive_long_red,next_day_gap_fade,False,3.3486,5.4968,none,False,not_production_ready_research_only,2026-07-09 05:30:35 Asia/Taipei
volume_range_breakout_v2_split_coverage_audit,volume_range_breakout_v2_split_coverage_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1210|20251022|20251028|pullback_10ma_confirmed|20251029|20251111|53.0|52.8,1210,大成,20251022,20251028,20251029,20251111,-0.3774,loss,ok,legacy_non_prev60_residual,legacy v1 residual that does not meet the 60d breakout direction,high_breakout_60d_met=False,not_prev60_high,1,0,False,False,False,True,False,-13.4165,9.3254,10.119,55.5,64.1,50.4,66.9,50.4,long_base_low_position,volume_attack,low_position,long_consolidation,volume_overheat,explosive_long_red,next_day_gap_fade,False,7.6812,7.5581,none,False,not_production_ready_research_only,2026-07-09 05:30:35 Asia/Taipei
volume_range_breakout_v2_split_coverage_audit,volume_range_breakout_v2_split_coverage_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20250626|20250627|next_day_break_signal_high_confirmed|20250630|20250711|126.0|125.0,1215,卜蜂,20250626,20250627,20250630,20250711,-0.7937,loss,ok,legacy_non_prev60_residual,legacy v1 residual that does not meet the 60d breakout direction,high_breakout_60d_met=False,not_prev60_high,1,0,False,False,False,True,False,,17.6471,,119.5,,,,,standard_breakout,general_breakout,unknown_position,long_consolidation,normal_risk,upper_shadow,next_day_continuation,False,2.0843,3.4632,none,False,not_production_ready_research_only,2026-07-09 05:30:35 Asia/Taipei
volume_range_breakout_v2_split_coverage_audit,volume_range_breakout_v2_split_coverage_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20250627|20250630|next_day_break_signal_high_confirmed|20250701|20250714|126.5|125.0,1215,卜蜂,20250627,20250630,20250701,20250714,-1.1858,loss,ok,legacy_non_prev60_residual,legacy v1 residual that does not meet the 60d breakout direction,high_breakout_60d_met=False,not_prev60_high,1,0,False,False,False,True,False,,22.7273,,125.0,,,,,standard_breakout,general_breakout,unknown_position,long_consolidation,normal_risk,standard_candle,next_day_continuation,False,2.1864,4.6025,none,False,not_production_ready_research_only,2026-07-09 05:30:35 Asia/Taipei
volume_range_breakout_v2_split_coverage_audit,volume_range_breakout_v2_split_coverage_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20251126|20251127|pullback_5ma_confirmed|20251128|20251211|142.0|144.0,1215,卜蜂,20251126,20251127,20251128,20251211,1.4085,win,ok,legacy_non_prev60_residual,legacy v1 residual that does not meet the 60d breakout direction,high_breakout_60d_met=False,not_prev60_high,1,0,False,False,False,True,False,-2.027,14.2857,33.6406,145.0,148.0,128.0,148.0,108.5,high_position_breakout,general_breakout,high_position,long_consolidation,normal_risk,standard_candle,pullback_10ma,False,2.4456,3.5714,none,False,not_production_ready_research_only,2026-07-09 05:30:35 Asia/Taipei
volume_range_breakout_v2_split_coverage_audit,volume_range_breakout_v2_split_coverage_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1215|20260113|20260116|pullback_5ma_confirmed|20260119|20260130|154.0|148.5,1215,卜蜂,20260113,20260116,20260119,20260130,-3.5714,loss,ok,lowbase_consolidation_candidate,low-base consolidation volume breakout candidate,high_breakout_60d_met=True and off_120d_low_pct<=40 and range_width_40_pct<=40,selected_lowbase_consolidation_candidate,1,1,False,True,False,False,True,2.3649,12.2137,32.3144,151.5,148.0,129.5,148.0,114.5,high_position_breakout,general_breakout,high_position,long_consolidation,high_position_chase,standard_candle,pullback_10ma,False,2.2245,7.4468,none,False,not_production_ready_research_only,2026-07-09 05:30:35 Asia/Taipei
volume_range_breakout_v2_split_coverage_audit,volume_range_breakout_v2_split_coverage_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1216|20251218|20251219|pullback_5ma_confirmed|20251222|20260106|77.5|76.2,1216,統一,20251218,20251219,20251222,20260106,-1.6774,loss,ok,legacy_non_prev60_residual,legacy v1 residual that does not meet the 60d breakout direction,high_breakout_60d_met=False,not_prev60_high,1,0,False,False,False,True,False,-1.4963,8.0863,6.469,79.0,80.2,74.2,87.2,74.2,high_position_breakout,volume_attack,high_position,long_consolidation,normal_risk,standard_candle,pullback_10ma,False,3.3127,2.7308,none,False,not_production_ready_research_only,2026-07-09 05:30:35 Asia/Taipei
volume_range_breakout_v2_split_coverage_audit,volume_range_breakout_v2_split_coverage_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1229|20260602|20260603|next_day_break_signal_high_confirmed|20260604|20260608|43.4|40.0,1229,聯華,20260602,20260603,20260604,20260608,-7.8341,loss,ok,legacy_non_prev60_residual,legacy v1 residual that does not meet the 60d breakout direction,high_breakout_60d_met=False,not_prev60_high,1,0,False,False,False,True,False,-7.9872,19.2105,13.6842,43.2,46.95,38.0,48.8,38.0,long_base_low_position,volume_attack,low_position,long_consolidation,breakout_failure,explosive_long_red,break_signal_low,False,3.3713,6.9307,none,False,not_production_ready_research_only,2026-07-09 05:30:35 Asia/Taipei
volume_range_breakout_v2_split_coverage_audit,volume_range_breakout_v2_split_coverage_audit_20260709,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,1236|20250904|20250922|pullback_5ma_confirmed|20250923|20251008|23.8|26.3,1236,宏亞,20250904,20250922,20250923,20251008,10.5042,win,ok,legacy_non_prev60_residual,legacy v1 residual that does not meet the 60d breakout direction,high_breakout_60d_met=False,not_prev60_high,1,0,False,False,False,True,False,-1.1013,7.767,,22.45,22.7,20.6,,,high_position_breakout,general_breakout,high_position,long_consolidation,stop_loss_easy_trigger,close_at_high,pullback_5ma,False,2.3604,2.746,none,False,not_production_ready_research_only,2026-07-09 05:30:35 Asia/Taipei
