superseded_at,model_id,artifact_id,artifact_version,projection_id,selected_projection_version,selection_status,candidate_status,candidate_manifest_path,candidate_manifest_bytes,candidate_manifest_sha256,candidate_detail_path,candidate_detail_bytes,candidate_detail_sha256,v1_archive_manifest_path,v1_archive_manifest_sha256,v1_archive_detail_path,v1_archive_detail_sha256,v1_v2_diff_summary_path,v1_v2_diff_summary_sha256,v1_v2_diff_detail_path,v1_v2_diff_detail_sha256,canonical_latest_manifest_path,canonical_latest_detail_path,canonical_history_manifest_path,canonical_docs_manifest_path,canonical_exact3_manifest_sha256,canonical_exact3_detail_sha256,canonical_exact3_verified,canonical_history_preimage_bytes,canonical_history_preimage_sha256,canonical_history_preimage_row_count,canonical_history_preimage_semantic_sha256,canonical_history_postimage_bytes,canonical_history_postimage_sha256,canonical_history_postimage_row_count,canonical_history_postimage_v1_row_count,canonical_history_postimage_v2_row_count,canonical_history_append_only_verified,research_only,formal_model_use_allowed,approved_for_daily,production_change,promotion_evidence_allowed,ranking_consumption_allowed,pdf_consumption_allowed,forward_holdout_refreshed
2026-08-23 01:17:18 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_snapshot_projection_supersede_evidence,source_snapshot_projection_supersede_evidence_v1_20260822,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v2_20260822,canonical_research_source_projection_current,generated_pending_supersede_approval,output/history/research/revenue_unreacted_range_source_snapshot_projection_manifest_v2_20260822.csv,148590,e09bb01dd24c1069b0e84dd7de778a822ddaf53b7a550e1602927c27c1d93a5f,output/history/research/revenue_unreacted_range_source_snapshot_projection_detail_v2_20260822.csv,26650886,d925cf20ede112c6ddce22e2201195ab4a149ee13c1e05d5750cccacef7430d2,output/history/research/revenue_unreacted_range_source_snapshot_projection_manifest_v1_20260731.csv,d2dde5a1f05bc2f15baf4d77f326a7ea90b481492178fa6d2fd6262bf316c79e,output/history/research/revenue_unreacted_range_source_snapshot_projection_detail_v1_20260731.csv,b9784e4df2d2eba2c511b1c87f4255a6485a1fe1d7ac67490802e396614ee49a,output/history/research/revenue_unreacted_range_source_snapshot_projection_v1_20260731_to_v2_20260822_diff_summary.csv,e2124dc58b95ff1e11a7add5bf671ca142b5cc1cc6b538ce57090735d56beeed,output/history/research/revenue_unreacted_range_source_snapshot_projection_v1_20260731_to_v2_20260822_diff_detail.csv,68c9cfb143a663bd86f62a356d5dd09cd38edd7e16f2cb726d1a3f4aa62ef4d6,output/latest/research_backtest/revenue_unreacted_range_source_snapshot_projection_manifest_latest.csv,output/latest/research_backtest/revenue_unreacted_range_source_snapshot_projection_detail_latest.csv,output/history/research/revenue_unreacted_range_source_snapshot_projection_manifest.csv,docs/latest/revenue_unreacted_range_source_snapshot_projection_manifest_latest.csv,e09bb01dd24c1069b0e84dd7de778a822ddaf53b7a550e1602927c27c1d93a5f,d925cf20ede112c6ddce22e2201195ab4a149ee13c1e05d5750cccacef7430d2,True,148157,cee652015f334b9d3b464b4703a2199f2652845e0daa3dcffeef8ab2978700db,1,6792b19dbbb527bed416445c9115af7a8c790bc71bf348139f1828e2b75daa90,295678,36afd5f09fe4d2b373a4195e17ca8e0ddbca9f41342bb64211ed5f5ae7e2994a,2,1,1,True,true,False,False,False,False,False,False,False
