research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,model_id,row_type,audit_scope,audit_key,sample_size,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,p10_return_pct,p90_return_pct,known_before_entry_open_count,known_before_entry_open_rate_pct,future_leak_count,matched_next_day_continuation_count,selected_next_day_continuation_count,selected_other_same_confirmation_count,would_change_confirmation_date_count,would_change_entry_date_count,value_a,value_b,value_c,status,note,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_next_day_continuation_timing_audit,volume_range_breakout_v2_next_day_continuation_timing_audit_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,timing_availability,all_next_day_continuation,all_next_day_continuation,1385,679,9,697,49.03,0.65,50.32,3.2626,-0.2169,-13.7307,25.6914,1385,100.0,0,1385,0,1385,0,0,information_cutoff=confirmation_date_close,entry_rule=confirmation_next_open,not_known_on_signal_date_close,timing_verified_research_only,checks whether follow_through next_day_continuation is known before formal next-open entry,False,not_production_ready_research_only,2026-07-09 18:49:47 Asia/Taipei
volume_range_breakout_v2_next_day_continuation_timing_audit,volume_range_breakout_v2_next_day_continuation_timing_audit_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_window_timing_metrics,next_day_continuation_by_previous_high_window,previous_20d_high_next_day_continuation,1385,679,9,697,49.03,0.65,50.32,3.2626,-0.2169,-13.7307,25.6914,1385,100.0,0,1385,0,1385,0,0,high_window_days=20,baseline_next_day_continuation_count=1385,coverage_pct=100.0,timing_verified_research_only,same timing audit applied to the v2 high-window matrix rows,False,not_production_ready_research_only,2026-07-09 18:49:47 Asia/Taipei
volume_range_breakout_v2_next_day_continuation_timing_audit,volume_range_breakout_v2_next_day_continuation_timing_audit_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_window_timing_metrics,next_day_continuation_by_previous_high_window,previous_40d_high_next_day_continuation,1037,525,5,507,50.63,0.48,48.89,3.9997,0.4292,-14.5942,27.3135,1037,100.0,0,1037,0,1037,0,0,high_window_days=40,baseline_next_day_continuation_count=1385,coverage_pct=74.87,timing_verified_research_only,same timing audit applied to the v2 high-window matrix rows,False,not_production_ready_research_only,2026-07-09 18:49:47 Asia/Taipei
volume_range_breakout_v2_next_day_continuation_timing_audit,volume_range_breakout_v2_next_day_continuation_timing_audit_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,high_window_timing_metrics,next_day_continuation_by_previous_high_window,previous_60d_high_next_day_continuation,811,425,4,382,52.4,0.49,47.1,4.9629,1.3359,-14.7541,29.2017,811,100.0,0,811,0,811,0,0,high_window_days=60,baseline_next_day_continuation_count=1385,coverage_pct=58.56,timing_verified_research_only,same timing audit applied to the v2 high-window matrix rows,False,not_production_ready_research_only,2026-07-09 18:49:47 Asia/Taipei
volume_range_breakout_v2_next_day_continuation_timing_audit,volume_range_breakout_v2_next_day_continuation_timing_audit_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,selected_trigger_breakdown,selected_trigger_id,next_day_break_signal_high_confirmed,1356,658,9,689,48.53,0.66,50.81,3.2181,-0.4874,-13.7676,25.7299,1356,100.0,0,1356,0,1356,0,0,,,,selected_trigger_is_date_equivalent,selected trigger can differ because formal selection uses earliest confirmation date then trigger priority,False,not_production_ready_research_only,2026-07-09 18:49:47 Asia/Taipei
volume_range_breakout_v2_next_day_continuation_timing_audit,volume_range_breakout_v2_next_day_continuation_timing_audit_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,selected_trigger_breakdown,selected_trigger_id,pullback_5ma_confirmed,29,21,0,8,72.41,0.0,27.59,5.3447,4.1935,-9.6659,16.3579,29,100.0,0,29,0,29,0,0,,,,selected_trigger_is_date_equivalent,selected trigger can differ because formal selection uses earliest confirmation date then trigger priority,False,not_production_ready_research_only,2026-07-09 18:49:47 Asia/Taipei
volume_range_breakout_v2_next_day_continuation_timing_audit,volume_range_breakout_v2_next_day_continuation_timing_audit_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,operation_date_impact,confirmation_and_entry_dates,no_date_change_if_used_as_additional_filter,1385,,,,,,,,,,,1385,100.0,0,1385,0,1385,0,0,would_change_confirmation_date_count=0,would_change_entry_date_count=0,formal_entry_remains_confirmation_next_open,does_not_change_current_confirmation_or_entry_dates,next_day_continuation can filter confirmation rows but does not advance or delay entry in this sample,False,not_production_ready_research_only,2026-07-09 18:49:47 Asia/Taipei
volume_range_breakout_v2_next_day_continuation_timing_audit,volume_range_breakout_v2_next_day_continuation_timing_audit_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,future_leak_check,post_entry_information,no_post_entry_information_required,1385,,,,,,,,,,,1385,100.0,0,1385,0,1385,0,0,uses_post_entry_information=False,known_before_entry_open=True,confirmation_age_trading_days=1,no_future_leak_detected,the condition uses signal day plus next trading day close; it does not use entry day or later prices,False,not_production_ready_research_only,2026-07-09 18:49:47 Asia/Taipei
