generated_at,model_id,artifact_id,artifact_version,source_operation_lag_artifact_id,source_operation_lag_artifact_version,source_operation_lag_detail_sha256,source_operation_lag_semantic_sha256,source_rearmed_detail_sha256,source_rearmed_semantic_sha256,source_variant_id,grid_id,analysis_basis,anchor_order,anchor_id,anchor_date_rule,anchor_definition,cell_order,position_bucket,shape_bucket,position_shape_cell_id,analysis_basis_operation_count,anchor_classification_observed_count,anchor_classification_coverage_pct,cell_share_of_anchor_pct,operation_count,unique_stock_count,unique_episode_count,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,avg_return_pct,median_return_pct,p10_return_pct,p90_return_pct,min_return_pct,max_return_pct,return_ge20_count,return_ge20_rate_pct,return_le_minus20_count,return_le_minus20_rate_pct,top1_abs_return_share_pct,top5_abs_return_share_pct,avg_latest_source_to_trigger_trading_days,median_latest_source_to_trigger_trading_days,avg_first_source_to_trigger_trading_days,median_first_source_to_trigger_trading_days,avg_source_to_preweek_trading_days,median_source_to_preweek_trading_days,source_before_or_on_preweek_count,source_anomaly_candidate_count,operation_return_review_candidate_count,unresolved_price_path_candidate_count,combined_exclusion_candidate_count,same_stock_overlap_pair_count,position_policy,shape_policy,price_basis,price_history_cutoff_date,condition_role,sample_policy,anomaly_policy,financial_statement_scope,approved_for_daily,presentation_allowed,formal_model_use_allowed,production_change,promotion_readiness
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v3_20260829,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v3_20260829,,20eef709f386a67b787087a024ad9a3c72acbb2364d597d0471d6a1d3e993fc8,,0c85ec2430187f7bad4a4728d3b4c28419d75b2393c415392b3ee3ac71e7dc83,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,excluding_unresolved_anomaly_candidates_sensitivity,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,1010,low_pos_le40,consolidation,low_pos_le40__consolidation,911,418,45.8836,5.0494,46,43,43,22,1,23,47.8261,2.1739,50.0,4.5523,-0.5395,-15.4131,33.4132,-22.8625,76.8182,7,15.2174,1,2.1739,12.1756,39.0312,31.4565,24.5,102.3043,93.5,26.4565,19.5,39,0,0,0,0,0,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,sample_count_disclosed_not_used_as_automatic_rejection,"primary retains source, unresolved price-path, and operation-return review candidates; sensitivity excludes their union without assigning a final anomaly disposition",monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v3_20260829,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v3_20260829,,20eef709f386a67b787087a024ad9a3c72acbb2364d597d0471d6a1d3e993fc8,,0c85ec2430187f7bad4a4728d3b4c28419d75b2393c415392b3ee3ac71e7dc83,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,excluding_unresolved_anomaly_candidates_sensitivity,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,1020,low_pos_le40,rising,low_pos_le40__rising,911,418,45.8836,0.3293,3,3,3,2,0,1,66.6667,0.0,33.3333,7.8417,10.7759,1.707,12.8027,-0.5602,13.3094,0,0.0,0,0.0,54.0034,100.0,25.6667,29.0,161.6667,160.0,20.6667,24.0,3,0,0,0,0,0,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,sample_count_disclosed_not_used_as_automatic_rejection,"primary retains source, unresolved price-path, and operation-return review candidates; sensitivity excludes their union without assigning a final anomaly disposition",monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v3_20260829,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v3_20260829,,20eef709f386a67b787087a024ad9a3c72acbb2364d597d0471d6a1d3e993fc8,,0c85ec2430187f7bad4a4728d3b4c28419d75b2393c415392b3ee3ac71e7dc83,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,excluding_unresolved_anomaly_candidates_sensitivity,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,1030,low_pos_le40,falling,low_pos_le40__falling,911,418,45.8836,2.4149,22,18,18,17,0,5,77.2727,0.0,22.7273,11.023,7.9008,-9.0124,36.2996,-27.6995,58.9286,7,31.8182,1,4.5455,16.2232,51.9791,32.7727,17.0,100.0,78.5,27.7727,12.0,21,0,0,0,0,0,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,sample_count_disclosed_not_used_as_automatic_rejection,"primary retains source, unresolved price-path, and operation-return review candidates; sensitivity excludes their union without assigning a final anomaly disposition",monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v3_20260829,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v3_20260829,,20eef709f386a67b787087a024ad9a3c72acbb2364d597d0471d6a1d3e993fc8,,0c85ec2430187f7bad4a4728d3b4c28419d75b2393c415392b3ee3ac71e7dc83,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,excluding_unresolved_anomaly_candidates_sensitivity,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,1040,low_pos_le40,mixed_or_turn,low_pos_le40__mixed_or_turn,911,418,45.8836,0.7684,7,7,7,5,0,2,71.4286,0.0,28.5714,17.5023,9.2834,-13.3789,49.8228,-15.6134,68.0087,3,42.8571,0,0.0,38.3102,94.2009,16.4286,13.0,104.7143,112.0,11.4286,8.0,7,0,0,0,0,0,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,sample_count_disclosed_not_used_as_automatic_rejection,"primary retains source, unresolved price-path, and operation-return review candidates; sensitivity excludes their union without assigning a final anomaly disposition",monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v3_20260829,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v3_20260829,,20eef709f386a67b787087a024ad9a3c72acbb2364d597d0471d6a1d3e993fc8,,0c85ec2430187f7bad4a4728d3b4c28419d75b2393c415392b3ee3ac71e7dc83,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,excluding_unresolved_anomaly_candidates_sensitivity,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,2010,mid_pos_40_75,consolidation,mid_pos_40_75__consolidation,911,418,45.8836,9.1109,83,73,73,45,0,38,54.2169,0.0,45.7831,4.2844,0.2503,-10.2137,22.9942,-21.2381,71.7172,10,12.0482,2,2.4096,7.662,26.481,19.1325,14.0,83.0361,62.0,14.1325,9.0,69,0,0,0,0,0,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,sample_count_disclosed_not_used_as_automatic_rejection,"primary retains source, unresolved price-path, and operation-return review candidates; sensitivity excludes their union without assigning a final anomaly disposition",monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v3_20260829,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v3_20260829,,20eef709f386a67b787087a024ad9a3c72acbb2364d597d0471d6a1d3e993fc8,,0c85ec2430187f7bad4a4728d3b4c28419d75b2393c415392b3ee3ac71e7dc83,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,excluding_unresolved_anomaly_candidates_sensitivity,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,2020,mid_pos_40_75,rising,mid_pos_40_75__rising,911,418,45.8836,4.1712,38,36,36,19,0,19,50.0,0.0,50.0,2.8373,-0.5145,-16.2682,35.2953,-29.011,49.2611,5,13.1579,3,7.8947,10.2653,41.8654,20.0,14.5,57.3421,36.0,15.0,9.5,32,0,0,0,0,0,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,sample_count_disclosed_not_used_as_automatic_rejection,"primary retains source, unresolved price-path, and operation-return review candidates; sensitivity excludes their union without assigning a final anomaly disposition",monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v3_20260829,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v3_20260829,,20eef709f386a67b787087a024ad9a3c72acbb2364d597d0471d6a1d3e993fc8,,0c85ec2430187f7bad4a4728d3b4c28419d75b2393c415392b3ee3ac71e7dc83,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,excluding_unresolved_anomaly_candidates_sensitivity,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,2030,mid_pos_40_75,falling,mid_pos_40_75__falling,911,418,45.8836,5.1592,47,42,42,36,0,11,76.5957,0.0,23.4043,14.2463,9.3306,-11.2592,45.2093,-19.6694,76.1062,18,38.2979,0,0.0,8.0636,30.0326,20.7021,13.0,83.4043,66.0,15.7021,8.0,44,0,0,0,0,0,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,sample_count_disclosed_not_used_as_automatic_rejection,"primary retains source, unresolved price-path, and operation-return review candidates; sensitivity excludes their union without assigning a final anomaly disposition",monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v3_20260829,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v3_20260829,,20eef709f386a67b787087a024ad9a3c72acbb2364d597d0471d6a1d3e993fc8,,0c85ec2430187f7bad4a4728d3b4c28419d75b2393c415392b3ee3ac71e7dc83,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,excluding_unresolved_anomaly_candidates_sensitivity,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,2040,mid_pos_40_75,mixed_or_turn,mid_pos_40_75__mixed_or_turn,911,418,45.8836,5.9276,54,47,47,31,0,23,57.4074,0.0,42.5926,9.9846,0.6568,-17.329,52.8918,-23.8356,78.75,12,22.2222,2,3.7037,7.4725,33.9292,20.1852,15.5,72.537,45.0,15.1852,10.5,45,0,0,0,0,0,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,sample_count_disclosed_not_used_as_automatic_rejection,"primary retains source, unresolved price-path, and operation-return review candidates; sensitivity excludes their union without assigning a final anomaly disposition",monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v3_20260829,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v3_20260829,,20eef709f386a67b787087a024ad9a3c72acbb2364d597d0471d6a1d3e993fc8,,0c85ec2430187f7bad4a4728d3b4c28419d75b2393c415392b3ee3ac71e7dc83,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,excluding_unresolved_anomaly_candidates_sensitivity,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,3010,high_pos_gt75,consolidation,high_pos_gt75__consolidation,911,418,45.8836,3.9517,36,31,31,18,1,17,50.0,2.7778,47.2222,3.0179,0.2415,-10.2121,13.9594,-16.4745,69.7842,3,8.3333,0,0.0,20.8022,43.9108,17.0556,10.0,83.0556,73.5,12.0556,5.0,25,0,0,0,0,0,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,sample_count_disclosed_not_used_as_automatic_rejection,"primary retains source, unresolved price-path, and operation-return review candidates; sensitivity excludes their union without assigning a final anomaly disposition",monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_position_shape_transition_matrix,position_shape_transition_matrix_v3_20260829,revenue_unreacted_range_operation_lag_bucket_audit,operation_lag_bucket_v3_20260829,,20eef709f386a67b787087a024ad9a3c72acbb2364d597d0471d6a1d3e993fc8,,0c85ec2430187f7bad4a4728d3b4c28419d75b2393c415392b3ee3ac71e7dc83,absolute_or_two_month_yoy_ge15,rearm_after_realized_exit_next_trade_day|delayed_next_close_continuation_bonus|d30|none_no_stop_reference,excluding_unresolved_anomaly_candidates_sensitivity,10,revenue_available,asof_latest_qualifying_trade_date,latest qualifying monthly-revenue availability mapped to its first trading date,3020,high_pos_gt75,rising,high_pos_gt75__rising,911,418,45.8836,7.6839,70,55,58,37,0,33,52.8571,0.0,47.1429,6.2915,2.1886,-20.0056,39.9964,-44.8235,75.8099,14,20.0,7,10.0,6.001,25.1438,16.1286,8.0,62.4429,44.5,11.1286,3.0,46,0,0,0,0,0,"anchor adjusted close positioned within the adjusted analysis-high/analysis-low range of exactly 120 prior trading sessions, excluding the anchor",revenue-model-owned descriptive shape: adjusted close return from t-20 to anchor; adjusted-close range across the 23 sessions ending at anchor; EMA23 through anchor with five-session slope,adjusted_analysis_ohlc_only,20260713,research_stratification_not_model_gate,sample_count_disclosed_not_used_as_automatic_rejection,"primary retains source, unresolved price-path, and operation-return review candidates; sensitivity excludes their union without assigning a final anomaly disposition",monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,False,False,research_only_not_promotion_evidence
