research_id,source_entry_exit_research_id,source_entry_exit_parameter_set_id,source_failure_exit_research_id,source_failure_exit_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,auto_context_scope_id,source_failure_exit_scope_id,event_family_id,source_segment_id,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,market_regime,low_position_120_pct,base_width_pct,support_touch_count,in_low_position_le60_market_bull,auto_pre_signal_context,auto_context_filter_result,auto_context_start,auto_context_end,auto_context_sessions,auto_context_return_pct,auto_context_range_pct,auto_context_slope_pct_per_20d,auto_context_max_drawdown_pct,failure_exit_rule_id,reference_price,signal_low,retest_low,entry_price,exit_date,exit_price,holding_days,return_pct,max_close_return_pct,min_close_return_pct,outcome_result,exit_reason,approved_for_daily,production_readiness,generated_at
structured_neckline_auto_context_expansion_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_logical_failure_exit_audit,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,auto_pre_signal_context_expansion,selected_close_based_logical_failure_exit,structured_neckline_volume_breakout_proxy,all_retest_entries,6191,精成科,20250102,20250103,20250106,20250107,range_or_mixed,46.0938,11.2875,9,false,sideways_or_consolidation,auto_non_bearish,20240820,20241231,90,-7.5563,23.9300,-3.1700,-18.7994,close_only_no_logical_failure_exit,63.1000,57.5000,62.3000,69.5000,20250117,114.5000,9,64.7482,64.7482,-11.0791,win,tp10_close,false,not_production_ready_research_only,2026-06-29 01:40:27 Asia/Taipei
structured_neckline_auto_context_expansion_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_logical_failure_exit_audit,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,auto_pre_signal_context_expansion,selected_close_based_logical_failure_exit,structured_neckline_volume_breakout_proxy,all_retest_entries,6191,精成科,20250102,20250103,20250106,20250107,range_or_mixed,46.0938,11.2875,9,false,sideways_or_consolidation,auto_non_bearish,20240820,20241231,90,-7.5563,23.9300,-3.1700,-18.7994,neckline_close_lost_two_sessions,63.1000,57.5000,62.3000,69.5000,20250116,62.3000,8,-10.3597,0.8633,-11.0791,loss,neckline_close_lost_two_sessions,false,not_production_ready_research_only,2026-06-29 01:40:27 Asia/Taipei
structured_neckline_auto_context_expansion_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_logical_failure_exit_audit,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,auto_pre_signal_context_expansion,selected_close_based_logical_failure_exit,structured_neckline_volume_breakout_proxy,all_retest_entries,3163,波若威,20250106,20250107,20250108,20250109,mild_bull,54.9296,25.1534,4,true,bearish,auto_bearish,20240823,20250103,90,-6.4815,50.8403,-6.2459,-30.3468,close_only_no_logical_failure_exit,153.0000,149.5000,153.5000,156.0000,20250113,152.5000,3,-2.2436,8.3333,-2.2436,neutral,neutral_after_5pct_pullback_close,false,not_production_ready_research_only,2026-06-29 01:40:27 Asia/Taipei
structured_neckline_auto_context_expansion_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_logical_failure_exit_audit,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,auto_pre_signal_context_expansion,selected_close_based_logical_failure_exit,structured_neckline_volume_breakout_proxy,all_retest_entries,3163,波若威,20250106,20250107,20250108,20250109,mild_bull,54.9296,25.1534,4,true,bearish,auto_bearish,20240823,20250103,90,-6.4815,50.8403,-6.2459,-30.3468,neckline_close_lost_two_sessions,153.0000,149.5000,153.5000,156.0000,20250113,152.5000,3,-2.2436,8.3333,-2.2436,neutral,neutral_after_5pct_pullback_close,false,not_production_ready_research_only,2026-06-29 01:40:27 Asia/Taipei
structured_neckline_auto_context_expansion_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_logical_failure_exit_audit,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,auto_pre_signal_context_expansion,selected_close_based_logical_failure_exit,structured_neckline_volume_breakout_proxy,all_retest_entries,3645,達邁,20250106,20250117,20250120,20250121,mild_bull,67.1795,23.0224,8,false,bearish,auto_bearish,20240823,20250103,90,-15.9933,57.8431,-4.3370,-31.2290,close_only_no_logical_failure_exit,52.1000,51.3000,52.7000,71.6000,20250207,79.3000,7,10.7542,10.7542,-6.9832,win,tp10_close,false,not_production_ready_research_only,2026-06-29 01:40:27 Asia/Taipei
structured_neckline_auto_context_expansion_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_logical_failure_exit_audit,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,auto_pre_signal_context_expansion,selected_close_based_logical_failure_exit,structured_neckline_volume_breakout_proxy,all_retest_entries,3645,達邁,20250106,20250117,20250120,20250121,mild_bull,67.1795,23.0224,8,false,bearish,auto_bearish,20240823,20250103,90,-15.9933,57.8431,-4.3370,-31.2290,neckline_close_lost_two_sessions,52.1000,51.3000,52.7000,71.6000,20250207,79.3000,7,10.7542,10.7542,-6.9832,win,tp10_close,false,not_production_ready_research_only,2026-06-29 01:40:27 Asia/Taipei
structured_neckline_auto_context_expansion_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_logical_failure_exit_audit,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,auto_pre_signal_context_expansion,selected_close_based_logical_failure_exit,structured_neckline_volume_breakout_proxy,all_retest_entries,6005,群益證,20250106,20250107,20250108,20250109,mild_bull,110.5634,26.1905,9,false,slow_uptrend,auto_non_bearish,20240823,20250103,90,20.5479,29.9020,3.6795,-7.6404,close_only_no_logical_failure_exit,26.5000,25.9500,26.9000,28.4500,20250214,26.5500,20,-6.6784,-0.7030,-13.0053,loss,fixed_20d_close_no_tp10_no_neutral,false,not_production_ready_research_only,2026-06-29 01:40:27 Asia/Taipei
structured_neckline_auto_context_expansion_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_logical_failure_exit_audit,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,auto_pre_signal_context_expansion,selected_close_based_logical_failure_exit,structured_neckline_volume_breakout_proxy,all_retest_entries,6005,群益證,20250106,20250107,20250108,20250109,mild_bull,110.5634,26.1905,9,false,slow_uptrend,auto_non_bearish,20240823,20250103,90,20.5479,29.9020,3.6795,-7.6404,neckline_close_lost_two_sessions,26.5000,25.9500,26.9000,28.4500,20250116,25.5500,6,-10.1933,-0.7030,-10.1933,loss,neckline_close_lost_two_sessions,false,not_production_ready_research_only,2026-06-29 01:40:27 Asia/Taipei
structured_neckline_auto_context_expansion_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_logical_failure_exit_audit,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,auto_pre_signal_context_expansion,selected_close_based_logical_failure_exit,structured_neckline_volume_breakout_proxy,all_retest_entries,3363,上詮,20250107,20250113,20250116,20250117,mild_bull,118.0556,50.0000,3,false,slow_uptrend,auto_non_bearish,20240826,20250106,90,59.9407,71.9745,8.8768,-26.4000,close_only_no_logical_failure_exit,270.0000,261.0000,276.0000,349.5000,20250224,328.0000,20,-6.1516,2.2890,-14.8784,loss,fixed_20d_close_no_tp10_no_neutral,false,not_production_ready_research_only,2026-06-29 01:40:27 Asia/Taipei
structured_neckline_auto_context_expansion_audit,structured_neckline_retest_entry_exit_grid,structured_neckline_retest_entry_exit_grid_20260627,structured_neckline_logical_failure_exit_audit,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,structured_neckline_auto_context_expansion_audit_20260629,warning_research_variant_only,auto_pre_signal_context_expansion,selected_close_based_logical_failure_exit,structured_neckline_volume_breakout_proxy,all_retest_entries,3363,上詮,20250107,20250113,20250116,20250117,mild_bull,118.0556,50.0000,3,false,slow_uptrend,auto_non_bearish,20240826,20250106,90,59.9407,71.9745,8.8768,-26.4000,neckline_close_lost_two_sessions,270.0000,261.0000,276.0000,349.5000,20250224,328.0000,20,-6.1516,2.2890,-14.8784,loss,fixed_20d_close_no_tp10_no_neutral,false,not_production_ready_research_only,2026-06-29 01:40:27 Asia/Taipei
