model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,event_set_id,entry_timing_id,condition_set_id,condition_set_description,sample_size,mature_sample_size,win_count,win_rate_pct,avg_return_pct,median_return_pct,baseline_sample_size,baseline_mature_sample_size,baseline_win_rate_pct,baseline_avg_return_pct,baseline_median_return_pct,delta_sample_size_vs_baseline,delta_mature_sample_size_vs_baseline,sample_retention_rate_pct,delta_win_rate_pct_vs_baseline,delta_avg_return_pct_vs_baseline,delta_median_return_pct_vs_baseline,breakout_signal_count,post_confirmation_count,tdcc_any_age7_count,tdcc_any_age14_count,core_mainstream_count,hot_theme_count,bottom_quartile_count,low_level_count,mid_level_count,high_level_count,wv_multiple_turn_count,sharp_v_count,slope_break_count,smooth_count,avg_price_position_252_pct,median_price_position_252_pct,sample_warning,research_interpretation,revenue_catalyst_feature_status,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,non_mainstream,Taxonomy segment is non_mainstream.,252,20,2,10.0000,-1.1991,-3.4108,252,20,10.0000,-1.1991,-3.4108,0,0,100.0000,0.0000,0.0000,0.0000,22,14,1,1,0,0,152,90,10,0,139,7,71,35,22.8170,21.5635,directional_only_below_promotion_review_size,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,non_mainstream,Taxonomy segment is non_mainstream.,161,13,3,23.0769,1.7407,-3.0717,252,20,10.0000,-1.1991,-3.4108,-91,-7,63.8889,13.0769,2.9398,0.3392,14,9,1,1,0,0,96,58,7,0,82,7,41,31,23.1996,22.0779,low_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,hot_theme,Current taxonomy marks the stock as hot-theme.,24,4,1,25.0000,-0.0719,-2.0675,24,4,25.0000,-0.0719,-2.0675,0,0,100.0000,0.0000,0.0000,0.0000,4,2,0,0,24,24,11,8,5,0,17,3,3,1,30.1420,26.6769,tiny_mature_sample_research_only,too_small_for_directional_read,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,hot_theme,Current taxonomy marks the stock as hot-theme.,25,5,1,20.0000,7.3706,-1.3216,24,4,25.0000,-0.0719,-2.0675,1,1,104.1667,-5.0000,7.4425,0.7458,5,1,0,0,25,25,10,6,9,0,16,1,4,4,34.0878,31.8841,low_mature_sample_research_only,mixed_vs_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,core_mainstream_price_le_40,Core-mainstream plus price_position_252_pct <= 40.,179,26,13,50.0000,1.5901,0.3760,179,26,50.0000,1.5901,0.3760,0,0,100.0000,0.0000,0.0000,0.0000,28,19,1,1,179,17,109,70,0,0,118,15,29,17,22.2198,21.5827,directional_only_below_promotion_review_size,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,core_mainstream_price_le_40,Core-mainstream plus price_position_252_pct <= 40.,157,29,12,41.3793,1.0093,-0.4335,179,26,50.0000,1.5901,0.3760,-22,3,87.7095,-8.6207,-0.5808,-0.8095,32,19,0,0,157,14,95,62,0,0,94,8,29,26,22.1551,20.5036,directional_only_below_promotion_review_size,not_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,hot_theme_price_le_40,Hot-theme plus price_position_252_pct <= 40.,17,3,1,33.3333,0.3447,-2.8133,17,3,33.3333,0.3447,-2.8133,0,0,100.0000,0.0000,0.0000,0.0000,3,1,0,0,17,17,11,6,0,0,11,3,3,0,20.5756,19.1549,tiny_mature_sample_research_only,too_small_for_directional_read,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,hot_theme_price_le_40,Hot-theme plus price_position_252_pct <= 40.,14,2,1,50.0000,19.8711,19.8711,17,3,33.3333,0.3447,-2.8133,-3,-1,82.3529,16.6667,19.5264,22.6844,2,0,0,0,14,14,10,4,0,0,8,1,4,1,18.1256,17.1206,tiny_mature_sample_research_only,too_small_for_directional_read,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,exclude_wv_multiple_turn,Exclude WV/WVV multiple-turn path category.,184,17,7,41.1765,1.4807,-1.6568,184,17,41.1765,1.4807,-1.6568,0,0,100.0000,0.0000,0.0000,0.0000,19,15,0,0,71,7,108,64,12,0,0,26,104,54,24.3920,22.0898,directional_only_below_promotion_review_size,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,exclude_wv_multiple_turn,Exclude WV/WVV multiple-turn path category.,160,26,9,34.6154,1.8895,-1.0882,184,17,41.1765,1.4807,-1.6568,-24,9,86.9565,-6.5611,0.4088,0.5686,28,19,1,2,81,9,88,60,12,0,0,20,76,64,25.6473,22.8458,directional_only_below_promotion_review_size,mixed_vs_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,price_le40_exclude_wv,price_position_252_pct <= 40 and exclude WV/WVV.,158,14,6,42.8571,1.4732,-1.7212,158,14,42.8571,1.4732,-1.7212,0,0,100.0000,0.0000,0.0000,0.0000,16,12,0,0,61,6,108,50,0,0,0,18,94,46,20.3568,19.1833,low_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,price_le40_exclude_wv,price_position_252_pct <= 40 and exclude WV/WVV.,133,20,7,35.0000,2.9844,-0.8547,158,14,42.8571,1.4732,-1.7212,-25,6,84.1772,-7.8571,1.5112,0.8665,22,14,1,1,63,6,88,45,0,0,0,12,69,52,20.9482,19.1489,directional_only_below_promotion_review_size,mixed_vs_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,core_mainstream_price_le40_exclude_wv,"Core-mainstream, price_position_252_pct <= 40, exclude WV/WVV.",61,8,6,75.0000,4.6720,5.7691,61,8,75.0000,4.6720,5.7691,0,0,100.0000,0.0000,0.0000,0.0000,9,7,0,0,61,6,36,25,0,0,0,15,29,17,22.7732,22.0238,low_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,core_mainstream_price_le40_exclude_wv,"Core-mainstream, price_position_252_pct <= 40, exclude WV/WVV.",63,15,6,40.0000,1.2296,-0.8152,61,8,75.0000,4.6720,5.7691,2,7,103.2787,-35.0000,-3.4425,-6.5843,16,10,0,0,63,6,41,22,0,0,0,8,29,26,22.1797,19.1489,directional_only_below_promotion_review_size,not_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout,Only rows with later neckline breakout.,56,52,16,30.7692,0.1621,-1.7857,56,52,30.7692,0.1621,-1.7857,0,0,100.0000,0.0000,0.0000,0.0000,56,37,2,2,34,4,29,25,2,0,37,4,12,3,26.3639,24.9277,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout,Only rows with later neckline breakout.,55,51,17,33.3333,0.6943,-0.8547,56,52,30.7692,0.1621,-1.7857,-1,-1,98.2143,2.5641,0.5322,0.9310,55,33,1,2,41,5,22,27,6,0,27,3,12,13,29.9994,29.4023,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_price_le40,Neckline breakout plus price_position_252_pct <= 40.,49,45,15,33.3333,0.5000,-1.7857,49,45,33.3333,0.5000,-1.7857,0,0,100.0000,0.0000,0.0000,0.0000,49,33,2,2,28,3,29,20,0,0,33,4,11,1,23.2236,23.8095,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout_price_le40,Neckline breakout plus price_position_252_pct <= 40.,43,39,14,35.8974,1.3469,-0.8547,49,45,33.3333,0.5000,-1.7857,-6,-6,87.7551,2.5641,0.8469,0.9310,43,27,1,1,32,2,22,21,0,0,21,3,10,9,24.6591,25.0000,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_bottom_or_low,Neckline breakout plus bottom-or-low level.,54,50,15,30.0000,0.0153,-1.8748,54,50,30.0000,0.0153,-1.8748,0,0,100.0000,0.0000,0.0000,0.0000,54,35,2,2,32,3,29,25,0,0,37,4,12,1,25.3579,24.5846,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout_bottom_or_low,Neckline breakout plus bottom-or-low level.,49,45,15,33.3333,0.6340,-0.8547,54,50,30.0000,0.0153,-1.8748,-5,-5,90.7407,3.3333,0.6187,1.0201,49,29,1,1,36,2,22,27,0,0,25,3,11,10,27.1689,27.2727,medium_mature_sample_research_only,directionally_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_core_mainstream,Neckline breakout plus core-mainstream.,34,32,14,43.7500,1.0128,-0.2167,34,32,43.7500,1.0128,-0.2167,0,0,100.0000,0.0000,0.0000,0.0000,34,23,1,1,34,4,14,18,2,0,22,4,5,3,29.4823,28.8188,medium_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout_core_mainstream,Neckline breakout plus core-mainstream.,41,38,14,36.8421,0.3363,-0.5523,34,32,43.7500,1.0128,-0.2167,7,6,120.5882,-6.9079,-0.6766,-0.3356,41,24,0,1,41,5,13,23,5,0,19,3,8,11,31.3072,32.4074,medium_mature_sample_research_only,not_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_core_mainstream_price_le40,"Neckline breakout, core-mainstream, price_position_252_pct <= 40.",28,26,13,50.0000,1.5901,0.3760,28,26,50.0000,1.5901,0.3760,0,0,100.0000,0.0000,0.0000,0.0000,28,19,1,1,28,3,14,14,0,0,19,4,4,1,25.4760,24.7051,directional_only_below_promotion_review_size,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,variant_nearest_micro_45d_event_replay,a_next_open_after_neckline_breakout,has_neckline_breakout_core_mainstream_price_le40,"Neckline breakout, core-mainstream, price_position_252_pct <= 40.",32,29,12,41.3793,1.0093,-0.4335,28,26,50.0000,1.5901,0.3760,4,3,114.2857,-8.6207,-0.5808,-0.8095,32,19,0,0,32,2,13,19,0,0,16,3,6,7,26.2014,27.9517,directional_only_below_promotion_review_size,not_better_than_baseline_same_condition,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_combined_condition_backtest,w_bottom_nearest_micro_anchor_event_replay,warning_research_variant_only,w_bottom_combined_condition_backtest_20260626,warning_research_variant_only,baseline_current_detector,a_next_open_after_neckline_breakout,has_neckline_breakout_price_le40_exclude_wv,"Neckline breakout, price_position_252_pct <= 40, exclude WV/WVV.",16,14,6,42.8571,1.4732,-1.7212,16,14,42.8571,1.4732,-1.7212,0,0,100.0000,0.0000,0.0000,0.0000,16,12,0,0,9,2,10,6,0,0,0,4,11,1,21.9479,18.5043,low_mature_sample_research_only,baseline_reference,pending_historical_feature_join_not_evaluated,false,not_production_ready_research_only,2026-06-26 04:40:32 Asia/Taipei
