research_id,research_variant_id,parameter_set_id,source_research_id,source_parameter_set_id,advisory_status,event_family_id,pattern_subtype,segment_id,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,reference_price,stop_rule_id,stop_level,exit_rule_id,outcome_rule_id,entry_price,exit_date,exit_price,exit_reason,holding_days,return_pct,mfe_pct,mae_pct,outcome_result,positive_return_result,market_regime,low_position_120_pct,base_width_pct,support_touch_count,tdcc_fresh,tdcc_supportive,tdcc_age_days,approved_for_daily,production_readiness,generated_at
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,triple_or_multi_bottom_proxy,all_retest_entries,1101,台泥,20260112,20260113,20260119,20260120,24.7,signal_low_stop,23.8,fixed_10d_close,positive_return_after_fixed_10d,26.25,20260202,25.9,fixed_10d_close,10,-1.333333333333342,2.6666666666666616,-4.0000000000000036,loss,non_positive,strong_bull,95.9184,11.8913,11,False,False,,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,triple_or_multi_bottom_proxy,all_retest_entries,1101,台泥,20260112,20260113,20260119,20260120,24.7,signal_low_stop,23.8,fixed_20d_close,positive_return_after_fixed_20d,26.25,20260225,26.55,fixed_20d_close,20,1.1428571428571566,2.6666666666666616,-4.0000000000000036,win,positive,strong_bull,95.9184,11.8913,11,False,False,,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,triple_or_multi_bottom_proxy,all_retest_entries,1101,台泥,20260112,20260113,20260119,20260120,24.7,signal_low_stop,23.8,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,26.25,20260225,26.55,tp10_intraday_or_fixed_20d_close,20,1.1428571428571566,2.6666666666666616,-4.0000000000000036,loss,positive,strong_bull,95.9184,11.8913,11,False,False,,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,triple_or_multi_bottom_proxy,all_retest_entries,1101,台泥,20260112,20260113,20260119,20260120,24.7,signal_low_stop,23.8,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,26.25,20260225,26.55,tp10_close_or_neutral_after_5pct_close_20d,20,1.1428571428571566,2.6666666666666616,-4.0000000000000036,loss,positive,strong_bull,95.9184,11.8913,11,False,False,,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,triple_or_multi_bottom_proxy,all_retest_entries,1101,台泥,20260112,20260113,20260119,20260120,24.7,retest_low_stop,24.7,fixed_10d_close,positive_return_after_fixed_10d,26.25,20260202,25.9,fixed_10d_close,10,-1.333333333333342,2.6666666666666616,-4.0000000000000036,loss,non_positive,strong_bull,95.9184,11.8913,11,False,False,,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,triple_or_multi_bottom_proxy,all_retest_entries,1101,台泥,20260112,20260113,20260119,20260120,24.7,retest_low_stop,24.7,fixed_20d_close,positive_return_after_fixed_20d,26.25,20260225,26.55,fixed_20d_close,20,1.1428571428571566,2.6666666666666616,-4.0000000000000036,win,positive,strong_bull,95.9184,11.8913,11,False,False,,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,triple_or_multi_bottom_proxy,all_retest_entries,1101,台泥,20260112,20260113,20260119,20260120,24.7,retest_low_stop,24.7,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,26.25,20260225,26.55,tp10_intraday_or_fixed_20d_close,20,1.1428571428571566,2.6666666666666616,-4.0000000000000036,loss,positive,strong_bull,95.9184,11.8913,11,False,False,,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,triple_or_multi_bottom_proxy,all_retest_entries,1101,台泥,20260112,20260113,20260119,20260120,24.7,retest_low_stop,24.7,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,26.25,20260225,26.55,tp10_close_or_neutral_after_5pct_close_20d,20,1.1428571428571566,2.6666666666666616,-4.0000000000000036,loss,positive,strong_bull,95.9184,11.8913,11,False,False,,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,triple_or_multi_bottom_proxy,all_retest_entries,1101,台泥,20260112,20260113,20260119,20260120,24.7,neckline_minus_2pct_stop,24.206,fixed_10d_close,positive_return_after_fixed_10d,26.25,20260202,25.9,fixed_10d_close,10,-1.333333333333342,2.6666666666666616,-4.0000000000000036,loss,non_positive,strong_bull,95.9184,11.8913,11,False,False,,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,triple_or_multi_bottom_proxy,all_retest_entries,1101,台泥,20260112,20260113,20260119,20260120,24.7,neckline_minus_2pct_stop,24.206,fixed_20d_close,positive_return_after_fixed_20d,26.25,20260225,26.55,fixed_20d_close,20,1.1428571428571566,2.6666666666666616,-4.0000000000000036,win,positive,strong_bull,95.9184,11.8913,11,False,False,,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
