model_id,confirmation_model_id,overlay_model_id,research_id,research_variant_id,parameter_set_id,advisory_status,sample_mode,symmetry_ratio,signal_date,stock_id,stock_name,signal_close,left_peak_date,left_low_date,neckline_date,right_low_date,neckline_price,first_rebound_days,right_rebound_days_at_signal,symmetry_deadline_total_days,breakout_date,late_breakout_not_w,second_arc_volume_ratio,tdcc_any_age7,tdcc_any_age14,tdcc_top50_age7,tdcc_top20_age7,tdcc_top10_age7,tdcc_weekly_top20_age7,tdcc_consecutive_top20_age7,tdcc_match_detail_age7,tdcc_match_detail_age14,post_confirmation_trigger_id,post_confirmation_date,a_mature,a_return_pct,a_entry_date,a_exit_date,a_exit_reason,c_mature,c_return_pct,c_entry_date,c_exit_date,c_exit_reason,approved_for_daily,generated_at,dedup_20d_eligible
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20250212,0051,元大中型100,77.3,20241108,20241129,20250117,20250203,88.85,34,8,51,,False,1.4166,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,True
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20250212,0051,元大中型100,77.3,20241108,20241129,20250117,20250203,88.85,34,8,60,,False,1.4166,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,True
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20250213,0051,元大中型100,78.2,20241108,20241129,20250117,20250203,88.85,34,9,51,,False,1.3863,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20250213,0051,元大中型100,78.2,20241108,20241129,20250117,20250203,88.85,34,9,60,,False,1.3863,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20250214,0051,元大中型100,78.4,20241108,20241129,20250117,20250203,88.85,34,10,51,,False,1.3373,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20250214,0051,元大中型100,78.4,20241108,20241129,20250117,20250203,88.85,34,10,60,,False,1.3373,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20250303,0051,元大中型100,78.8,20241108,20241129,20250117,20250203,88.85,34,19,51,,False,1.4241,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20250303,0051,元大中型100,78.8,20241108,20241129,20250117,20250203,88.85,34,19,60,,False,1.4241,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20250304,0051,元大中型100,78.4,20241108,20241129,20250117,20250203,88.85,34,20,51,,False,1.3986,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20250304,0051,元大中型100,78.4,20241108,20241129,20250117,20250203,88.85,34,20,60,,False,1.3986,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20250306,0051,元大中型100,78.35,20241108,20241129,20250117,20250203,88.85,34,22,51,,False,1.3277,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20250306,0051,元大中型100,78.35,20241108,20241129,20250117,20250203,88.85,34,22,60,,False,1.3277,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20250307,0051,元大中型100,78.2,20241108,20241129,20250117,20250203,88.85,34,23,51,,False,1.3048,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20250307,0051,元大中型100,78.2,20241108,20241129,20250117,20250203,88.85,34,23,60,,False,1.3048,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20250310,0051,元大中型100,77.9,20241108,20241129,20250117,20250203,88.85,34,24,51,,False,1.2789,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20250310,0051,元大中型100,77.9,20241108,20241129,20250117,20250203,88.85,34,24,60,,False,1.2789,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20251208,0052,富邦科技,36.82,20250107,20250117,20251103,20251126,262.1,46,9,60,,False,19.165,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,True
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20251208,0052,富邦科技,36.82,20250107,20250117,20251103,20251126,262.1,46,9,60,,False,19.165,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,True
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20251209,0052,富邦科技,36.77,20250107,20250117,20251103,20251126,262.1,46,10,60,,False,19.4245,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20251209,0052,富邦科技,36.77,20250107,20250117,20251103,20251126,262.1,46,10,60,,False,19.4245,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
