model_id,confirmation_model_id,overlay_model_id,research_id,research_variant_id,parameter_set_id,advisory_status,sample_mode,symmetry_ratio,signal_date,stock_id,stock_name,signal_close,left_peak_date,left_low_date,neckline_date,right_low_date,neckline_price,first_rebound_days,right_rebound_days_at_signal,symmetry_deadline_total_days,breakout_date,late_breakout_not_w,second_arc_volume_ratio,tdcc_any_age7,tdcc_any_age14,tdcc_top50_age7,tdcc_top20_age7,tdcc_top10_age7,tdcc_weekly_top20_age7,tdcc_consecutive_top20_age7,tdcc_match_detail_age7,tdcc_match_detail_age14,post_confirmation_trigger_id,post_confirmation_date,a_mature,a_return_pct,a_entry_date,a_exit_date,a_exit_reason,c_mature,c_return_pct,c_entry_date,c_exit_date,c_exit_reason,approved_for_daily,generated_at,dedup_20d_eligible
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20251210,0052,富邦科技,37.02,20250107,20250117,20251103,20251126,262.1,46,11,60,,False,19.4521,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20251210,0052,富邦科技,37.02,20250107,20250117,20251103,20251126,262.1,46,11,60,,False,19.4521,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20251211,0052,富邦科技,36.55,20250107,20250117,20251103,20251126,262.1,46,12,60,,False,20.5038,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20251211,0052,富邦科技,36.55,20250107,20250117,20251103,20251126,262.1,46,12,60,,False,20.5038,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20251212,0052,富邦科技,36.64,20250107,20250117,20251103,20251126,262.1,46,13,60,,False,20.6019,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20251212,0052,富邦科技,36.64,20250107,20250117,20251103,20251126,262.1,46,13,60,,False,20.6019,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20251223,0052,富邦科技,36.46,20250107,20250117,20251103,20251126,262.1,46,20,60,,False,21.3175,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20251223,0052,富邦科技,36.46,20250107,20250117,20251103,20251126,262.1,46,20,60,,False,21.3175,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20251224,0052,富邦科技,36.55,20250107,20250117,20251103,20251126,262.1,46,21,60,,False,20.9766,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20251224,0052,富邦科技,36.55,20250107,20250117,20251103,20251126,262.1,46,21,60,,False,20.9766,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20251226,0052,富邦科技,36.89,20250107,20250117,20251103,20251126,262.1,46,22,60,,False,20.7776,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20251226,0052,富邦科技,36.89,20250107,20250117,20251103,20251126,262.1,46,22,60,,False,20.7776,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20251229,0052,富邦科技,37.4,20250107,20250117,20251103,20251126,262.1,46,23,60,,False,20.7236,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20251229,0052,富邦科技,37.4,20250107,20250117,20251103,20251126,262.1,46,23,60,,False,20.7236,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20251230,0052,富邦科技,37.45,20250107,20250117,20251103,20251126,262.1,46,24,60,,False,20.5914,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20251230,0052,富邦科技,37.45,20250107,20250117,20251103,20251126,262.1,46,24,60,,False,20.5914,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20251231,0052,富邦科技,37.89,20250107,20250117,20251103,20251126,262.1,46,25,60,,False,20.9427,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20251231,0052,富邦科技,37.89,20250107,20250117,20251103,20251126,262.1,46,25,60,,False,20.9427,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20260102,0052,富邦科技,38.76,20250107,20250117,20251103,20251126,262.1,46,26,60,,False,21.051,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20260102,0052,富邦科技,38.76,20250107,20250117,20251103,20251126,262.1,46,26,60,,False,21.051,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20260105,0052,富邦科技,40.4,20250107,20250117,20251103,20251126,262.1,46,27,60,,False,21.9052,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,True
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20260105,0052,富邦科技,40.4,20250107,20250117,20251103,20251126,262.1,46,27,60,,False,21.9052,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,True
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20241227,00678,群益那斯達克生技,28.36,20241111,20241120,20241128,20241220,29.97,7,6,11,,True,1.2177,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,True
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20241227,00678,群益那斯達克生技,28.36,20241111,20241120,20241128,20241220,29.97,7,6,14,,True,1.2177,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,True
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20250108,00678,群益那斯達克生技,28.64,20241111,20241120,20241128,20241220,29.97,7,12,11,,True,1.2049,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20250108,00678,群益那斯達克生技,28.64,20241111,20241120,20241128,20241220,29.97,7,12,14,,True,1.2049,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20260611,00702,國泰標普低波高息,24.4,20241202,20250117,20250401,20260608,25.71,44,4,60,,False,1.3637,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,True
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20260611,00702,國泰標普低波高息,24.4,20241202,20250117,20250401,20260608,25.71,44,4,60,,False,1.3637,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,True
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20260612,00702,國泰標普低波高息,24.51,20241202,20250117,20250401,20260608,25.71,44,5,60,,False,1.4297,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20260612,00702,國泰標普低波高息,24.51,20241202,20250117,20250401,20260608,25.71,44,5,60,,False,1.4297,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20260615,00702,國泰標普低波高息,24.7,20241202,20250117,20250401,20260608,25.71,44,6,60,,False,1.3593,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20260615,00702,國泰標普低波高息,24.7,20241202,20250117,20250401,20260608,25.71,44,6,60,,False,1.3593,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20260616,00702,國泰標普低波高息,24.53,20241202,20250117,20250401,20260608,25.71,44,7,60,,False,1.3675,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20260616,00702,國泰標普低波高息,24.53,20241202,20250117,20250401,20260608,25.71,44,7,60,,False,1.3675,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20260617,00702,國泰標普低波高息,24.54,20241202,20250117,20250401,20260608,25.71,44,8,60,,False,1.3109,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20260617,00702,國泰標普低波高息,24.54,20241202,20250117,20250401,20260608,25.71,44,8,60,,False,1.3109,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,1.5,20260618,00702,國泰標普低波高息,24.24,20241202,20250117,20250401,20260608,25.71,44,9,60,,False,1.3153,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_tdcc_abc_backtest,warning_research_variant_only,w_bottom_symmetric_tdcc_abc_research_20260624,warning_research_variant_only,raw_daily_signal,2.0,20260618,00702,國泰標普低波高息,24.24,20241202,20250117,20250401,20260608,25.71,44,9,60,,False,1.3153,False,False,False,False,False,False,False,,,,,False,,,,,False,,,,,False,2026-06-26 20:10:29 Asia/Taipei,False
