model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,research_variant_id,advisory_status,surface_id,audit_section,audit_item_id,source_artifact,event_set_id,outcome_rule_id,segment_id,period_id,row_count,stock_count,unique_signal_count,min_date,max_date,month_count,sample_size,evaluated_sample_size,mature_sample_size,win_count,neutral_count,loss_count,incomplete_count,mature_signal_month_count,months_with_mature_ge5,months_with_mature_ge10,price_files_with_dates,price_rows,price_global_min_date,price_global_max_date,files_with_180_days,earliest_180th_observed_date,signal_window_status,maturity_status,promotion_readiness,blocker_reason,required_followup_owner,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2025-02,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2025-02,96,,,20250203,20250227,,96,96,54,29,42,25,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2025-03,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2025-03,107,,,20250304,20250331,,107,105,86,31,19,55,2,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2025-04,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2025-04,106,,,20250401,20250430,,106,106,64,28,42,36,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2025-05,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2025-05,52,,,20250502,20250529,,52,52,47,6,5,41,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2025-06,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2025-06,42,,,20250602,20250627,,42,42,35,7,7,28,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2025-07,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2025-07,57,,,20250701,20250731,,57,57,39,15,18,24,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2025-08,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2025-08,82,,,20250801,20250829,,82,82,59,28,23,31,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2025-09,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2025-09,67,,,20250901,20250930,,67,67,44,13,23,31,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2025-10,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2025-10,66,,,20251001,20251031,,66,66,54,16,12,38,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2025-11,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2025-11,83,,,20251103,20251128,,83,83,56,24,27,32,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2025-12,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2025-12,62,,,20251201,20251231,,62,62,44,19,18,25,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2026-01,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2026-01,139,,,20260102,20260130,,139,139,99,31,40,68,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2026-02,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2026-02,100,,,20260202,20260226,,100,99,76,25,23,51,1,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2026-03,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2026-03,105,,,20260302,20260331,,105,105,74,32,31,42,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2026-04,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2026-04,87,,,20260401,20260430,,87,76,51,26,25,25,11,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2026-05,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2026-05,115,,,20260504,20260529,,115,0,0,0,0,0,115,0,0,0,,,,,,,current_signal_month,future_window_incomplete,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,all_rows_2026-06,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,2026-06,106,,,20260601,20260625,,106,0,0,0,0,0,106,0,0,0,,,,,,,current_signal_month,future_window_incomplete,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_maturity_summary,all_rows,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,all_rows,,1691,,1691,20240930,20260625,22,1691,1456,1034,379,422,655,235,20,19,19,,,,,,,extended_signal_window_after_official_price_backfill,insufficient_mature_months_for_promotion,blocked_research_stability_sample_too_thin,strict_segment_mature_sample_months_remain_too_thin_for_production_promotion,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2024-10,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2024-10,3,,,20241004,20241030,,3,3,2,1,1,1,0,1,0,0,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2024-11,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2024-11,4,,,20241111,20241127,,4,4,4,2,0,2,0,1,0,0,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2024-12,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2024-12,18,,,20241203,20241227,,18,18,10,3,8,7,0,1,1,1,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2025-01,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2025-01,8,,,20250107,20250122,,8,8,4,1,4,3,0,1,0,0,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2025-02,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2025-02,10,,,20250203,20250214,,10,10,4,3,6,1,0,1,0,0,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2025-03,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2025-03,8,,,20250307,20250325,,8,8,8,2,0,6,0,1,1,0,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2025-04,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2025-04,1,,,20250414,20250414,,1,1,1,0,0,1,0,1,0,0,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_data_coverage_audit,w_bottom_early_entry_parameter_grid,warning_research_variant_only,warning_research_variant_only,w_bottom_right_low_early_entry,outcome_month_maturity,smooth_right_rebound_5_20_2025-06,output/latest/research_backtest/w_bottom_early_entry_parameter_grid_detail_latest.csv,variant_nearest_micro_45d_event_replay,tp10_or_neutral_after_5pct_close_40d,smooth_right_rebound_5_20,2025-06,1,,,20250626,20250626,,1,1,1,1,0,0,0,1,0,0,,,,,,,current_signal_month,partially_mature,blocked_research_stability_sample_too_thin,40_trading_day_outcome_and_mature_sample_thresholds_still_need_stability_review,research_backtest_data_governance,false,not_production_ready_research_only,2026-06-26 23:51:16 Asia/Taipei
