model_id,confirmation_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,filter_id,filter_description,segment_dimension,segment_value,segment_source,has_taxonomy,baseline_filter_id,sample_size,mature_sample_size,win_count,win_rate,avg_a_return_pct,median_a_return_pct,baseline_sample_size,baseline_mature_sample_size,baseline_win_rate,baseline_avg_a_return_pct,baseline_median_a_return_pct,delta_sample_size,sample_retention_rate,delta_win_rate_pct,delta_avg_a_return_pct,delta_median_a_return_pct,smooth_count,sharp_v_count,wv_multiple_turn_count,slope_break_count,tdcc_any_age7_count,stability_signal,sample_warning,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,signal_quarter,2026Q1,time,false,observation_to_volume_confirmation,3,3,2,66.67%,6.9749,8.4000,21,21,23.81%,-1.9162,-2.2472,-18,14.29%,42.8571,8.8911,10.6472,2,1,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,signal_quarter,2026Q1,time,false,observation_to_volume_confirmation,20,20,4,20.00%,-2.7043,-2.6594,21,21,23.81%,-1.9162,-2.2472,-1,95.24%,-3.8095,-0.7881,-0.4122,2,0,13,5,1,not_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,signal_quarter,2026Q1,time,false,observation_to_volume_confirmation,2,2,1,50.00%,3.5392,3.5392,21,21,23.81%,-1.9162,-2.2472,-19,9.52%,26.1905,5.4554,5.7864,2,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,signal_quarter,2026Q2,time,false,observation_to_volume_confirmation,23,19,8,42.11%,3.9075,0.0000,23,19,42.11%,3.9075,0.0000,0,100.00%,0.0000,0.0000,0.0000,1,2,14,6,1,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,signal_quarter,2026Q2,time,false,observation_to_volume_confirmation,9,7,3,42.86%,0.6093,-1.6568,23,19,42.11%,3.9075,0.0000,-14,39.13%,0.7519,-3.2983,-1.6568,1,2,0,6,0,not_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,signal_quarter,2026Q2,time,false,observation_to_volume_confirmation,17,14,7,50.00%,5.8640,0.3760,23,19,42.11%,3.9075,0.0000,-6,73.91%,7.8947,1.9564,0.3760,1,2,14,0,1,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,signal_quarter,2026Q2,time,false,observation_to_volume_confirmation,3,2,2,100.00%,6.0587,6.0587,23,19,42.11%,3.9075,0.0000,-20,13.04%,57.8947,2.1512,6.0587,1,2,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,signal_quarter,2026Q2,time,false,observation_to_volume_confirmation,21,18,7,38.89%,3.9505,-0.4274,23,19,42.11%,3.9075,0.0000,-2,91.30%,-3.2164,0.0430,-0.4274,1,0,14,6,1,not_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,signal_quarter,2026Q2,time,false,observation_to_volume_confirmation,1,1,1,100.00%,8.9831,8.9831,23,19,42.11%,3.9075,0.0000,-22,4.35%,57.8947,5.0756,8.9831,1,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,signal_half,2026H1,time,false,observation_to_volume_confirmation,44,40,13,32.50%,0.8501,-1.7857,44,40,32.50%,0.8501,-1.7857,0,100.00%,0.0000,0.0000,0.0000,3,3,27,11,2,baseline,sample_size_ok_for_research_review,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,signal_half,2026H1,time,false,observation_to_volume_confirmation,17,15,6,40.00%,1.6152,-1.6568,44,40,32.50%,0.8501,-1.7857,-27,38.64%,7.5000,0.7652,0.1289,3,3,0,11,0,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,signal_half,2026H1,time,false,observation_to_volume_confirmation,33,30,11,36.67%,1.4272,-1.0882,44,40,32.50%,0.8501,-1.7857,-11,75.00%,4.1667,0.5771,0.6975,3,3,27,0,2,directionally_improved,sample_size_ok_for_research_review,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,signal_half,2026H1,time,false,observation_to_volume_confirmation,6,5,4,80.00%,6.6084,8.4000,44,40,32.50%,0.8501,-1.7857,-38,13.64%,47.5000,5.7583,10.1857,3,3,0,0,0,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,signal_half,2026H1,time,false,observation_to_volume_confirmation,41,38,11,28.95%,0.4480,-1.9085,44,40,32.50%,0.8501,-1.7857,-3,93.18%,-3.5526,-0.4021,-0.1228,3,0,27,11,2,not_improved,sample_size_ok_for_research_review,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,signal_half,2026H1,time,false,observation_to_volume_confirmation,3,3,2,66.67%,5.3538,8.4000,44,40,32.50%,0.8501,-1.7857,-41,6.82%,34.1667,4.5038,10.1857,3,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,effective_mainstream_label,core_mainstream,taxonomy,true,observation_to_volume_confirmation,24,22,11,50.00%,2.0895,0.3760,24,22,50.00%,2.0895,0.3760,0,100.00%,0.0000,0.0000,0.0000,3,3,14,4,1,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,effective_mainstream_label,core_mainstream,taxonomy,true,observation_to_volume_confirmation,10,9,6,66.67%,4.5533,6.1947,24,22,50.00%,2.0895,0.3760,-14,41.67%,16.6667,2.4638,5.8187,3,3,0,4,0,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,effective_mainstream_label,core_mainstream,taxonomy,true,observation_to_volume_confirmation,20,18,9,50.00%,2.1129,0.3760,24,22,50.00%,2.0895,0.3760,-4,83.33%,0.0000,0.0234,0.0000,3,3,14,0,1,mixed_flat_to_slightly_better,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,effective_mainstream_label,core_mainstream,taxonomy,true,observation_to_volume_confirmation,6,5,4,80.00%,6.6084,8.4000,24,22,50.00%,2.0895,0.3760,-18,25.00%,30.0000,4.5189,8.0241,3,3,0,0,0,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,effective_mainstream_label,core_mainstream,taxonomy,true,observation_to_volume_confirmation,21,20,9,45.00%,1.4494,0.0000,24,22,50.00%,2.0895,0.3760,-3,87.50%,-5.0000,-0.6401,-0.3760,3,0,14,4,1,not_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,effective_mainstream_label,core_mainstream,taxonomy,true,observation_to_volume_confirmation,3,3,2,66.67%,5.3538,8.4000,24,22,50.00%,2.0895,0.3760,-21,12.50%,16.6667,3.2643,8.0241,3,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,effective_mainstream_label,non_mainstream,taxonomy,true,observation_to_volume_confirmation,20,18,2,11.11%,-0.6648,-3.4108,20,18,11.11%,-0.6648,-3.4108,0,100.00%,0.0000,0.0000,0.0000,0,0,13,7,1,baseline,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,effective_mainstream_label,non_mainstream,taxonomy,true,observation_to_volume_confirmation,7,6,0,0.00%,-2.7919,-2.0164,20,18,11.11%,-0.6648,-3.4108,-13,35.00%,-11.1111,-2.1271,1.3944,0,0,0,7,0,not_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,effective_mainstream_label,non_mainstream,taxonomy,true,observation_to_volume_confirmation,13,12,2,16.67%,0.3988,-4.4451,20,18,11.11%,-0.6648,-3.4108,-7,65.00%,5.5556,1.0635,-1.0343,0,0,13,0,1,improved_but_median_still_weak,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,effective_mainstream_label,non_mainstream,taxonomy,true,observation_to_volume_confirmation,0,0,0,,,,20,18,11.11%,-0.6648,-3.4108,-20,0.00%,,,,0,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,effective_mainstream_label,non_mainstream,taxonomy,true,observation_to_volume_confirmation,20,18,2,11.11%,-0.6648,-3.4108,20,18,11.11%,-0.6648,-3.4108,0,100.00%,0.0000,0.0000,0.0000,0,0,13,7,1,mixed_flat_to_slightly_better,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,effective_mainstream_label,non_mainstream,taxonomy,true,observation_to_volume_confirmation,0,0,0,,,,20,18,11.11%,-0.6648,-3.4108,-20,0.00%,,,,0,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,has_hot_theme,false,taxonomy,true,observation_to_volume_confirmation,41,37,12,32.43%,0.8079,-1.7857,41,37,32.43%,0.8079,-1.7857,0,100.00%,0.0000,0.0000,0.0000,2,3,26,10,2,baseline,sample_size_ok_for_research_review,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,has_hot_theme,false,taxonomy,true,observation_to_volume_confirmation,15,13,5,38.46%,1.3310,-1.7857,41,37,32.43%,0.8079,-1.7857,-26,36.59%,6.0291,0.5231,0.0000,2,3,0,10,0,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,has_hot_theme,false,taxonomy,true,observation_to_volume_confirmation,31,28,11,39.29%,1.6768,-0.6441,41,37,32.43%,0.8079,-1.7857,-10,75.61%,6.8533,0.8690,1.1416,2,3,26,0,2,directionally_improved,directional_only_below_promotion_review_size,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,has_hot_theme,false,taxonomy,true,observation_to_volume_confirmation,5,4,4,100.00%,8.5909,8.6915,41,37,32.43%,0.8079,-1.7857,-36,12.20%,67.5676,7.7830,10.4772,2,3,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,has_hot_theme,false,taxonomy,true,observation_to_volume_confirmation,38,35,10,28.57%,0.3689,-2.0313,41,37,32.43%,0.8079,-1.7857,-3,92.68%,-3.8610,-0.4390,-0.2456,2,0,26,10,2,not_improved,sample_size_ok_for_research_review,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,has_hot_theme,false,taxonomy,true,observation_to_volume_confirmation,2,2,2,100.00%,8.6915,8.6915,41,37,32.43%,0.8079,-1.7857,-39,4.88%,67.5676,7.8837,10.4772,2,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,has_hot_theme,true,taxonomy,true,observation_to_volume_confirmation,3,3,1,33.33%,1.3708,-1.3216,3,3,33.33%,1.3708,-1.3216,0,100.00%,0.0000,0.0000,0.0000,1,0,1,1,0,baseline,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,has_hot_theme,true,taxonomy,true,observation_to_volume_confirmation,2,2,1,50.00%,3.4629,3.4629,3,3,33.33%,1.3708,-1.3216,-1,66.67%,16.6667,2.0921,4.7845,1,0,0,1,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,has_hot_theme,true,taxonomy,true,observation_to_volume_confirmation,2,2,0,0.00%,-2.0675,-2.0675,3,3,33.33%,1.3708,-1.3216,-1,66.67%,-33.3333,-3.4383,-0.7458,1,0,1,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,has_hot_theme,true,taxonomy,true,observation_to_volume_confirmation,1,1,0,0.00%,-1.3216,-1.3216,3,3,33.33%,1.3708,-1.3216,-2,33.33%,-33.3333,-2.6924,0.0000,1,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,has_hot_theme,true,taxonomy,true,observation_to_volume_confirmation,3,3,1,33.33%,1.3708,-1.3216,3,3,33.33%,1.3708,-1.3216,0,100.00%,0.0000,0.0000,0.0000,1,0,1,1,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,has_hot_theme,true,taxonomy,true,observation_to_volume_confirmation,1,1,0,0.00%,-1.3216,-1.3216,3,3,33.33%,1.3708,-1.3216,-2,33.33%,-33.3333,-2.6924,0.0000,1,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,structural_theme_bucket,ai_server_ipc_theme,taxonomy,true,observation_to_volume_confirmation,0,0,0,,,,0,0,,,,0,,,,,0,0,0,0,0,baseline,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_multiple_turn,Baseline excluding WV/WVV multiple-turn paths.,structural_theme_bucket,ai_server_ipc_theme,taxonomy,true,observation_to_volume_confirmation,0,0,0,,,,0,0,,,,0,,,,,0,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_slope_break,Baseline excluding slope-break or discontinuous paths.,structural_theme_bucket,ai_server_ipc_theme,taxonomy,true,observation_to_volume_confirmation,0,0,0,,,,0,0,,,,0,,,,,0,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_wv_or_slope_break,Baseline excluding WV/WVV and slope-break paths.,structural_theme_bucket,ai_server_ipc_theme,taxonomy,true,observation_to_volume_confirmation,0,0,0,,,,0,0,,,,0,,,,,0,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,exclude_sharp_v,Baseline excluding sharp V low reversals.,structural_theme_bucket,ai_server_ipc_theme,taxonomy,true,observation_to_volume_confirmation,0,0,0,,,,0,0,,,,0,,,,,0,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,smooth_only,Baseline keeping only smooth rounded W-like paths.,structural_theme_bucket,ai_server_ipc_theme,taxonomy,true,observation_to_volume_confirmation,0,0,0,,,,0,0,,,,0,,,,,0,0,0,0,0,insufficient_sample,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_wv_filter_stability_grid,w_bottom_path_quality_filter_audit,warning_research_variant_only,w_bottom_wv_filter_stability_grid_20260625,warning_research_variant_only,observation_to_volume_confirmation,Baseline: candidates that started in the right-side observation zone and later confirmed by neckline volume breakout.,structural_theme_bucket,automotive_electronics_theme,taxonomy,true,observation_to_volume_confirmation,0,0,0,,,,0,0,,,,0,,,,,0,0,0,0,0,baseline,too_small_for_directional_read,false,not_production_ready_research_only,2026-06-25 12:21:26 Asia/Taipei
