generated_at,model_id,artifact_id,artifact_version,monthly_revenue_history_blob_sha256,monthly_revenue_canonical_table_sha256,cross_market_resolution_registry_canonical_sha256,source_projection_id,source_projection_version,source_projection_policy_id,source_projection_cutoff_date,source_projection_cutoff_revenue_subset_semantic_sha256,source_projection_cutoff_price_input_semantic_sha256,source_projection_applied_monthly_resolution_semantic_sha256,source_projection_applied_price_resolution_semantic_sha256,source_fixed_confirmation_artifact_id,source_fixed_confirmation_artifact_version,source_fixed_confirmation_cutoff_row_count,source_fixed_confirmation_cutoff_semantic_sha256,source_lag_detail_row_count,source_lag_detail_semantic_sha256,analysis_basis,classification_trigger_id,classification_outcome_definition_id,classification_horizon_trading_days,feature_time_basis,feature_order,feature_id,feature_family,feature_kind,feature_rule,launch_group_count,no_launch_group_count,launch_observed_count,no_launch_observed_count,launch_hit_count,no_launch_hit_count,feature_hit_sample_count,launch_rate_when_feature_hit_pct,feature_miss_sample_count,launch_rate_when_feature_miss_pct,feature_hit_launch_rate_uplift_pct_points,launch_hit_rate_pct,no_launch_hit_rate_pct,launch_minus_no_launch_hit_rate_pct,launch_mean,launch_median,no_launch_mean,no_launch_median,launch_minus_no_launch_mean,standardized_mean_difference,launch_source_anomaly_candidate_count,no_launch_source_anomaly_candidate_count,launch_unresolved_price_path_candidate_count,no_launch_unresolved_price_path_candidate_count,discrimination_status,sample_policy,retrospective_label_status,approved_for_daily,production_change,promotion_readiness
2026-08-23 01:24:24 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v5_20260822,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v2_20260822,raw_source_and_corrected_official_price_truncated_before_source_first_episode_assembly_v2,20260713,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,b391b4940bae7a9b01ea8d6b364d3409ea2b1a999c0751ede424cbdaf87dc74a,c7a76d7c1d531d248e04106e4191d3efd268dadbc1aa4ff08a404ef0e22a5c29,379fd42dd2c1298f6e67dbede798bccb2679d4c58bc56742518234cec8d11aac,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,1710,0f1689d03a54f97f3cff73e9c9245b6daabce62ee8de80696e9a59779d66b968,1710,e761c4b4bd70ec9aea37ac253f6eed21302c15ac79ad2fb2ed1bb27d3a1b84dc,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2100,preweek_change__return_5d_pct,price_momentum,numeric_change,anchor-day return_5d_pct minus value five trading days earlier,32,19,32,19,,,,,,,,,,,10.2406,6.7845,8.3327,8.3559,1.9079,0.1956,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-08-23 01:24:24 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v5_20260822,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v2_20260822,raw_source_and_corrected_official_price_truncated_before_source_first_episode_assembly_v2,20260713,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,b391b4940bae7a9b01ea8d6b364d3409ea2b1a999c0751ede424cbdaf87dc74a,c7a76d7c1d531d248e04106e4191d3efd268dadbc1aa4ff08a404ef0e22a5c29,379fd42dd2c1298f6e67dbede798bccb2679d4c58bc56742518234cec8d11aac,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,1710,0f1689d03a54f97f3cff73e9c9245b6daabce62ee8de80696e9a59779d66b968,1710,e761c4b4bd70ec9aea37ac253f6eed21302c15ac79ad2fb2ed1bb27d3a1b84dc,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2110,preweek_change__return_20d_pct,price_momentum,numeric_change,anchor-day return_20d_pct minus value five trading days earlier,32,19,31,19,,,,,,,,,,,9.0961,9.7427,7.5557,9.1181,1.5404,0.1854,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-08-23 01:24:24 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v5_20260822,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v2_20260822,raw_source_and_corrected_official_price_truncated_before_source_first_episode_assembly_v2,20260713,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,b391b4940bae7a9b01ea8d6b364d3409ea2b1a999c0751ede424cbdaf87dc74a,c7a76d7c1d531d248e04106e4191d3efd268dadbc1aa4ff08a404ef0e22a5c29,379fd42dd2c1298f6e67dbede798bccb2679d4c58bc56742518234cec8d11aac,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,1710,0f1689d03a54f97f3cff73e9c9245b6daabce62ee8de80696e9a59779d66b968,1710,e761c4b4bd70ec9aea37ac253f6eed21302c15ac79ad2fb2ed1bb27d3a1b84dc,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2120,preweek_change__volume_ratio_prev20,volume,numeric_change,anchor-day volume_ratio_prev20 minus value five trading days earlier,32,19,32,19,,,,,,,,,,,1.204,0.8463,2.1646,1.5888,-0.9606,-0.4552,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-08-23 01:24:24 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v5_20260822,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v2_20260822,raw_source_and_corrected_official_price_truncated_before_source_first_episode_assembly_v2,20260713,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,b391b4940bae7a9b01ea8d6b364d3409ea2b1a999c0751ede424cbdaf87dc74a,c7a76d7c1d531d248e04106e4191d3efd268dadbc1aa4ff08a404ef0e22a5c29,379fd42dd2c1298f6e67dbede798bccb2679d4c58bc56742518234cec8d11aac,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,1710,0f1689d03a54f97f3cff73e9c9245b6daabce62ee8de80696e9a59779d66b968,1710,e761c4b4bd70ec9aea37ac253f6eed21302c15ac79ad2fb2ed1bb27d3a1b84dc,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2130,preweek_change__range20_width_pct,price_shape,numeric_change,anchor-day range20_width_pct minus value five trading days earlier,32,19,31,19,,,,,,,,,,,-0.486,0.0,-1.1022,-0.7186,0.6162,0.0901,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-08-23 01:24:24 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v5_20260822,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v2_20260822,raw_source_and_corrected_official_price_truncated_before_source_first_episode_assembly_v2,20260713,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,b391b4940bae7a9b01ea8d6b364d3409ea2b1a999c0751ede424cbdaf87dc74a,c7a76d7c1d531d248e04106e4191d3efd268dadbc1aa4ff08a404ef0e22a5c29,379fd42dd2c1298f6e67dbede798bccb2679d4c58bc56742518234cec8d11aac,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,1710,0f1689d03a54f97f3cff73e9c9245b6daabce62ee8de80696e9a59779d66b968,1710,e761c4b4bd70ec9aea37ac253f6eed21302c15ac79ad2fb2ed1bb27d3a1b84dc,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2140,preweek_change__range60_width_pct,price_shape,numeric_change,anchor-day range60_width_pct minus value five trading days earlier,32,19,31,19,,,,,,,,,,,-0.1792,0.0,-1.0735,0.0,0.8943,0.112,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-08-23 01:24:24 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v5_20260822,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v2_20260822,raw_source_and_corrected_official_price_truncated_before_source_first_episode_assembly_v2,20260713,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,b391b4940bae7a9b01ea8d6b364d3409ea2b1a999c0751ede424cbdaf87dc74a,c7a76d7c1d531d248e04106e4191d3efd268dadbc1aa4ff08a404ef0e22a5c29,379fd42dd2c1298f6e67dbede798bccb2679d4c58bc56742518234cec8d11aac,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,1710,0f1689d03a54f97f3cff73e9c9245b6daabce62ee8de80696e9a59779d66b968,1710,e761c4b4bd70ec9aea37ac253f6eed21302c15ac79ad2fb2ed1bb27d3a1b84dc,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2150,preweek_change__close_position_120d_pct,price_position,numeric_change,anchor-day close_position_120d_pct minus value five trading days earlier,32,19,31,19,,,,,,,,,,,24.1382,17.6471,27.1189,21.7617,-2.9807,-0.1608,0,0,0,0,weak_or_mixed_discrimination,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-08-23 01:24:24 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v5_20260822,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v2_20260822,raw_source_and_corrected_official_price_truncated_before_source_first_episode_assembly_v2,20260713,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,b391b4940bae7a9b01ea8d6b364d3409ea2b1a999c0751ede424cbdaf87dc74a,c7a76d7c1d531d248e04106e4191d3efd268dadbc1aa4ff08a404ef0e22a5c29,379fd42dd2c1298f6e67dbede798bccb2679d4c58bc56742518234cec8d11aac,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,1710,0f1689d03a54f97f3cff73e9c9245b6daabce62ee8de80696e9a59779d66b968,1710,e761c4b4bd70ec9aea37ac253f6eed21302c15ac79ad2fb2ed1bb27d3a1b84dc,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2200,preweek_change__rsi14,technical,numeric_change,anchor-day rsi14 minus value five trading days earlier,32,19,32,19,,,,,,,,,,,12.6206,12.5709,18.6447,19.3915,-6.0241,-0.4495,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-08-23 01:24:24 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v5_20260822,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v2_20260822,raw_source_and_corrected_official_price_truncated_before_source_first_episode_assembly_v2,20260713,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,b391b4940bae7a9b01ea8d6b364d3409ea2b1a999c0751ede424cbdaf87dc74a,c7a76d7c1d531d248e04106e4191d3efd268dadbc1aa4ff08a404ef0e22a5c29,379fd42dd2c1298f6e67dbede798bccb2679d4c58bc56742518234cec8d11aac,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,1710,0f1689d03a54f97f3cff73e9c9245b6daabce62ee8de80696e9a59779d66b968,1710,e761c4b4bd70ec9aea37ac253f6eed21302c15ac79ad2fb2ed1bb27d3a1b84dc,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2210,preweek_change__macd_hist,technical,numeric_change,anchor-day macd_hist minus value five trading days earlier,32,19,29,18,,,,,,,,,,,4.8798,1.2237,0.7689,0.7179,4.1109,0.5323,0,0,0,0,launch_higher_candidate_feature,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-08-23 01:24:24 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v5_20260822,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v2_20260822,raw_source_and_corrected_official_price_truncated_before_source_first_episode_assembly_v2,20260713,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,b391b4940bae7a9b01ea8d6b364d3409ea2b1a999c0751ede424cbdaf87dc74a,c7a76d7c1d531d248e04106e4191d3efd268dadbc1aa4ff08a404ef0e22a5c29,379fd42dd2c1298f6e67dbede798bccb2679d4c58bc56742518234cec8d11aac,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,1710,0f1689d03a54f97f3cff73e9c9245b6daabce62ee8de80696e9a59779d66b968,1710,e761c4b4bd70ec9aea37ac253f6eed21302c15ac79ad2fb2ed1bb27d3a1b84dc,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2220,preweek_change__kd_k_value,technical,numeric_change,anchor-day kd_k_value minus value five trading days earlier,32,19,32,19,,,,,,,,,,,20.2895,19.6026,28.715,26.7188,-8.4255,-0.4636,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
2026-08-23 01:24:24 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_launch_timing_feature_audit,launch_timing_breakout_feature_v5_20260822,f5b94f1aba6554746bb8065d3c9e571df6934aabc80ecfff4ec7193bcb7ec36a,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,a109e7e2f041f7fa116a5d123dfc4b4bd24f508ece7b2e9721e44c293a608fdb,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v2_20260822,raw_source_and_corrected_official_price_truncated_before_source_first_episode_assembly_v2,20260713,89df0f3a5d19facb9169970450108b0bb32d0b41548d1a834fa4055bbe323e21,b391b4940bae7a9b01ea8d6b364d3409ea2b1a999c0751ede424cbdaf87dc74a,c7a76d7c1d531d248e04106e4191d3efd268dadbc1aa4ff08a404ef0e22a5c29,379fd42dd2c1298f6e67dbede798bccb2679d4c58bc56742518234cec8d11aac,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,1710,0f1689d03a54f97f3cff73e9c9245b6daabce62ee8de80696e9a59779d66b968,1710,e761c4b4bd70ec9aea37ac253f6eed21302c15ac79ad2fb2ed1bb27d3a1b84dc,legacy_candidate_exclusion_sensitivity_only,close_breakout_prev20,hit20_by15_hold20_to_d20,126,pre_breakout_week_change,2230,preweek_change__kd_d_value,technical,numeric_change,anchor-day kd_d_value minus value five trading days earlier,32,19,32,19,,,,,,,,,,,11.838,11.9826,19.0392,19.4398,-7.2012,-0.4953,0,0,0,0,small_numeric_separation,sample_count_disclosed_not_used_as_automatic_rejection,research_only_future_outcome_label_not_tradable_trigger,False,False,blocked_pending_forward_trigger_test_and_root_cause_review
