generated_at,model_id,artifact_id,artifact_version,migration_id,artifact_family,row_key,stock_id,episode_key,trigger_date,entry_date,before_source_anomaly_candidate_flag,after_source_anomaly_candidate_flag,business_projection_unchanged,change_reason
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d10|ma20_ema23_close_stop_4d|1591|absolute_or_two_month_yoy_ge15|1591|20251217|1|20260205|20260206,1591,absolute_or_two_month_yoy_ge15|1591|20251217|1,20260205,20260206,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d10|ma20_ema23_close_stop_4d|1618|absolute_or_two_month_yoy_ge15|1618|20250717|1|20250806|20250807,1618,absolute_or_two_month_yoy_ge15|1618|20250717|1,20250806,20250807,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d10|ma20_ema23_close_stop_4d|2451|absolute_or_two_month_yoy_ge15|2451|20250517|1|20250703|20250704,2451,absolute_or_two_month_yoy_ge15|2451|20250517|1,20250703,20250704,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d10|ma20_ema23_close_stop_4d|2542|absolute_or_two_month_yoy_ge15|2542|20250717|1|20250804|20250805,2542,absolute_or_two_month_yoy_ge15|2542|20250717|1,20250804,20250805,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d10|ma20_ema23_close_stop_4d|2855|absolute_or_two_month_yoy_ge15|2855|20250817|1|20251107|20251110,2855,absolute_or_two_month_yoy_ge15|2855|20250817|1,20251107,20251110,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d10|ma20_ema23_close_stop_4d|2867|absolute_or_two_month_yoy_ge15|2867|20250917|1|20251003|20251007,2867,absolute_or_two_month_yoy_ge15|2867|20250917|1,20251003,20251007,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d10|ma20_ema23_close_stop_4d|2882|absolute_or_two_month_yoy_ge15|2882|20250917|1|20250923|20250924,2882,absolute_or_two_month_yoy_ge15|2882|20250917|1,20250923,20250924,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d10|ma20_ema23_close_stop_4d|2883|absolute_or_two_month_yoy_ge15|2883|20250517|1|20250806|20250807,2883,absolute_or_two_month_yoy_ge15|2883|20250517|1,20250806,20250807,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d10|ma20_ema23_close_stop_4d|2885|absolute_or_two_month_yoy_ge15|2885|20250917|1|20250919|20250922,2885,absolute_or_two_month_yoy_ge15|2885|20250917|1,20250919,20250922,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
2026-08-29 00:00:00 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_trigger_asof_anomaly_migration_diff_detail,trigger_asof_anomaly_migration_v1_20260829,revenue_unreacted_range_6177_trigger_asof_anomaly_attribution_repair_v1_20260829,rearmed_detail,episode_first_match_once|base_close_confirmed|d10|ma20_ema23_close_stop_4d|2887|absolute_or_two_month_yoy_ge15|2887|20250817|1|20250903|20250904,2887,absolute_or_two_month_yoy_ge15|2887|20250817|1,20250903,20250904,True,False,True,future qualifying monthly-revenue anomaly excluded by trigger-as-of cutoff
