generated_at,model_id,artifact_id,artifact_version,analysis_basis,rule_order,rule_id,rule_family,rule_definition,rule_information_cutoff,source_episode_count,confirmed_episode_count,confirmation_coverage_pct,no_confirmation_count,strict_success_count,neutral_count,mature_failure_count,outcome_right_censored_count,classifiable_confirmation_count,strict_success_rate_pct,neutral_rate_pct,mature_failure_rate_pct,source_launch_episode_count,source_launch_selected_strict_success_count,source_launch_selected_mature_failure_count,source_launch_missed_confirmation_count,operation_mature_count,avg_confirmation_next_open_to_d20_close_return_pct,median_confirmation_next_open_to_d20_close_return_pct,avg_confirmation_next_open_to_d20_max_close_return_pct,avg_confirmation_next_open_to_d20_min_close_return_pct,operation_return_review_candidate_count,avg_fixed_d20_return_excluding_review_candidates_sensitivity_pct,median_fixed_d20_return_excluding_review_candidates_sensitivity_pct,operation_return_review_policy,confirmed_anomaly_candidate_count,known_4916_selected_date,known_4916_selected_outcome,known_1303_selected_date,known_1303_selected_outcome,same_stock_overlap_pair_count,sample_policy,neutral_policy,anomaly_policy,retrospective_label_status,financial_statement_scope,approved_for_daily,production_change,promotion_readiness
2026-07-13 19:13:06 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,-10,source_first_close_above_prev20_reference,source_parity_reference,source-first legacy reference: first episode day with close above the previous 20-day highest close,trigger_date_close,1417,1324,93.4368,93,75,0,1168,81,1243,6.0338,0.0,93.9662,329,75,254,0,1243,3.0397,-1.2397,11.302,-6.8922,9,2.3312,-1.3222,absolute D+20 operation return >= 80% is a review trigger only; retain in primary metrics and do not assign anomaly disposition without bottom-level root-cause evidence,0,20251209,mature_failure,20260527,strict_success,0,sample_count_disclosed_not_used_as_automatic_rejection,no_neutral_outcome_defined; strict launch label is binary and right-censored rows are separate,primary retains candidates; sensitivity excludes unresolved revenue or price-path candidates,research_only_confirmation_discrimination_not_operation_contract,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,blocked_pending_rule_selection_and_formal_operation_contract
2026-07-13 19:13:06 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,0,first_close_cross_prev20,baseline,first close crossover above the previous 20-day highest close,trigger_date_close,1417,1320,93.1546,97,73,0,1165,82,1238,5.8966,0.0,94.1034,329,73,253,3,1238,2.9991,-1.1801,11.259,-6.9352,9,2.2875,-1.2658,absolute D+20 operation return >= 80% is a review trigger only; retain in primary metrics and do not assign anomaly disposition without bottom-level root-cause evidence,0,20251209,mature_failure,20260527,strict_success,0,sample_count_disclosed_not_used_as_automatic_rejection,no_neutral_outcome_defined; strict launch label is binary and right-censored rows are separate,primary retains candidates; sensitivity excludes unresolved revenue or price-path candidates,research_only_confirmation_discrimination_not_operation_contract,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,blocked_pending_rule_selection_and_formal_operation_contract
2026-07-13 19:13:06 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,10,first_close_cross_prev40,breakout_window,first close crossover above the previous 40-day highest close,trigger_date_close,1417,1128,79.6048,289,54,0,978,96,1032,5.2326,0.0,94.7674,329,54,211,64,1032,1.8779,-1.3521,11.0059,-7.6663,4,1.5078,-1.3991,absolute D+20 operation return >= 80% is a review trigger only; retain in primary metrics and do not assign anomaly disposition without bottom-level root-cause evidence,0,20251212,mature_failure,20260527,strict_success,0,sample_count_disclosed_not_used_as_automatic_rejection,no_neutral_outcome_defined; strict launch label is binary and right-censored rows are separate,primary retains candidates; sensitivity excludes unresolved revenue or price-path candidates,research_only_confirmation_discrimination_not_operation_contract,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,blocked_pending_rule_selection_and_formal_operation_contract
2026-07-13 19:13:06 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,20,first_close_cross_prev60,breakout_window,first close crossover above the previous 60-day highest close,trigger_date_close,1417,970,68.4545,447,54,0,832,84,886,6.0948,0.0,93.9052,329,54,171,104,886,2.8046,-1.878,12.2302,-8.1437,7,1.9281,-2.0537,absolute D+20 operation return >= 80% is a review trigger only; retain in primary metrics and do not assign anomaly disposition without bottom-level root-cause evidence,0,20260112,mature_failure,20260527,strict_success,0,sample_count_disclosed_not_used_as_automatic_rejection,no_neutral_outcome_defined; strict launch label is binary and right-censored rows are separate,primary retains candidates; sensitivity excludes unresolved revenue or price-path candidates,research_only_confirmation_discrimination_not_operation_contract,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,blocked_pending_rule_selection_and_formal_operation_contract
2026-07-13 19:13:06 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,30,prev20_next_close_continuation,close_confirmation,20-day close crossover followed by next-day close above trigger close,next_trading_day_close,1417,1124,79.3225,293,71,0,985,68,1056,6.7235,0.0,93.2765,329,71,212,46,1053,2.5827,-0.9331,11.2166,-7.5926,5,2.1766,-0.9641,absolute D+20 operation return >= 80% is a review trigger only; retain in primary metrics and do not assign anomaly disposition without bottom-level root-cause evidence,0,20251209,mature_failure,,,0,sample_count_disclosed_not_used_as_automatic_rejection,no_neutral_outcome_defined; strict launch label is binary and right-censored rows are separate,primary retains candidates; sensitivity excludes unresolved revenue or price-path candidates,research_only_confirmation_discrimination_not_operation_contract,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,blocked_pending_rule_selection_and_formal_operation_contract
2026-07-13 19:13:06 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,40,prev20_next_close_holds_breakout,close_confirmation,20-day close crossover followed by next-day close not below the trigger's previous 20-day highest close,next_trading_day_close,1417,1255,88.5674,162,76,0,1100,79,1176,6.4626,0.0,93.5374,329,76,237,16,1174,2.752,-0.9253,10.9452,-7.0775,5,2.3456,-0.9615,absolute D+20 operation return >= 80% is a review trigger only; retain in primary metrics and do not assign anomaly disposition without bottom-level root-cause evidence,0,20251209,mature_failure,,,0,sample_count_disclosed_not_used_as_automatic_rejection,no_neutral_outcome_defined; strict launch label is binary and right-censored rows are separate,primary retains candidates; sensitivity excludes unresolved revenue or price-path candidates,research_only_confirmation_discrimination_not_operation_contract,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,blocked_pending_rule_selection_and_formal_operation_contract
2026-07-13 19:13:06 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,100,prev20_volume_ge1_5,volume,20-day close crossover with volume ratio >= 1.5,trigger_date_close,1417,1206,85.1094,211,63,0,1053,90,1116,5.6452,0.0,94.3548,329,63,234,32,1116,2.68,-1.5544,10.9249,-7.0294,6,2.1532,-1.6487,absolute D+20 operation return >= 80% is a review trigger only; retain in primary metrics and do not assign anomaly disposition without bottom-level root-cause evidence,0,20251209,mature_failure,20260527,strict_success,0,sample_count_disclosed_not_used_as_automatic_rejection,no_neutral_outcome_defined; strict launch label is binary and right-censored rows are separate,primary retains candidates; sensitivity excludes unresolved revenue or price-path candidates,research_only_confirmation_discrimination_not_operation_contract,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,blocked_pending_rule_selection_and_formal_operation_contract
2026-07-13 19:13:06 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,110,prev20_volume_ge2,volume,20-day close crossover with volume ratio >= 2.0,trigger_date_close,1417,1109,78.2639,308,57,0,969,83,1026,5.5556,0.0,94.4444,329,57,208,64,1026,2.5335,-1.5153,10.9148,-7.2831,6,1.9476,-1.5982,absolute D+20 operation return >= 80% is a review trigger only; retain in primary metrics and do not assign anomaly disposition without bottom-level root-cause evidence,0,20251212,mature_failure,,,0,sample_count_disclosed_not_used_as_automatic_rejection,no_neutral_outcome_defined; strict launch label is binary and right-censored rows are separate,primary retains candidates; sensitivity excludes unresolved revenue or price-path candidates,research_only_confirmation_discrimination_not_operation_contract,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,blocked_pending_rule_selection_and_formal_operation_contract
2026-07-13 19:13:06 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,120,prev20_ma60_gt_ma120,technical,20-day close crossover with MA60 > MA120,trigger_date_close,1417,905,63.8673,512,69,0,766,70,835,8.2635,0.0,91.7365,329,69,187,73,835,6.3075,1.1111,14.6263,-6.9434,8,5.4564,0.9804,absolute D+20 operation return >= 80% is a review trigger only; retain in primary metrics and do not assign anomaly disposition without bottom-level root-cause evidence,0,20251209,mature_failure,20260527,strict_success,0,sample_count_disclosed_not_used_as_automatic_rejection,no_neutral_outcome_defined; strict launch label is binary and right-censored rows are separate,primary retains candidates; sensitivity excludes unresolved revenue or price-path candidates,research_only_confirmation_discrimination_not_operation_contract,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,blocked_pending_rule_selection_and_formal_operation_contract
2026-07-13 19:13:06 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,130,prev20_obv_above_ma20,technical,20-day close crossover with OBV above OBV MA20,trigger_date_close,1417,1291,91.108,126,72,0,1129,90,1201,5.995,0.0,94.005,329,72,252,5,1201,3.0871,-0.8247,11.2861,-6.8956,9,2.3541,-0.9207,absolute D+20 operation return >= 80% is a review trigger only; retain in primary metrics and do not assign anomaly disposition without bottom-level root-cause evidence,0,20251209,mature_failure,20260527,strict_success,0,sample_count_disclosed_not_used_as_automatic_rejection,no_neutral_outcome_defined; strict launch label is binary and right-censored rows are separate,primary retains candidates; sensitivity excludes unresolved revenue or price-path candidates,research_only_confirmation_discrimination_not_operation_contract,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,blocked_pending_rule_selection_and_formal_operation_contract
2026-07-13 19:13:06 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_forward_confirmation_feature_audit,forward_confirmation_v1_20260713,excluding_unresolved_anomaly_candidates_sensitivity,140,prev20_kdj_bullish_not_extreme,technical,"20-day close crossover with K > D, J > K, and J < 100",trigger_date_close,1417,1221,86.168,196,81,0,1054,86,1135,7.1366,0.0,92.8634,329,81,221,27,1135,3.786,-0.6849,11.8593,-6.6684,11,2.8349,-0.8246,absolute D+20 operation return >= 80% is a review trigger only; retain in primary metrics and do not assign anomaly disposition without bottom-level root-cause evidence,0,20251209,mature_failure,,,0,sample_count_disclosed_not_used_as_automatic_rejection,no_neutral_outcome_defined; strict launch label is binary and right-censored rows are separate,primary retains candidates; sensitivity excludes unresolved revenue or price-path candidates,research_only_confirmation_discrimination_not_operation_contract,monthly_revenue_only;EPS_gross_margin_operating_margin_operating_income_non_operating_income_net_income_excluded,False,False,blocked_pending_rule_selection_and_formal_operation_contract
