research_id,source_research_id,source_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,comparison_scope_id,event_family_id,segment_id,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,visual_pre_signal_context,entry_price,intraday_outcome,intraday_exit_date,intraday_exit_reason,intraday_return_pct,intraday_mfe_pct,intraday_mae_pct,close_neutral_outcome,close_neutral_exit_date,close_neutral_exit_reason,close_neutral_return_pct,close_neutral_mfe_pct,close_neutral_mae_pct,outcome_transition,interpretation_bucket,approved_for_daily,production_readiness,generated_at
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,14.8,loss,20250227,stop_hit,0.0000,7.0946,-1.3514,loss,20250227,stop_hit,0.0000,7.0946,-1.3514,loss_to_loss,both_rules_loss,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2316,楠梓電,20250723,20250724,20250729,20250730,bullish,76.2,win,20250812,tp10_intraday,10.0000,11.8110,-3.8058,neutral,20250804,neutral_after_5pct_pullback,2.6247,9.3176,-3.8058,win_to_neutral,intraday_touch_win_close_rule_neutral,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2363,矽統,20260121,20260122,20260127,20260128,mixed,62.0,loss,20260202,stop_hit,-17.7419,2.4194,-19.3548,loss,20260202,stop_hit,-17.7419,2.4194,-19.3548,loss_to_loss,both_rules_loss,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250522,20250523,20250529,20250602,mixed,256.5,win,20250610,tp10_intraday,10.0000,11.3060,-1.1696,win,20250611,tp10_close,10.1365,13.0604,-1.1696,win_to_win,both_rules_win,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250630,20250701,20250704,20250707,bullish,299.5,win,20250718,tp10_intraday,10.0000,10.1836,-1.8364,neutral,20250710,neutral_after_5pct_pullback,4.8414,8.3472,-1.8364,win_to_neutral,intraday_touch_win_close_rule_neutral,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3037,欣興,20250703,20250704,20250709,20250710,mixed,124.0,win,20250716,tp10_intraday,10.0000,14.1129,-3.6290,neutral,20250722,neutral_after_5pct_pullback,3.6290,14.1129,-3.6290,win_to_neutral,intraday_touch_win_close_rule_neutral,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3051,力特,20260116,20260119,20260120,20260121,mixed,27.1,loss,20260226,tp10_intraday_or_fixed_20d_close,-14.5756,8.4871,-18.4502,loss,20260226,tp10_close_or_neutral_after_5pct_close_20d,-14.5756,8.4871,-18.4502,loss_to_loss,both_rules_loss,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3163,波若威,20250106,20250107,20250108,20250109,mixed,156.0,win,20250110,tp10_intraday,10.0000,11.5385,-2.2436,neutral,20250113,neutral_after_5pct_pullback,-2.2436,11.5385,-2.2436,win_to_neutral,intraday_touch_win_close_rule_neutral,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3163,波若威,20260128,20260202,20260204,20260205,bullish,485.0,win,20260209,tp10_intraday,10.0000,10.7216,-8.1443,win,20260209,tp10_close,10.7216,10.7216,-8.1443,win_to_win,both_rules_win,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3260,威剛,20250217,20250218,20250225,20250226,mixed,87.7,win,20250317,tp10_intraday,10.0000,11.2885,-5.7013,neutral,20250313,neutral_after_5pct_pullback,3.3067,9.8062,-5.7013,win_to_neutral,intraday_touch_win_close_rule_neutral,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3704,合勤控,20250826,20250827,20250828,20250829,mixed,33.5,win,20250905,tp10_intraday,10.0000,11.6418,-13.4328,win,20250905,tp10_close,10.1493,11.6418,-13.4328,win_to_win,both_rules_win,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3714,富采,20251231,20260102,20260105,20260106,mixed,35.85,loss,20260202,tp10_intraday_or_fixed_20d_close,-0.5579,8.7866,-4.4630,neutral,20260127,neutral_after_5pct_pullback,4.6025,8.7866,-4.4630,loss_to_neutral,intraday_loss_close_rule_neutral,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,4904,遠傳,20250930,20251001,20251002,20251003,sideways_or_consolidation,89.0,loss,20251106,tp10_intraday_or_fixed_20d_close,5.0562,6.9663,-0.3371,neutral,20251027,neutral_after_5pct_pullback,3.8202,6.9663,-0.3371,loss_to_neutral,intraday_loss_close_rule_neutral,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,4908,前鼎,20260302,20260310,20260311,20260312,mixed,94.6,win,20260313,tp10_intraday,10.0000,12.0507,-0.6342,win,20260313,tp10_close,12.0507,12.0507,-0.6342,win_to_win,both_rules_win,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,4973,廣穎,20260312,20260313,20260316,20260317,bullish,80.7,win,20260318,tp10_intraday,10.0000,10.6568,0.0000,win,20260318,tp10_close,10.6568,10.6568,0.0000,win_to_win,both_rules_win,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6016,康和證,20260424,20260427,20260504,20260505,bullish,20.1,win,20260508,tp10_intraday,10.0000,10.6965,-1.2438,win,20260511,tp10_close,19.6517,19.6517,-1.2438,win_to_win,both_rules_win,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6173,信昌電,20260415,20260416,20260417,20260420,bullish,93.5,win,20260507,tp10_intraday,10.0000,18.7166,-21.1765,win,20260507,tp10_close,18.7166,18.7166,-21.1765,win_to_win,both_rules_win,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6175,立敦,20260415,20260416,20260417,20260420,bullish,65.9,win,20260514,tp10_intraday,10.0000,12.2914,-8.9530,win,20260515,tp10_close,12.1396,15.1745,-8.9530,win_to_win,both_rules_win,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6197,佳必琪,20260311,20260312,20260313,20260316,mixed,178.5,win,20260318,tp10_intraday,10.0000,10.3641,-5.6022,neutral,20260323,neutral_after_5pct_pullback,0.8403,12.6050,-5.6022,win_to_neutral,intraday_touch_win_close_rule_neutral,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6290,良維,20260224,20260304,20260305,20260306,bullish,233.0,loss,20260331,stop_hit,-16.9528,5.5794,-18.2403,loss,20260331,stop_hit,-16.9528,5.5794,-18.2403,loss_to_loss,both_rules_loss,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6488,環球晶,20260421,20260423,20260427,20260428,bullish,603.0,loss,20260429,stop_hit,-7.9602,0.1658,-11.4428,loss,20260429,stop_hit,-7.9602,0.1658,-11.4428,loss_to_loss,both_rules_loss,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,warning_research_variant_only,visual_context_non_bearish_signal_low_stop,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6706,惠特,20250918,20250919,20250926,20250930,sideways_or_consolidation,83.9,win,20251001,tp10_intraday,10.0000,15.4946,-0.4768,neutral,20251001,neutral_after_5pct_pullback,2.8605,15.4946,-0.4768,win_to_neutral,intraday_touch_win_close_rule_neutral,false,not_production_ready_research_only,2026-06-29 00:38:50 Asia/Taipei
