research_id,source_close_only_research_id,source_close_only_parameter_set_id,source_context_research_id,source_context_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,failure_exit_scope_id,source_failure_control_scope_id,event_family_id,segment_id,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,visual_pre_signal_context,failure_exit_rule_id,reference_price,signal_low,retest_low,entry_price,exit_date,exit_price,holding_days,return_pct,max_close_return_pct,min_close_return_pct,outcome_result,exit_reason,baseline_outcome,baseline_return_pct,baseline_exit_date,baseline_exit_reason,outcome_transition_from_baseline,approved_for_daily,production_readiness,generated_at
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3260,威剛,20250217,20250218,20250225,20250226,mixed,close_below_5ma_two_sessions,82.0000,81.9000,83.3000,87.7000,20250303,84.6000,3,-3.5348,-1.1403,-3.5348,loss,close_below_5ma_two_sessions,neutral,3.3067,20250313,neutral_after_5pct_pullback_close,neutral_to_loss,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3260,威剛,20250217,20250218,20250225,20250226,mixed,close_below_10ma_two_sessions,82.0000,81.9000,83.3000,87.7000,20250303,84.6000,3,-3.5348,-1.1403,-3.5348,loss,close_below_10ma_two_sessions,neutral,3.3067,20250313,neutral_after_5pct_pullback_close,neutral_to_loss,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,close_only_no_logical_failure_exit,15.8500,15.0500,15.9500,14.8000,20250303,17.9500,2,21.2838,21.2838,2.3649,win,tp10_close,win,21.2838,20250303,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,neckline_close_lost_two_sessions,15.8500,15.0500,15.9500,14.8000,20250303,17.9500,2,21.2838,21.2838,2.3649,win,tp10_close,win,21.2838,20250303,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,retest_low_close_break,15.8500,15.0500,15.9500,14.8000,20250227,15.1500,1,2.3649,2.3649,2.3649,loss,retest_low_close_break,win,21.2838,20250303,tp10_close,win_to_loss,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,signal_low_close_break,15.8500,15.0500,15.9500,14.8000,20250303,17.9500,2,21.2838,21.2838,2.3649,win,tp10_close,win,21.2838,20250303,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,close_below_5ma_two_sessions,15.8500,15.0500,15.9500,14.8000,20250303,17.9500,2,21.2838,21.2838,2.3649,win,tp10_close,win,21.2838,20250303,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,close_below_10ma_two_sessions,15.8500,15.0500,15.9500,14.8000,20250303,17.9500,2,21.2838,21.2838,2.3649,win,tp10_close,win,21.2838,20250303,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250522,20250523,20250529,20250602,mixed,close_only_no_logical_failure_exit,244.0000,243.0000,241.5000,256.5000,20250611,282.5000,8,10.1365,10.1365,-0.5848,win,tp10_close,win,10.1365,20250611,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250522,20250523,20250529,20250602,mixed,neckline_close_lost_two_sessions,244.0000,243.0000,241.5000,256.5000,20250611,282.5000,8,10.1365,10.1365,-0.5848,win,tp10_close,win,10.1365,20250611,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250522,20250523,20250529,20250602,mixed,retest_low_close_break,244.0000,243.0000,241.5000,256.5000,20250611,282.5000,8,10.1365,10.1365,-0.5848,win,tp10_close,win,10.1365,20250611,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250522,20250523,20250529,20250602,mixed,signal_low_close_break,244.0000,243.0000,241.5000,256.5000,20250611,282.5000,8,10.1365,10.1365,-0.5848,win,tp10_close,win,10.1365,20250611,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250522,20250523,20250529,20250602,mixed,close_below_5ma_two_sessions,244.0000,243.0000,241.5000,256.5000,20250611,282.5000,8,10.1365,10.1365,-0.5848,win,tp10_close,win,10.1365,20250611,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250522,20250523,20250529,20250602,mixed,close_below_10ma_two_sessions,244.0000,243.0000,241.5000,256.5000,20250611,282.5000,8,10.1365,10.1365,-0.5848,win,tp10_close,win,10.1365,20250611,tp10_close,win_to_win,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250630,20250701,20250704,20250707,bullish,close_only_no_logical_failure_exit,290.0000,275.0000,291.0000,299.5000,20250710,314.0000,4,4.8414,7.8464,-0.5008,neutral,neutral_after_5pct_pullback_close,neutral,4.8414,20250710,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250630,20250701,20250704,20250707,bullish,neckline_close_lost_two_sessions,290.0000,275.0000,291.0000,299.5000,20250710,314.0000,4,4.8414,7.8464,-0.5008,neutral,neutral_after_5pct_pullback_close,neutral,4.8414,20250710,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250630,20250701,20250704,20250707,bullish,retest_low_close_break,290.0000,275.0000,291.0000,299.5000,20250710,314.0000,4,4.8414,7.8464,-0.5008,neutral,neutral_after_5pct_pullback_close,neutral,4.8414,20250710,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250630,20250701,20250704,20250707,bullish,signal_low_close_break,290.0000,275.0000,291.0000,299.5000,20250710,314.0000,4,4.8414,7.8464,-0.5008,neutral,neutral_after_5pct_pullback_close,neutral,4.8414,20250710,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250630,20250701,20250704,20250707,bullish,close_below_5ma_two_sessions,290.0000,275.0000,291.0000,299.5000,20250710,314.0000,4,4.8414,7.8464,-0.5008,neutral,neutral_after_5pct_pullback_close,neutral,4.8414,20250710,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250630,20250701,20250704,20250707,bullish,close_below_10ma_two_sessions,290.0000,275.0000,291.0000,299.5000,20250710,314.0000,4,4.8414,7.8464,-0.5008,neutral,neutral_after_5pct_pullback_close,neutral,4.8414,20250710,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3037,欣興,20250703,20250704,20250709,20250710,mixed,close_only_no_logical_failure_exit,116.5000,113.5000,116.0000,124.0000,20250722,128.5000,9,3.6290,9.2742,-3.2258,neutral,neutral_after_5pct_pullback_close,neutral,3.6290,20250722,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3037,欣興,20250703,20250704,20250709,20250710,mixed,neckline_close_lost_two_sessions,116.5000,113.5000,116.0000,124.0000,20250722,128.5000,9,3.6290,9.2742,-3.2258,neutral,neutral_after_5pct_pullback_close,neutral,3.6290,20250722,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3037,欣興,20250703,20250704,20250709,20250710,mixed,retest_low_close_break,116.5000,113.5000,116.0000,124.0000,20250722,128.5000,9,3.6290,9.2742,-3.2258,neutral,neutral_after_5pct_pullback_close,neutral,3.6290,20250722,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3037,欣興,20250703,20250704,20250709,20250710,mixed,signal_low_close_break,116.5000,113.5000,116.0000,124.0000,20250722,128.5000,9,3.6290,9.2742,-3.2258,neutral,neutral_after_5pct_pullback_close,neutral,3.6290,20250722,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
