research_id,source_close_only_research_id,source_close_only_parameter_set_id,source_context_research_id,source_context_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,failure_exit_scope_id,source_failure_control_scope_id,event_family_id,segment_id,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,visual_pre_signal_context,failure_exit_rule_id,reference_price,signal_low,retest_low,entry_price,exit_date,exit_price,holding_days,return_pct,max_close_return_pct,min_close_return_pct,outcome_result,exit_reason,baseline_outcome,baseline_return_pct,baseline_exit_date,baseline_exit_reason,outcome_transition_from_baseline,approved_for_daily,production_readiness,generated_at
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3163,波若威,20250106,20250107,20250108,20250109,mixed,close_only_no_logical_failure_exit,153.0000,149.5000,153.5000,156.0000,20250113,152.5000,3,-2.2436,8.3333,-2.2436,neutral,neutral_after_5pct_pullback_close,neutral,-2.2436,20250113,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3163,波若威,20250106,20250107,20250108,20250109,mixed,neckline_close_lost_two_sessions,153.0000,149.5000,153.5000,156.0000,20250113,152.5000,3,-2.2436,8.3333,-2.2436,neutral,neutral_after_5pct_pullback_close,neutral,-2.2436,20250113,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3163,波若威,20250106,20250107,20250108,20250109,mixed,retest_low_close_break,153.0000,149.5000,153.5000,156.0000,20250113,152.5000,3,-2.2436,8.3333,-2.2436,neutral,neutral_after_5pct_pullback_close,neutral,-2.2436,20250113,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3163,波若威,20250106,20250107,20250108,20250109,mixed,signal_low_close_break,153.0000,149.5000,153.5000,156.0000,20250113,152.5000,3,-2.2436,8.3333,-2.2436,neutral,neutral_after_5pct_pullback_close,neutral,-2.2436,20250113,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3163,波若威,20250106,20250107,20250108,20250109,mixed,close_below_5ma_two_sessions,153.0000,149.5000,153.5000,156.0000,20250113,152.5000,3,-2.2436,8.3333,-2.2436,neutral,neutral_after_5pct_pullback_close,neutral,-2.2436,20250113,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3163,波若威,20250106,20250107,20250108,20250109,mixed,close_below_10ma_two_sessions,153.0000,149.5000,153.5000,156.0000,20250113,152.5000,3,-2.2436,8.3333,-2.2436,neutral,neutral_after_5pct_pullback_close,neutral,-2.2436,20250113,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3260,威剛,20250217,20250218,20250225,20250226,mixed,close_only_no_logical_failure_exit,82.0000,81.9000,83.3000,87.7000,20250313,90.6000,11,3.3067,6.0433,-3.5348,neutral,neutral_after_5pct_pullback_close,neutral,3.3067,20250313,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3260,威剛,20250217,20250218,20250225,20250226,mixed,neckline_close_lost_two_sessions,82.0000,81.9000,83.3000,87.7000,20250313,90.6000,11,3.3067,6.0433,-3.5348,neutral,neutral_after_5pct_pullback_close,neutral,3.3067,20250313,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3260,威剛,20250217,20250218,20250225,20250226,mixed,retest_low_close_break,82.0000,81.9000,83.3000,87.7000,20250313,90.6000,11,3.3067,6.0433,-3.5348,neutral,neutral_after_5pct_pullback_close,neutral,3.3067,20250313,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
structured_neckline_logical_failure_exit_audit,structured_neckline_close_only_failure_control_audit,structured_neckline_close_only_failure_control_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_logical_failure_exit_audit_20260629,warning_research_variant_only,selected_close_based_logical_failure_exit,selected_close_based_exit_close_only_failure_control,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3260,威剛,20250217,20250218,20250225,20250226,mixed,signal_low_close_break,82.0000,81.9000,83.3000,87.7000,20250313,90.6000,11,3.3067,6.0433,-3.5348,neutral,neutral_after_5pct_pullback_close,neutral,3.3067,20250313,neutral_after_5pct_pullback_close,neutral_to_neutral,false,not_production_ready_research_only,2026-06-29 01:28:20 Asia/Taipei
