research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,row_type,parent_model_id,subject_type,subject_id,subject_zh,condition_id,condition_zh,condition_expression,condition_role,baseline_sample_size,sample_size,valid_return_count,invalid_return_count,coverage_pct,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,baseline_win_rate_pct,baseline_avg_return_pct,baseline_median_return_pct,win_rate_delta_pct,avg_return_delta_pct,median_return_delta_pct,meets_win_return_metric,sample_count_context,decision_hint,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_low_position_volume_attack,低位放量攻擊,tdcc_weekly_increase_top20,TDCC weekly_increase rank <= 20,tdcc_weekly_increase_top20 == True,stratification_only_not_candidate_or_confirmation_gate,26,0,0,0,0.0,0,0,0,,,,,,80.7692,28.7704,18.7857,,,,False,reported_not_a_disqualifier,audit_condition_no_valid_returns,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_low_position_volume_attack,低位放量攻擊,tdcc_any_top20,TDCC any list rank <= 20,tdcc_any_top20 == True,stratification_only_not_candidate_or_confirmation_gate,26,0,0,0,0.0,0,0,0,,,,,,80.7692,28.7704,18.7857,,,,False,reported_not_a_disqualifier,audit_condition_no_valid_returns,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_low_position_volume_attack,低位放量攻擊,tech_ma60_gt_ma120,MA60 > MA120,ma60_gt_ma120 == True,stratification_only_not_candidate_or_confirmation_gate,26,10,10,0,38.4615,9,0,1,90.0,0.0,10.0,33.2835,22.6699,80.7692,28.7704,18.7857,9.2308,4.5131,3.8842,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_low_position_volume_attack,低位放量攻擊,tech_ret20_0_to_25,20日漲幅 0% 到 25%,0 <= hist_return_20d_pct <= 25,stratification_only_not_candidate_or_confirmation_gate,26,12,12,0,46.1538,10,0,2,83.3333,0.0,16.6667,29.9541,17.0606,80.7692,28.7704,18.7857,2.5641,1.1837,-1.7251,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_low_position_volume_attack,低位放量攻擊,tech_dist_ema23_0_to_15,距 EMA23 0% 到 15%,0 <= dist_ema23_pct <= 15,stratification_only_not_candidate_or_confirmation_gate,26,5,5,0,19.2308,4,0,1,80.0,0.0,20.0,19.0676,18.9583,80.7692,28.7704,18.7857,-0.7692,-9.7028,0.1726,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_low_position_volume_attack,低位放量攻擊,volume_ratio_2_to_6,量比 2 到 6,2 <= volume_ratio <= 6,stratification_only_not_candidate_or_confirmation_gate,26,17,17,0,65.3846,13,0,4,76.4706,0.0,23.5294,24.1813,18.6131,80.7692,28.7704,18.7857,-4.2986,-4.5891,-0.1726,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_low_position_volume_attack,低位放量攻擊,not_limit_up_like,非鎖漲停型態,limit_up_like != True,stratification_only_not_candidate_or_confirmation_gate,26,5,5,0,19.2308,4,0,1,80.0,0.0,20.0,26.0013,18.6131,80.7692,28.7704,18.7857,-0.7692,-2.7691,-0.1726,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_low_position_volume_attack,低位放量攻擊,breakout_over_prev60_2_to_10,突破前60日高點 2% 到 10%,2 <= breakout_over_prev60_pct <= 10,stratification_only_not_candidate_or_confirmation_gate,26,26,26,0,100.0,21,0,5,80.7692,0.0,19.2308,28.7704,18.7857,80.7692,28.7704,18.7857,0.0,0.0,0.0,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_mid_position_momentum_attack,中位動能放量攻擊,tdcc_weekly_increase_top20,TDCC weekly_increase rank <= 20,tdcc_weekly_increase_top20 == True,stratification_only_not_candidate_or_confirmation_gate,25,0,0,0,0.0,0,0,0,,,,,,80.0,12.7599,14.6953,,,,False,reported_not_a_disqualifier,audit_condition_no_valid_returns,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_mid_position_momentum_attack,中位動能放量攻擊,tdcc_any_top20,TDCC any list rank <= 20,tdcc_any_top20 == True,stratification_only_not_candidate_or_confirmation_gate,25,0,0,0,0.0,0,0,0,,,,,,80.0,12.7599,14.6953,,,,False,reported_not_a_disqualifier,audit_condition_no_valid_returns,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_mid_position_momentum_attack,中位動能放量攻擊,tech_ma60_gt_ma120,MA60 > MA120,ma60_gt_ma120 == True,stratification_only_not_candidate_or_confirmation_gate,25,20,20,0,80.0,17,0,3,85.0,0.0,15.0,15.439,16.4021,80.0,12.7599,14.6953,5.0,2.6791,1.7068,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_mid_position_momentum_attack,中位動能放量攻擊,tech_ret20_0_to_25,20日漲幅 0% 到 25%,0 <= hist_return_20d_pct <= 25,stratification_only_not_candidate_or_confirmation_gate,25,7,7,0,28.0,4,0,3,57.1429,0.0,42.8571,12.0443,9.8394,80.0,12.7599,14.6953,-22.8571,-0.7156,-4.8559,False,reported_not_a_disqualifier,audit_condition_win_rate_below_metric,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_mid_position_momentum_attack,中位動能放量攻擊,tech_dist_ema23_0_to_15,距 EMA23 0% 到 15%,0 <= dist_ema23_pct <= 15,stratification_only_not_candidate_or_confirmation_gate,25,1,1,0,4.0,1,0,0,100.0,0.0,0.0,6.3342,6.3342,80.0,12.7599,14.6953,20.0,-6.4257,-8.3611,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_mid_position_momentum_attack,中位動能放量攻擊,volume_ratio_2_to_6,量比 2 到 6,2 <= volume_ratio <= 6,stratification_only_not_candidate_or_confirmation_gate,25,14,14,0,56.0,12,0,2,85.7143,0.0,14.2857,13.2111,14.6438,80.0,12.7599,14.6953,5.7143,0.4512,-0.0515,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_mid_position_momentum_attack,中位動能放量攻擊,not_limit_up_like,非鎖漲停型態,limit_up_like != True,stratification_only_not_candidate_or_confirmation_gate,25,5,5,0,20.0,4,0,1,80.0,0.0,20.0,11.7913,6.3342,80.0,12.7599,14.6953,0.0,-0.9686,-8.3611,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,candidate_model,volume_range_breakout_v2_mid_position_momentum_attack,中位動能放量攻擊,breakout_over_prev60_2_to_10,突破前60日高點 2% 到 10%,2 <= breakout_over_prev60_pct <= 10,stratification_only_not_candidate_or_confirmation_gate,25,25,25,0,100.0,20,0,5,80.0,0.0,20.0,12.7599,14.6953,80.0,12.7599,14.6953,0.0,0.0,0.0,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_non_consolidation,高位非盤整放量攻擊觀察桶,tdcc_weekly_increase_top20,TDCC weekly_increase rank <= 20,tdcc_weekly_increase_top20 == True,stratification_only_not_candidate_or_confirmation_gate,208,7,7,0,3.3654,6,0,1,85.7143,0.0,14.2857,31.716,22.9017,59.6154,8.4007,3.3063,26.0989,23.3153,19.5954,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
