research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,row_type,parent_model_id,subject_type,subject_id,subject_zh,condition_id,condition_zh,condition_expression,condition_role,baseline_sample_size,sample_size,valid_return_count,invalid_return_count,coverage_pct,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,baseline_win_rate_pct,baseline_avg_return_pct,baseline_median_return_pct,win_rate_delta_pct,avg_return_delta_pct,median_return_delta_pct,meets_win_return_metric,sample_count_context,decision_hint,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_non_consolidation,高位非盤整放量攻擊觀察桶,tdcc_any_top20,TDCC any list rank <= 20,tdcc_any_top20 == True,stratification_only_not_candidate_or_confirmation_gate,208,9,9,0,4.3269,6,0,3,66.6667,0.0,33.3333,23.0981,14.5,59.6154,8.4007,3.3063,7.0513,14.6974,11.1937,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_non_consolidation,高位非盤整放量攻擊觀察桶,tech_ma60_gt_ma120,MA60 > MA120,ma60_gt_ma120 == True,stratification_only_not_candidate_or_confirmation_gate,208,162,162,0,77.8846,102,0,60,62.963,0.0,37.037,10.0765,5.9852,59.6154,8.4007,3.3063,3.3476,1.6758,2.6789,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_non_consolidation,高位非盤整放量攻擊觀察桶,tech_ret20_0_to_25,20日漲幅 0% 到 25%,0 <= hist_return_20d_pct <= 25,stratification_only_not_candidate_or_confirmation_gate,208,44,44,0,21.1538,25,0,19,56.8182,0.0,43.1818,7.747,2.8154,59.6154,8.4007,3.3063,-2.7972,-0.6537,-0.4909,False,reported_not_a_disqualifier,audit_condition_win_rate_below_metric,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_non_consolidation,高位非盤整放量攻擊觀察桶,tech_dist_ema23_0_to_15,距 EMA23 0% 到 15%,0 <= dist_ema23_pct <= 15,stratification_only_not_candidate_or_confirmation_gate,208,10,10,0,4.8077,6,0,4,60.0,0.0,40.0,7.2689,3.5756,59.6154,8.4007,3.3063,0.3846,-1.1318,0.2693,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_non_consolidation,高位非盤整放量攻擊觀察桶,volume_ratio_2_to_6,量比 2 到 6,2 <= volume_ratio <= 6,stratification_only_not_candidate_or_confirmation_gate,208,169,169,0,81.25,101,1,67,59.7633,0.5917,39.645,7.448,3.7234,59.6154,8.4007,3.3063,0.1479,-0.9527,0.4171,False,reported_not_a_disqualifier,audit_condition_win_rate_below_metric,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_non_consolidation,高位非盤整放量攻擊觀察桶,not_limit_up_like,非鎖漲停型態,limit_up_like != True,stratification_only_not_candidate_or_confirmation_gate,208,45,45,0,21.6346,30,0,15,66.6667,0.0,33.3333,9.4896,6.2814,59.6154,8.4007,3.3063,7.0513,1.0889,2.9751,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_non_consolidation,高位非盤整放量攻擊觀察桶,breakout_over_prev60_2_to_10,突破前60日高點 2% 到 10%,2 <= breakout_over_prev60_pct <= 10,stratification_only_not_candidate_or_confirmation_gate,208,207,207,0,99.5192,123,1,83,59.4203,0.4831,40.0966,8.393,2.8892,59.6154,8.4007,3.3063,-0.1951,-0.0077,-0.4171,False,reported_not_a_disqualifier,audit_condition_win_rate_below_metric,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_wide_range,高位寬幅放量攻擊觀察桶,tdcc_weekly_increase_top20,TDCC weekly_increase rank <= 20,tdcc_weekly_increase_top20 == True,stratification_only_not_candidate_or_confirmation_gate,71,3,3,0,4.2254,2,0,1,66.6667,0.0,33.3333,24.8448,7.3048,59.1549,7.2979,7.2398,7.5118,17.5469,0.065,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_wide_range,高位寬幅放量攻擊觀察桶,tdcc_any_top20,TDCC any list rank <= 20,tdcc_any_top20 == True,stratification_only_not_candidate_or_confirmation_gate,71,4,4,0,5.6338,2,0,2,50.0,0.0,50.0,16.5739,3.2978,59.1549,7.2979,7.2398,-9.1549,9.276,-3.942,False,reported_not_a_disqualifier,audit_condition_win_rate_below_metric,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_wide_range,高位寬幅放量攻擊觀察桶,tech_ma60_gt_ma120,MA60 > MA120,ma60_gt_ma120 == True,stratification_only_not_candidate_or_confirmation_gate,71,69,69,0,97.1831,42,0,27,60.8696,0.0,39.1304,8.0878,7.3048,59.1549,7.2979,7.2398,1.7147,0.7899,0.065,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_wide_range,高位寬幅放量攻擊觀察桶,tech_ret20_0_to_25,20日漲幅 0% 到 25%,0 <= hist_return_20d_pct <= 25,stratification_only_not_candidate_or_confirmation_gate,71,10,10,0,14.0845,8,0,2,80.0,0.0,20.0,18.7093,10.4583,59.1549,7.2979,7.2398,20.8451,11.4114,3.2185,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_wide_range,高位寬幅放量攻擊觀察桶,tech_dist_ema23_0_to_15,距 EMA23 0% 到 15%,0 <= dist_ema23_pct <= 15,stratification_only_not_candidate_or_confirmation_gate,71,1,1,0,1.4085,1,0,0,100.0,0.0,0.0,11.1635,11.1635,59.1549,7.2979,7.2398,40.8451,3.8656,3.9237,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_wide_range,高位寬幅放量攻擊觀察桶,volume_ratio_2_to_6,量比 2 到 6,2 <= volume_ratio <= 6,stratification_only_not_candidate_or_confirmation_gate,71,56,56,0,78.8732,33,0,23,58.9286,0.0,41.0714,9.2063,6.7774,59.1549,7.2979,7.2398,-0.2263,1.9084,-0.4624,False,reported_not_a_disqualifier,audit_condition_win_rate_below_metric,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_wide_range,高位寬幅放量攻擊觀察桶,not_limit_up_like,非鎖漲停型態,limit_up_like != True,stratification_only_not_candidate_or_confirmation_gate,71,23,23,0,32.3944,14,0,9,60.8696,0.0,39.1304,4.6121,6.1966,59.1549,7.2979,7.2398,1.7147,-2.6858,-1.0432,True,reported_not_a_disqualifier,stratification_metric_met_research_only,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
volume_range_breakout_v2_candidate_bucket_contract,volume_range_breakout_v2_candidate_bucket_contract_20260709,volume_range_breakout_v2_position_shape_matrix,volume_range_breakout_v2_position_shape_matrix_20260709,warning_research_variant_only,condition_stratification,volume_range_breakout,high_position_audit_bucket,high_pos_gt75_wide_range,高位寬幅放量攻擊觀察桶,breakout_over_prev60_2_to_10,突破前60日高點 2% 到 10%,2 <= breakout_over_prev60_pct <= 10,stratification_only_not_candidate_or_confirmation_gate,71,71,71,0,100.0,42,0,29,59.1549,0.0,40.8451,7.2979,7.2398,59.1549,7.2979,7.2398,0.0,0.0,0.0,False,reported_not_a_disqualifier,audit_condition_win_rate_below_metric,False,not_production_ready_research_only,2026-07-09 18:52:57 Asia/Taipei
