generated_at,model_id,research_artifact_id,artifact_version,source_timing_artifact_id,anomaly_exclusion_basis,decision_basis,sensitivity_basis,accepted_trade_count,same_stock_overlap_pair_count,same_stock_revenue_period_repeat_count,price_path_anomaly_candidate_count,return_abs_ge80_anomaly_candidate_count,source_revenue_or_price_anomaly_candidate_count,signal_feature_context_revenue_anomaly_candidate_count,confirmation_feature_context_revenue_anomaly_candidate_count,feature_context_candidate_values_retained_in_feature_evidence,max_realized_return_pct,max_return_stock_id,max_return_signal_date,min_realized_return_pct,min_return_stock_id,min_return_signal_date,top1_abs_return_share_pct,top5_abs_return_share_pct,avg_realized_return_pct,median_realized_return_pct,avg_without_max_min_pct,trimmed_1pct_avg_return_pct,potential_return_dominance_flag,interpretation_status,approved_for_daily,production_change
2026-08-23 07:14:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit_anomaly_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_abs_ge80_anomaly_candidates_sensitivity_only,False,True,2006,0,0,1,0,222,131,130,True,79.0657,3624,20260504,-54.3003,8042,20260626,0.3329,1.5963,2.0702,-1.4867,2.0599,1.7524,True,candidate_threshold_sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 07:14:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit_anomaly_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,excluding_unresolved_anomaly_candidates_sensitivity_only,False,True,1802,0,0,0,15,0,0,6,True,220.603,5386,20260127,-54.3003,8042,20260626,0.9638,2.822,3.2334,-1.1487,3.1446,2.6198,False,candidate_threshold_sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 07:14:39 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_fixed_confirmation_feature_contrast_audit_anomaly_audit,fixed_range23_breakout_3d_confirmation_d20_v2_anomaly_candidate_primary,revenue_unreacted_range_close_confirmation_timing_audit,including_unresolved_anomaly_candidates_primary,True,False,2021,0,0,1,15,222,131,130,True,220.603,5386,20260127,-54.3003,8042,20260626,0.8715,2.5516,2.8271,-1.4205,2.7475,2.2376,True,blocked_pending_root_cause_anomaly_candidate_review,False,none
