generated_at,model_id,model_name_zh,research_artifact_id,artifact_version,row_type,anomaly_exclusion_basis,decision_basis,confirmation_variant_id,confirmation_variant_name_zh,pending_window_days,exit_clock_id,source_signal_count,source_anomaly_candidate_count,accepted_trade_count_before_candidate_sensitivity_exclusion,price_path_anomaly_candidate_count,metric_sample_count,max_realized_return_pct,max_return_stock_id,max_return_signal_date,min_realized_return_pct,min_return_stock_id,min_return_signal_date,return_abs_ge80_anomaly_candidate_count,top1_abs_return_share_pct,top5_abs_return_share_pct,trimmed_1pct_avg_return_pct,potential_return_dominance_flag,interpretation_status,approved_for_daily,production_change
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,including_unresolved_anomaly_candidates_primary,True,ma20_ema23_close_reclaim,均線站回確認型,3,confirmation_d20_close,102175,14575,4118,7,4118,269.5652,5386,20260128,-90.9451,4763,20250609,26,0.5604,1.9479,1.0429,False,blocked_pending_root_cause_anomaly_candidate_review,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,including_unresolved_anomaly_candidates_primary,True,ma20_ema23_close_reclaim,均線站回確認型,5,signal_d20_close,102175,14575,4416,7,4416,239.3939,4414,20250613,-90.967,4763,20250609,22,0.4938,1.6956,1.2813,False,blocked_pending_root_cause_anomaly_candidate_review,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,including_unresolved_anomaly_candidates_primary,True,ma20_ema23_close_reclaim,均線站回確認型,5,confirmation_d20_close,102175,14575,4167,7,4167,251.5152,4414,20250613,-90.9451,4763,20250609,27,0.5203,1.8796,1.1241,False,blocked_pending_root_cause_anomaly_candidate_review,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,including_unresolved_anomaly_candidates_primary,True,ma20_ema23_close_reclaim,均線站回確認型,10,signal_d20_close,102175,14575,4691,5,4691,240.9091,4414,20250605,-90.967,4763,20250609,24,0.4839,1.5873,1.1127,False,blocked_pending_root_cause_anomaly_candidate_review,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,including_unresolved_anomaly_candidates_primary,True,ma20_ema23_close_reclaim,均線站回確認型,10,confirmation_d20_close,102175,14575,4238,7,4238,251.5152,4414,20250605,-90.9451,4763,20250609,27,0.5104,1.8437,1.067,False,blocked_pending_root_cause_anomaly_candidate_review,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,control_baseline,excluding_unresolved_anomaly_candidates_sensitivity_only,False,signal_close_control,訊號日直接進場對照組,0,signal_d20_close,87600,14575,5273,6,5267,161.6137,6265,20251223,-48.7869,1589,20260223,33,0.2833,1.2935,1.8222,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,next_day_close_continuation,隔日續強確認型,1,signal_d20_close,87600,14575,4662,6,4656,182.7068,6861,20260407,-51.4504,8042,20260630,19,0.3695,1.4428,1.2483,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,next_day_close_continuation,隔日續強確認型,1,confirmation_d20_close,87600,14575,4503,5,4498,204.5113,6861,20260407,-54.3003,8042,20260630,24,0.4123,1.4416,1.3262,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,range23_highest_close_breakout,區間突破確認型,3,signal_d20_close,87600,14575,1841,1,1840,139.1048,6658,20260417,-47.0936,8438,20260701,11,0.6317,2.7039,2.3337,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,range23_highest_close_breakout,區間突破確認型,3,confirmation_d20_close,87600,14575,1803,1,1802,220.603,5386,20260127,-54.3003,8042,20260626,15,0.9638,2.822,2.6427,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,range23_highest_close_breakout,區間突破確認型,5,signal_d20_close,87600,14575,1975,2,1973,187.4372,5386,20260128,-43.7069,4989,20260626,11,0.7905,2.8382,2.2293,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,range23_highest_close_breakout,區間突破確認型,5,confirmation_d20_close,87600,14575,1904,2,1902,220.603,5386,20260127,-54.3003,8042,20260626,14,0.906,2.6539,2.537,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,range23_highest_close_breakout,區間突破確認型,10,signal_d20_close,87600,14575,2100,1,2099,139.1048,6658,20260417,-52.1552,4989,20260630,9,0.5804,2.6119,1.7812,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,range23_highest_close_breakout,區間突破確認型,10,confirmation_d20_close,87600,14575,1957,1,1956,220.603,5386,20260127,-54.3003,8042,20260626,13,0.8636,2.4671,2.5489,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,ma20_ema23_close_reclaim,均線站回確認型,3,signal_d20_close,87600,14575,3785,4,3781,183.0565,6861,20260413,-47.0455,6155,20260701,16,0.4288,1.7416,1.5615,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,ma20_ema23_close_reclaim,均線站回確認型,3,confirmation_d20_close,87600,14575,3634,5,3629,269.5652,5386,20260128,-51.8182,8042,20260626,22,0.6288,1.8906,1.3498,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,ma20_ema23_close_reclaim,均線站回確認型,5,signal_d20_close,87600,14575,3895,5,3890,149.8339,6861,20260409,-47.0455,6155,20260701,17,0.3489,1.6285,1.5208,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,ma20_ema23_close_reclaim,均線站回確認型,5,confirmation_d20_close,87600,14575,3679,5,3674,224.6311,5386,20260122,-60.1961,6217,20260629,23,0.5245,1.7877,1.3301,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,ma20_ema23_close_reclaim,均線站回確認型,10,signal_d20_close,87600,14575,4117,4,4113,148.8372,5386,20260120,-47.0455,6155,20260701,19,0.3367,1.5226,1.418,False,sensitivity_only_not_anomaly_disposition,False,none
2026-08-23 06:52:52 Asia/Taipei,revenue_unreacted_range,營收爆發但股價尚未反應模型,revenue_unreacted_range_close_confirmation_timing_audit,close_confirmation_timing_v2_anomaly_candidate_primary,variant_performance,excluding_unresolved_anomaly_candidates_sensitivity_only,False,ma20_ema23_close_reclaim,均線站回確認型,10,confirmation_d20_close,87600,14575,3740,5,3735,224.6311,5386,20260122,-51.8182,8042,20260626,23,0.5118,1.7469,1.3141,False,sensitivity_only_not_anomaly_disposition,False,none
