date,stock_id,stock_name,market,close,volume,start_day_volume_ratio_vs_prev20,start_5d_avg_volume_ratio_vs_prev20,return_5d_pct,return_10d_pct,return_20d_pct,rsi14,macd_hist,bb_width_pct_rank_120d,latest_theme_status_group,latest_theme_final_status,latest_theme_volume_attack_status,tdcc_available,tdcc_all_thresholds_up,tdcc_high_thresholds_up,tdcc_high_up_streak,tdcc_high_change_sum,derived_market_regime,market_abnormal_status,market_abnormal_risk_level,is_disposition,is_attention,is_periodic_trading,disposition_period,execution_risk_note,matched_rules,best_d5_rule,best_d5_hit_rate_pct,best_d5_sample_status,best_d10_rule,best_d10_hit_rate_pct,best_d10_sample_status,best_d20_rule,best_d20_hit_rate_pct,best_d20_sample_status,model_effect_allowed,core_weight_change_allowed,research_caveat,research_priority
20260529,2941,米斯特,TPEx,32.0,32000,2.37,2.33,3.23,0.95,6.14,61.31,0.3618,0.1,unlabeled,unlabeled,unlabeled,True,True,True,1.0,0.18,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up; all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__tdcc_all_up,27.78,ok_initial_sample,all_stock__vol2__tdcc_all_up,39.04,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260529,7713,威力德生醫,TPEx,67.2,67000,2.33,2.33,-1.03,-1.32,-0.44,27.03,-0.0335,0.34,unlabeled,unlabeled,unlabeled,True,True,True,2.0,0.2,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up; all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull; all_stock__vol2__tdcc_high_streak2,all_stock__vol2__tdcc_all_up,27.78,ok_initial_sample,all_stock__vol2__tdcc_all_up,39.04,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260529,2014,中鴻,TWSE,18.35,8569463,1.13,2.24,7.0,6.07,4.26,52.69,0.0994,0.34,mainstream_supported,mainstream_follow_through,unlabeled,True,True,True,1.0,0.3,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up; all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull; mainstream_supported__vol2__market_bull,all_stock__vol2__tdcc_all_up,27.78,ok_initial_sample,all_stock__vol2__tdcc_all_up,39.04,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,C_short_term_watch
20260529,2032,新鋼,TWSE,17.85,931006,0.79,2.21,8.18,7.85,11.56,51.69,0.1379,0.91,unlabeled,unlabeled,unlabeled,True,True,True,1.0,1.87,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up; all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__tdcc_all_up,27.78,ok_initial_sample,all_stock__vol2__tdcc_all_up,39.04,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260529,6662,樂斯科,TPEx,28.6,29000,2.16,2.16,-1.72,-3.05,-7.74,32.71,-0.1084,0.84,unlabeled,unlabeled,unlabeled,True,True,True,4.0,0.08,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up; all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull; all_stock__vol2__tdcc_high_streak2,all_stock__vol2__tdcc_all_up,27.78,ok_initial_sample,all_stock__vol2__tdcc_all_up,39.04,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260529,5209,新鼎,TPEx,172.0,171000,2.17,2.15,3.3,4.24,5.52,85.71,0.7211,0.54,unlabeled,unlabeled,unlabeled,True,True,True,3.0,0.02,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up; all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull; all_stock__vol2__tdcc_high_streak2,all_stock__vol2__tdcc_all_up,27.78,ok_initial_sample,all_stock__vol2__tdcc_all_up,39.04,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260529,2618,長榮航,TWSE,36.05,122963731,3.18,2.12,1.55,4.04,7.61,51.54,0.1165,0.32,mainstream_supported,mainstream_leader,unlabeled,True,True,True,4.0,0.28,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up; all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull; all_stock__vol2__tdcc_high_streak2; mainstream_supported__vol2__market_bull,all_stock__vol2__tdcc_all_up,27.78,ok_initial_sample,all_stock__vol2__tdcc_all_up,39.04,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,C_short_term_watch
20260529,2881,富邦金,TWSE,110.0,139031768,3.03,2.04,15.67,14.46,22.22,79.12,1.5369,1.0,mainstream_supported,mainstream_follow_through,unlabeled,True,True,True,4.0,0.83,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up; all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull; all_stock__vol2__tdcc_high_streak2; mainstream_supported__vol2__market_bull,all_stock__vol2__tdcc_all_up,27.78,ok_initial_sample,all_stock__vol2__tdcc_all_up,39.04,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,C_short_term_watch
20260529,4535,至興,TPEx,27.3,27000,2.04,2.04,-0.55,-0.91,-1.44,50.0,-0.0039,0.11,unlabeled,unlabeled,unlabeled,True,True,True,4.0,0.18,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_all_up; all_stock__vol2__tdcc_high_up; all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull; all_stock__vol2__tdcc_high_streak2,all_stock__vol2__tdcc_all_up,27.78,ok_initial_sample,all_stock__vol2__tdcc_all_up,39.04,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260529,6906,現觀科,TWSE,109.0,293206,0.82,2.07,29.3,68.21,76.38,87.52,4.8188,1.0,unlabeled,unlabeled,unlabeled,True,False,True,2.0,0.02,strong_bull,disposition,D_disposition_or_periodic,True,False,False,115/05/28～115/06/10,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,all_stock__vol2__tdcc_high_up; all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull; all_stock__vol2__tdcc_high_streak2,all_stock__vol2__tdcc_high_up,25.22,ok_initial_sample,all_stock__vol2__tdcc_high_up,36.9,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260529,6589,台康生技,TWSE,42.15,5758323,4.61,2.0,-3.55,-5.49,-6.64,39.35,0.1741,0.58,unlabeled,unlabeled,unlabeled,True,False,True,1.0,0.38,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__tdcc_high_up; all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__tdcc_high_up,25.22,ok_initial_sample,all_stock__vol2__tdcc_high_up,36.9,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,C_short_term_watch
20260529,2633,台灣高鐵,TWSE,24.85,222475014,24.94,6.71,-3.68,-3.31,-6.23,21.21,-0.1187,1.0,unlabeled,unlabeled,unlabeled,True,False,False,0.0,-1.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,1102,亞泥,TWSE,34.0,205245004,18.32,5.15,-1.16,-1.02,-3.0,45.39,-0.1514,0.81,unlabeled,unlabeled,unlabeled,True,False,False,0.0,-2.25,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,6806,森崴能源,TWSE,6.71,17317026,22.48,4.88,-27.62,-56.99,-71.81,4.1,-0.4129,1.0,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.01,strong_bull,disposition,D_disposition_or_periodic,True,False,False,115/05/21～115/06/03; 115/05/26～115/06/08; 115/05/29～115/06/11,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,1402,遠東新,TWSE,25.65,330333051,10.27,4.29,-5.0,-3.02,-0.39,46.02,-0.1563,0.92,mainstream_supported,mainstream_leader,unlabeled,True,False,False,0.0,-3.37,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull; mainstream_supported__vol2__market_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,D_background_only
20260529,2434,統懋,TWSE,39.75,905467,9.82,4.12,32.72,30.76,34.29,84.34,0.8126,1.0,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,5520,力泰,TPEx,83.0,83000,4.14,4.1,0.97,2.22,5.73,58.76,0.4304,0.61,unlabeled,unlabeled,unlabeled,True,False,False,0.0,-0.02,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,5274,信驊,TPEx,18950.0,19067000,4.07,3.88,6.58,10.21,15.02,57.13,-18.1654,0.35,unlabeled,unlabeled,unlabeled,True,False,False,0.0,2.22,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,6881,潤德,TPEx,270.5,270000,3.59,3.59,-0.92,0.19,6.71,42.62,-1.2653,0.53,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,1521,大億,TWSE,29.6,417246,9.96,3.47,22.57,20.82,19.11,75.32,0.4233,0.86,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,1583,程泰,TWSE,60.0,469257,6.07,3.46,26.98,24.61,28.76,77.23,1.2037,1.0,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,7747,昕奇雲端,TPEx,129.0,128000,3.46,3.44,3.2,-0.39,-1.53,42.11,-0.4436,0.67,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.06,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,6721,信實,TPEx,58.6,58000,3.84,3.34,0.17,1.74,1.38,59.09,0.1773,0.88,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,2610,華航,TWSE,19.1,314468608,10.03,3.2,2.96,3.24,6.7,49.18,0.0504,0.31,mainstream_supported,mainstream_leader,unlabeled,True,False,False,0.0,-0.59,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull; mainstream_supported__vol2__market_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,D_background_only
20260529,7734,印能科技,TPEx,3675.0,3662000,3.15,3.16,8.57,-2.0,7.93,47.43,-53.2063,0.38,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,6855,數泓科,TPEx,107.0,107000,3.12,3.15,2.88,1.9,3.38,54.55,0.7937,0.44,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,4305,世坤,TPEx,44.0,44000,3.04,3.04,-0.56,-0.68,1.38,50.94,-0.0255,0.14,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,6856,鑫傳,TPEx,51.0,51000,2.99,3.01,-3.59,3.45,0.99,50.36,0.2088,0.86,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,2453,凌群,TWSE,61.0,1153378,0.9,2.98,6.64,12.55,14.02,69.87,0.6889,0.95,mainstream_supported,mainstream_follow_through,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull; mainstream_supported__vol2__market_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,D_background_only
20260529,4419,皇家美食,TPEx,46.1,46000,3.01,2.98,2.22,-0.43,-1.71,37.12,0.0284,0.1,unlabeled,unlabeled,unlabeled,True,False,False,0.0,-0.03,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,8077,洛碁,TPEx,48.4,48000,3.1,2.94,6.26,21.0,9.75,66.75,0.646,,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,1264,德麥,TPEx,270.5,271000,2.92,2.92,-0.92,-0.37,-1.1,44.44,0.0547,0.01,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,2912,統一超,TWSE,214.0,20276808,4.23,2.91,-2.73,-5.93,-4.46,31.51,-1.7444,1.0,unlabeled,unlabeled,unlabeled,True,False,False,0.0,-2.36,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,7751,竑騰,TPEx,1765.0,1808000,2.89,2.82,-2.75,8.62,-27.07,50.54,-12.1713,0.93,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,disposition,D_disposition_or_periodic,True,False,False,1150518~1150529,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,2937,集雅社,TPEx,48.65,48000,2.82,2.8,2.42,6.69,11.07,,0.3915,0.88,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.01,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,7805,威聯通,TPEx,797.0,800000,2.83,2.79,4.32,12.41,15.84,69.94,6.7607,0.48,unlabeled,unlabeled,unlabeled,True,False,False,0.0,-0.32,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,6556,勝品,TPEx,70.0,70000,2.75,2.77,-0.99,0.57,0.0,49.02,-0.1055,0.01,unlabeled,unlabeled,unlabeled,True,False,False,0.0,-0.02,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,6680,鑫創電子,TPEx,58.0,58000,2.76,2.74,3.76,2.65,9.43,68.22,0.6063,0.5,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,7708,全家餐飲,TPEx,92.4,92000,2.72,2.72,0.65,-1.6,0.76,51.16,0.0306,0.79,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,5903,全家,TPEx,187.0,186000,2.67,2.69,-0.53,-1.32,-1.32,27.27,-0.1758,0.72,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,2880,華南金,TWSE,30.5,129129440,3.85,2.68,-4.54,-5.86,-4.84,25.66,-0.1994,0.72,mainstream_supported,mainstream_follow_through,unlabeled,True,False,False,0.0,-0.7,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull; mainstream_supported__vol2__market_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; latest_theme_label_provisional,D_background_only
20260529,3226,龍鋒,TPEx,44.55,44000,2.79,2.63,11.38,7.35,12.08,68.23,0.5378,0.17,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,2947,振宇五金,TPEx,77.4,78000,2.58,2.58,-0.51,-1.4,-0.9,11.76,-0.0819,0.02,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,5878,台名,TPEx,41.2,41000,2.54,2.54,0.49,1.48,0.86,62.5,0.0771,0.55,unlabeled,unlabeled,unlabeled,True,False,False,0.0,-0.12,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,2740,華軒,TPEx,34.95,35000,2.49,2.52,-2.78,-6.05,-15.07,0.0,-0.2759,0.52,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,6590,普鴻,TPEx,65.0,65000,2.48,2.51,-2.99,-3.27,-7.54,9.26,-0.2092,1.0,unlabeled,unlabeled,unlabeled,True,False,False,0.0,2.38,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
20260529,3158,嘉實,TPEx,85.5,85000,2.47,2.49,-0.35,-1.84,-4.26,28.0,-0.0573,0.63,unlabeled,unlabeled,unlabeled,True,False,False,0.0,0.0,strong_bull,normal,A_normal,False,False,False,,,all_stock__vol2__market_bull; all_stock__vol2__market_strong_bull,all_stock__vol2__market_bull,21.28,ok_initial_sample,all_stock__vol2__market_bull,32.82,ok_initial_sample,all_stock__vol2__market_bull,43.54,ok_initial_sample,False,False,research_only; entry_basis_D+1_open; target_next_open_to_high_10pct,D_background_only
