date,stock_id,stock_name,market,close,volume,start_5d_avg_volume_ratio_vs_prev20,start_day_volume_ratio_vs_prev20,return_5d_pct,return_10d_pct,return_20d_pct,rsi14,macd_hist,tdcc_available,tdcc_all_thresholds_up,tdcc_high_thresholds_up,tdcc_high_up_streak,derived_market_regime,market_abnormal_status,market_abnormal_risk_level,is_disposition,is_attention,is_periodic_trading,disposition_period,execution_risk_note,matched_rules,best_d5_rule,best_d5_hit_rate_pct,best_d10_rule,best_d10_hit_rate_pct,best_d10_selected_stock_days,best_d20_rule,best_d20_hit_rate_pct,model_effect_allowed,core_weight_change_allowed,research_caveat,research_priority
20260703,1313,聯成,TWSE,14.3,38850531.0,1.89,4.86,15.79,23.28,25.44,76.99,0.2256,True,True,True,1.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + macd_hist_pos + return_10d_20_50,day_vol_ge_2 + tdcc_all_up + close_above_ema23 + return_10d_20_50,37.04,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50,51.09,959.0,day_vol_ge_2 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50,61.26,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,1310,台苯,TWSE,11.4,25050677.0,1.61,3.01,15.04,23.11,24.18,78.26,0.184,True,True,True,1.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + macd_hist_pos + return_10d_20_50,day_vol_ge_2 + tdcc_all_up + close_above_ema23 + return_10d_20_50,37.04,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50,51.09,959.0,day_vol_ge_2 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50,61.26,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,6182,合晶,TPEx,163.0,196225000.0,1.55,3.72,36.4,35.83,79.32,83.35,3.4731,True,True,True,1.0,mild_bull,attention,C_attention,False,True,False,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + macd_hist_pos + return_10d_20_50,day_vol_ge_2 + tdcc_all_up + close_above_ema23 + return_10d_20_50,37.04,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50,51.09,959.0,day_vol_ge_2 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50,61.26,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,2630,亞航,TWSE,55.8,17354212.0,4.13,6.12,33.65,39.85,32.38,87.2,1.7313,True,False,True,1.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + tdcc_high_up + macd_hist_pos + return_10d_20_50,day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50,36.99,vol5_avg_ge_1_5 + tdcc_high_up + close_above_ema23 + return_10d_20_50,51.09,959.0,day_vol_ge_2 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50,61.26,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,3346,麗清,TWSE,29.15,6493230.0,2.38,3.35,21.97,23.0,14.09,71.76,0.2566,True,False,False,0.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + market_bull + bb_width_not_extreme + return_10d_20_50; day_vol_ge_2 + market_bull + bb_width_not_extreme + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + bb_width_not_extreme + return_10d_20_50; day_vol_ge_2 + kd_bullish_not_overheated + bb_width_not_extreme + return_10d_20_50; day_vol_ge_2 + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + macd_hist_pos + return_10d_20_50,day_vol_ge_2 + bb_width_not_extreme + return_10d_20_50,36.89,vol5_avg_ge_1_5 + market_bull + bb_width_not_extreme + return_10d_20_50,50.5,804.0,vol5_avg_ge_1_5 + kd_bullish_not_overheated + bb_width_not_extreme + return_10d_20_50,63.91,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,2429,銘旺科,TWSE,48.7,1749994.0,2.02,2.11,28.5,26.33,10.18,67.06,1.2491,True,False,False,0.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + market_bull + bb_width_not_extreme + return_10d_20_50; day_vol_ge_2 + market_bull + bb_width_not_extreme + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + bb_width_not_extreme + return_10d_20_50; day_vol_ge_2 + kd_bullish_not_overheated + bb_width_not_extreme + return_10d_20_50; day_vol_ge_2 + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + macd_hist_pos + return_10d_20_50,day_vol_ge_2 + bb_width_not_extreme + return_10d_20_50,36.89,vol5_avg_ge_1_5 + market_bull + bb_width_not_extreme + return_10d_20_50,50.5,804.0,vol5_avg_ge_1_5 + kd_bullish_not_overheated + bb_width_not_extreme + return_10d_20_50,63.91,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,3518,柏騰,TWSE,36.35,4658361.0,1.99,5.33,25.78,28.22,13.42,84.31,0.7367,True,False,False,0.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + market_bull + bb_width_not_extreme + return_10d_20_50; day_vol_ge_2 + market_bull + bb_width_not_extreme + return_10d_20_50; day_vol_ge_2 + bb_width_not_extreme + return_10d_20_50; day_vol_ge_2 + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + market_bull + macd_hist_pos + return_10d_20_50; vol5_avg_ge_1_5 + bb_width_not_extreme + return_10d_20_50; vol5_avg_ge_1_5 + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + macd_hist_pos + return_10d_20_50,day_vol_ge_2 + bb_width_not_extreme + return_10d_20_50,36.89,vol5_avg_ge_1_5 + market_bull + bb_width_not_extreme + return_10d_20_50,50.5,804.0,vol5_avg_ge_1_5 + market_bull + bb_width_not_extreme + return_10d_20_50,63.68,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,1445,大宇,TWSE,12.6,800154.0,3.28,5.22,16.67,14.55,8.62,68.35,0.2083,True,True,True,2.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_3 + tdcc_all_up + rsi_50_75 + return_5d_10_30; day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; day_vol_ge_2 + tdcc_all_up + rsi_50_75 + return_5d_10_30; day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; vol5_avg_ge_1_5 + tdcc_all_up + rsi_50_75 + return_5d_10_30; vol5_avg_ge_2 + tdcc_all_up + rsi_50_75 + return_5d_10_30; vol5_avg_ge_3 + tdcc_all_up + kd_bullish_not_overheated + return_5d_10_30; vol5_avg_ge_3 + tdcc_all_up + kd_bullish_not_overheated + return_5d_5_20,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,38.76,vol5_avg_ge_3 + tdcc_all_up + rsi_50_75 + return_5d_10_30,50.47,107.0,vol5_avg_ge_3 + tdcc_all_up + rsi_50_75 + return_5d_10_30,,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,2427,三商電,TWSE,26.65,15242152.0,3.37,12.37,22.53,19.51,13.4,74.39,0.2987,True,True,True,1.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_3 + tdcc_all_up + rsi_50_75 + return_5d_10_30; day_vol_ge_2 + tdcc_all_up + rsi_50_75 + return_5d_10_30; vol5_avg_ge_1_5 + tdcc_all_up + rsi_50_75 + return_5d_10_30; vol5_avg_ge_2 + tdcc_all_up + rsi_50_75 + return_20d_10_60; vol5_avg_ge_2 + tdcc_all_up + rsi_50_75 + return_5d_10_30; vol5_avg_ge_3 + tdcc_all_up + kd_bullish_not_overheated + return_5d_10_30; vol5_avg_ge_3 + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated + return_5d_10_30; vol5_avg_ge_3 + tdcc_high_up + rsi_50_75 + return_20d_10_60,vol5_avg_ge_3 + tdcc_all_up + rsi_50_75 + return_5d_10_30,37.38,vol5_avg_ge_3 + tdcc_all_up + rsi_50_75 + return_5d_10_30,50.47,107.0,vol5_avg_ge_3 + tdcc_all_up + rsi_50_75 + return_5d_10_30,,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,6133,金橋,TWSE,25.8,22153899.0,3.31,10.78,19.44,11.93,4.03,61.63,0.2815,True,True,True,1.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_3 + tdcc_all_up + rsi_50_75 + return_5d_10_30; day_vol_ge_2 + tdcc_all_up + rsi_50_75 + return_5d_10_30; vol5_avg_ge_1_5 + tdcc_all_up + rsi_50_75 + return_5d_10_30; vol5_avg_ge_2 + tdcc_all_up + rsi_50_75 + return_5d_10_30; vol5_avg_ge_3 + tdcc_all_up + kd_bullish_not_overheated + return_5d_10_30; vol5_avg_ge_3 + tdcc_all_up + kd_bullish_not_overheated + return_5d_5_20; vol5_avg_ge_3 + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated + return_5d_10_30; vol5_avg_ge_3 + tdcc_all_up + macd_hist_pos + kd_bullish_not_overheated + return_5d_5_20,vol5_avg_ge_3 + tdcc_all_up + rsi_50_75 + return_5d_10_30,37.38,vol5_avg_ge_3 + tdcc_all_up + rsi_50_75 + return_5d_10_30,50.47,107.0,vol5_avg_ge_3 + tdcc_all_up + rsi_50_75 + return_5d_10_30,,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,8261,富鼎,TWSE,320.0,35099073.0,1.5,2.75,31.15,48.84,81.3,82.34,9.7205,True,True,True,3.0,mild_bull,normal,A_normal,False,False,False,,,day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + tdcc_high_up + return_10d_20_50; day_vol_ge_2 + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + market_bull + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50; day_vol_ge_2 + market_bull + tdcc_high_up + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + market_bull + tdcc_high_up + return_10d_20_50,day_vol_ge_2 + tdcc_high_streak2 + close_above_ema23 + return_10d_20_50,37.55,day_vol_ge_2 + tdcc_high_up + close_above_ema23 + return_10d_20_50,50.41,611.0,day_vol_ge_2 + market_bull + tdcc_high_up + close_above_ema23 + return_10d_20_50,61.26,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,5314,世紀*,TPEx,71.5,28765000.0,3.6,6.62,29.29,21.19,15.32,70.15,1.7002,True,False,False,0.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + market_bull + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + market_bull + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + market_bull + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + rsi_50_75 + return_10d_20_50,day_vol_ge_2 + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50,35.92,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,50.33,2551.0,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,62.45,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,7714,創泓科技,TPEx,159.5,881000.0,2.33,4.35,27.09,26.09,25.1,74.8,2.9391,True,False,False,0.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + market_bull + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50; day_vol_ge_2 + market_bull + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + market_bull + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + rsi_50_75 + return_10d_20_50,day_vol_ge_2 + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50,35.92,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,50.33,2551.0,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,62.45,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,6156,松上,TPEx,29.9,9799000.0,2.43,2.06,21.79,22.79,53.33,74.54,0.7262,True,False,False,0.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + market_bull + macd_hist_pos + return_10d_20_50; day_vol_ge_2 + market_bull + rsi_50_75 + return_10d_20_50; day_vol_ge_2 + rsi_50_75 + return_10d_20_50; vol5_avg_ge_1_5 + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + macd_hist_pos + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + close_above_ema23 + return_10d_20_50,day_vol_ge_2 + rsi_50_75 + return_10d_20_50,35.47,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,50.33,2551.0,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,62.45,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,3031,佰鴻,TWSE,34.0,4495866.0,2.45,1.25,15.65,21.43,6.92,69.35,0.5391,True,False,False,0.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50; vol5_avg_ge_1_5 + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + kd_bullish_not_overheated + return_10d_20_50; vol5_avg_ge_1_5 + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50; vol5_avg_ge_1_5 + macd_hist_pos + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + macd_hist_pos + kd_bullish_not_overheated + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + macd_hist_pos + return_10d_20_50,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,50.33,2551.0,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,62.45,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,7631,聚賢研發-創,TWSE,160.5,115798.0,2.21,0.52,-2.13,22.05,26.38,69.19,1.8957,True,False,False,0.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50; vol5_avg_ge_1_5 + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + macd_hist_pos + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + macd_hist_pos + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + return_10d_20_50; vol5_avg_ge_1_5 + return_10d_20_50; vol5_avg_ge_1_5 + rsi_50_75 + return_10d_20_50,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,50.33,2551.0,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,62.45,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,4716,大立,TPEx,22.6,2673000.0,1.82,0.67,-4.24,23.84,35.33,73.54,0.2215,True,False,False,0.0,mild_bull,normal,A_normal,False,False,False,,,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50; vol5_avg_ge_1_5 + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + macd_hist_pos + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + close_above_ema23 + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + macd_hist_pos + return_10d_20_50; vol5_avg_ge_1_5 + market_bull + return_10d_20_50; vol5_avg_ge_1_5 + return_10d_20_50; vol5_avg_ge_1_5 + rsi_50_75 + return_10d_20_50,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,50.33,2551.0,vol5_avg_ge_1_5 + market_bull + rsi_50_75 + return_10d_20_50,62.45,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,B_strict_research_confirm
20260703,1337,再生-KY,TWSE,5.61,4741612.0,2.39,8.7,16.15,10.65,9.36,69.17,0.0514,True,False,True,2.0,mild_bull,normal,A_normal,False,False,False,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,38.76,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,C_strict_short_term_watch
20260703,1452,宏益,TWSE,11.95,609971.0,2.12,5.05,10.65,7.17,9.13,75.0,0.0751,True,False,True,3.0,mild_bull,normal,A_normal,False,False,False,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,38.76,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,C_strict_short_term_watch
20260703,3577,泓格,TPEx,138.0,1918000.0,1.9,4.15,16.95,13.58,-1.78,63.3,0.9509,True,False,True,2.0,mild_bull,normal,A_normal,False,False,False,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,38.76,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,C_strict_short_term_watch
20260703,3289,宜特,TPEx,180.0,7757000.0,1.81,2.72,16.13,3.15,0.56,61.2,1.8432,True,True,True,3.0,mild_bull,normal,A_normal,False,False,False,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; day_vol_ge_2 + tdcc_all_up + rsi_50_75 + return_5d_10_30; day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; vol5_avg_ge_1_5 + tdcc_all_up + rsi_50_75 + return_5d_10_30,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,38.76,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,C_strict_short_term_watch
20260703,8182,加高,TPEx,59.0,23053000.0,1.76,2.65,10.07,15.69,37.05,57.61,0.296,True,False,True,2.0,mild_bull,attention,C_attention,False,True,False,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_20d_10_60; day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; day_vol_ge_2 + tdcc_high_streak2 + kd_bullish_not_overheated + bb_width_not_extreme + return_20d_10_60; vol5_avg_ge_1_5 + tdcc_high_streak2 + bb_width_not_extreme + return_20d_10_60,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,38.76,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,C_strict_short_term_watch
20260703,1304,台聚,TWSE,15.5,27511662.0,1.72,4.72,17.42,14.39,13.14,75.45,0.2071,True,True,True,5.0,mild_bull,normal,A_normal,False,False,False,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_20d_10_60; day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; day_vol_ge_2 + tdcc_high_streak2 + kd_bullish_not_overheated + bb_width_not_extreme + return_20d_10_60; vol5_avg_ge_1_5 + tdcc_high_streak2 + bb_width_not_extreme + return_20d_10_60,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,38.76,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,C_strict_short_term_watch
20260703,6505,台塑化,TWSE,58.9,42156306.0,1.69,4.0,10.09,10.09,2.43,65.64,0.4794,True,True,True,3.0,mild_bull,normal,A_normal,False,False,False,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; day_vol_ge_2 + tdcc_all_up + rsi_50_75 + return_5d_10_30; day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30; vol5_avg_ge_1_5 + tdcc_all_up + rsi_50_75 + return_5d_10_30,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,38.76,day_vol_ge_2 + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,,day_vol_ge_2 + market_bull + tdcc_high_streak2 + bb_width_not_extreme + return_5d_10_30,,False,False,strict_no_latest_theme_label; research_only; entry_basis_D+1_open; target_next_open_to_high_10pct; disposition_history_not_backfilled,C_strict_short_term_watch
