research_id,source_auto_context_research_id,source_auto_context_parameter_set_id,source_manual_label_research_id,source_manual_label_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,context_window_grid_scope_id,window_sessions_requested,source_event_key,event_family_id,source_segment_id,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,market_regime,low_position_120_pct,base_width_pct,support_touch_count,in_low_position_le60_market_bull,failure_exit_rule_id,entry_price,exit_date,exit_price,holding_days,return_pct,max_close_return_pct,min_close_return_pct,outcome_result,exit_reason,manual_label_scope_id,manual_label_status,manual_label_values,manual_label_packets,manual_label_rows,manual_label_conflict_for_event,auto_pre_signal_context,auto_context_filter_result,auto_context_start,auto_context_end,auto_context_sessions,auto_context_return_pct,auto_context_range_pct,auto_context_slope_pct_per_20d,auto_context_max_drawdown_pct,manual_classifier_alignment,approved_for_daily,production_readiness,generated_at
structured_neckline_context_window_grid_audit,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,30,6191|20250102|20250107,structured_neckline_volume_breakout_proxy,all_retest_entries,6191,精成科,20250102,20250103,20250106,20250107,range_or_mixed,46.0938,11.2875,9,false,close_only_no_logical_failure_exit,69.5000,20250117,114.5000,9,64.7482,64.7482,-11.0791,win,tp10_close,user_good_bad_chart_folder_labels,unlabeled,,,0,false,sideways_or_consolidation,auto_non_bearish,20241119,20241231,30,1.5901,22.3735,-1.9598,-10.7639,unlabeled_not_scored,false,not_production_ready_research_only,2026-06-29 02:10:11 Asia/Taipei
structured_neckline_context_window_grid_audit,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,45,6191|20250102|20250107,structured_neckline_volume_breakout_proxy,all_retest_entries,6191,精成科,20250102,20250103,20250106,20250107,range_or_mixed,46.0938,11.2875,9,false,close_only_no_logical_failure_exit,69.5000,20250117,114.5000,9,64.7482,64.7482,-11.0791,win,tp10_close,user_good_bad_chart_folder_labels,unlabeled,,,0,false,sideways_or_consolidation,auto_non_bearish,20241028,20241231,45,-2.8716,22.3735,-3.3757,-13.4680,unlabeled_not_scored,false,not_production_ready_research_only,2026-06-29 02:10:11 Asia/Taipei
structured_neckline_context_window_grid_audit,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,60,6191|20250102|20250107,structured_neckline_volume_breakout_proxy,all_retest_entries,6191,精成科,20250102,20250103,20250106,20250107,range_or_mixed,46.0938,11.2875,9,false,close_only_no_logical_failure_exit,69.5000,20250117,114.5000,9,64.7482,64.7482,-11.0791,win,tp10_close,user_good_bad_chart_folder_labels,unlabeled,,,0,false,sideways_or_consolidation,auto_non_bearish,20241004,20241231,60,-5.7377,22.3735,-4.1343,-17.2303,unlabeled_not_scored,false,not_production_ready_research_only,2026-06-29 02:10:11 Asia/Taipei
structured_neckline_context_window_grid_audit,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,90,6191|20250102|20250107,structured_neckline_volume_breakout_proxy,all_retest_entries,6191,精成科,20250102,20250103,20250106,20250107,range_or_mixed,46.0938,11.2875,9,false,close_only_no_logical_failure_exit,69.5000,20250117,114.5000,9,64.7482,64.7482,-11.0791,win,tp10_close,user_good_bad_chart_folder_labels,unlabeled,,,0,false,sideways_or_consolidation,auto_non_bearish,20240820,20241231,90,-7.5563,23.9300,-3.1700,-18.7994,unlabeled_not_scored,false,not_production_ready_research_only,2026-06-29 02:10:11 Asia/Taipei
structured_neckline_context_window_grid_audit,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,30,3163|20250106|20250109,structured_neckline_volume_breakout_proxy,all_retest_entries,3163,波若威,20250106,20250107,20250108,20250109,mild_bull,54.9296,25.1534,4,true,close_only_no_logical_failure_exit,156.0000,20250113,152.5000,3,-2.2436,8.3333,-2.2436,neutral,neutral_after_5pct_pullback_close,user_good_bad_chart_folder_labels,unlabeled,,,0,false,slow_uptrend,auto_non_bearish,20241122,20250103,30,20.2381,28.5714,8.0230,-14.3357,unlabeled_not_scored,false,not_production_ready_research_only,2026-06-29 02:10:11 Asia/Taipei
structured_neckline_context_window_grid_audit,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,45,3163|20250106|20250109,structured_neckline_volume_breakout_proxy,all_retest_entries,3163,波若威,20250106,20250107,20250108,20250109,mild_bull,54.9296,25.1534,4,true,close_only_no_logical_failure_exit,156.0000,20250113,152.5000,3,-2.2436,8.3333,-2.2436,neutral,neutral_after_5pct_pullback_close,user_good_bad_chart_folder_labels,unlabeled,,,0,false,sideways_or_consolidation,auto_non_bearish,20241101,20250103,45,5.2083,28.5714,-0.7100,-17.1821,unlabeled_not_scored,false,not_production_ready_research_only,2026-06-29 02:10:11 Asia/Taipei
structured_neckline_context_window_grid_audit,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,60,3163|20250106|20250109,structured_neckline_volume_breakout_proxy,all_retest_entries,3163,波若威,20250106,20250107,20250108,20250109,mild_bull,54.9296,25.1534,4,true,close_only_no_logical_failure_exit,156.0000,20250113,152.5000,3,-2.2436,8.3333,-2.2436,neutral,neutral_after_5pct_pullback_close,user_good_bad_chart_folder_labels,unlabeled,,,0,false,bearish,auto_bearish,20241009,20250103,60,-7.9027,50.8403,-6.8243,-29.9419,unlabeled_not_scored,false,not_production_ready_research_only,2026-06-29 02:10:11 Asia/Taipei
structured_neckline_context_window_grid_audit,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,90,3163|20250106|20250109,structured_neckline_volume_breakout_proxy,all_retest_entries,3163,波若威,20250106,20250107,20250108,20250109,mild_bull,54.9296,25.1534,4,true,close_only_no_logical_failure_exit,156.0000,20250113,152.5000,3,-2.2436,8.3333,-2.2436,neutral,neutral_after_5pct_pullback_close,user_good_bad_chart_folder_labels,unlabeled,,,0,false,bearish,auto_bearish,20240823,20250103,90,-6.4815,50.8403,-6.2459,-30.3468,unlabeled_not_scored,false,not_production_ready_research_only,2026-06-29 02:10:11 Asia/Taipei
structured_neckline_context_window_grid_audit,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,30,3645|20250106|20250121,structured_neckline_volume_breakout_proxy,all_retest_entries,3645,達邁,20250106,20250117,20250120,20250121,mild_bull,67.1795,23.0224,8,false,close_only_no_logical_failure_exit,71.6000,20250207,79.3000,7,10.7542,10.7542,-6.9832,win,tp10_close,user_good_bad_chart_folder_labels,unlabeled,,,0,false,slow_uptrend,auto_non_bearish,20241122,20250103,30,18.8095,27.6961,8.7494,-6.7352,unlabeled_not_scored,false,not_production_ready_research_only,2026-06-29 02:10:11 Asia/Taipei
structured_neckline_context_window_grid_audit,structured_neckline_auto_context_expansion_audit,structured_neckline_auto_context_expansion_audit_20260629,structured_neckline_manual_chart_label_audit,structured_neckline_manual_chart_label_audit_20260629,warning_research_variant_only,structured_neckline_context_window_grid_audit_20260629,warning_research_variant_only,pre_signal_context_window_grid_30_45_60_90,45,3645|20250106|20250121,structured_neckline_volume_breakout_proxy,all_retest_entries,3645,達邁,20250106,20250117,20250120,20250121,mild_bull,67.1795,23.0224,8,false,close_only_no_logical_failure_exit,71.6000,20250207,79.3000,7,10.7542,10.7542,-6.9832,win,tp10_close,user_good_bad_chart_folder_labels,unlabeled,,,0,false,slow_uptrend,auto_non_bearish,20241101,20250103,45,11.1359,27.6961,2.4009,-10.4167,unlabeled_not_scored,false,not_production_ready_research_only,2026-06-29 02:10:11 Asia/Taipei
