research_id,research_variant_id,parameter_set_id,source_research_id,source_parameter_set_id,advisory_status,event_family_id,segment_id,segment_name,stop_rule_id,exit_rule_id,outcome_rule_id,sample_size,evaluated_sample_size,mature_sample_size,win_count,neutral_count,loss_count,incomplete_count,pure_win_rate_pct,neutral_inclusive_success_rate_pct,positive_return_count,positive_return_rate_pct,stop_hit_count,tp10_hit_count,avg_return_pct,median_return_pct,avg_mfe_pct,median_mfe_pct,avg_mae_pct,median_mae_pct,approved_for_daily,production_readiness,generated_at
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,neckline_minus_2pct_stop,fixed_10d_close,positive_return_after_fixed_10d,374,374,374,162,0,212,0,43.3155,43.3155,162,43.3155,122,0,0.8653,-1.7509,11.6433,7.0008,-7.7958,-7.2344,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,neckline_minus_2pct_stop,fixed_20d_close,positive_return_after_fixed_20d,374,374,374,153,0,221,0,40.9091,40.9091,153,40.9091,171,0,3.2869,-3.9632,17.5378,9.4452,-9.1622,-8.3585,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,neckline_minus_2pct_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,374,374,304,126,70,178,0,41.4474,52.4064,194,51.8717,138,126,0.8057,0.9479,8.6050,8.8612,-7.4498,-6.2232,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,neckline_minus_2pct_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,374,374,374,182,0,192,0,48.6631,48.6631,199,53.2086,145,182,0.5187,4.4041,8.5141,9.4452,-7.7261,-6.5797,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,retest_low_stop,fixed_10d_close,positive_return_after_fixed_10d,374,374,374,143,0,231,0,38.2353,38.2353,143,38.2353,172,0,0.4562,-2.9152,11.0385,5.9753,-7.2261,-5.6835,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,retest_low_stop,fixed_20d_close,positive_return_after_fixed_20d,374,374,374,132,0,242,0,35.2941,35.2941,132,35.2941,212,0,2.7204,-3.9180,16.1110,8.1529,-8.0637,-7.1223,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,retest_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,374,374,307,114,67,193,0,37.1336,48.3957,176,47.0588,171,114,0.7130,-0.8332,7.9912,7.6169,-6.5668,-5.0496,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,retest_low_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,374,374,374,167,0,207,0,44.6524,44.6524,178,47.5936,181,167,0.4893,-0.7100,7.8990,8.1529,-6.8111,-5.3153,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,signal_low_stop,fixed_10d_close,positive_return_after_fixed_10d,374,374,374,163,0,211,0,43.5829,43.5829,163,43.5829,108,0,0.9862,-1.1566,11.8330,7.2854,-7.7767,-6.6018,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,signal_low_stop,fixed_20d_close,positive_return_after_fixed_20d,374,374,374,160,0,214,0,42.7807,42.7807,160,42.7807,156,0,4.0226,-1.8397,18.1651,10.0077,-9.1833,-8.1400,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,signal_low_stop,tp10_close_or_neutral_after_5pct_close_20d,tp10_close_win_5pct_pullback_neutral,374,374,302,130,72,172,0,43.0464,54.0107,203,54.2781,126,130,1.3684,1.8246,8.9599,9.0771,-7.4643,-5.7647,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,signal_low_stop,tp10_intraday_or_fixed_20d_close,tp10_intraday_required_else_loss,374,374,374,187,0,187,0,50.0000,50.0000,206,55.0802,134,187,0.8569,9.6624,8.8415,9.9296,-7.7269,-6.2591,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,source_retest_or_neckline_2pct_stop,fixed_10d_close,positive_return_after_fixed_10d,374,374,374,162,0,212,0,43.3155,43.3155,162,43.3155,120,0,0.8222,-1.7509,11.6433,7.0008,-7.8573,-7.2497,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
structured_neckline_retest_entry_exit_grid,warning_research_variant_only,structured_neckline_retest_entry_exit_grid_20260627,breakout_family_retest_grid,breakout_family_retest_grid_20260627,warning_research_variant_only,structured_neckline_volume_breakout_proxy,all_retest_entries,all retest-not-broken then renewed-attack entries,source_retest_or_neckline_2pct_stop,fixed_20d_close,positive_return_after_fixed_20d,374,374,374,154,0,220,0,41.1765,41.1765,154,41.1765,169,0,3.2574,-3.9632,17.5748,9.5091,-9.2449,-8.3872,false,not_production_ready_research_only,2026-06-27 18:37:19 Asia/Taipei
