research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,model_id,matrix_family,condition_set_id,condition_set_label,population_basis,requires_60d_high_breakout,requires_next_day_continuation,deep_low_window_days,deep_low_threshold_pct,range_window_days,range_width_threshold_pct,extra_gate,baseline_sample_size,sample_size,coverage_pct,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,p10_return_pct,p90_return_pct,min_return_pct,max_return_pct,trim_sample_size,trim_avg_return_pct,trim_median_return_pct,sample_status,win_rate_delta_pct,loss_rate_delta_pct,avg_return_delta_pct,median_return_delta_pct,decision_hint,value_a,value_b,value_c,note,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,baseline,baseline_prev60_high_next_day_continuation,current v2 raw-market population,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,,,,,,808,808,100.0,424,4,380,52.48,0.5,47.03,4.9893,1.3482,-14.7564,29.2245,-29.3651,91.0714,790,4.5094,1.3482,reviewable_sample,0.0,0.0,0.0,0.0,baseline_reference,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,baseline still requires 60d high breakout and next-day continuation,False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,coverage_diagnostic,coverage_off120_available,events with 120d low/range coverage,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,,,,,off120_available,808,525,64.98,253,2,270,48.19,0.38,51.43,3.9719,-0.7643,-16.2423,30.7134,-29.3651,81.3953,513,3.5236,-0.7643,reviewable_sample,-4.29,4.4,-1.0174,-2.1125,data_coverage_diagnostic_not_condition,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,data coverage diagnostic only; missing lookback windows are not treated as failed trades,False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,coverage_diagnostic,coverage_off240_available,events with 240d low/range coverage,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,,,,,off240_available,808,167,20.67,89,0,78,53.29,0.0,46.71,6.1819,2.3585,-16.8197,34.8142,-25.7143,81.3953,163,5.7014,2.3585,thin_but_reviewable_sample,0.81,-0.32,1.1926,1.0103,data_coverage_diagnostic_not_condition,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,data coverage diagnostic only; missing lookback windows are not treated as failed trades,False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,coverage_diagnostic,coverage_range120_available,events with 120d range coverage,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,,,,,range120_available,808,525,64.98,253,2,270,48.19,0.38,51.43,3.9719,-0.7643,-16.2423,30.7134,-29.3651,81.3953,513,3.5236,-0.7643,reviewable_sample,-4.29,4.4,-1.0174,-2.1125,data_coverage_diagnostic_not_condition,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,data coverage diagnostic only; missing lookback windows are not treated as failed trades,False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_only,off120_le20,off 120d low <= 20%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,20,,,,808,16,1.98,1,0,15,6.25,0.0,93.75,-7.4526,-6.1733,-16.0498,-1.6479,-19.4118,2.4038,14,-7.3024,-6.1733,insufficient_sample,-46.23,46.72,-12.4419,-7.5215,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,deep low proxy under the current v2 60d-high + continuation population,False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le20_range60_le25,off 120d low <= 20% and 60d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,20,60,25,,808,16,1.98,1,0,15,6.25,0.0,93.75,-7.4526,-6.1733,-16.0498,-1.6479,-19.4118,2.4038,14,-7.3024,-6.1733,insufficient_sample,-46.23,46.72,-12.4419,-7.5215,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le20_range60_le35,off 120d low <= 20% and 60d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,20,60,35,,808,16,1.98,1,0,15,6.25,0.0,93.75,-7.4526,-6.1733,-16.0498,-1.6479,-19.4118,2.4038,14,-7.3024,-6.1733,insufficient_sample,-46.23,46.72,-12.4419,-7.5215,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le20_range120_le25,off 120d low <= 20% and 120d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,20,120,25,,808,14,1.73,1,0,13,7.14,0.0,92.86,-8.217,-6.8803,-16.522,-2.0958,-19.4118,2.4038,12,-8.1692,-6.8803,insufficient_sample,-45.34,45.83,-13.2063,-8.2285,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le20_range120_le35,off 120d low <= 20% and 120d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,20,120,35,,808,16,1.98,1,0,15,6.25,0.0,93.75,-7.4526,-6.1733,-16.0498,-1.6479,-19.4118,2.4038,14,-7.3024,-6.1733,insufficient_sample,-46.23,46.72,-12.4419,-7.5215,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le20_range120_le45,off 120d low <= 20% and 120d range <= 45%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,20,120,45,,808,16,1.98,1,0,15,6.25,0.0,93.75,-7.4526,-6.1733,-16.0498,-1.6479,-19.4118,2.4038,14,-7.3024,-6.1733,insufficient_sample,-46.23,46.72,-12.4419,-7.5215,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
