research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,model_id,matrix_family,condition_set_id,condition_set_label,population_basis,requires_60d_high_breakout,requires_next_day_continuation,deep_low_window_days,deep_low_threshold_pct,range_window_days,range_width_threshold_pct,extra_gate,baseline_sample_size,sample_size,coverage_pct,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,p10_return_pct,p90_return_pct,min_return_pct,max_return_pct,trim_sample_size,trim_avg_return_pct,trim_median_return_pct,sample_status,win_rate_delta_pct,loss_rate_delta_pct,avg_return_delta_pct,median_return_delta_pct,decision_hint,value_a,value_b,value_c,note,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_only,off120_le30,off 120d low <= 30%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,30,,,,808,68,8.42,19,0,49,27.94,0.0,72.06,-2.3261,-5.2291,-14.6284,14.4829,-19.9839,37.7282,66,-2.6654,-5.2291,thin_sample,-24.54,25.03,-7.3154,-6.5773,weaker_than_current_v2_do_not_promote_as_gate,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,deep low proxy under the current v2 60d-high + continuation population,False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le30_range60_le25,off 120d low <= 30% and 60d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,30,60,25,,808,65,8.04,18,0,47,27.69,0.0,72.31,-2.2708,-5.0736,-14.7316,16.1927,-19.9839,37.7282,63,-2.6245,-5.0736,thin_sample,-24.79,25.28,-7.2601,-6.4218,weaker_than_current_v2_do_not_promote_as_gate,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le30_range60_le35,off 120d low <= 30% and 60d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,30,60,35,,808,68,8.42,19,0,49,27.94,0.0,72.06,-2.3261,-5.2291,-14.6284,14.4829,-19.9839,37.7282,66,-2.6654,-5.2291,thin_sample,-24.54,25.03,-7.3154,-6.5773,weaker_than_current_v2_do_not_promote_as_gate,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le30_range120_le25,off 120d low <= 30% and 120d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,30,120,25,,808,40,4.95,9,0,31,22.5,0.0,77.5,-3.8813,-6.0634,-15.4227,12.0745,-19.4118,36.8807,38,-4.5453,-6.0634,very_thin_sample,-29.98,30.47,-8.8706,-7.4116,very_thin_sample_review_only,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le30_range120_le35,off 120d low <= 30% and 120d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,30,120,35,,808,60,7.43,15,0,45,25.0,0.0,75.0,-3.6527,-5.7716,-14.9052,11.5046,-19.9839,36.8807,58,-4.07,-5.7716,thin_sample,-27.48,27.97,-8.642,-7.1198,weaker_than_current_v2_do_not_promote_as_gate,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le30_range120_le45,off 120d low <= 30% and 120d range <= 45%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,30,120,45,,808,66,8.17,18,0,48,27.27,0.0,72.73,-2.8625,-5.4147,-14.6972,12.0683,-19.9839,37.7282,64,-3.2292,-5.4147,thin_sample,-25.21,25.7,-7.8518,-6.7629,weaker_than_current_v2_do_not_promote_as_gate,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_only,off120_le40,off 120d low <= 40%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,40,,,,808,121,14.98,41,0,80,33.88,0.0,66.12,0.0263,-4.6632,-14.5598,21.6152,-24.5464,68.1818,117,-0.7097,-4.6632,thin_but_reviewable_sample,-18.6,19.09,-4.963,-6.0114,weaker_than_current_v2_do_not_promote_as_gate,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,deep low proxy under the current v2 60d-high + continuation population,False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le40_range60_le25,off 120d low <= 40% and 60d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,40,60,25,,808,85,10.52,31,0,54,36.47,0.0,63.53,0.7762,-3.3019,-14.3653,22.3961,-19.9839,68.1818,83,0.2142,-3.3019,thin_sample,-16.01,16.5,-4.2131,-4.6501,weaker_than_current_v2_do_not_promote_as_gate,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le40_range60_le35,off 120d low <= 40% and 60d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,40,60,35,,808,121,14.98,41,0,80,33.88,0.0,66.12,0.0263,-4.6632,-14.5598,21.6152,-24.5464,68.1818,117,-0.7097,-4.6632,thin_but_reviewable_sample,-18.6,19.09,-4.963,-6.0114,weaker_than_current_v2_do_not_promote_as_gate,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le40_range120_le25,off 120d low <= 40% and 120d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,40,120,25,,808,45,5.57,13,0,32,28.89,0.0,71.11,-2.7502,-5.4449,-15.0848,14.5476,-19.4118,36.8807,43,-3.2844,-5.4449,very_thin_sample,-23.59,24.08,-7.7395,-6.7931,very_thin_sample_review_only,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le40_range120_le35,off 120d low <= 40% and 120d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,40,120,35,,808,94,11.63,29,0,65,30.85,0.0,69.15,-1.8298,-4.8832,-14.7765,14.1818,-24.5464,68.1818,92,-2.3439,-4.8832,thin_sample,-21.63,22.12,-6.8191,-6.2314,weaker_than_current_v2_do_not_promote_as_gate,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off120_le40_range120_le45,off 120d low <= 40% and 120d range <= 45%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,120,40,120,45,,808,108,13.37,35,0,73,32.41,0.0,67.59,-0.7683,-4.7594,-14.6526,18.645,-24.5464,68.1818,104,-1.6269,-4.7594,thin_but_reviewable_sample,-20.07,20.56,-5.7576,-6.1076,weaker_than_current_v2_do_not_promote_as_gate,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_only,off240_le20,off 240d low <= 20%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,20,,,,808,1,0.12,0,0,1,0.0,0.0,100.0,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,1,-2.6432,-2.6432,insufficient_sample,-52.48,52.97,-7.6325,-3.9914,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,deep low proxy under the current v2 60d-high + continuation population,False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le20_range60_le25,off 240d low <= 20% and 60d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,20,60,25,,808,1,0.12,0,0,1,0.0,0.0,100.0,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,1,-2.6432,-2.6432,insufficient_sample,-52.48,52.97,-7.6325,-3.9914,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le20_range60_le35,off 240d low <= 20% and 60d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,20,60,35,,808,1,0.12,0,0,1,0.0,0.0,100.0,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,1,-2.6432,-2.6432,insufficient_sample,-52.48,52.97,-7.6325,-3.9914,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le20_range120_le25,off 240d low <= 20% and 120d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,20,120,25,,808,1,0.12,0,0,1,0.0,0.0,100.0,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,1,-2.6432,-2.6432,insufficient_sample,-52.48,52.97,-7.6325,-3.9914,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le20_range120_le35,off 240d low <= 20% and 120d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,20,120,35,,808,1,0.12,0,0,1,0.0,0.0,100.0,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,1,-2.6432,-2.6432,insufficient_sample,-52.48,52.97,-7.6325,-3.9914,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le20_range120_le45,off 240d low <= 20% and 120d range <= 45%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,20,120,45,,808,1,0.12,0,0,1,0.0,0.0,100.0,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,-2.6432,1,-2.6432,-2.6432,insufficient_sample,-52.48,52.97,-7.6325,-3.9914,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_only,off240_le30,off 240d low <= 30%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,30,,,,808,11,1.36,3,0,8,27.27,0.0,72.73,-0.78,-5.0736,-8.0515,19.0476,-19.9839,26.8382,9,-1.7149,-5.0736,insufficient_sample,-25.21,25.7,-5.7693,-6.4218,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,deep low proxy under the current v2 60d-high + continuation population,False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le30_range60_le25,off 240d low <= 30% and 60d range <= 25%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,30,60,25,,808,11,1.36,3,0,8,27.27,0.0,72.73,-0.78,-5.0736,-8.0515,19.0476,-19.9839,26.8382,9,-1.7149,-5.0736,insufficient_sample,-25.21,25.7,-5.7693,-6.4218,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
volume_range_breakout_v2_deep_low_base_matrix,volume_range_breakout_v2_deep_low_base_matrix_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,warning_research_variant_only,volume_range_breakout,deep_low_and_range,off240_le30_range60_le35,off 240d low <= 30% and 60d range <= 35%,current_v2_raw_market_events_requires_prev60_high_breakout_and_next_day_continuation,True,True,240,30,60,35,,808,11,1.36,3,0,8,27.27,0.0,72.73,-0.78,-5.0736,-8.0515,19.0476,-19.9839,26.8382,9,-1.7149,-5.0736,insufficient_sample,-25.21,25.7,-5.7693,-6.4218,insufficient_sample_do_not_use,source_rows=808,current_v2_population=True,deep_low_not_yet_raw_rerun_without_60d_high_gate,"tests very-low-base plus consolidation width; research-only, not a production gate",False,not_production_ready_research_only,2026-07-08 18:31:35 Asia/Taipei
