label_type,rule_family,rule_name,target_window,entry_basis,target_return_pct,selected_stock_days,hit_stock_days,hit_rate_pct,coverage_of_all_hits_pct,selected_unique_stocks,hit_unique_stocks,median_next_open_to_high_return_pct,avg_next_open_to_high_return_pct,avg_signal_close_to_next_open_gap_pct,median_signal_close_to_next_open_gap_pct,avg_return_5d_pct,avg_return_10d_pct,avg_return_20d_pct,sample_status
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_kd,D+7,D+1_open,10.0,429,176,41.03,0.27,189,103,7.71,11.35,1.33,0.89,17.47,25.48,23.05,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30,D+7,D+1_open,10.0,2693,1009,37.47,1.54,336,247,6.83,10.54,0.85,0.5,17.22,22.04,23.95,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_bb,D+7,D+1_open,10.0,126,46,36.51,0.07,68,32,6.71,10.84,0.59,0.33,19.95,27.39,24.42,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge3,D+7,D+1_open,10.0,1421,494,34.76,0.75,274,172,6.11,9.96,0.68,0.31,16.29,20.24,22.45,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_pos,D+7,D+1_open,10.0,5257,1768,33.63,2.7,370,276,6.03,9.7,0.71,0.4,12.8,18.57,19.94,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_bb,D+7,D+1_open,10.0,181,60,33.15,0.09,79,35,6.11,9.86,0.71,0.56,20.1,27.89,25.61,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_under50_macd,D+7,D+1_open,10.0,4856,1601,32.97,2.44,370,274,5.84,9.55,0.66,0.37,11.51,16.3,16.18,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_ema23_ok,D+7,D+1_open,10.0,5004,1634,32.65,2.49,372,284,5.87,9.55,0.63,0.36,10.49,15.09,16.37,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge2,D+7,D+1_open,10.0,6821,2185,32.03,3.33,380,305,5.74,9.26,0.7,0.39,10.53,15.3,17.41,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__prev5d_vol_ge2,D+7,D+1_open,10.0,5280,1688,31.97,2.57,367,284,5.81,9.28,0.66,0.38,8.1,15.94,18.46,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_rsi50_75,D+7,D+1_open,10.0,3749,1190,31.74,1.81,365,268,5.72,9.19,0.57,0.35,8.55,12.45,14.1,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_kd,D+7,D+1_open,10.0,2324,720,30.98,1.1,340,221,5.53,9.28,0.7,0.37,11.35,12.87,12.91,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_good,D+7,D+1_open,10.0,2839,872,30.72,1.33,358,245,5.62,9.09,0.69,0.36,10.52,11.44,11.95,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__day_vol_ge2,D+7,D+1_open,10.0,10600,3243,30.59,4.94,403,366,5.42,8.79,0.74,0.4,9.09,11.34,14.2,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,non_mainstream__start5d_vol_ge2,D+7,D+1_open,10.0,190,58,30.53,0.09,9,8,5.43,10.71,0.72,0.33,9.06,10.63,10.58,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_bb,D+7,D+1_open,10.0,1119,339,30.29,0.52,278,144,5.48,8.59,0.74,0.46,9.2,8.61,8.48,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_bb_not_extreme,D+7,D+1_open,10.0,1796,541,30.12,0.82,316,186,5.52,8.69,0.69,0.43,7.19,8.28,9.08,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge3,D+7,D+1_open,10.0,7246,2037,28.11,3.11,1351,698,4.81,8.37,0.64,0.2,13.96,17.47,18.04,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_bb,D+7,D+1_open,10.0,1460,409,28.01,0.62,285,157,5.16,8.38,0.64,0.39,9.18,10.77,10.23,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge2,D+7,D+1_open,10.0,29505,7235,24.52,11.03,1905,1223,4.18,7.57,0.57,0.21,8.44,12.04,12.73,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_supported__start5d_vol_ge2,D+7,D+1_open,10.0,144,28,19.44,0.04,13,7,3.84,7.39,0.52,0.2,5.77,6.67,7.65,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_macd,D+8,D+1_open,10.0,1143,532,46.54,0.73,264,174,9.07,12.82,1.08,0.74,19.73,29.64,30.83,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50,D+8,D+1_open,10.0,1228,570,46.42,0.78,275,183,8.94,12.76,1.07,0.71,19.7,29.46,30.7,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_macd,D+8,D+1_open,10.0,1696,787,46.4,1.08,277,189,8.85,12.79,1.06,0.71,19.86,30.67,32.29,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50,D+8,D+1_open,10.0,1818,840,46.2,1.15,285,195,8.82,12.72,1.05,0.67,19.65,30.42,32.06,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_20_80,D+8,D+1_open,10.0,2096,959,45.75,1.31,288,201,8.79,12.68,1.03,0.62,19.4,29.02,36.35,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_kd,D+8,D+1_open,10.0,315,142,45.08,0.19,169,93,8.85,12.51,1.35,0.94,19.3,25.08,23.21,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_kd,D+8,D+1_open,10.0,429,187,43.59,0.26,189,107,8.25,12.24,1.33,0.89,17.47,25.48,23.05,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30,D+8,D+1_open,10.0,2693,1081,40.14,1.48,336,254,7.39,11.4,0.85,0.5,17.22,22.04,23.95,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge3,D+8,D+1_open,10.0,1421,532,37.44,0.73,274,177,6.71,10.69,0.68,0.31,16.29,20.24,22.45,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_bb,D+8,D+1_open,10.0,126,47,37.3,0.06,68,32,6.9,11.63,0.59,0.33,19.95,27.39,24.42,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_pos,D+8,D+1_open,10.0,5257,1907,36.28,2.61,370,284,6.6,10.57,0.71,0.4,12.8,18.57,19.94,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_under50_macd,D+8,D+1_open,10.0,4856,1722,35.46,2.36,370,283,6.37,10.43,0.66,0.37,11.51,16.3,16.18,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_ema23_ok,D+8,D+1_open,10.0,5004,1765,35.27,2.42,372,291,6.37,10.4,0.63,0.36,10.49,15.09,16.37,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_bb,D+8,D+1_open,10.0,181,63,34.81,0.09,79,37,6.27,10.65,0.71,0.56,20.1,27.89,25.61,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__prev5d_vol_ge2,D+8,D+1_open,10.0,5280,1834,34.73,2.51,367,286,6.34,10.15,0.66,0.38,8.1,15.94,18.46,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge2,D+8,D+1_open,10.0,6821,2366,34.69,3.24,380,310,6.27,10.08,0.7,0.39,10.53,15.3,17.41,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_rsi50_75,D+8,D+1_open,10.0,3749,1292,34.46,1.77,365,277,6.21,10.03,0.57,0.35,8.55,12.45,14.1,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_kd,D+8,D+1_open,10.0,2324,774,33.3,1.06,340,227,6.04,10.06,0.7,0.37,11.35,12.87,12.91,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_good,D+8,D+1_open,10.0,2839,941,33.15,1.29,358,252,6.08,9.82,0.69,0.36,10.52,11.44,11.95,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__day_vol_ge2,D+8,D+1_open,10.0,10600,3500,33.02,4.8,403,369,5.88,9.52,0.74,0.4,9.09,11.34,14.2,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_bb,D+8,D+1_open,10.0,1119,357,31.9,0.49,278,149,5.84,9.12,0.74,0.46,9.2,8.61,8.48,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_bb_not_extreme,D+8,D+1_open,10.0,1796,572,31.85,0.78,316,193,5.94,9.32,0.69,0.43,7.19,8.28,9.08,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,non_mainstream__start5d_vol_ge2,D+8,D+1_open,10.0,190,60,31.58,0.08,9,8,5.6,11.41,0.72,0.33,9.06,10.63,10.58,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge3,D+8,D+1_open,10.0,7246,2175,30.02,2.98,1351,723,5.09,8.97,0.64,0.2,13.96,17.47,18.04,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_bb,D+8,D+1_open,10.0,1460,432,29.59,0.59,285,164,5.62,9.01,0.64,0.39,9.18,10.77,10.23,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge2,D+8,D+1_open,10.0,29505,7841,26.58,10.75,1905,1246,4.48,8.18,0.57,0.21,8.44,12.04,12.73,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_supported__start5d_vol_ge2,D+8,D+1_open,10.0,144,28,19.44,0.04,13,7,4.02,7.73,0.52,0.2,5.77,6.67,7.65,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_macd,D+9,D+1_open,10.0,1143,555,48.56,0.69,264,178,9.54,13.74,1.08,0.74,19.73,29.64,30.83,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_macd,D+9,D+1_open,10.0,1696,823,48.53,1.03,277,193,9.53,13.71,1.06,0.71,19.86,30.67,32.29,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50,D+9,D+1_open,10.0,1228,596,48.53,0.75,275,188,9.54,13.67,1.07,0.71,19.7,29.46,30.7,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50,D+9,D+1_open,10.0,1818,880,48.4,1.1,285,200,9.49,13.65,1.05,0.67,19.65,30.42,32.06,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_20_80,D+9,D+1_open,10.0,2096,1012,48.28,1.27,288,204,9.43,13.58,1.03,0.62,19.4,29.02,36.35,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_kd,D+9,D+1_open,10.0,315,149,47.3,0.19,169,96,9.44,13.48,1.35,0.94,19.3,25.08,23.21,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_kd,D+9,D+1_open,10.0,429,194,45.22,0.24,189,109,8.41,13.22,1.33,0.89,17.47,25.48,23.05,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30,D+9,D+1_open,10.0,2693,1139,42.29,1.42,336,257,7.92,12.22,0.85,0.5,17.22,22.04,23.95,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret1w10_30_ret2w20_50_bb,D+9,D+1_open,10.0,126,51,40.48,0.06,68,34,7.55,12.42,0.59,0.33,19.95,27.39,24.42,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge3,D+9,D+1_open,10.0,1421,568,39.97,0.71,274,180,7.2,11.45,0.68,0.31,16.29,20.24,22.45,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_pos,D+9,D+1_open,10.0,5257,2033,38.67,2.54,370,290,7.0,11.42,0.71,0.4,12.8,18.57,19.94,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret20_under50_macd,D+9,D+1_open,10.0,4856,1839,37.87,2.3,370,289,6.81,11.29,0.66,0.37,11.51,16.3,16.18,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_ema23_ok,D+9,D+1_open,10.0,5004,1888,37.73,2.36,372,296,6.85,11.24,0.63,0.36,10.49,15.09,16.37,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__prev5d_vol_ge2,D+9,D+1_open,10.0,5280,1967,37.25,2.46,367,292,6.83,11.01,0.66,0.38,8.1,15.94,18.46,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__start5d_vol_ge2,D+9,D+1_open,10.0,6821,2525,37.02,3.16,380,317,6.77,10.86,0.7,0.39,10.53,15.3,17.41,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_momentum,mainstream_overheated__vol2_ret2w20_50_bb,D+9,D+1_open,10.0,181,67,37.02,0.08,79,39,6.28,11.34,0.71,0.56,20.1,27.89,25.61,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_rsi50_75,D+9,D+1_open,10.0,3749,1378,36.76,1.72,365,284,6.67,10.84,0.57,0.35,8.55,12.45,14.1,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_kd,D+9,D+1_open,10.0,2324,828,35.63,1.04,340,232,6.39,10.85,0.7,0.37,11.35,12.87,12.91,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_good,D+9,D+1_open,10.0,2839,1010,35.58,1.26,358,258,6.51,10.58,0.69,0.36,10.52,11.44,11.95,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_overheated__day_vol_ge2,D+9,D+1_open,10.0,10600,3737,35.25,4.68,403,372,6.32,10.21,0.74,0.4,9.09,11.34,14.2,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_kd_bb,D+9,D+1_open,10.0,1119,381,34.05,0.48,278,156,6.25,9.66,0.74,0.46,9.2,8.61,8.48,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_bb_not_extreme,D+9,D+1_open,10.0,1796,610,33.96,0.76,316,202,6.25,9.9,0.69,0.43,7.19,8.28,9.08,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,non_mainstream__start5d_vol_ge2,D+9,D+1_open,10.0,190,61,32.11,0.08,9,8,5.73,12.09,0.72,0.33,9.06,10.63,10.58,provisional_latest_label_only
provisional_latest_stock_label,theme_volume_technical,mainstream_overheated__vol2_macd_bb,D+9,D+1_open,10.0,1460,465,31.85,0.58,285,174,6.02,9.61,0.64,0.39,9.18,10.77,10.23,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge3,D+9,D+1_open,10.0,7246,2298,31.71,2.87,1351,745,5.43,9.54,0.64,0.2,13.96,17.47,18.04,provisional_latest_label_only
provisional_latest_stock_label,volume_only,all_stock__start5d_vol_ge2,D+9,D+1_open,10.0,29505,8361,28.34,10.46,1905,1273,4.77,8.76,0.57,0.21,8.44,12.04,12.73,provisional_latest_label_only
provisional_latest_stock_label,theme_volume,mainstream_supported__start5d_vol_ge2,D+9,D+1_open,10.0,144,30,20.83,0.04,13,7,4.15,8.05,0.52,0.2,5.77,6.67,7.65,provisional_latest_label_only
