research_id,artifact_version,source_research_id,source_artifact_version,semantic_source_research_id,semantic_source_artifact_version,advisory_status,model_id,source_event_key,stock_id,stock_name,signal_date,confirmation_date,entry_date,exit_date,return_pct,return_outcome,top20_return_flag,bottom20_return_flag,entry_price,exit_price,exit_reason,holding_days,mfe_pct,mae_pct,off_60d_low_pct,position_in_60d_range_pct,range_width_20_pct,range_width_40_pct,range_width_60_pct,breakout_over_prev60_pct,volume_ratio,signal_return_1d_pct,classification_id,attack_method,price_position_type,consolidation_type,risk_type,candle_quality,follow_through_type,limit_up_like,off_60d_low_bucket,range_width_60_bucket,range_width_20_bucket,volume_ratio_bucket,signal_return_bucket,low_base_loose_flag,low_base_strict_flag,consolidated_any_flag,locked_limit_up_flag,overheat_flag,anomaly_flag,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,2889|20250707|20250708|next_day_break_signal_high_confirmed|20250709|20250722|16.95|16.2,2889,國票金,20250707,20250708,20250709,20250722,-4.4248,loss,False,False,16.95,16.2,fixed_10d_close,10,1.1799,-8.2596,34.7639,139.6552,14.1176,20.7469,24.8927,7.9038,2.67,9.7902,locked_limit_up_breakout,locked_limit_up,high_position,long_consolidation,high_position_chase,close_at_high,next_day_continuation,True,off60_le35_low_base,range60_le35_narrow,range20_le15_tight,volume_2_to_6_controlled_attack,signal_return_7_to_9_8_extended,True,True,True,True,True,none,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,2368|20250708|20250709|next_day_break_signal_high_confirmed|20250710|20250723|318.0|326.5,2368,金像電,20250708,20250709,20250710,20250723,2.673,win,False,False,318.0,326.5,fixed_10d_close,10,8.805,-5.0314,121.4035,106.135,18.6408,39.18,114.386,3.2733,2.167,5.8725,high_position_breakout,general_breakout,high_position,non_consolidation,high_position_chase,standard_candle,next_day_continuation,False,off60_gt75_high_extended,range60_gt60_very_wide,range20_15_25_moderate,volume_2_to_6_controlled_attack,signal_return_3_to_7_strong,False,False,False,False,True,none,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,3715|20250708|20250709|next_day_break_signal_high_confirmed|20250710|20250723|55.1|64.1,3715,定穎投控,20250708,20250709,20250710,20250723,16.3339,win,False,False,55.1,64.1,fixed_10d_close,10,22.5045,-1.0889,50.8571,109.2025,31.0345,31.0345,46.5714,2.924,3.5966,8.866,high_position_breakout,volume_attack,high_position,non_consolidation,high_position_chase,explosive_long_red,next_day_continuation,False,off60_50_75_extended,range60_45_60_wide,range20_gt25_wide,volume_2_to_6_controlled_attack,signal_return_7_to_9_8_extended,False,False,False,False,True,none,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,3715|20250709|20250710|next_day_break_signal_high_confirmed|20250711|20250724|57.3|66.8,3715,定穎投控,20250709,20250710,20250711,20250724,16.5794,win,False,False,57.3,66.8,fixed_10d_close,10,17.801,-0.349,49.9327,114.8607,36.143,36.143,43.4724,4.5028,5.649,5.4924,high_position_breakout,volume_attack,high_position,non_consolidation,high_position_chase,explosive_long_red,next_day_continuation,False,off60_35_50_low_mid_base,range60_35_45_moderate,range20_gt25_wide,volume_2_to_6_controlled_attack,signal_return_3_to_7_strong,True,False,False,False,True,none,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,8021|20250709|20250710|next_day_break_signal_high_confirmed|20250711|20250717|54.1|49.4,8021,尖點,20250709,20250710,20250711,20250717,-8.6876,loss,False,False,54.1,49.4,stop_signal_low,5,4.4362,-9.0573,124.8945,108.8235,71.6695,84.4203,114.7679,4.7151,2.5413,6.6,high_position_breakout,general_breakout,high_position,non_consolidation,high_position_chase,close_at_high,next_day_continuation,False,off60_gt75_high_extended,range60_gt60_very_wide,range20_gt25_wide,volume_2_to_6_controlled_attack,signal_return_3_to_7_strong,False,False,False,False,True,none,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,8499|20250709|20250710|next_day_break_signal_high_confirmed|20250711|20250724|233.0|268.0,8499,鼎炫-KY,20250709,20250710,20250711,20250724,15.0215,win,False,False,233.0,268.0,fixed_10d_close,10,26.6094,-1.2876,65.2,113.1944,42.7536,42.7536,57.6,4.8223,1.6097,9.8404,locked_limit_up_breakout,locked_limit_up,high_position,non_consolidation,high_position_chase,close_at_high,next_day_continuation,True,off60_50_75_extended,range60_45_60_wide,range20_gt25_wide,volume_lt2_weak,signal_return_ge9_8_limit_up_like,False,False,False,True,True,none,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,8499|20250710|20250711|next_day_break_signal_high_confirmed|20250714|20250725|264.5|268.0,8499,鼎炫-KY,20250710,20250711,20250714,20250725,1.3233,win,False,False,264.5,268.0,fixed_10d_close,10,11.5312,-9.6408,70.6767,127.8912,49.6377,49.6377,55.2632,9.9274,1.5438,9.9274,locked_limit_up_breakout,locked_limit_up,high_position,non_consolidation,high_position_chase,close_at_high,next_day_continuation,True,off60_50_75_extended,range60_45_60_wide,range20_gt25_wide,volume_lt2_weak,signal_return_ge9_8_limit_up_like,False,False,False,True,True,none,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,2887|20250711|20250714|next_day_break_signal_high_confirmed|20250715|20250724|18.4|16.45,2887,台新新光金,20250711,20250714,20250715,20250724,-10.5978,loss,False,False,18.4,16.45,stop_signal_low,8,0.0,-11.413,19.2182,155.2632,7.3016,9.5238,12.3779,6.087,7.8725,8.284,high_position_breakout,volume_attack,high_position,long_consolidation,high_position_chase,close_at_high,next_day_continuation,False,off60_le35_low_base,range60_le35_narrow,range20_le15_tight,volume_gt6_overheat,signal_return_7_to_9_8_extended,True,True,True,False,True,none,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,3167|20250711|20250714|next_day_break_signal_high_confirmed|20250715|20250728|154.0|169.5,3167,大量,20250711,20250714,20250715,20250728,10.0649,win,False,False,154.0,169.5,fixed_10d_close,10,18.8312,-0.6494,149.5812,104.0793,24.8927,76.3636,143.7186,2.4055,3.2154,6.0498,high_position_breakout,volume_attack,high_position,non_consolidation,high_position_chase,explosive_long_red,next_day_continuation,False,off60_gt75_high_extended,range60_gt60_very_wide,range20_15_25_moderate,volume_2_to_6_controlled_attack,signal_return_3_to_7_strong,False,False,False,False,True,none,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
volume_range_breakout_v2_feature_slice_analysis,volume_range_breakout_v2_feature_slice_analysis_20260708,volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_semantic_audit,volume_range_breakout_v2_semantic_audit_20260708,warning_research_variant_only,volume_range_breakout,3037|20250715|20250716|next_day_break_signal_high_confirmed|20250717|20250730|137.0|142.0,3037,欣興,20250715,20250716,20250717,20250730,3.6496,win,False,False,137.0,142.0,fixed_10d_close,10,5.8394,-6.9343,66.4565,108.2136,30.2136,30.4791,61.4124,3.125,2.5233,10.0,locked_limit_up_breakout,locked_limit_up,high_position,non_consolidation,high_position_chase,close_at_high,next_day_continuation,True,off60_50_75_extended,range60_gt60_very_wide,range20_gt25_wide,volume_2_to_6_controlled_attack,signal_return_ge9_8_limit_up_like,False,False,False,True,True,none,False,not_production_ready_research_only,2026-07-09 18:51:36 Asia/Taipei
