research_id,source_comparison_research_id,source_comparison_parameter_set_id,source_context_research_id,source_context_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,diagnostic_scope_id,selected_exit_rule_comparison_id,research_selection_reason,event_family_id,segment_id,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,visual_pre_signal_context,selected_outcome,selected_return_pct,selected_mfe_pct,selected_mae_pct,diagnostic_cohort,visual_pre_signal_return_pct,visual_pre_signal_range_pct,base_age_sessions,support_pair_span_sessions,neckline_anchor_age_sessions,base_width_pct,low_position_120_pct,diagnostic_flags,diagnostic_note,approved_for_daily,production_readiness,generated_at
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6706,惠特,20250918,20250919,20250926,20250930,sideways_or_consolidation,neutral,2.8605,15.4946,-0.4768,selected_rule_neutral,2.0604,33.2756,59.0000,37.0000,1.0000,28.5953,57.7657,above_success_p75_low_position_120_pct;above_success_p75_selected_mae_pct;above_success_p75_selected_mfe_pct;above_success_p75_support_pair_span_sessions;below_success_p25_visual_pre_signal_range_pct;near_upper_low_position_band_over_50pct;neckline_anchor_very_recent_le1_session;older_base_age_over_55_sessions;wide_base_over_20pct;wide_support_pair_span_over_25_sessions,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,4904,遠傳,20250930,20251001,20251002,20251003,sideways_or_consolidation,neutral,3.8202,6.9663,-0.3371,selected_rule_neutral,0.0000,14.3742,54.0000,17.0000,1.0000,7.7208,55.7971,above_success_p75_low_position_120_pct;above_success_p75_selected_mae_pct;below_success_p25_base_width_pct;below_success_p25_selected_mfe_pct;below_success_p25_support_pair_span_sessions;below_success_p25_visual_pre_signal_range_pct;near_upper_low_position_band_over_50pct;neckline_anchor_very_recent_le1_session,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3714,富采,20251231,20260102,20260105,20260106,mixed,neutral,4.6025,8.7866,-4.4630,selected_rule_neutral,-7.3919,35.6209,39.0000,23.0000,12.0000,7.6448,47.2477,below_success_p25_base_age_sessions;below_success_p25_base_width_pct;below_success_p25_selected_mfe_pct;below_success_p25_visual_pre_signal_range_pct;below_success_p25_visual_pre_signal_return_pct,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6197,佳必琪,20260311,20260312,20260313,20260316,mixed,neutral,0.8403,12.6050,-5.6022,selected_rule_neutral,-3.9755,36.2205,45.0000,40.0000,39.0000,17.5407,52.4476,above_success_p75_low_position_120_pct;above_success_p75_neckline_anchor_age_sessions;above_success_p75_support_pair_span_sessions;below_success_p25_visual_pre_signal_return_pct;near_upper_low_position_band_over_50pct;wide_support_pair_span_over_25_sessions,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,8358,金居,20260415,20260416,20260417,20260420,bullish,neutral,-0.8043,11.5282,-4.9598,selected_rule_neutral,36.8764,50.9479,88.0000,78.0000,32.0000,43.9548,50.6472,above_success_p75_base_age_sessions;above_success_p75_base_width_pct;above_success_p75_neckline_anchor_age_sessions;above_success_p75_support_pair_span_sessions;above_success_p75_visual_pre_signal_return_pct;near_upper_low_position_band_over_50pct;older_base_age_over_55_sessions;wide_base_over_20pct;wide_support_pair_span_over_25_sessions,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250522,20250523,20250529,20250602,mixed,win,10.1365,13.0604,-1.1696,selected_rule_win,-3.6876,316.1404,65.0000,24.0000,60.0000,12.3130,23.8624,above_success_p75_base_age_sessions;above_success_p75_neckline_anchor_age_sessions;above_success_p75_selected_mae_pct;above_success_p75_visual_pre_signal_range_pct;below_success_p25_base_width_pct;below_success_p25_low_position_120_pct;below_success_p25_visual_pre_signal_return_pct;older_base_age_over_55_sessions;wide_pre_signal_range_over_60pct,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3704,合勤控,20250826,20250827,20250828,20250829,mixed,win,10.1493,11.6418,-13.4328,selected_rule_win,8.6538,23.6893,46.0000,17.0000,16.0000,11.6908,20.0000,below_success_p25_base_width_pct;below_success_p25_low_position_120_pct;below_success_p25_selected_mae_pct;below_success_p25_support_pair_span_sessions;below_success_p25_visual_pre_signal_range_pct;large_adverse_move_mae_below_minus10pct,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3163,波若威,20260128,20260202,20260204,20260205,bullish,win,10.7216,10.7216,-8.1443,selected_rule_win,152.6786,596.7742,58.0000,12.0000,17.0000,98.8399,34.9762,above_success_p75_base_width_pct;above_success_p75_visual_pre_signal_range_pct;above_success_p75_visual_pre_signal_return_pct;below_success_p25_selected_mae_pct;below_success_p25_support_pair_span_sessions;large_pre_signal_runup_over_50pct;older_base_age_over_55_sessions;wide_base_over_20pct;wide_pre_signal_range_over_60pct,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,4908,前鼎,20260302,20260310,20260311,20260312,mixed,win,12.0507,12.0507,-0.6342,selected_rule_win,-3.0067,252.9840,42.0000,16.0000,1.0000,21.1344,15.5926,above_success_p75_selected_mae_pct;above_success_p75_visual_pre_signal_range_pct;below_success_p25_low_position_120_pct;below_success_p25_support_pair_span_sessions;neckline_anchor_very_recent_le1_session;wide_base_over_20pct;wide_pre_signal_range_over_60pct,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,4973,廣穎電通,20260312,20260313,20260316,20260317,bullish,win,10.6568,10.6568,0.0000,selected_rule_win,63.2893,494.5946,81.0000,28.0000,28.0000,74.0933,24.2987,above_success_p75_base_age_sessions;above_success_p75_base_width_pct;above_success_p75_neckline_anchor_age_sessions;above_success_p75_selected_mae_pct;above_success_p75_visual_pre_signal_range_pct;above_success_p75_visual_pre_signal_return_pct;below_success_p25_low_position_120_pct;large_pre_signal_runup_over_50pct;older_base_age_over_55_sessions;wide_base_over_20pct;wide_pre_signal_range_over_60pct;wide_support_pair_span_over_25_sessions,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6173,信昌電,20260415,20260416,20260417,20260420,bullish,win,18.7166,18.7166,-21.1765,selected_rule_win,14.5312,41.3005,38.0000,24.0000,32.0000,25.8824,18.9203,above_success_p75_neckline_anchor_age_sessions;above_success_p75_selected_mfe_pct;below_success_p25_base_age_sessions;below_success_p25_low_position_120_pct;below_success_p25_selected_mae_pct;large_adverse_move_mae_below_minus10pct;wide_base_over_20pct,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6175,立敦,20260415,20260416,20260417,20260420,bullish,win,12.1396,15.1745,-8.9530,selected_rule_win,23.8822,48.0841,41.0000,30.0000,1.0000,33.7823,31.6602,above_success_p75_selected_mfe_pct;below_success_p25_base_age_sessions;below_success_p25_selected_mae_pct;neckline_anchor_very_recent_le1_session;wide_base_over_20pct;wide_support_pair_span_over_25_sessions,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6016,康和證,20260424,20260427,20260504,20260505,bullish,win,19.6517,19.6517,-1.2438,selected_rule_win,42.1260,44.2688,52.0000,36.0000,1.0000,13.8846,37.6093,above_success_p75_selected_mfe_pct;above_success_p75_visual_pre_signal_return_pct;neckline_anchor_very_recent_le1_session;wide_support_pair_span_over_25_sessions,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
