research_id,source_comparison_research_id,source_comparison_parameter_set_id,source_context_research_id,source_context_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,diagnostic_scope_id,selected_exit_rule_comparison_id,research_selection_reason,event_family_id,segment_id,stock_id,stock_name,signal_date,retest_date,retest_attack_date,retest_entry_date,visual_pre_signal_context,selected_outcome,selected_return_pct,selected_mfe_pct,selected_mae_pct,diagnostic_cohort,visual_pre_signal_return_pct,visual_pre_signal_range_pct,base_age_sessions,support_pair_span_sessions,neckline_anchor_age_sessions,base_width_pct,low_position_120_pct,diagnostic_flags,diagnostic_note,approved_for_daily,production_readiness,generated_at
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,1528,恩德,20250221,20250225,20250226,20250227,mixed,loss,0.0000,7.0946,-1.3514,selected_rule_loss,1.7065,81.7490,22.0000,8.0000,3.0000,20.3036,32.2870,below_success_p25_base_age_sessions;below_success_p25_selected_mfe_pct;below_success_p25_support_pair_span_sessions;wide_base_over_20pct;wide_pre_signal_range_over_60pct,loss_focus_review,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3051,力特,20260116,20260119,20260120,20260121,mixed,loss,-14.5756,8.4871,-18.4502,selected_rule_loss,-5.6156,35.9551,37.0000,12.0000,6.0000,24.7191,55.9524,above_success_p75_low_position_120_pct;below_success_p25_base_age_sessions;below_success_p25_selected_mae_pct;below_success_p25_selected_mfe_pct;below_success_p25_support_pair_span_sessions;below_success_p25_visual_pre_signal_return_pct;large_adverse_move_mae_below_minus10pct;near_upper_low_position_band_over_50pct;wide_base_over_20pct,loss_focus_review,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2363,矽統,20260121,20260122,20260127,20260128,mixed,loss,-17.7419,2.4194,-19.3548,selected_rule_loss,-4.7794,44.6254,41.0000,29.0000,1.0000,15.0923,52.7981,above_success_p75_low_position_120_pct;below_success_p25_base_age_sessions;below_success_p25_selected_mae_pct;below_success_p25_selected_mfe_pct;below_success_p25_visual_pre_signal_return_pct;large_adverse_move_mae_below_minus10pct;near_upper_low_position_band_over_50pct;neckline_anchor_very_recent_le1_session;weak_follow_through_mfe_below_5pct;wide_support_pair_span_over_25_sessions,loss_focus_review,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6290,良維,20260224,20260304,20260305,20260306,bullish,loss,-16.9528,5.5794,-18.2403,selected_rule_loss,129.5082,332.7522,61.0000,13.0000,1.0000,20.5970,50.1089,above_success_p75_visual_pre_signal_range_pct;above_success_p75_visual_pre_signal_return_pct;below_success_p25_selected_mae_pct;below_success_p25_selected_mfe_pct;below_success_p25_support_pair_span_sessions;large_adverse_move_mae_below_minus10pct;large_pre_signal_runup_over_50pct;near_upper_low_position_band_over_50pct;neckline_anchor_very_recent_le1_session;older_base_age_over_55_sessions;wide_base_over_20pct;wide_pre_signal_range_over_60pct,loss_focus_review,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,6488,環球晶,20260421,20260423,20260427,20260428,bullish,loss,-7.9602,0.1658,-11.4428,selected_rule_loss,60.1744,66.6667,62.0000,33.0000,1.0000,30.8191,39.9856,above_success_p75_base_age_sessions;above_success_p75_visual_pre_signal_return_pct;below_success_p25_selected_mae_pct;below_success_p25_selected_mfe_pct;large_adverse_move_mae_below_minus10pct;large_pre_signal_runup_over_50pct;neckline_anchor_very_recent_le1_session;older_base_age_over_55_sessions;weak_follow_through_mfe_below_5pct;wide_base_over_20pct;wide_pre_signal_range_over_60pct;wide_support_pair_span_over_25_sessions,loss_focus_review,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3163,波若威,20250106,20250107,20250108,20250109,mixed,neutral,-2.2436,11.5385,-2.2436,selected_rule_neutral,5.5749,50.8403,34.0000,22.0000,1.0000,25.1534,54.9296,above_success_p75_low_position_120_pct;below_success_p25_base_age_sessions;near_upper_low_position_band_over_50pct;neckline_anchor_very_recent_le1_session;wide_base_over_20pct,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3260,威剛,20250217,20250218,20250225,20250226,mixed,neutral,3.3067,9.8062,-5.7013,selected_rule_neutral,-8.1172,33.0532,37.0000,27.0000,1.0000,8.4656,44.4853,below_success_p25_base_age_sessions;below_success_p25_base_width_pct;below_success_p25_selected_mae_pct;below_success_p25_selected_mfe_pct;below_success_p25_visual_pre_signal_range_pct;below_success_p25_visual_pre_signal_return_pct;neckline_anchor_very_recent_le1_session;wide_support_pair_span_over_25_sessions,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2368,金像電,20250630,20250701,20250704,20250707,bullish,neutral,4.8414,8.3472,-1.8364,selected_rule_neutral,26.3158,103.5088,73.0000,46.0000,13.0000,36.6313,33.8513,above_success_p75_base_age_sessions;above_success_p75_base_width_pct;above_success_p75_support_pair_span_sessions;below_success_p25_selected_mfe_pct;older_base_age_over_55_sessions;wide_base_over_20pct;wide_pre_signal_range_over_60pct;wide_support_pair_span_over_25_sessions,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,3037,欣興,20250703,20250704,20250709,20250710,mixed,neutral,3.6290,14.1129,-3.6290,selected_rule_neutral,-10.0402,90.3409,62.0000,44.0000,7.0000,22.5671,32.6788,above_success_p75_base_age_sessions;above_success_p75_selected_mfe_pct;above_success_p75_support_pair_span_sessions;below_success_p25_visual_pre_signal_return_pct;older_base_age_over_55_sessions;wide_base_over_20pct;wide_pre_signal_range_over_60pct;wide_support_pair_span_over_25_sessions,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
structured_neckline_selected_exit_loss_diagnostics,structured_neckline_non_bearish_exit_rule_comparison_audit,structured_neckline_non_bearish_exit_rule_comparison_audit_20260629,structured_neckline_context_filter_entry_exit_audit,structured_neckline_context_filter_entry_exit_audit_20260629,warning_research_variant_only,structured_neckline_selected_exit_loss_diagnostics_20260629,warning_research_variant_only,selected_close_based_exit_loss_to_loss_diagnostics,tp10_close_with_5pct_pullback_neutral,close_based_exit_selected_intraday_price_not_repeatable_rule,structured_neckline_volume_breakout_proxy,low_position_le60_market_bull,2316,楠梓電,20250723,20250724,20250729,20250730,bullish,neutral,2.6247,9.3176,-3.8058,selected_rule_neutral,39.7201,129.3729,44.0000,8.0000,1.0000,65.0831,55.6309,above_success_p75_base_width_pct;above_success_p75_low_position_120_pct;above_success_p75_visual_pre_signal_range_pct;above_success_p75_visual_pre_signal_return_pct;below_success_p25_selected_mfe_pct;below_success_p25_support_pair_span_sessions;near_upper_low_position_band_over_50pct;neckline_anchor_very_recent_le1_session;wide_base_over_20pct;wide_pre_signal_range_over_60pct,comparison_reference_row,false,not_production_ready_research_only,2026-06-29 01:00:59 Asia/Taipei
