model_id,confirmation_model_id,overlay_model_id,research_id,source_research_id,research_variant_id,parameter_set_id,advisory_status,surface_id,event_set_id,comparison_status,entry_rule_id,outcome_rule_id,outcome_rule_description,horizon_trading_days,stock_id,stock_name,source_signal_date,entry_signal_date,left_peak_date,left_low_date,neckline_date,right_low_date,neckline_price,signal_close,left_low_price,right_low_price,second_low_gap_pct,signal_rebound_from_right_low_pct,neckline_distance_pct,second_arc_volume_ratio,first_arc_red_ratio_pct,second_arc_red_ratio_pct,red_ratio_delta_pct,first_arc_red_count,first_arc_bar_count,second_arc_red_count,second_arc_bar_count,price_position_252_pct,price_level_bucket,slope_curvature_category,effective_mainstream_label,has_hot_theme,tdcc_any_age7,tdcc_any_age14,entry_date,entry_open_price,exit_date,exit_close_price,exit_reason,return_pct,mature,success,positive_return,neutral_outcome,outcome_result,approved_for_daily,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_parameter_grid,w_bottom_split_entry_outcome_backtest,warning_research_variant_only,w_bottom_early_entry_parameter_grid_20260626,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,baseline_only,right_low_signal_next_open,fixed_10d_close_positive_return,Buy next open after right-low observation signal; sell close after 10 trading days; success is positive return.,10,1102,亞泥,20260105,20260105,20251001,20251105,20251203,20251230,39.4,37.8000,35.0000,36.3000,3.7143,4.1322,-4.0609,2.5851,36.5854,45.4545,8.8692,15,41,10,22,22.9268,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,false,false,false,20260106,37.5000,20260119,36.8000,fixed_10d_close,-1.8667,true,false,false,false,loss,false,not_production_ready_research_only,2026-06-26 16:05:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_parameter_grid,w_bottom_split_entry_outcome_backtest,warning_research_variant_only,w_bottom_early_entry_parameter_grid_20260626,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,baseline_only,right_low_signal_next_open,take_profit_10pct_close_40d,"Buy next open after right-low observation signal; first close at +10% or better within 40 trading days is a win, otherwise sell day-40 close.",40,1102,亞泥,20260105,20260105,20251001,20251105,20251203,20251230,39.4,37.8000,35.0000,36.3000,3.7143,4.1322,-4.0609,2.5851,36.5854,45.4545,8.8692,15,41,10,22,22.9268,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,false,false,false,20260106,37.5000,20260312,34.7500,fixed_40d_close_no_10pct_target,-7.3333,true,false,false,false,loss,false,not_production_ready_research_only,2026-06-26 16:05:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_parameter_grid,w_bottom_split_entry_outcome_backtest,warning_research_variant_only,w_bottom_early_entry_parameter_grid_20260626,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,baseline_only,right_low_signal_next_open,tp10_or_neutral_after_5pct_close_40d,"Buy next open; first close at +10% or better is a win. If close return first exceeds +5% but returns to +5% before +10%, record a neutral sample excluded from win/loss.",40,1102,亞泥,20260105,20260105,20251001,20251105,20251203,20251230,39.4,37.8000,35.0000,36.3000,3.7143,4.1322,-4.0609,2.5851,36.5854,45.4545,8.8692,15,41,10,22,22.9268,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,false,false,false,20260106,37.5000,20260312,34.7500,fixed_40d_close_no_10pct_target,-7.3333,true,false,false,false,loss,false,not_production_ready_research_only,2026-06-26 16:05:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_parameter_grid,w_bottom_split_entry_outcome_backtest,warning_research_variant_only,w_bottom_early_entry_parameter_grid_20260626,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,baseline_only,right_low_signal_next_open,fixed_20d_close_positive_return,Buy next open after right-low observation signal; sell close after 20 trading days; success is positive return.,20,1102,亞泥,20260105,20260105,20251001,20251105,20251203,20251230,39.4,37.8000,35.0000,36.3000,3.7143,4.1322,-4.0609,2.5851,36.5854,45.4545,8.8692,15,41,10,22,22.9268,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,false,false,false,20260106,37.5000,20260202,34.6000,fixed_20d_close,-7.7333,true,false,false,false,loss,false,not_production_ready_research_only,2026-06-26 16:05:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_parameter_grid,w_bottom_split_entry_outcome_backtest,warning_research_variant_only,w_bottom_early_entry_parameter_grid_20260626,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,baseline_only,right_low_signal_next_open,fixed_30d_close_positive_return,Buy next open after right-low observation signal; sell close after 30 trading days; success is positive return.,30,1102,亞泥,20260105,20260105,20251001,20251105,20251203,20251230,39.4,37.8000,35.0000,36.3000,3.7143,4.1322,-4.0609,2.5851,36.5854,45.4545,8.8692,15,41,10,22,22.9268,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,false,false,false,20260106,37.5000,20260225,35.8000,fixed_30d_close,-4.5333,true,false,false,false,loss,false,not_production_ready_research_only,2026-06-26 16:05:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_parameter_grid,w_bottom_split_entry_outcome_backtest,warning_research_variant_only,w_bottom_early_entry_parameter_grid_20260626,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,baseline_only,right_low_signal_next_open,fixed_40d_close_positive_return,Buy next open after right-low observation signal; sell close after 40 trading days; success is positive return.,40,1102,亞泥,20260105,20260105,20251001,20251105,20251203,20251230,39.4,37.8000,35.0000,36.3000,3.7143,4.1322,-4.0609,2.5851,36.5854,45.4545,8.8692,15,41,10,22,22.9268,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,false,false,false,20260106,37.5000,20260312,34.7500,fixed_40d_close,-7.3333,true,false,false,false,loss,false,not_production_ready_research_only,2026-06-26 16:05:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_parameter_grid,w_bottom_split_entry_outcome_backtest,warning_research_variant_only,w_bottom_early_entry_parameter_grid_20260626,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,baseline_only,right_low_signal_next_open,reach_neckline_close_before_right_low_stop_40d,"Buy next open after right-low observation signal; sell close when close reaches neckline, when close breaks right-low stop, or at 40 trading days. Success is reaching neckline first.",40,1102,亞泥,20260105,20260105,20251001,20251105,20251203,20251230,39.4,37.8000,35.0000,36.3000,3.7143,4.1322,-4.0609,2.5851,36.5854,45.4545,8.8692,15,41,10,22,22.9268,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,false,false,false,20260106,37.5000,20260106,37.0500,right_low_close_stop,-1.2000,true,false,false,false,loss,false,not_production_ready_research_only,2026-06-26 16:05:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_parameter_grid,w_bottom_split_entry_outcome_backtest,warning_research_variant_only,w_bottom_early_entry_parameter_grid_20260626,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,baseline_only,right_low_signal_next_open,volume_breakout_close_before_right_low_stop_40d,"Buy next open after right-low observation signal; sell close on volume breakout date, when close breaks right-low stop, or at 40 trading days. Success is volume breakout first.",40,1102,亞泥,20260105,20260105,20251001,20251105,20251203,20251230,39.4,37.8000,35.0000,36.3000,3.7143,4.1322,-4.0609,2.5851,36.5854,45.4545,8.8692,15,41,10,22,22.9268,bottom_quartile_level,smooth_rounded_w_like,non_mainstream,false,false,false,20260106,37.5000,20260106,37.0500,right_low_close_stop,-1.2000,true,false,false,false,loss,false,not_production_ready_research_only,2026-06-26 16:05:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_parameter_grid,w_bottom_split_entry_outcome_backtest,warning_research_variant_only,w_bottom_early_entry_parameter_grid_20260626,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,baseline_only,right_low_signal_next_open,fixed_10d_close_positive_return,Buy next open after right-low observation signal; sell close after 10 trading days; success is positive return.,10,1102,亞泥,20260602,20260602,20260105,20260309,20260424,20260528,36.15,33.8000,33.3000,32.4000,-2.7027,4.3210,-6.5007,1.9684,41.4286,37.0370,-4.3915,29,70,10,27,10.8949,bottom_quartile_level,wv_multiple_turn_risk,non_mainstream,false,false,false,20260603,33.8500,20260616,35.6000,fixed_10d_close,5.1699,true,true,true,false,win,false,not_production_ready_research_only,2026-06-26 16:05:03 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,tdcc_weekly_ranking_formula,w_bottom_early_entry_parameter_grid,w_bottom_split_entry_outcome_backtest,warning_research_variant_only,w_bottom_early_entry_parameter_grid_20260626,warning_research_variant_only,w_bottom_right_low_early_entry,baseline_current_detector,baseline_only,right_low_signal_next_open,take_profit_10pct_close_40d,"Buy next open after right-low observation signal; first close at +10% or better within 40 trading days is a win, otherwise sell day-40 close.",40,1102,亞泥,20260602,20260602,20260105,20260309,20260424,20260528,36.15,33.8000,33.3000,32.4000,-2.7027,4.3210,-6.5007,1.9684,41.4286,37.0370,-4.3915,29,70,10,27,10.8949,bottom_quartile_level,wv_multiple_turn_risk,non_mainstream,false,false,false,,,,,insufficient_future_price,,false,false,false,false,incomplete,false,not_production_ready_research_only,2026-06-26 16:05:03 Asia/Taipei
