model_id,event_date,stock_id,stock_name,market,market_regime,classification_id,classification_name_zh,pattern_tags,consolidation_type,consolidation_name_zh,price_position_type,price_position_name_zh,attack_method,attack_method_name_zh,candle_quality,candle_quality_name_zh,follow_through_type,follow_through_name_zh,follow_through_tags,risk_type,risk_name_zh,risk_tags,volume_ratio,signal_return_1d_pct,signal_open,signal_high,signal_low,signal_close,next_open,next_high,next_low,next_close,touch_5ma_10d,touch_10ma_10d,break_signal_low_5d,range_width_20_pct,range_width_40_pct,range_width_60_pct,low_position_60_pct,limit_up_like,out_of_sample
volume_range_breakout,20250509,3605,宏致,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_2_3|non_consolidation|unknown_position|general_breakout|standard_candle|break_signal_low|breakout_failure,non_consolidation,非盤整,unknown_position,位階資料不足,general_breakout,一般突破,standard_candle,一般K棒,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,breakout_failure|stop_loss_easy_trigger,2.1543,5.3374,50.8,53.2,49.75,52.3,51.1,53.5,49.35,52.3,True,True,True,28.3163,,,,False,False
volume_range_breakout,20250509,6165,浪凡,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_2_3|non_consolidation|unknown_position|general_breakout|standard_candle|pullback_10ma|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,general_breakout,一般突破,standard_candle,一般K棒,pullback_10ma,回測10MA,pullback_5ma|pullback_10ma,normal_risk,一般風險,,2.0428,7.2056,56.8,62.0,56.8,61.0,61.0,62.4,59.6,61.3,True,True,False,55.0649,,,,False,False
volume_range_breakout,20250509,6442,光聖,listed,range_or_mixed,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_2_3|non_consolidation|unknown_position|locked_limit_up|close_at_high|next_day_continuation|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma,normal_risk,一般風險,,2.9505,9.9227,390.0,426.5,384.5,426.5,435.5,448.0,423.5,435.5,True,False,False,31.0811,,,,True,False
volume_range_breakout,20250509,8210,勤誠,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_ge_3|non_consolidation|unknown_position|volume_attack|explosive_long_red|next_day_continuation|stop_loss_easy_trigger,non_consolidation,非盤整,unknown_position,位階資料不足,volume_attack,放量攻擊,explosive_long_red,爆量長紅,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma,stop_loss_easy_trigger,停損容易被打到,tight_signal_low_stop,3.2206,5.5147,286.0,295.0,281.0,287.0,295.0,297.0,290.5,295.0,True,False,False,45.9893,,,,False,False
volume_range_breakout,20250509,9907,統一實,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_ge_3|non_consolidation|unknown_position|volume_attack|standard_candle|next_day_gap_fade|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,volume_attack,放量攻擊,standard_candle,一般K棒,next_day_gap_fade,隔日開高走低,next_day_gap_fade|pullback_5ma|pullback_10ma,normal_risk,一般風險,,3.4839,3.7037,20.3,21.15,20.15,21.0,21.2,21.45,20.6,20.8,True,True,False,35.1974,,,,False,False
volume_range_breakout,20250512,2034,允強,listed,range_or_mixed,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|non_consolidation|unknown_position|locked_limit_up|close_at_high|next_day_gap_fade|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_gap_fade,隔日開高走低,next_day_continuation|next_day_gap_fade|pullback_5ma|pullback_10ma,normal_risk,一般風險,,3.7604,9.9307,22.85,23.8,22.85,23.8,24.5,24.65,23.6,24.0,True,True,False,19.5876,,,,True,False
volume_range_breakout,20250512,2374,佳能,listed,range_or_mixed,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|non_consolidation|unknown_position|locked_limit_up|close_at_high|next_day_gap_fade|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_gap_fade,隔日開高走低,next_day_continuation|next_day_gap_fade|pullback_5ma|pullback_10ma,normal_risk,一般風險,,4.6895,9.4693,48.35,52.6,48.35,52.6,53.6,55.0,51.6,53.3,True,True,False,22.1809,,,,True,False
volume_range_breakout,20250512,2449,京元電子,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_2_3|short_consolidation|unknown_position|general_breakout|upper_shadow|next_day_gap_fade|stop_loss_easy_trigger,short_consolidation,短盤整,unknown_position,位階資料不足,general_breakout,一般突破,upper_shadow,留上影,next_day_gap_fade,隔日開高走低,next_day_gap_fade|pullback_5ma|pullback_10ma,stop_loss_easy_trigger,停損容易被打到,tight_signal_low_stop,2.5489,4.4543,91.3,96.8,91.1,93.8,95.1,95.2,91.5,91.6,True,True,False,14.7022,,,,False,False
volume_range_breakout,20250512,2939,永邑-KY,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_2_3|non_consolidation|unknown_position|general_breakout|false_breakout|next_day_gap_fade|breakout_failure,non_consolidation,非盤整,unknown_position,位階資料不足,general_breakout,一般突破,false_breakout,假突破,next_day_gap_fade,隔日開高走低,next_day_gap_fade|pullback_5ma|pullback_10ma,breakout_failure,突破失敗,breakout_failure,2.2194,2.8125,32.0,33.0,31.5,32.9,33.05,33.05,31.85,31.85,True,True,False,28.6,,,,False,False
volume_range_breakout,20250512,3027,盛達,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_ge_3|non_consolidation|unknown_position|volume_attack|explosive_long_red|next_day_gap_fade|volume_overheat,non_consolidation,非盤整,unknown_position,位階資料不足,volume_attack,放量攻擊,explosive_long_red,爆量長紅,next_day_gap_fade,隔日開高走低,next_day_gap_fade|pullback_5ma|pullback_10ma,volume_overheat,量能過熱,volume_overheat,9.749,6.7215,37.8,40.0,36.0,38.9,40.3,40.3,37.8,38.8,True,True,False,50.9317,,,,False,False
volume_range_breakout,20250512,3149,正達,listed,range_or_mixed,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|non_consolidation|unknown_position|locked_limit_up|close_at_high|next_day_continuation|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma|pullback_10ma,normal_risk,一般風險,,3.4867,9.8569,31.75,34.55,31.15,34.55,35.55,37.8,35.05,36.7,True,True,False,26.9962,,,,True,False
volume_range_breakout,20250512,3515,華擎,listed,range_or_mixed,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_lt_2|non_consolidation|unknown_position|locked_limit_up|close_at_high|next_day_gap_fade|stop_loss_easy_trigger,non_consolidation,非盤整,unknown_position,位階資料不足,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_gap_fade,隔日開高走低,next_day_continuation|next_day_gap_fade|pullback_5ma|pullback_10ma,stop_loss_easy_trigger,停損容易被打到,tight_signal_low_stop,0.8879,9.8901,200.0,200.0,200.0,200.0,220.0,220.0,207.5,209.5,True,True,False,23.4114,,,,True,False
volume_range_breakout,20250512,3653,健策,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_2_3|non_consolidation|unknown_position|general_breakout|standard_candle|next_day_gap_fade|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,general_breakout,一般突破,standard_candle,一般K棒,next_day_gap_fade,隔日開高走低,next_day_gap_fade|pullback_5ma|pullback_10ma,normal_risk,一般風險,,2.0079,5.8296,1135.0,1200.0,1130.0,1180.0,1215.0,1235.0,1160.0,1180.0,True,True,False,39.0606,,,,False,False
volume_range_breakout,20250512,4562,穎漢,listed,range_or_mixed,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|non_consolidation|unknown_position|locked_limit_up|close_at_high|next_day_gap_fade|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_gap_fade,隔日開高走低,next_day_continuation|next_day_gap_fade|pullback_5ma|pullback_10ma,normal_risk,一般風險,,3.8462,9.8266,55.1,57.0,54.5,57.0,60.7,60.9,55.5,58.4,True,True,False,46.2567,,,,True,False
volume_range_breakout,20250512,4737,華廣,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_2_3|non_consolidation|unknown_position|general_breakout|standard_candle|next_day_continuation|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,general_breakout,一般突破,standard_candle,一般K棒,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma,normal_risk,一般風險,,2.7266,8.1301,62.7,67.5,62.0,66.5,66.7,68.5,66.5,67.5,True,False,False,25.5102,,,,False,False
volume_range_breakout,20250512,4956,光鋐,listed,range_or_mixed,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_2_3|non_consolidation|unknown_position|locked_limit_up|close_at_high|next_day_gap_fade|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_gap_fade,隔日開高走低,next_day_gap_fade|pullback_5ma|pullback_10ma,normal_risk,一般風險,,2.0843,9.9415,25.8,28.2,25.7,28.2,29.0,29.8,27.0,27.45,True,True,False,43.832,,,,True,False
volume_range_breakout,20250512,6191,精成科,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_ge_3|non_consolidation|unknown_position|volume_attack|explosive_long_red|next_day_continuation|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,volume_attack,放量攻擊,explosive_long_red,爆量長紅,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma|pullback_10ma,normal_risk,一般風險,,3.1539,5.7864,70.0,72.2,68.2,71.3,72.5,74.7,71.8,73.2,True,True,False,28.327,,,,False,False
volume_range_breakout,20250512,6442,光聖,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_2_3|non_consolidation|unknown_position|general_breakout|upper_shadow|next_day_gap_fade|stop_loss_easy_trigger,non_consolidation,非盤整,unknown_position,位階資料不足,general_breakout,一般突破,upper_shadow,留上影,next_day_gap_fade,隔日開高走低,next_day_gap_fade|pullback_5ma,stop_loss_easy_trigger,停損容易被打到,tight_signal_low_stop,2.3795,2.1102,435.5,448.0,423.5,435.5,444.0,452.0,430.5,433.0,True,False,False,34.5426,,,,False,False
volume_range_breakout,20250512,6591,動力-KY,listed,range_or_mixed,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|non_consolidation|unknown_position|locked_limit_up|close_at_high|next_day_continuation|stop_loss_easy_trigger,non_consolidation,非盤整,unknown_position,位階資料不足,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma,stop_loss_easy_trigger,停損容易被打到,tight_signal_low_stop,3.2095,9.8394,54.7,54.7,54.7,54.7,60.1,60.1,58.3,60.1,True,False,False,19.0024,,,,True,False
volume_range_breakout,20250512,6771,平和環保-創,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_ge_3|short_consolidation|unknown_position|volume_attack|explosive_long_red|pullback_10ma|volume_overheat,short_consolidation,短盤整,unknown_position,位階資料不足,volume_attack,放量攻擊,explosive_long_red,爆量長紅,pullback_10ma,回測10MA,pullback_5ma|pullback_10ma,volume_overheat,量能過熱,volume_overheat,6.7107,6.6087,57.0,63.2,57.0,61.3,61.1,62.1,59.6,59.7,True,True,False,10.9827,,,,False,False
volume_range_breakout,20250512,6792,詠業,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_2_3|short_consolidation|unknown_position|general_breakout|standard_candle|next_day_gap_fade|normal_risk,short_consolidation,短盤整,unknown_position,位階資料不足,general_breakout,一般突破,standard_candle,一般K棒,next_day_gap_fade,隔日開高走低,next_day_gap_fade|pullback_5ma|pullback_10ma,normal_risk,一般風險,,2.5012,8.1784,55.2,59.0,55.2,58.2,58.8,59.6,56.5,57.9,True,True,False,15.2263,,,,False,False
volume_range_breakout,20250513,2344,華邦電,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_ge_3|short_consolidation|unknown_position|volume_attack|explosive_long_red|pullback_10ma|normal_risk,short_consolidation,短盤整,unknown_position,位階資料不足,volume_attack,放量攻擊,explosive_long_red,爆量長紅,pullback_10ma,回測10MA,pullback_5ma|pullback_10ma,normal_risk,一般風險,,3.3308,8.1571,17.1,18.2,16.8,17.9,17.85,18.35,17.7,18.15,True,True,False,9.5395,,,,False,False
volume_range_breakout,20250513,3057,喬鼎,listed,range_or_mixed,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_2_3|short_consolidation|unknown_position|locked_limit_up|close_at_high|next_day_continuation|stop_loss_easy_trigger,short_consolidation,短盤整,unknown_position,位階資料不足,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma|pullback_10ma,stop_loss_easy_trigger,停損容易被打到,tight_signal_low_stop,2.3776,9.9174,9.31,9.31,9.31,9.31,10.2,10.2,10.2,10.2,True,True,False,12.7273,,,,True,False
volume_range_breakout,20250513,3149,正達,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_ge_3|non_consolidation|unknown_position|volume_attack|explosive_long_red|next_day_continuation|volume_overheat,non_consolidation,非盤整,unknown_position,位階資料不足,volume_attack,放量攻擊,explosive_long_red,爆量長紅,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma|pullback_10ma,volume_overheat,量能過熱,volume_overheat,6.6612,6.2229,35.55,37.8,35.05,36.7,36.8,40.0,36.65,39.5,True,True,False,19.5502,,,,False,False
volume_range_breakout,20250513,3167,大量,listed,range_or_mixed,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_2_3|non_consolidation|unknown_position|locked_limit_up|close_at_high|next_day_gap_fade|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_gap_fade,隔日開高走低,next_day_continuation|next_day_gap_fade|pullback_5ma,normal_risk,一般風險,,2.1328,9.987,81.9,84.8,81.2,84.8,86.3,88.0,83.3,85.4,True,False,False,34.0034,,,,True,False
volume_range_breakout,20250513,4576,大銀微系統,listed,range_or_mixed,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_2_3|non_consolidation|unknown_position|locked_limit_up|close_at_high|next_day_continuation|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma|pullback_10ma,normal_risk,一般風險,,2.4622,9.7561,129.0,135.0,123.0,135.0,136.5,142.0,132.5,141.0,True,True,False,36.1725,,,,True,False
volume_range_breakout,20250513,6770,力積電,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_2_3|short_consolidation|unknown_position|general_breakout|upper_shadow|break_signal_low|breakout_failure,short_consolidation,短盤整,unknown_position,位階資料不足,general_breakout,一般突破,upper_shadow,留上影,break_signal_low,跌破訊號低點,next_day_gap_fade|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,breakout_failure|tight_signal_low_stop|stop_loss_easy_trigger,2.7947,4.918,15.95,16.3,15.75,16.0,16.05,16.2,15.7,16.0,True,True,True,14.6067,,,,False,False
volume_range_breakout,20250513,6955,邦睿生技-創,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_ge_3|short_consolidation|unknown_position|volume_attack|close_at_high|next_day_continuation|normal_risk,short_consolidation,短盤整,unknown_position,位階資料不足,volume_attack,放量攻擊,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma,normal_risk,一般風險,,3.6708,4.9834,150.5,158.0,150.5,158.0,160.0,162.5,159.0,160.0,True,False,False,14.8855,,,,False,False
volume_range_breakout,20250513,6962,奕力-KY,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_2_3|non_consolidation|unknown_position|general_breakout|upper_shadow|break_signal_low|breakout_failure,non_consolidation,非盤整,unknown_position,位階資料不足,general_breakout,一般突破,upper_shadow,留上影,break_signal_low,跌破訊號低點,next_day_continuation|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,breakout_failure|tight_signal_low_stop|stop_loss_easy_trigger,2.6136,4.9149,55.2,57.6,54.9,55.5,56.8,60.4,56.3,59.5,True,True,True,23.6239,,,,False,False
volume_range_breakout,20250513,8110,華東,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_ge_3|short_consolidation|unknown_position|volume_attack|upper_shadow|pullback_10ma|normal_risk,short_consolidation,短盤整,unknown_position,位階資料不足,volume_attack,放量攻擊,upper_shadow,留上影,pullback_10ma,回測10MA,pullback_5ma|pullback_10ma,normal_risk,一般風險,,3.3548,3.9526,12.85,13.45,12.75,13.15,13.2,13.65,13.1,13.35,True,True,False,9.9567,,,,False,False
volume_range_breakout,20250513,8249,菱光,listed,range_or_mixed,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_2_3|non_consolidation|unknown_position|locked_limit_up|close_at_high|next_day_gap_fade|normal_risk,non_consolidation,非盤整,unknown_position,位階資料不足,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_gap_fade,隔日開高走低,next_day_gap_fade|pullback_5ma|pullback_10ma,normal_risk,一般風險,,2.8474,9.9237,46.9,50.4,45.5,50.4,51.9,52.4,49.5,50.1,True,True,False,25.1282,,,,True,False
volume_range_breakout,20250513,8404,百和興業-KY,listed,range_or_mixed,standard_breakout,一般突破,volume_ratio_ge_3|non_consolidation|unknown_position|volume_attack|explosive_long_red|break_signal_low|breakout_failure,non_consolidation,非盤整,unknown_position,位階資料不足,volume_attack,放量攻擊,explosive_long_red,爆量長紅,break_signal_low,跌破訊號低點,next_day_gap_fade|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,breakout_failure|stop_loss_easy_trigger,3.5938,6.7916,22.1,23.45,21.95,22.8,22.9,23.25,22.65,22.8,True,True,True,18.6992,,,,False,False
