model_id,event_date,stock_id,stock_name,market,market_regime,classification_id,classification_name_zh,pattern_tags,consolidation_type,consolidation_name_zh,price_position_type,price_position_name_zh,attack_method,attack_method_name_zh,candle_quality,candle_quality_name_zh,follow_through_type,follow_through_name_zh,follow_through_tags,risk_type,risk_name_zh,risk_tags,volume_ratio,signal_return_1d_pct,signal_open,signal_high,signal_low,signal_close,next_open,next_high,next_low,next_close,touch_5ma_10d,touch_10ma_10d,break_signal_low_5d,range_width_20_pct,range_width_40_pct,range_width_60_pct,low_position_60_pct,limit_up_like,out_of_sample
volume_range_breakout,20250918,8112,至上,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|long_base|middle_position_60|long_consolidation|middle_position|locked_limit_up|close_at_high|break_signal_low|breakout_failure,long_consolidation,長盤整,middle_position,中位階,locked_limit_up,鎖量漲停,close_at_high,收最高,break_signal_low,跌破訊號低點,next_day_gap_fade|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,volume_overheat|breakout_failure|stop_loss_easy_trigger,7.559,9.9435,45.0,48.65,44.3,48.65,49.0,50.2,46.5,47.4,True,True,True,11.165,11.7073,24.878,75.0,True,False
volume_range_breakout,20250919,2356,英業達,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|volume_attack|upper_shadow|next_day_gap_fade|stop_loss_easy_trigger,long_consolidation,長盤整,high_position,高位階,volume_attack,放量攻擊,upper_shadow,留上影,next_day_gap_fade,隔日開高走低,next_day_gap_fade|pullback_5ma|pullback_10ma,stop_loss_easy_trigger,停損容易被打到,tight_signal_low_stop,3.0076,2.8868,43.6,45.45,43.55,44.55,45.1,45.35,44.35,44.65,True,True,False,7.9404,10.67,14.1414,88.3929,False,False
volume_range_breakout,20250919,2375,凱美,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|volume_attack|explosive_long_red|next_day_gap_fade|high_position_chase,long_consolidation,長盤整,high_position,高位階,volume_attack,放量攻擊,explosive_long_red,爆量長紅,next_day_gap_fade,隔日開高走低,next_day_gap_fade|pullback_5ma,high_position_chase,高位階追價,high_position_chase|volume_overheat,10.3362,7.0278,67.8,75.1,66.7,73.1,74.8,79.8,72.3,72.4,True,False,False,24.8201,24.8201,29.7196,123.2704,False,False
volume_range_breakout,20250919,2472,立隆電,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|volume_attack|explosive_long_red|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,volume_attack,放量攻擊,explosive_long_red,爆量長紅,break_signal_low,跌破訊號低點,next_day_gap_fade|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|stop_loss_easy_trigger,3.8334,5.0517,89.0,93.5,88.3,91.5,92.5,95.5,90.8,91.8,True,True,True,13.198,19.7315,25.2809,112.7778,False,False
volume_range_breakout,20250919,2492,華新科,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|locked_limit_up|close_at_high|next_day_continuation|high_position_chase,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma|pullback_10ma,high_position_chase,高位階追價,high_position_chase|volume_overheat,5.9433,10.0,87.8,95.7,86.6,95.7,100.0,105.0,99.6,105.0,True,True,False,10.1266,12.9114,16.9069,150.3876,True,False
volume_range_breakout,20250919,3035,智原,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|long_base|low_position_60|long_consolidation|low_position|locked_limit_up|close_at_high|break_signal_low|breakout_failure,long_consolidation,長盤整,low_position,低位階,locked_limit_up,鎖量漲停,close_at_high,收最高,break_signal_low,跌破訊號低點,next_day_gap_fade|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,breakout_failure|tight_signal_low_stop|stop_loss_easy_trigger,3.578,9.772,168.5,168.5,168.5,168.5,170.0,173.0,165.5,168.5,True,True,True,10.0671,23.8255,31.5436,41.4894,True,False
volume_range_breakout,20250919,3036,文曄,listed,strong_bull,long_base_low_position,長盤整低位階突破,volume_ratio_ge_3|long_base|low_position_60|long_consolidation|low_position|volume_attack|false_breakout|pullback_10ma|breakout_failure,long_consolidation,長盤整,low_position,低位階,volume_attack,放量攻擊,false_breakout,假突破,pullback_10ma,回測10MA,pullback_5ma|pullback_10ma,breakout_failure,突破失敗,breakout_failure,3.8735,4.1199,133.5,139.0,131.0,139.0,137.5,138.5,134.0,134.0,True,True,False,11.6183,16.1826,27.8008,55.2239,False,False
volume_range_breakout,20250919,3037,欣興,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_2_3|long_base|high_position_60|long_consolidation|high_position|general_breakout|upper_shadow|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,general_breakout,一般突破,upper_shadow,留上影,break_signal_low,跌破訊號低點,next_day_gap_fade|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|tight_signal_low_stop|stop_loss_easy_trigger,2.2353,6.0606,155.0,161.5,154.5,157.5,159.0,159.5,156.5,158.5,True,True,True,18.5328,20.3922,56.1546,107.2464,False,False
volume_range_breakout,20250919,3041,揚智,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|volume_attack|standard_candle|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,volume_attack,放量攻擊,standard_candle,一般K棒,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,volume_overheat|breakout_failure|stop_loss_easy_trigger,6.3054,4.9423,31.5,32.65,30.2,31.85,31.65,32.15,30.55,30.85,True,True,True,13.8837,23.8776,29.7009,121.5827,False,False
volume_range_breakout,20250919,3090,日電貿,listed,strong_bull,standard_breakout,一般突破,volume_ratio_ge_3|long_base|middle_position_60|long_consolidation|middle_position|volume_attack|upper_shadow|break_signal_low|breakout_failure,long_consolidation,長盤整,middle_position,中位階,volume_attack,放量攻擊,upper_shadow,留上影,break_signal_low,跌破訊號低點,next_day_gap_fade|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,volume_overheat|breakout_failure|stop_loss_easy_trigger,6.846,3.1208,74.1,77.5,73.4,76.0,76.1,77.9,75.3,75.8,True,True,True,9.1445,15.3392,20.178,63.2353,False,False
volume_range_breakout,20250919,3450,聯鈞,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_2_3|long_base|high_position_60|long_consolidation|high_position|locked_limit_up|close_at_high|next_day_continuation|high_position_chase,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma,high_position_chase,高位階追價,high_position_chase,2.2907,9.9558,238.0,248.5,232.0,248.5,252.5,265.0,243.5,258.5,True,False,False,20.2128,22.4932,22.4932,154.2169,True,False
volume_range_breakout,20250919,3532,台勝科,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|wide_base|high_position_60|non_consolidation|high_position|locked_limit_up|close_at_high|break_signal_low|breakout_failure,non_consolidation,非盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,break_signal_low,跌破訊號低點,next_day_continuation|next_day_gap_fade|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|stop_loss_easy_trigger,4.4787,9.8592,111.0,117.0,110.5,117.0,124.0,125.5,117.5,122.5,True,True,True,36.8895,36.8895,48.3287,130.2594,True,False
volume_range_breakout,20250919,4934,太極,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|wide_base|high_position_60|non_consolidation|high_position|locked_limit_up|false_breakout|break_signal_low|breakout_failure,non_consolidation,非盤整,high_position,高位階,locked_limit_up,鎖量漲停,false_breakout,假突破,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|volume_overheat|breakout_failure|stop_loss_easy_trigger,7.3773,9.9656,15.5,16.0,14.55,16.0,15.85,15.85,14.4,14.45,True,True,True,59.3647,59.3647,59.3647,126.7528,True,False
volume_range_breakout,20250919,6794,向榮生技,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|wide_base|high_position_60|short_consolidation|high_position|locked_limit_up|close_at_high|next_day_continuation|high_position_chase,short_consolidation,短盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma|pullback_10ma,high_position_chase,高位階追價,high_position_chase|volume_overheat,5.4066,9.9256,79.9,88.6,79.5,88.6,92.8,96.0,92.5,95.0,True,True,False,9.3458,34.0426,34.7039,131.7536,True,False
volume_range_breakout,20250922,1101,台泥,listed,strong_bull,long_base_low_position,長盤整低位階突破,volume_ratio_ge_3|long_base|low_position_60|long_consolidation|low_position|volume_attack|false_breakout|pullback_10ma|breakout_failure,long_consolidation,長盤整,low_position,低位階,volume_attack,放量攻擊,false_breakout,假突破,pullback_10ma,回測10MA,pullback_5ma|pullback_10ma,breakout_failure,突破失敗,breakout_failure,3.4542,5.3533,23.45,24.7,23.1,24.6,24.05,24.05,23.5,23.75,True,True,False,8.6168,14.059,20.6349,56.044,False,False
volume_range_breakout,20250922,2301,光寶科,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_2_3|wide_base|high_position_60|non_consolidation|high_position|locked_limit_up|close_at_high|break_signal_low|breakout_failure,non_consolidation,非盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|stop_loss_easy_trigger,2.1097,9.7633,168.5,185.5,167.0,185.5,185.0,189.5,179.0,183.0,True,True,True,39.7541,48.9083,58.6047,123.8095,True,False
volume_range_breakout,20250922,2492,華新科,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|locked_limit_up|close_at_high|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|volume_overheat|breakout_failure|stop_loss_easy_trigger,8.1412,9.7179,100.0,105.0,99.6,105.0,105.0,105.0,98.8,99.9,True,True,True,21.1392,21.1392,22.8498,152.2472,True,False
volume_range_breakout,20250922,3026,禾伸堂,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|volume_attack|upper_shadow|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,volume_attack,放量攻擊,upper_shadow,留上影,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,volume_overheat|breakout_failure|tight_signal_low_stop|stop_loss_easy_trigger,10.4589,4.3933,98.8,103.0,98.5,99.8,98.6,98.6,95.2,97.0,True,True,True,21.3033,23.6271,29.0667,113.7615,False,False
volume_range_breakout,20250922,3042,晶技,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|volume_attack|false_breakout|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,volume_attack,放量攻擊,false_breakout,假突破,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|volume_overheat|breakout_failure|stop_loss_easy_trigger,6.7692,7.5245,95.5,100.5,94.2,98.6,97.1,97.6,93.0,93.0,True,True,True,11.2941,14.6667,16.6461,129.6296,False,False
volume_range_breakout,20250922,3149,正達,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_2_3|wide_base|high_position_60|non_consolidation|high_position|general_breakout|standard_candle|break_signal_low|breakout_failure,non_consolidation,非盤整,high_position,高位階,general_breakout,一般突破,standard_candle,一般K棒,break_signal_low,跌破訊號低點,next_day_gap_fade|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|stop_loss_easy_trigger,2.0188,6.2053,43.05,45.0,43.0,44.5,46.0,46.8,43.0,44.3,True,True,True,29.2354,45.8545,47.6027,110.0719,False,False
volume_range_breakout,20250922,3450,聯鈞,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|wide_base|high_position_60|non_consolidation|high_position|volume_attack|standard_candle|next_day_continuation|normal_risk,non_consolidation,非盤整,high_position,高位階,volume_attack,放量攻擊,standard_candle,一般K棒,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma|pullback_10ma,normal_risk,一般風險,,4.8068,4.0241,252.5,265.0,243.5,258.5,263.5,280.0,261.0,278.0,True,True,False,32.1809,34.6883,34.6883,115.625,False,False
volume_range_breakout,20250922,6794,向榮生技,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|wide_base|high_position_60|non_consolidation|high_position|volume_attack|explosive_long_red|break_signal_low|breakout_failure,non_consolidation,非盤整,high_position,高位階,volume_attack,放量攻擊,explosive_long_red,爆量長紅,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|tight_signal_low_stop|stop_loss_easy_trigger,4.4198,7.2235,92.8,96.0,92.5,95.0,94.3,94.5,89.1,93.0,True,True,True,18.2911,44.7712,45.7237,123.0216,False,False
volume_range_breakout,20250923,2344,華邦電,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_2_3|wide_base|high_position_60|non_consolidation|high_position|general_breakout|false_breakout|break_signal_low|breakout_failure,non_consolidation,非盤整,high_position,高位階,general_breakout,一般突破,false_breakout,假突破,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|stop_loss_easy_trigger,2.6035,6.4234,35.0,36.85,34.9,36.45,36.0,36.05,34.3,35.2,True,True,True,96.6574,113.9394,113.9394,106.117,False,False
volume_range_breakout,20250923,3380,明泰,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_lt_2|long_base|high_position_60|long_consolidation|high_position|locked_limit_up|close_at_high|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,break_signal_low,跌破訊號低點,next_day_continuation|next_day_gap_fade|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|tight_signal_low_stop|stop_loss_easy_trigger,1.8886,9.8976,32.2,32.2,32.2,32.2,34.4,34.6,32.5,33.3,True,True,True,11.4447,15.5642,16.537,152.9412,True,False
volume_range_breakout,20250923,3450,聯鈞,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|wide_base|high_position_60|non_consolidation|high_position|volume_attack|explosive_long_red|break_signal_low|breakout_failure,non_consolidation,非盤整,high_position,高位階,volume_attack,放量攻擊,explosive_long_red,爆量長紅,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|stop_loss_easy_trigger,3.2402,7.5435,263.5,280.0,261.0,278.0,278.5,281.5,264.0,278.5,True,True,True,40.9574,43.6314,43.6314,116.1491,False,False
volume_range_breakout,20250924,1504,東元,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|wide_base|high_position_60|non_consolidation|high_position|volume_attack|explosive_long_red|break_signal_low|breakout_failure,non_consolidation,非盤整,high_position,高位階,volume_attack,放量攻擊,explosive_long_red,爆量長紅,break_signal_low,跌破訊號低點,next_day_gap_fade|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|stop_loss_easy_trigger,3.7335,7.9787,95.6,103.0,94.2,101.5,102.5,108.0,97.3,98.9,True,True,True,63.9794,107.3753,107.3753,111.9192,False,False
volume_range_breakout,20250924,1795,美時,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_lt_2|long_base|low_position_60|long_consolidation|low_position|locked_limit_up|close_at_high|next_day_continuation|stop_loss_easy_trigger,long_consolidation,長盤整,low_position,低位階,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma,stop_loss_easy_trigger,停損容易被打到,tight_signal_low_stop,1.4292,9.8958,211.0,211.0,211.0,211.0,232.0,232.0,232.0,232.0,True,False,False,6.469,22.6415,24.2588,56.6667,True,False
volume_range_breakout,20250924,2324,仁寶,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|locked_limit_up|close_at_high|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,break_signal_low,跌破訊號低點,next_day_continuation|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|stop_loss_easy_trigger,4.4753,9.8726,32.1,34.5,31.9,34.5,35.25,37.8,34.5,36.4,True,True,True,22.4719,22.4719,22.4719,130.0,True,False
volume_range_breakout,20250924,2428,興勤,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|locked_limit_up|close_at_high|pullback_10ma|high_position_chase,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,pullback_10ma,回測10MA,pullback_5ma|pullback_10ma,high_position_chase,高位階追價,high_position_chase|volume_overheat,7.117,9.9688,163.5,176.5,162.0,176.5,175.5,175.5,169.5,171.5,True,True,False,14.386,22.5564,25.8687,140.2985,True,False
volume_range_breakout,20250924,2492,華新科,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|wide_base|high_position_60|non_consolidation|high_position|locked_limit_up|false_breakout|pullback_10ma|breakout_failure,non_consolidation,非盤整,high_position,高位階,locked_limit_up,鎖量漲停,false_breakout,假突破,pullback_10ma,回測10MA,pullback_5ma|pullback_10ma,breakout_failure,突破失敗,high_position_chase|volume_overheat|breakout_failure,6.5674,9.6096,99.9,109.5,95.9,109.5,108.0,109.0,98.8,100.5,True,True,False,32.9114,32.9114,34.7882,116.6052,True,False
volume_range_breakout,20250924,3583,辛耘,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|locked_limit_up|close_at_high|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|stop_loss_easy_trigger,4.9652,9.9227,398.0,426.5,395.0,426.5,425.0,427.5,402.0,405.0,True,True,True,13.2394,21.267,21.4502,134.507,True,False
volume_range_breakout,20250924,4994,傳奇,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_2_3|long_base|high_position_60|long_consolidation|high_position|general_breakout|close_at_high|pullback_10ma|high_position_chase,long_consolidation,長盤整,high_position,高位階,general_breakout,一般突破,close_at_high,收最高,pullback_10ma,回測10MA,pullback_5ma|pullback_10ma,high_position_chase,高位階追價,high_position_chase,2.8881,8.351,95.1,102.5,94.2,102.5,101.5,101.5,97.2,97.4,True,True,False,4.6154,4.7253,7.3626,171.6418,False,False
volume_range_breakout,20250925,1608,華榮,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|locked_limit_up|false_breakout|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,false_breakout,假突破,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|stop_loss_easy_trigger,3.0799,9.9327,31.75,32.65,31.2,32.65,32.65,33.15,30.9,31.4,True,True,True,12.0782,23.0019,27.2177,116.2963,True,False
volume_range_breakout,20250925,1795,美時,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_lt_2|long_base|high_position_60|long_consolidation|high_position|locked_limit_up|close_at_high|next_day_continuation|high_position_chase,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma,high_position_chase,高位階追價,high_position_chase|tight_signal_low_stop,1.9772,9.9526,232.0,232.0,232.0,232.0,244.5,255.0,240.0,255.0,True,False,False,13.7466,22.6415,24.2588,103.3333,True,False
volume_range_breakout,20250925,2009,第一銅,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_2_3|long_base|high_position_60|long_consolidation|high_position|locked_limit_up|close_at_high|next_day_continuation|high_position_chase,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma|pullback_10ma,high_position_chase,高位階追價,high_position_chase|tight_signal_low_stop,2.5624,9.9424,38.15,38.15,38.15,38.15,40.3,41.95,39.9,41.95,True,True,False,8.2317,13.3858,13.3858,150.5882,True,False
volume_range_breakout,20250925,2023,燁輝,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|volume_attack|close_at_high|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,volume_attack,放量攻擊,close_at_high,收最高,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,breakout_failure|tight_signal_low_stop|stop_loss_easy_trigger,3.3217,3.5144,15.95,16.2,15.8,16.2,16.2,16.2,15.6,15.9,True,True,True,6.0606,7.5085,8.5324,124.0,False,False
volume_range_breakout,20250925,2324,仁寶,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|wide_base|high_position_60|long_consolidation|high_position|volume_attack|false_breakout|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,volume_attack,放量攻擊,false_breakout,假突破,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|volume_overheat|breakout_failure|stop_loss_easy_trigger,6.5452,5.5072,35.25,37.8,34.5,36.4,36.0,36.25,33.35,33.4,True,True,True,29.2135,29.2135,29.2135,124.359,False,False
volume_range_breakout,20250925,2356,英業達,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|volume_attack|false_breakout|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,volume_attack,放量攻擊,false_breakout,假突破,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|stop_loss_easy_trigger,4.1214,5.4871,45.1,48.5,45.1,47.1,47.1,47.15,44.55,44.9,True,True,True,12.7792,12.7792,12.7792,132.0388,False,False
volume_range_breakout,20250925,3481,群創,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|wide_base|high_position_60|short_consolidation|high_position|volume_attack|upper_shadow|break_signal_low|breakout_failure,short_consolidation,短盤整,high_position,高位階,volume_attack,放量攻擊,upper_shadow,留上影,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,breakout_failure|stop_loss_easy_trigger,4.3451,4.2254,14.25,15.6,14.25,14.8,14.65,14.7,14.1,14.4,True,True,True,9.9237,28.0,30.9091,111.7647,False,False
volume_range_breakout,20250925,6116,彩晶,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|volume_attack|upper_shadow|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,volume_attack,放量攻擊,upper_shadow,留上影,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,volume_overheat|breakout_failure|stop_loss_easy_trigger,5.8654,3.8084,8.15,8.95,8.1,8.45,8.45,8.46,8.02,8.21,True,True,True,14.9296,20.1767,22.5225,119.3333,False,False
volume_range_breakout,20250926,1795,美時,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|wide_base|high_position_60|long_consolidation|high_position|locked_limit_up|close_at_high|next_day_gap_fade|high_position_chase,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_gap_fade,隔日開高走低,next_day_continuation|next_day_gap_fade|pullback_5ma,high_position_chase,高位階追價,high_position_chase|volume_overheat,9.0862,9.9138,244.5,255.0,240.0,255.0,267.0,277.0,255.5,259.5,True,False,False,25.0674,25.0674,25.0674,149.4624,True,False
volume_range_breakout,20250926,2009,第一銅,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_ge_3|long_base|high_position_60|long_consolidation|high_position|locked_limit_up|close_at_high|break_signal_low|breakout_failure,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,break_signal_low,跌破訊號低點,next_day_continuation|next_day_gap_fade|pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|volume_overheat|breakout_failure|stop_loss_easy_trigger,11.7265,9.9607,40.3,41.95,39.9,41.95,44.0,44.25,41.15,42.3,True,True,True,16.311,20.1575,20.1575,159.375,True,False
volume_range_breakout,20250930,3231,緯創,listed,strong_bull,locked_limit_up_breakout,鎖量漲停突破,limit_up_like|volume_ratio_2_3|long_base|high_position_60|long_consolidation|high_position|locked_limit_up|close_at_high|next_day_continuation|high_position_chase,long_consolidation,長盤整,high_position,高位階,locked_limit_up,鎖量漲停,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma|pullback_10ma,high_position_chase,高位階追價,high_position_chase,2.4678,9.7656,135.0,140.5,134.5,140.5,146.0,153.5,144.0,146.0,True,True,False,19.2661,19.2661,19.2661,150.0,True,False
volume_range_breakout,20250930,4934,太極,listed,strong_bull,high_position_breakout,高位階突破,volume_ratio_2_3|wide_base|high_position_60|non_consolidation|high_position|general_breakout|standard_candle|break_signal_low|breakout_failure,non_consolidation,非盤整,high_position,高位階,general_breakout,一般突破,standard_candle,一般K棒,break_signal_low,跌破訊號低點,pullback_5ma|pullback_10ma|break_signal_low,breakout_failure,突破失敗,high_position_chase|breakout_failure|stop_loss_easy_trigger,2.1326,5.8642,16.3,17.5,15.8,17.15,17.15,17.2,16.15,16.25,True,True,True,77.9847,77.9847,77.9847,112.6404,False,False
volume_range_breakout,20250930,6589,台康生技,listed,strong_bull,standard_breakout,一般突破,volume_ratio_ge_3|long_base|long_consolidation|unknown_position|volume_attack|close_at_high|next_day_continuation|normal_risk,long_consolidation,長盤整,unknown_position,位階資料不足,volume_attack,放量攻擊,close_at_high,收最高,next_day_continuation,隔日續強,next_day_continuation|pullback_5ma|pullback_10ma,normal_risk,一般風險,,3.4791,5.3973,67.4,70.5,65.5,70.3,70.6,76.0,69.5,72.8,True,True,False,13.8333,14.7899,,,False,False
