research_id,source_research_id,source_parameter_set_id,research_variant_id,parameter_set_id,advisory_status,confirmation_scope_id,source_follow_through_scope_id,risk_penalty_rule_id,segment_id,confirmation_rule_id,max_window_sessions,min_follow_through_pct,stock_id,stock_name,signal_date,original_retest_entry_date,original_entry_price,original_outcome_result,original_return_pct,confirmation_signal_date,confirmation_signal_session,confirmation_entry_date,confirmation_entry_price,exit_date,exit_price,holding_sessions,return_pct,max_close_return_pct,min_close_return_pct,outcome_result,exit_reason,tradability_status,diagnostic_note,approved_for_daily,production_readiness,generated_at
structured_neckline_strict_45_90_confirmation_entry_audit,structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_entry_audit_20260629,warning_research_variant_only,follow_through_close_confirmation_next_open_grid,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,2324,仁寶,20250917,20250925,35.2500,loss,-3.9716,20250925,1,20250926,36.0000,20251031,33.0500,20,-8.1944,-0.1389,-13.8889,loss,fixed_20d_close_without_tp10_or_neutral,tradable,tradable_confirmation_next_open_research_only,false,not_production_ready_research_only,2026-06-29 03:34:05 Asia/Taipei
structured_neckline_strict_45_90_confirmation_entry_audit,structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_entry_audit_20260629,warning_research_variant_only,follow_through_close_confirmation_next_open_grid,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,6290,良維,20260224,20260306,233.0000,loss,-17.5966,20260306,1,20260309,216.0000,20260319,241.0000,9,11.5741,11.5741,-5.5556,win,close_tp10_hit,tradable,tradable_confirmation_next_open_research_only,false,not_production_ready_research_only,2026-06-29 03:34:05 Asia/Taipei
structured_neckline_strict_45_90_confirmation_entry_audit,structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_entry_audit_20260629,warning_research_variant_only,follow_through_close_confirmation_next_open_grid,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,3017,奇鋐,20250604,20250611,704.0000,neutral,3.6932,20250611,1,20250612,723.0000,20250616,750.0000,3,3.7344,5.5325,3.7344,neutral,pulled_back_to_5pct_after_plus5_without_tp10,tradable,tradable_confirmation_next_open_research_only,false,not_production_ready_research_only,2026-06-29 03:34:05 Asia/Taipei
structured_neckline_strict_45_90_confirmation_entry_audit,structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_entry_audit_20260629,warning_research_variant_only,follow_through_close_confirmation_next_open_grid,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,2301,光寶科,20250703,20250710,116.0000,neutral,2.5862,20250710,1,20250711,117.5000,20250731,119.0000,15,1.2766,7.2340,-2.1277,neutral,pulled_back_to_5pct_after_plus5_without_tp10,tradable,tradable_confirmation_next_open_research_only,false,not_production_ready_research_only,2026-06-29 03:34:05 Asia/Taipei
structured_neckline_strict_45_90_confirmation_entry_audit,structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_entry_audit_20260629,warning_research_variant_only,follow_through_close_confirmation_next_open_grid,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,1727,中華化,20250723,20250728,31.0000,neutral,3.2258,20250728,1,20250729,33.4000,20250819,39.9000,16,19.4611,19.4611,-4.6407,win,close_tp10_hit,tradable,tradable_confirmation_next_open_research_only,false,not_production_ready_research_only,2026-06-29 03:34:05 Asia/Taipei
structured_neckline_strict_45_90_confirmation_entry_audit,structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_entry_audit_20260629,warning_research_variant_only,follow_through_close_confirmation_next_open_grid,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,6706,惠特,20250918,20250930,83.9000,neutral,2.8605,20250930,1,20251001,88.2000,20251104,66.1000,20,-25.0567,-2.1542,-25.0567,loss,fixed_20d_close_without_tp10_or_neutral,tradable,tradable_confirmation_next_open_research_only,false,not_production_ready_research_only,2026-06-29 03:34:05 Asia/Taipei
structured_neckline_strict_45_90_confirmation_entry_audit,structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_entry_audit_20260629,warning_research_variant_only,follow_through_close_confirmation_next_open_grid,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,8358,金居,20260415,20260420,373.0000,neutral,-0.8043,20260420,1,20260421,404.0000,20260506,458.5000,11,13.4901,13.4901,-16.9554,win,close_tp10_hit,tradable,tradable_confirmation_next_open_research_only,false,not_production_ready_research_only,2026-06-29 03:34:05 Asia/Taipei
structured_neckline_strict_45_90_confirmation_entry_audit,structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_entry_audit_20260629,warning_research_variant_only,follow_through_close_confirmation_next_open_grid,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,2308,台達電,20250703,20250711,471.0000,win,10.4034,20250711,1,20250714,478.5000,20250730,530.0000,13,10.7628,10.7628,-1.1494,win,close_tp10_hit,tradable,tradable_confirmation_next_open_research_only,false,not_production_ready_research_only,2026-06-29 03:34:05 Asia/Taipei
structured_neckline_strict_45_90_confirmation_entry_audit,structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_entry_audit_20260629,warning_research_variant_only,follow_through_close_confirmation_next_open_grid,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,1802,台玻,20250715,20250724,18.9500,win,17.9420,20250724,1,20250725,20.4500,20250731,23.9000,5,16.8704,16.8704,1.4670,win,close_tp10_hit,tradable,tradable_confirmation_next_open_research_only,false,not_production_ready_research_only,2026-06-29 03:34:05 Asia/Taipei
structured_neckline_strict_45_90_confirmation_entry_audit,structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_entry_audit_20260629,warning_research_variant_only,follow_through_close_confirmation_next_open_grid,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,8033,雷虎,20250723,20250728,78.0000,win,11.1538,20250728,1,20250729,83.6000,20250730,95.3000,2,13.9952,13.9952,3.7081,win,close_tp10_hit,tradable,tradable_confirmation_next_open_research_only,false,not_production_ready_research_only,2026-06-29 03:34:05 Asia/Taipei
structured_neckline_strict_45_90_confirmation_entry_audit,structured_neckline_strict_45_90_follow_through_audit,structured_neckline_strict_45_90_follow_through_audit_20260629,warning_research_variant_only,structured_neckline_strict_45_90_confirmation_entry_audit_20260629,warning_research_variant_only,follow_through_close_confirmation_next_open_grid,post_entry_close_follow_through_diagnostic_grid,strict_45_90_non_bearish,low_position_le60_market_bull,close_ge_1pct_within_1_sessions_next_open,1,1.0000,2317,鴻海,20250724,20250801,175.0000,win,11.1429,20250801,1,20250804,179.5000,20250811,198.0000,6,10.3064,10.3064,0.2786,win,close_tp10_hit,tradable,tradable_confirmation_next_open_research_only,false,not_production_ready_research_only,2026-06-29 03:34:05 Asia/Taipei
