model_id,confirmation_model_id,research_id,research_variant_id,parameter_set_id,advisory_status,rule_id,rule_window_days,selector_method,row_count,selected_count,selection_rate_pct,anchor_changed_count,anchor_changed_rate_pct,human_match_count,human_match_rate_pct,avg_candidate_days_before_left_low,median_candidate_days_before_left_low,avg_drop_to_left_low_pct,median_drop_to_left_low_pct,avg_left_descent_wrong_direction_rate_pct,median_left_descent_wrong_direction_rate_pct,inside_current_45d_window_count,manual_positive_rows,production_readiness,generated_at
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,current_detector_left_peak,45,current_detector_output,471,471,100.0,0,0.0,0,0.0,32.1231,35.0,-16.6756,-14.7619,33.0573,33.3333,471,1,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,highest_high_45d_before_left_low,45,highest_high_before_left_low,471,471,100.0,104,22.0807,0,0.0,35.552,40.0,-17.378,-16.1049,33.8072,34.0909,471,1,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,highest_high_90d_before_left_low,90,highest_high_before_left_low,471,471,100.0,401,85.138,0,0.0,66.6008,71.0,-23.7616,-22.6236,36.0618,36.3636,70,1,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,nearest_micro_pressure_45d_min15_before_left_low,45,nearest_micro_pressure_before_left_low,471,309,65.6051,253,81.877,1,100.0,22.4693,21.0,-15.8061,-14.6497,30.2674,30.7692,309,1,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
w_bottom_right_side,neckline_volume_breakout_confirmation,w_bottom_left_anchor_rule_grid,warning_research_variant_only,w_bottom_left_anchor_rule_grid_20260625,warning_research_variant_only,nearest_micro_pressure_90d_min15_before_left_low,90,nearest_micro_pressure_before_left_low,471,425,90.2335,369,86.8235,1,100.0,32.5035,27.0,-15.6492,-14.5518,31.9549,33.3333,309,1,not_production_ready_research_only,2026-06-25 14:00:38 Asia/Taipei
