research_id,artifact_version,source_research_id,advisory_status,model_id,row_type,audit_scope,audit_key,sample_size,win_count,neutral_count,loss_count,win_rate_pct,neutral_rate_pct,loss_rate_pct,avg_return_pct,median_return_pct,p10_return_pct,p90_return_pct,min_return_pct,max_return_pct,trim_sample_size,trim_avg_return_pct,trim_median_return_pct,anomaly_count,scanned_price_files,equity_price_files,base_v1_signal_count,base_v1_mature_trade_count,next_day_trigger_mature_count,trigger_only_excluded_by_follow_through_count,v2_raw_candidate_count,v2_raw_mature_event_count,timing_audit_60d_event_count,raw_minus_timing_count,timing_minus_raw_count,timing_audit_max_signal_date,raw_extension_after_timing_count,raw_minus_timing_within_timing_window_count,future_leak_count,value_a,value_b,value_c,status,note,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_next_day_continuation_timing_audit,warning_research_variant_only,volume_range_breakout,raw_market_metrics,all_raw_v2_mature_events,prev60_high_next_day_continuation,808,424,4,380,52.48,0.5,47.03,4.9893,1.3482,-14.7564,29.2245,-29.3651,91.0714,790,4.5094,1.3482,18,2376,1948,4752,3175,1256,448,808,808,808,0,0,20260622,0,0,0,gate=base_v1_signal_and_prev60_high_plus_2pct,confirmation=next_day_continuation_confirmed,entry_rule=confirmation_next_open;exit_rule=signal_low_stop_or_fixed_10d_close,raw_rerun_matches_timing_window,raw price-history rerun of base v1 signal plus 60d high breakout and next-day continuation,False,not_production_ready_research_only,2026-07-08 16:40:07 Asia/Taipei
volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_next_day_continuation_timing_audit,warning_research_variant_only,volume_range_breakout,out_of_sample_metrics,out_of_sample,prev60_high_next_day_continuation,353,205,0,148,58.07,0.0,41.93,6.9907,3.5354,-16.0306,35.2914,-25.7143,81.3953,,,,,,,,,,,,,,,,,,,,,,,research_only_oos_check,same raw v2 events restricted to the chronological out-of-sample segment,False,not_production_ready_research_only,2026-07-08 16:40:07 Asia/Taipei
volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_next_day_continuation_timing_audit,warning_research_variant_only,volume_range_breakout,anomaly_check,trim_return_tail,trim_1pct_each_tail,790,415,4,371,52.53,0.51,46.96,4.5094,1.3482,-14.3043,28.5294,-22.956,68.1818,,,,18,,,,,,,,,,,,,,,,removed_rows=18,,,anomaly_rows_marked_review_before_promotion,"extreme rows are excluded only for anomaly sensitivity, not silently removed from detail",False,not_production_ready_research_only,2026-07-08 16:40:07 Asia/Taipei
volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_next_day_continuation_timing_audit,warning_research_variant_only,volume_range_breakout,membership_check,raw_vs_timing_audit_60d,raw_minus_timing_count,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timing_audit_max_signal_date=20260622,,match,,False,not_production_ready_research_only,2026-07-08 16:40:07 Asia/Taipei
volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_next_day_continuation_timing_audit,warning_research_variant_only,volume_range_breakout,membership_check,raw_vs_timing_audit_60d,timing_minus_raw_count,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timing_audit_max_signal_date=20260622,,match,,False,not_production_ready_research_only,2026-07-08 16:40:07 Asia/Taipei
volume_range_breakout_v2_raw_market_rerun,volume_range_breakout_v2_raw_market_rerun_20260708,volume_range_breakout_v2_next_day_continuation_timing_audit,warning_research_variant_only,volume_range_breakout,membership_check,raw_vs_timing_audit_60d,raw_minus_timing_within_timing_window_count,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timing_audit_max_signal_date=20260622,,match,,False,not_production_ready_research_only,2026-07-08 16:40:07 Asia/Taipei
