generated_at,model_id,artifact_id,projection_id,projection_version,cutoff_date,canonical_manifest_path,archive_manifest_path,canonical_manifest_bytes,canonical_manifest_sha256,canonical_detail_path,archive_detail_path,canonical_detail_bytes,canonical_detail_sha256,projected_episode_row_count,projected_episode_semantic_sha256,immutable_copy_verified,research_only,formal_model_use_allowed,approved_for_daily,production_change,promotion_evidence_allowed,ranking_consumption_allowed,pdf_consumption_allowed
2026-07-31 19:12:03 Asia/Taipei,revenue_unreacted_range,revenue_unreacted_range_source_snapshot_projection,revenue_unreacted_range_source_snapshot_asof_20260713,source_snapshot_projection_v1_20260731,20260713,output/latest/research_backtest/revenue_unreacted_range_source_snapshot_projection_manifest_latest.csv,output/history/research/revenue_unreacted_range_source_snapshot_projection_manifest_v1_20260731.csv,148157,d2dde5a1f05bc2f15baf4d77f326a7ea90b481492178fa6d2fd6262bf316c79e,output/latest/research_backtest/revenue_unreacted_range_source_snapshot_projection_detail_latest.csv,output/history/research/revenue_unreacted_range_source_snapshot_projection_detail_v1_20260731.csv,26633382,b9784e4df2d2eba2c511b1c87f4255a6485a1fe1d7ac67490802e396614ee49a,19569,92c68810ac2b5718d714d450fe83bf23f2f3469fec5db0ae2753330950ab2cf5,True,True,False,False,False,False,False,False
