research_id,artifact_version,source_research_id,source_artifact_version,advisory_status,parent_model_id,model_id,model_zh,source_event_key,stock_id,stock_name,signal_date,confirmation_date,entry_date,planned_exit_date,exit_date,entry_price,exit_price,return_pct,return_outcome,exit_reason,exit_policy_id,exit_rule_id,stop_rule_id,stop_price,stop_confirmed_days,candidate_condition_id,confirmation_rule_id,entry_rule_id,split_group_id,same_stock_non_overlap_included,breakout_over_prev60_pct,volume_ratio,signal_return_1d_pct,range_width_20_pct,range_width_60_pct,off_60d_low_pct,position_in_60d_range_pct,consolidation_type,follow_through_type,limit_up_like,low_base_loose_flag,consolidated_any_flag,hist_return_20d_pct,hist_return_60d_pct,hist_close,hist_ma20,hist_ma60,hist_ma120,hist_ema23,dist_ema23_pct,close_gt_ema23,close_gt_ma20,ma20_gt_ma60,ma60_gt_ma120,tdcc_asof_signal_date,tdcc_list_type,tdcc_rank,tdcc_weekly_increase_top20,tdcc_any_top20,return_valid,invalid_reason,approved_for_daily,production_readiness,generated_at
volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,volume_range_breakout_v2_split_feature_audit,volume_range_breakout_v2_split_feature_audit_20260708,warning_research_variant_only,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,1256|20250901|20250902|next_day_break_signal_high_confirmed|20250903|20250922|157.5|174.0,1256,鮮活果汁-KY,20250901,20250902,20250903,20251008,20251008,157.5,160.5,1.9048,win,fixed_20d_close,fixed_d20_close_no_stop_reference,fixed_20d_close,none_no_stop_reference,,0.0,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,low_base_consolidated,True,2.3529,3.1657,9.6639,8.1545,11.8421,14.4737,122.2222,long_consolidation,next_day_continuation,True,True,True,9.6639,10.1266,130.5,120.325,119.4167,118.9559,120.0926,8.6661,True,True,True,True,,no_tdcc,,False,False,True,,False,not_production_ready_research_only,2026-07-09 12:41:33 Asia/Taipei
volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,volume_range_breakout_v2_split_feature_audit,volume_range_breakout_v2_split_feature_audit_20260708,warning_research_variant_only,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,1256|20250901|20250902|next_day_break_signal_high_confirmed|20250903|20250922|157.5|174.0,1256,鮮活果汁-KY,20250901,20250902,20250903,20251008,20251008,157.5,160.5,1.9048,win,fixed_20d_close,fixed_d20_close_with_23ema_close_stop,ema23_close_stop_or_fixed_20d_close,sustained_close_below_lower_ma20_ema23_4pct_4d,154.799,0.0,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,low_base_consolidated,True,2.3529,3.1657,9.6639,8.1545,11.8421,14.4737,122.2222,long_consolidation,next_day_continuation,True,True,True,9.6639,10.1266,130.5,120.325,119.4167,118.9559,120.0926,8.6661,True,True,True,True,,no_tdcc,,False,False,True,,False,not_production_ready_research_only,2026-07-09 12:41:33 Asia/Taipei
volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,volume_range_breakout_v2_split_feature_audit,volume_range_breakout_v2_split_feature_audit_20260708,warning_research_variant_only,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,1256|20260508|20260511|next_day_break_signal_high_confirmed|20260512|20260525|193.0|184.0,1256,鮮活果汁-KY,20260508,20260511,20260512,20260608,20260608,193.0,176.5,-8.5492,loss,fixed_20d_close,fixed_d20_close_no_stop_reference,fixed_20d_close,none_no_stop_reference,,0.0,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,low_base_consolidated,True,2.029,3.4098,4.7619,13.1313,20.6294,23.0769,111.8644,long_consolidation,next_day_continuation,False,True,True,17.3333,8.3077,176.0,160.4,157.8333,151.9375,161.2114,9.1734,True,True,True,True,,no_tdcc,,False,False,True,,False,not_production_ready_research_only,2026-07-09 12:41:33 Asia/Taipei
volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,volume_range_breakout_v2_split_feature_audit,volume_range_breakout_v2_split_feature_audit_20260708,warning_research_variant_only,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,1256|20260508|20260511|next_day_break_signal_high_confirmed|20260512|20260525|193.0|184.0,1256,鮮活果汁-KY,20260508,20260511,20260512,20260608,20260608,193.0,176.5,-8.5492,loss,fixed_20d_close,fixed_d20_close_with_23ema_close_stop,ema23_close_stop_or_fixed_20d_close,sustained_close_below_lower_ma20_ema23_4pct_4d,180.2467,0.0,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,low_base_consolidated,True,2.029,3.4098,4.7619,13.1313,20.6294,23.0769,111.8644,long_consolidation,next_day_continuation,False,True,True,17.3333,8.3077,176.0,160.4,157.8333,151.9375,161.2114,9.1734,True,True,True,True,,no_tdcc,,False,False,True,,False,not_production_ready_research_only,2026-07-09 12:41:33 Asia/Taipei
volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,volume_range_breakout_v2_split_feature_audit,volume_range_breakout_v2_split_feature_audit_20260708,warning_research_variant_only,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,1294|20260306|20260309|next_day_break_signal_high_confirmed|20260310|20260323|90.5|81.9,1294,漢田生技,20260306,20260309,20260310,20260408,20260408,90.5,81.2,-10.2762,loss,fixed_20d_close,fixed_d20_close_no_stop_reference,fixed_20d_close,none_no_stop_reference,,0.0,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,low_base_consolidated,True,5.697,4.1232,9.9622,12.0924,13.0137,19.4521,149.4737,long_consolidation,next_day_continuation,True,True,True,12.5161,16.8901,87.2,79.08,78.145,77.2438,79.3025,9.9587,True,True,True,True,,no_tdcc,,False,False,True,,False,not_production_ready_research_only,2026-07-09 12:41:33 Asia/Taipei
volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,volume_range_breakout_v2_split_feature_audit,volume_range_breakout_v2_split_feature_audit_20260708,warning_research_variant_only,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,1294|20260306|20260309|next_day_break_signal_high_confirmed|20260310|20260323|90.5|81.9,1294,漢田生技,20260306,20260309,20260310,20260408,20260408,90.5,81.2,-10.2762,loss,fixed_20d_close,fixed_d20_close_with_23ema_close_stop,ema23_close_stop_or_fixed_20d_close,sustained_close_below_lower_ma20_ema23_4pct_4d,78.9408,0.0,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,low_base_consolidated,True,5.697,4.1232,9.9622,12.0924,13.0137,19.4521,149.4737,long_consolidation,next_day_continuation,True,True,True,12.5161,16.8901,87.2,79.08,78.145,77.2438,79.3025,9.9587,True,True,True,True,,no_tdcc,,False,False,True,,False,not_production_ready_research_only,2026-07-09 12:41:33 Asia/Taipei
volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,volume_range_breakout_v2_split_feature_audit,volume_range_breakout_v2_split_feature_audit_20260708,warning_research_variant_only,volume_range_breakout,volume_range_breakout_v2_momentum_continuation,動能放量攻擊,1303|20250730|20250731|next_day_break_signal_high_confirmed|20250801|20250811|39.8|36.05,1303,南亞,20250730,20250731,20250801,20250828,20250828,39.8,43.0,8.0402,win,fixed_20d_close,fixed_d20_close_no_stop_reference,fixed_20d_close,none_no_stop_reference,,0.0,prev60_breakout_momentum_continuation,next_day_continuation_confirmed_close_only,confirmation_next_open,momentum_continuation,True,3.7534,5.073,7.9498,42.0952,42.0952,47.4286,112.6697,non_consolidation,next_day_continuation,False,True,False,36.5079,22.4684,38.7,30.2575,29.7617,29.8905,31.1963,24.0531,True,True,True,False,,no_tdcc,,False,False,True,,False,not_production_ready_research_only,2026-07-09 12:41:33 Asia/Taipei
volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,volume_range_breakout_v2_split_feature_audit,volume_range_breakout_v2_split_feature_audit_20260708,warning_research_variant_only,volume_range_breakout,volume_range_breakout_v2_momentum_continuation,動能放量攻擊,1303|20250730|20250731|next_day_break_signal_high_confirmed|20250801|20250811|39.8|36.05,1303,南亞,20250730,20250731,20250801,20250828,20250828,39.8,43.0,8.0402,win,fixed_20d_close,fixed_d20_close_with_23ema_close_stop,ema23_close_stop_or_fixed_20d_close,sustained_close_below_lower_ma20_ema23_4pct_4d,38.4132,0.0,prev60_breakout_momentum_continuation,next_day_continuation_confirmed_close_only,confirmation_next_open,momentum_continuation,True,3.7534,5.073,7.9498,42.0952,42.0952,47.4286,112.6697,non_consolidation,next_day_continuation,False,True,False,36.5079,22.4684,38.7,30.2575,29.7617,29.8905,31.1963,24.0531,True,True,True,False,,no_tdcc,,False,False,True,,False,not_production_ready_research_only,2026-07-09 12:41:33 Asia/Taipei
volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,volume_range_breakout_v2_split_feature_audit,volume_range_breakout_v2_split_feature_audit_20260708,warning_research_variant_only,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,1303|20251112|20251113|next_day_break_signal_high_confirmed|20251114|20251127|52.1|56.2,1303,南亞,20251112,20251113,20251114,20251211,20251211,52.1,59.9,14.9712,win,fixed_20d_close,fixed_d20_close_no_stop_reference,fixed_20d_close,none_no_stop_reference,,0.0,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,low_base_consolidated,True,4.8421,3.2506,9.9338,17.0025,31.9444,38.3333,120.0,short_consolidation,next_day_continuation,True,True,True,16.9014,33.5121,49.8,42.505,41.195,35.7688,42.5442,17.0547,True,True,True,True,,no_tdcc,,False,False,True,,False,not_production_ready_research_only,2026-07-09 12:41:33 Asia/Taipei
volume_range_breakout_v2_research_contract,volume_range_breakout_v2_research_contract_20260709,volume_range_breakout_v2_split_feature_audit,volume_range_breakout_v2_split_feature_audit_20260708,warning_research_variant_only,volume_range_breakout,volume_range_breakout_v2_low_base_consolidation,低位盤整放量突破,1303|20251112|20251113|next_day_break_signal_high_confirmed|20251114|20251127|52.1|56.2,1303,南亞,20251112,20251113,20251114,20251211,20251211,52.1,59.9,14.9712,win,fixed_20d_close,fixed_d20_close_with_23ema_close_stop,ema23_close_stop_or_fixed_20d_close,sustained_close_below_lower_ma20_ema23_4pct_4d,54.6595,0.0,prev60_breakout_low_base_consolidated,next_day_continuation_confirmed_close_only,confirmation_next_open,low_base_consolidated,True,4.8421,3.2506,9.9338,17.0025,31.9444,38.3333,120.0,short_consolidation,next_day_continuation,True,True,True,16.9014,33.5121,49.8,42.505,41.195,35.7688,42.5442,17.0547,True,True,True,True,,no_tdcc,,False,False,True,,False,not_production_ready_research_only,2026-07-09 12:41:33 Asia/Taipei
