signal_id,signal_date,stock_id,stock_name,category,score,rank,priority,sector,sub_theme,tdcc_status,warrant_status,close_at_signal,benchmark_index,market_regime,is_construction_recognition,recognition_type,revenue_signal_type,updated_at,available_days_after_signal,break_high_after_signal,failed_breakout,gap_up_failed,volume_follow_through,close_d1,return_d1,max_high_d1,mfe_d1,max_drawdown_d1,mae_d1,close_d2,return_d2,max_high_d2,mfe_d2,max_drawdown_d2,mae_d2,close_d5,return_d5,max_high_d5,mfe_d5,max_drawdown_d5,mae_d5,close_d10,return_d10,max_high_d10,mfe_d10,max_drawdown_d10,mae_d10,close_d20,return_d20,max_high_d20,mfe_d20,max_drawdown_d20,mae_d20,hit_3pct_d5,hit_5pct_d10,hit_10pct_d20,twse_close_d1,twse_return_d1,relative_return_vs_twse_d1,twse_close_d2,twse_return_d2,relative_return_vs_twse_d2,twse_close_d5,twse_return_d5,relative_return_vs_twse_d5,twse_close_d10,twse_return_d10,relative_return_vs_twse_d10,twse_close_d20,twse_return_d20,relative_return_vs_twse_d20,tpex_close_d1,tpex_return_d1,relative_return_vs_tpex_d1,tpex_close_d2,tpex_return_d2,relative_return_vs_tpex_d2,tpex_close_d5,tpex_return_d5,relative_return_vs_tpex_d5,tpex_close_d10,tpex_return_d10,relative_return_vs_tpex_d10,tpex_close_d20,tpex_return_d20,relative_return_vs_tpex_d20,relative_return_vs_benchmark_d1,relative_return_vs_benchmark_d2,relative_return_vs_benchmark_d5,relative_return_vs_benchmark_d10,relative_return_vs_benchmark_d20
20260523_4906_pattern,20260523,4906,正文,pattern,114.0,3.0,,,,strong_accumulation,no_signal,38.9,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4927_pattern,20260523,4927,泰鼎-KY,pattern,128.0,2.0,,,,distribution_warning,,51.2,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4931_pattern,20260523,4931,新盛力,pattern,100.0,3.0,,,,mild_accumulation,,193.0,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4938_pattern,20260523,4938,和碩,pattern,110.0,3.0,,,,distribution_warning,no_signal,79.1,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4952_pattern,20260523,4952,凌通,pattern,94.0,1.0,,,,mild_accumulation,,52.5,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4961_pattern,20260523,4961,天鈺,pattern,90.0,3.0,,,,mild_accumulation,no_signal,179.0,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4967_pattern,20260523,4967,十銓,pattern,112.0,1.0,,,,distribution_warning,no_signal,266.5,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_4976_pattern,20260523,4976,佳凌,pattern,116.0,3.0,,,,mild_accumulation,,32.95,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5009_pattern,20260523,5009,榮剛,pattern,118.0,2.0,,,,mild_accumulation,,35.55,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5213_pattern,20260523,5213,亞昕,pattern,110.0,3.0,,,,mild_accumulation,,26.9,TPEX,strong_bull,True,營建認列型,營建認列型 / 交屋認列型,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5269_pattern,20260523,5269,祥碩,pattern,102.0,3.0,,,,distribution_warning,no_signal,1410.0,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5309_pattern,20260523,5309,系統電,pattern,114.0,3.0,,,,strong_accumulation,,67.5,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5351_pattern,20260523,5351,鈺創,pattern,120.0,3.0,,,,strong_accumulation,,75.2,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5371_pattern,20260523,5371,中光電,pattern,86.0,1.0,,,,mild_accumulation,,71.9,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5388_pattern,20260523,5388,中磊,pattern,116.0,3.0,,,,distribution_warning,no_signal,83.0,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5392_pattern,20260523,5392,能率,pattern,124.0,2.0,,,,distribution_warning,,41.55,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5443_pattern,20260523,5443,均豪,pattern,120.0,3.0,,,,mild_accumulation,,117.5,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5452_pattern,20260523,5452,佶優,pattern,116.0,1.0,,,,mild_accumulation,,32.8,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5471_pattern,20260523,5471,松翰,pattern,112.0,3.0,,,,mild_accumulation,,52.5,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5483_pattern,20260523,5483,中美晶,pattern,98.0,3.0,,,,mild_accumulation,,142.5,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5484_pattern,20260523,5484,慧友,pattern,124.0,2.0,,,,distribution_warning,,41.95,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5498_pattern,20260523,5498,凱崴,pattern,116.0,1.0,,,,distribution_warning,,62.7,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5515_pattern,20260523,5515,建國,pattern,86.0,3.0,,,,mild_accumulation,no_signal,40.1,TWSE,strong_bull,True,營建認列型,營建認列型 / 交屋認列型,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_5871_pattern,20260523,5871,中租-KY,pattern,96.0,2.0,,,,distribution_warning,no_signal,112.0,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6005_pattern,20260523,6005,群益證,pattern,122.0,2.0,,,,mild_accumulation,,31.6,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6015_pattern,20260523,6015,宏遠證,pattern,114.0,3.0,,,,mild_accumulation,,15.4,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6026_pattern,20260523,6026,福邦證,pattern,66.0,3.0,,,,mild_accumulation,,15.35,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6104_pattern,20260523,6104,創惟,pattern,116.0,3.0,,,,strong_accumulation,,101.5,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6120_pattern,20260523,6120,達運,pattern,118.0,2.0,,,,distribution_warning,no_signal,13.4,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6125_pattern,20260523,6125,廣運,pattern,94.0,2.0,,,,mild_accumulation,,56.5,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6126_pattern,20260523,6126,信音,pattern,110.0,3.0,,,,mild_accumulation,,35.7,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6127_pattern,20260523,6127,九豪,pattern,102.0,3.0,,,,distribution_warning,,53.0,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6139_pattern,20260523,6139,亞翔,pattern,116.0,3.0,,,,distribution_warning,no_signal,784.0,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6153_pattern,20260523,6153,嘉聯益,pattern,108.0,3.0,,,,distribution_warning,,18.35,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6155_pattern,20260523,6155,鈞寶,pattern,120.0,3.0,,,,mild_accumulation,,59.4,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6163_pattern,20260523,6163,華電網,pattern,108.0,1.0,,,,distribution_warning,,53.2,TPEX,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6168_pattern,20260523,6168,宏齊,pattern,100.0,2.0,,,,distribution_warning,,28.0,TWSE,strong_bull,False,,,2026-05-23 22:40:50 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6179_pattern,20260523,6179,亞通,pattern,112.0,1.0,,,,mild_accumulation,,25.95,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6189_pattern,20260523,6189,豐藝,pattern,112.0,3.0,,,,distribution_warning,,51.5,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6191_pattern,20260523,6191,精成科,pattern,118.0,1.0,,,,distribution_warning,no_signal,95.5,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6209_pattern,20260523,6209,今國光,pattern,104.0,3.0,,,,mild_accumulation,no_signal,86.7,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6214_pattern,20260523,6214,精誠,pattern,108.0,3.0,,,,mild_accumulation,no_signal,127.5,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6215_pattern,20260523,6215,和椿,pattern,106.0,2.0,,,,mild_accumulation,no_signal,126.0,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6218_pattern,20260523,6218,豪勉,pattern,80.0,1.0,,,,distribution_warning,,39.55,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6223_pattern,20260523,6223,旺矽,pattern,88.0,3.0,,,,mild_accumulation,,5650.0,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6239_pattern,20260523,6239,力成,pattern,116.0,2.0,,,,distribution_warning,no_signal,257.5,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6265_pattern,20260523,6265,方土昶,pattern,120.0,3.0,,,,distribution_warning,,43.75,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6269_pattern,20260523,6269,台郡,pattern,110.0,1.0,,,,distribution_warning,no_signal,58.7,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6282_pattern,20260523,6282,康舒,pattern,122.0,2.0,,,,strong_accumulation,no_signal,53.6,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6284_pattern,20260523,6284,佳邦,pattern,116.0,3.0,,,,mild_accumulation,,93.4,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6411_pattern,20260523,6411,晶焱,pattern,114.0,3.0,,,,mild_accumulation,,94.6,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6412_pattern,20260523,6412,群電,pattern,108.0,2.0,,,,strong_accumulation,no_signal,97.1,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6414_pattern,20260523,6414,樺漢,pattern,92.0,3.0,,,,strong_accumulation,no_signal,347.5,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6425_pattern,20260523,6425,易發,pattern,98.0,2.0,,,,distribution_warning,,90.2,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6443_pattern,20260523,6443,元晶,pattern,114.0,2.0,,,,distribution_warning,,40.1,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6446_pattern,20260523,6446,藥華藥,pattern,94.0,3.0,,,,strong_accumulation,,798.0,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6451_pattern,20260523,6451,訊芯-KY,pattern,108.0,1.0,,,,mild_accumulation,no_signal,499.0,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6456_pattern,20260523,6456,GIS-KY,pattern,90.0,1.0,,,,distribution_warning,no_signal,69.9,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6462_pattern,20260523,6462,神盾,pattern,104.0,3.0,,,,mild_accumulation,,140.5,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6485_pattern,20260523,6485,點序,pattern,108.0,3.0,,,,mild_accumulation,,104.5,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6499_pattern,20260523,6499,益安,pattern,98.0,1.0,,,,distribution_warning,,94.9,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6505_pattern,20260523,6505,台塑化,pattern,110.0,1.0,,,,strong_accumulation,no_signal,51.3,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6547_pattern,20260523,6547,高端疫苗,pattern,120.0,3.0,,,,mild_accumulation,,48.7,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6548_pattern,20260523,6548,長科*,pattern,118.0,2.0,,,,distribution_warning,,51.4,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6558_pattern,20260523,6558,興能高,pattern,110.0,3.0,,,,distribution_warning,,31.85,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6719_pattern,20260523,6719,力智,pattern,100.0,3.0,,,,distribution_warning,no_signal,233.5,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6770_pattern,20260523,6770,力積電,pattern,106.0,3.0,,,,distribution_warning,no_signal,59.1,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6835_pattern,20260523,6835,圓裕,pattern,112.0,1.0,,,,mild_accumulation,,39.2,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6854_pattern,20260523,6854,錼創科技-KY創,pattern,114.0,3.0,,,,distribution_warning,,158.5,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6862_pattern,20260523,6862,三集瑞-KY,pattern,106.0,1.0,,,,neutral,no_signal,182.5,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6901_pattern,20260523,6901,鑽石投資,pattern,102.0,1.0,,,,distribution_warning,,14.1,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_6962_pattern,20260523,6962,奕力-KY,pattern,116.0,2.0,,,,mild_accumulation,no_signal,39.55,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_7777_pattern,20260523,7777,能率亞洲,pattern,106.0,3.0,,,,mild_accumulation,,32.85,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_7788_pattern,20260523,7788,松川精密,pattern,130.0,1.0,,,,distribution_warning,no_signal,185.0,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_8039_pattern,20260523,8039,台虹,pattern,118.0,2.0,,,,mild_accumulation,no_signal,139.0,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_8054_pattern,20260523,8054,安國,pattern,102.0,3.0,,,,distribution_warning,,109.5,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_8070_pattern,20260523,8070,長華*,pattern,92.0,1.0,,,,strong_accumulation,no_signal,44.15,TWSE,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260523_8071_pattern,20260523,8071,能率網通,pattern,108.0,3.0,,,,distribution_warning,,19.9,TPEX,strong_bull,False,,,2026-05-23 22:40:51 Asia/Taipei,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
