signal_date,stock_id,stock_name,theme_name,theme_final_status,theme_status_group,candidate_source_type,candidate_line_group,candidate_line,two_line_overlap_flag,decision_priority,decision_score,tdcc_status,warrant_flow_signal,volume_ratio,return_20d,repeat_appear_label,volume_breakout_type,volume_breakout_priority,selection_status,volume_attack_bucket,theme_volume_attack_status,is_volume_attack_selected,is_volume_attack_watch,is_volume_attack_failed,created_at,source_files
20260527,4510,高鋒,電機機械,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,39.0,distribution_warning,,,,repeated_but_no_breakout,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4540,全球傳動,電機機械,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,40.2,distribution_warning,,0.84,,stale_signal,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4729,熒茂,光電業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,39.0,distribution_warning,,,,stale_signal,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4743,合一,生技醫療業,mainstream_overheated,mainstream_overheated,latent_watch_candidate,individual_tdcc_latent_watch,TDCC 潛伏觀察股,False,C_watch_only,66.2,strong_accumulation,,,,repeated_but_no_breakout,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4749,新應材,半導體業,mainstream_overheated,mainstream_overheated,latent_watch_candidate,individual_tdcc_latent_watch,TDCC 潛伏觀察股,False,C_watch_only,63.0,mild_accumulation,,,,repeated_but_no_breakout,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4903,聯光通,通信網路業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,39.0,distribution_warning,,,,stale_signal,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4912,聯德控股-KY,電子零組件業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,C_watch_only,64.8,mild_accumulation,,1.62,37.6989,first_seen,neckline_volume_breakout,D_risk_downgrade,selected_but_routed_to_other_category,range_breakout_volume,overheated_volume_theme,True,False,False,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv;volume_attack:output/latest/volume_attack_theme_stocks_latest.csv
20260527,4931,新盛力,電腦及週邊設備業,mainstream_overheated,mainstream_overheated,latent_watch_candidate,individual_tdcc_latent_watch,TDCC 潛伏觀察股,False,C_watch_only,63.0,mild_accumulation,,,,repeated_but_no_breakout,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4934,太極,光電業,mainstream_overheated,mainstream_overheated,latent_watch_candidate,individual_revenue_low_response_watch,營收低反應觀察股,False,B_confirm_needed,57.0,mild_accumulation,,0.61,9.43,stale_signal,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4938,和碩,電腦及週邊設備業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,46.8,distribution_warning,no_signal,1.03,,stale_signal,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4949,有成精密,光電業,mainstream_overheated,mainstream_overheated,latent_watch_candidate,individual_tdcc_latent_watch,TDCC 潛伏觀察股,False,C_watch_only,60.0,mild_accumulation,,1.04,,stale_signal,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4956,光鋐,光電業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,37.6,distribution_warning,,0.72,,continued_2_3d,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4960,誠美材,光電業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,34.0,distribution_warning,,0.59,,continued_2_3d,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4967,十銓,半導體業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,39.0,distribution_warning,no_signal,0.95,,stale_signal,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,4989,榮科,電子零組件業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,44.0,distribution_warning,,1.47,-2.3148,stale_signal,volume_expansion_watch,D_risk_downgrade,selected_but_routed_to_other_category,right_side_or_volume_attack,overheated_volume_theme,False,True,False,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv;volume_attack:output/latest/volume_attack_theme_stocks_latest.csv
20260527,5284,jpp-KY,其他,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,B_confirm_needed,68.2,mild_accumulation,no_signal,0.75,,continued_many_days,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,5285,界霖,半導體業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,57.6,mild_accumulation,,2.4,68.2243,continued_overheated,volume_expansion_watch,D_risk_downgrade,selected_as_strict_breakout,right_side_or_volume_attack,overheated_volume_theme,False,True,False,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv;volume_attack:output/latest/volume_attack_theme_stocks_latest.csv
20260527,5309,系統電,電子零組件業,mainstream_overheated,mainstream_overheated,latent_watch_candidate,individual_tdcc_latent_watch,TDCC 潛伏觀察股,False,C_watch_only,67.0,strong_accumulation,,,,repeated_but_no_breakout,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,5351,鈺創,半導體業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,39.0,distribution_warning,,,,repeated_but_no_breakout,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,5371,中光電,光電業,mainstream_overheated,mainstream_overheated,latent_watch_candidate,individual_tdcc_latent_watch,TDCC 潛伏觀察股,False,C_watch_only,60.2,mild_accumulation,,,,repeated_but_no_breakout,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,5388,中磊,通信網路業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,39.0,distribution_warning,no_signal,0.54,8.89,stale_signal,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
20260527,5392,能率,光電業,mainstream_overheated,mainstream_overheated,risk_downgraded_candidate,risk,降級 / 鈍化 / 風險清單,False,D_risk_downgrade,39.0,distribution_warning,,,,stale_signal,,,,,,,,,2026-05-28 12:52:03 Asia/Taipei,two_line:output/latest/daily_candidate_two_line_view_latest.csv
