as_of_date,stock_id,stock_name,theme,retail_ratio,retail_ratio_change_1w,total_shareholders,total_shareholders_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,theme_breadth_level,over_400_ratio,over_400_change_1w,over_400_change_2w,over_400_change_3w,over_600_ratio,over_600_change_1w,over_600_change_2w,over_600_change_3w,over_800_ratio,over_800_change_1w,over_800_change_2w,over_800_change_3w,over_1000_ratio,over_1000_change_1w,over_1000_change_2w,over_1000_change_3w
20260430,2353,宏碁,,,,,,0,False,False,False,Neutral,38.89,,,,37.12,,,,35.67,,,,34.65,,,
20260508,2353,宏碁,,,,,,1,True,True,True,Neutral,39.38,0.490000000000002,,,37.54,0.4200000000000017,,,36.4,0.7299999999999969,,,35.38,0.730000000000004,,
20260515,2353,宏碁,,,,,,2,True,True,True,Neutral,39.58,0.19999999999999574,0.6899999999999977,,37.68,0.14000000000000057,0.5600000000000023,,36.48,0.0799999999999983,0.8099999999999952,,35.49,0.10999999999999943,0.8400000000000034,
20260522,2353,宏碁,,,,,,3,True,True,True,Neutral,39.99,0.4100000000000037,0.6099999999999994,1.1000000000000014,38.22,0.5399999999999991,0.6799999999999997,1.1000000000000014,36.89,0.4100000000000037,0.490000000000002,1.2199999999999989,36.02,0.5300000000000011,0.6400000000000006,1.3700000000000045
