date,stock_id,stock_name,market,open,high,low,close,volume,trading_value,source
20260814,006201,元大富櫃50,TPEx,46.07,46.07,44.85,44.95,364000,16567240,TPEX_OTC_QUOTES_NO1430_JSON
20260814,00858,永豐美國500大,TPEx,36.56,36.64,36.56,36.56,288000,10541070,TPEX_OTC_QUOTES_NO1430_JSON
20260814,00877,復華中國5G,TPEx,38.75,38.96,38.23,38.41,2458000,94672950,TPEX_OTC_QUOTES_NO1430_JSON
20260814,00886,永豐美國科技,TPEx,47.5,47.5,47.44,47.44,36000,1708760,TPEX_OTC_QUOTES_NO1430_JSON
20260814,00887,永豐中國科技50大,TPEx,17.33,17.33,16.88,16.93,8038000,137474070,TPEX_OTC_QUOTES_NO1430_JSON
20260814,00888,永豐台灣ESG,TPEx,33.53,33.63,32.97,33.08,7008000,233327480,TPEX_OTC_QUOTES_NO1430_JSON
20260814,00928,中信上櫃ESG 30,TPEx,33.5,33.74,32.76,33.05,513000,17050520,TPEX_OTC_QUOTES_NO1430_JSON
20260814,00955,中信日本商社,TPEx,15.7,15.74,15.54,15.55,3215000,50160240,TPEX_OTC_QUOTES_NO1430_JSON
20260814,009806,台新標普500,TPEx,13.91,13.91,13.88,13.88,14000,194610,TPEX_OTC_QUOTES_NO1430_JSON
20260814,009807,台新標普科技精選,TPEx,17.4,17.4,17.34,17.34,17000,295440,TPEX_OTC_QUOTES_NO1430_JSON
20260814,009814,富邦標普500,TPEx,11.61,11.65,11.58,11.59,598000,6936000,TPEX_OTC_QUOTES_NO1430_JSON
20260814,009815,大華美國MAG7+,TPEx,11.71,11.73,11.67,11.67,1476000,17252520,TPEX_OTC_QUOTES_NO1430_JSON
20260814,009822,華南永昌未來金融,TPEx,9.51,9.55,9.5,9.51,168000,1598380,TPEX_OTC_QUOTES_NO1430_JSON
20260814,009823,群益S&P500,TPEx,10.68,10.7,10.65,10.65,2581000,27515840,TPEX_OTC_QUOTES_NO1430_JSON
20260814,009825,聯邦美國金融創新,TPEx,10.26,10.3,10.2,10.24,10518000,107806420,TPEX_OTC_QUOTES_NO1430_JSON
20260814,020025,統一亞洲半導體N,TPEx,38.51,38.8,38.3,38.37,221000,8500420,TPEX_OTC_QUOTES_NO1430_JSON
20260814,020033,統一恒生科期N,TPEx,3.79,3.79,3.74,3.74,146000,547010,TPEX_OTC_QUOTES_NO1430_JSON
