target_date,fetch_date,fetched_at,stock_id,stock_name,source_market,market_abnormal_status,market_abnormal_risk_level,is_disposition,is_attention,is_attention_accumulation,is_altered_trading,is_periodic_trading,is_managed_stock,is_suspension,announcement_date,source_date_raw,number_of_announcement,disposition_period,disposition_measures,disposition_reason,attention_reason,attention_accumulation_note,trading_mode_note,execution_risk_note,source_name,source_url,data_quality_status
,20260529,2026-05-29 10:39:03 Asia/Taipei,4987,科誠,TPEx,suspension,E_suspension,False,False,False,False,False,False,True,20260528,1150528,,,,,,,altered=False; periodic=False; managed=False; suspension=True; matching_frequency=,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_trading_mode,https://www.tpex.org.tw/openapi/v1/tpex_cmode,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,5464,霖宏,TPEx,disposition,D_disposition_or_periodic,True,False,False,False,False,False,False,20260513,1150513,,1150514~1150527,霖宏科技股份有限公司股票(代號：5464)最近30個營業日內曾發布處置，又因連續3個營業日達本中心作業要點第四條第一項第一款經本中心公布注意交易資訊，爰自115年5月14日起10個營業日(115年5月14日至115年5月27日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行)改以人工管制之撮合終端機執行撮合作業(約每20分鐘撮合一次)，各證券商於投資人每日委託買賣該有價證券，應就其當日已委託之買賣，向該投資人收取全部之買進價金或賣出證券。信用交易部分，則收足融資自備款或融券保證金。但信用交易了結及違約專戶委託買賣該有價證券時，不在此限。,因連續3個營業日達本中心作業要點第四條第一項第一款,,,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_disposition,https://www.tpex.org.tw/openapi/v1/tpex_disposal_information,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,3163,波若威,TPEx,attention,C_attention,False,True,False,False,False,False,False,20260527,1150527,,,,,當日本益比為127.31、股價淨值比為27.75且為其所屬產業類別股價淨值比之3.54倍、當日週轉率達7.28%、單一投資人當日賣出該有價證券之成交金額達6.81億元，且占當日該有價證券之總成交金額10.09%(第六款),,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_attention,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,3357,臺慶科,TPEx,attention,C_attention,False,True,False,False,False,False,False,20260527,1150527,,,,,最近六個營業日(含當日)累積之最後成交價漲幅達32.29%(第一款)當日週轉率達8.9%(第四款),,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_attention,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,3479,安勤,TPEx,attention,C_attention,False,True,False,False,False,False,False,20260527,1150527,,,,,最近六個營業日(含當日)累積之最後成交價漲幅達31.96%(第一款),,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_attention,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,3581,博磊,TPEx,attention,C_attention,False,True,False,False,False,False,False,20260527,1150527,,,,,當日本益比為188.06、股價淨值比為14.2且為其所屬產業類別股價淨值比之2.49倍、當日週轉率達6.21%(第六款),,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_attention,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,4768,晶呈科技,TPEx,attention,C_attention,False,True,False,False,False,False,False,20260527,1150527,,,,,當日本益比為N/A、股價淨值比為16.17且為其所屬產業類別股價淨值比之5.13倍、當日週轉率達6.93%、單一投資人當日買進該有價證券之成交金額達1.81億元，且占當日該有價證券之總成交金額10.6%(第六款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣98.5元(第十一款),,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_attention,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,5274,信驊,TPEx,attention,C_attention,False,True,False,False,False,False,False,20260527,1150527,,,,,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣2670元(第十一款),,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_attention,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,5536,聖暉*,TPEx,attention,C_attention,False,True,False,False,False,False,False,20260527,1150527,,,,,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣194元(第十一款),,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_attention,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,6147,頎邦,TPEx,attention,C_attention,False,True,False,False,False,False,False,20260527,1150527,,,,,最近三十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達150%(第二款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達383.57%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達378.33%(第二款),,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_attention,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,6274,台燿,TPEx,attention,C_attention,False,True,False,False,False,False,False,20260527,1150527,,,,,最近六個營業日(含當日)累積之最後成交價漲幅達30%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣425元(第一款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達203.24%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達252.15%(第二款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣425元(第十一款),,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_attention,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,7734,印能科技,TPEx,attention,C_attention,False,True,False,False,False,False,False,20260527,1150527,,,,,最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣495元(第十一款),,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_attention,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,8043,蜜望實,TPEx,attention,C_attention,False,True,False,False,False,False,False,20260527,1150527,,,,,最近六個營業日(含當日)之累積週轉率為182.45%，當日週轉率達22%(第十款),,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_attention,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,ok
,20260529,2026-05-29 10:39:03 Asia/Taipei,8088,品安,TPEx,attention,C_attention,False,True,False,False,False,False,False,20260527,1150527,,,,,最近六個營業日(含當日)之累積週轉率為82.75%，當日週轉率達27.72%(第十款),,,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_attention,https://www.tpex.org.tw/openapi/v1/tpex_trading_warning_information,ok
,20260529,2026-05-29 19:24:25 Asia/Taipei,4804,大略-KY,TPEx,suspension,E_suspension,False,False,False,False,False,False,True,20260529,1150529,,,,,,,altered=False; periodic=False; managed=False; suspension=True; matching_frequency=,處置/分盤或注意交易標的；短線回測需獨立分層，實際進出可能受撮合、保證金或流動性影響。,tpex_trading_mode,https://www.tpex.org.tw/openapi/v1/tpex_cmode,ok
