date,stock_id,stock_name,market,institutional_net_lots
20260515,3481,群創,TWSE,87830.694
20260515,009820,元大納斯達克精選,TWSE,62026.0
20260515,2317,鴻海,TWSE,59381.225
20260515,6770,力積電,TWSE,56202.478
20260515,00919,群益台灣精選高息,TWSE,55270.659
20260515,2303,聯電,TWSE,45327.083
20260515,2344,華邦電,TWSE,42384.246
20260515,00680,元大美債20正2,TWSE,29622.3
20260515,2027,大成鋼,TWSE,22093.919
20260515,009819,中信數據及電力,TWSE,21366.266
20260515,00940,元大台灣價值高息,TWSE,18732.351
20260515,00400,主動國泰動能高息,TWSE,17345.818
20260515,6239,力成,TWSE,15603.268
20260515,2356,英業達,TWSE,13131.406
20260515,00997,主動群益美國增長,TWSE,10720.075
20260515,1216,統一,TWSE,10435.802
20260515,2327,國巨*,TWSE,10339.651
20260515,2409,友達,TWSE,8313.439
20260515,2892,第一金,TWSE,7952.69
20260515,00915,凱基優選高股息30,TWSE,7751.999
20260515,2374,佳能,TWSE,7159.995
20260515,00929,復華台灣科技優息,TWSE,6967.795
20260515,2105,正新,TWSE,6224.644
20260515,3006,晶豪科,TWSE,5085.393
20260515,2886,兆豐金,TWSE,5065.72
20260515,00918,大華優利高填息30,TWSE,4836.44
20260515,9105,泰金寶-DR,TWSE,4818.7
20260515,6257,矽格,TWSE,4753.685
20260515,00753,中信中國50正2,TWSE,4728.859
20260515,4540,全球傳動,TWSE,4500.013
20260515,3048,益登,TWSE,4425.599
20260515,5876,上海商銀,TWSE,4358.742
20260515,00713,元大台灣高息低波,TWSE,4343.769
20260515,2867,三商壽,TWSE,4302.0
20260515,00939,統一台灣高息動能,TWSE,4172.965
20260515,3090,日電貿,TWSE,4148.596
20260515,2449,京元電子,TWSE,3912.602
20260515,3704,合勤控,TWSE,3821.772
20260515,009805,新光美國電力基建,TWSE,3803.352
20260515,9914,美利達,TWSE,3711.327
20260515,2312,金寶,TWSE,3668.171
20260515,4906,正文,TWSE,3580.321
20260515,2365,昆盈,TWSE,3431.05
20260515,3045,台灣大,TWSE,3405.063
20260515,2489,瑞軒,TWSE,3377.392
20260515,6005,群益證,TWSE,3306.0
20260515,1904,正隆,TWSE,3239.062
20260515,8926,台汽電,TWSE,3184.108
20260515,2392,正崴,TWSE,3174.389
20260515,6285,啟碁,TWSE,3120.413
20260515,2855,統一證,TWSE,3091.5
20260515,1582,信錦,TWSE,3067.469
20260515,3033,威健,TWSE,2953.666
20260515,2890,永豐金,TWSE,2947.212
20260515,3305,昇貿,TWSE,2945.646
20260515,2464,盟立,TWSE,2945.202
20260515,2542,興富發,TWSE,2910.902
20260515,3149,正達,TWSE,2872.636
20260515,00909,國泰數位支付服務,TWSE,2726.071
20260515,00922,國泰台灣領袖50,TWSE,2649.382
20260515,00885,富邦越南,TWSE,2635.264
20260515,00900,富邦特選高股息30,TWSE,2612.561
20260515,2412,中華電,TWSE,2569.693
20260515,1605,華新,TWSE,2519.666
20260515,2388,威盛,TWSE,2463.219
20260515,4916,事欣科,TWSE,2329.234
20260515,6446,藥華藥,TWSE,2203.503
20260515,4526,東台,TWSE,2197.401
20260515,3645,達邁,TWSE,2193.284
20260515,3673,TPK-KY,TWSE,2181.0
20260515,00996,主動兆豐台灣豐收,TWSE,2145.654
20260515,1727,中華化,TWSE,2138.481
20260515,2478,大毅,TWSE,2065.395
20260515,6215,和椿,TWSE,2049.259
20260515,4904,遠傳,TWSE,2042.466
20260515,2492,華新科,TWSE,2000.937
20260515,2359,所羅門,TWSE,1921.795
20260515,3714,富采,TWSE,1870.521
20260515,1810,和成,TWSE,1855.8
20260515,006208,富邦台50,TWSE,1852.548
20260515,2884,玉山金,TWSE,1815.311
20260515,2401,凌陽,TWSE,1770.841
20260515,9933,中鼎,TWSE,1747.928
20260515,4989,榮科,TWSE,1735.038
20260515,3413,京鼎,TWSE,1620.289
20260515,3711,日月光投控,TWSE,1525.616
20260515,3062,建漢,TWSE,1525.279
20260515,6672,騰輝電子-KY,TWSE,1450.202
20260515,2049,上銀,TWSE,1411.552
20260515,00642,期元大S&P石油,TWSE,1399.007
20260515,00902,中信電池及儲能,TWSE,1381.332
