date,stock_id,stock_name,market,institutional_net_lots
20260518,00953,群益優選非投等債,TWSE,26177.669
20260518,00632,元大台灣50反1,TWSE,25159.48
20260518,00940,元大台灣價值高息,TWSE,25066.833
20260518,00919,群益台灣精選高息,TWSE,20019.33
20260518,00918,大華優利高填息30,TWSE,19637.969
20260518,009820,元大納斯達克精選,TWSE,18467.687
20260518,00400,主動國泰動能高息,TWSE,16928.939
20260518,2313,華通,TWSE,16212.93
20260518,00997,主動群益美國增長,TWSE,11801.035
20260518,00992,主動群益科技創新,TWSE,11472.307
20260518,00929,復華台灣科技優息,TWSE,11136.618
20260518,2355,敬鵬,TWSE,10481.798
20260518,00990,主動元大AI新經濟,TWSE,9521.636
20260518,00680,元大美債20正2,TWSE,9252.367
20260518,2485,兆赫,TWSE,8552.324
20260518,00664,國泰臺灣加權反1,TWSE,7224.463
20260518,2615,萬海,TWSE,7154.752
20260518,2409,友達,TWSE,7043.839
20260518,0056,元大高股息,TWSE,6147.973
20260518,3045,台灣大,TWSE,5883.507
20260518,00662,富邦NASDAQ,TWSE,5711.285
20260518,2542,興富發,TWSE,5609.792
20260518,00993,主動安聯台灣,TWSE,5396.671
20260518,00900,富邦特選高股息30,TWSE,5363.051
20260518,2027,大成鋼,TWSE,5353.304
20260518,8028,昇陽半導體,TWSE,4764.066
20260518,6285,啟碁,TWSE,4745.353
20260518,00936,台新永續高息中小,TWSE,3971.424
20260518,00996,主動兆豐台灣豐收,TWSE,3745.948
20260518,2312,金寶,TWSE,3713.763
20260518,2367,燿華,TWSE,3691.696
20260518,3042,晶技,TWSE,3536.946
20260518,2376,技嘉,TWSE,3527.42
20260518,00713,元大台灣高息低波,TWSE,3438.736
20260518,5871,中租-KY,TWSE,3421.341
20260518,3576,聯合再生,TWSE,3339.234
20260518,8112,至上,TWSE,3125.138
20260518,00401,主動摩根台灣鑫收,TWSE,3010.593
20260518,2851,中再保,TWSE,2944.3
20260518,00915,凱基優選高股息30,TWSE,2920.367
20260518,00881,國泰台灣科技龍頭,TWSE,2847.822
20260518,4960,誠美材,TWSE,2800.0
20260518,3024,憶聲,TWSE,2713.608
20260518,00995,主動中信台灣卓越,TWSE,2695.579
20260518,2481,強茂,TWSE,2628.205
20260518,00922,國泰台灣領袖50,TWSE,2606.636
20260518,3376,新日興,TWSE,2573.857
20260518,2484,希華,TWSE,2487.276
20260518,00642,期元大S&P石油,TWSE,2466.662
20260518,1582,信錦,TWSE,2313.311
20260518,00885,富邦越南,TWSE,2263.912
20260518,6271,同欣電,TWSE,2248.531
20260518,2867,三商壽,TWSE,2193.0
20260518,6282,康舒,TWSE,2146.932
20260518,3712,永崴投控,TWSE,2117.847
20260518,009813,貝萊德標普卓越50,TWSE,2043.294
20260518,2368,金像電,TWSE,1979.814
20260518,00641,富邦日本反1,TWSE,1910.0
20260518,3034,聯詠,TWSE,1901.218
20260518,2886,兆豐金,TWSE,1862.916
20260518,4916,事欣科,TWSE,1831.472
20260518,006208,富邦台50,TWSE,1764.814
20260518,00939,統一台灣高息動能,TWSE,1745.731
20260518,3062,建漢,TWSE,1708.73
20260518,3049,精金,TWSE,1677.998
20260518,4919,新唐,TWSE,1675.787
20260518,00945,凱基美國非投等債,TWSE,1600.569
20260518,2609,陽明,TWSE,1599.308
20260518,2379,瑞昱,TWSE,1596.668
20260518,6706,惠特,TWSE,1557.297
20260518,00635,期元大S&P黃金,TWSE,1502.254
20260518,00946,群益科技高息成長,TWSE,1485.731
20260518,1447,力鵬,TWSE,1454.414
20260518,00947,台新臺灣IC設計,TWSE,1454.092
20260518,00715,期街口布蘭特正2,TWSE,1431.076
20260518,009802,富邦旗艦50,TWSE,1393.644
20260518,6451,訊芯-KY,TWSE,1309.167
20260518,00994,主動第一金台股優,TWSE,1248.079
20260518,4306,炎洲,TWSE,1243.06
20260518,2317,鴻海,TWSE,1176.56
20260518,2812,台中銀,TWSE,1168.0
20260518,2327,國巨*,TWSE,1102.045
20260518,2363,矽統,TWSE,1087.75
20260518,3028,增你強,TWSE,1084.223
20260518,2342,茂矽,TWSE,1075.178
20260518,00930,永豐ESG低碳高息,TWSE,1067.952
20260518,009800,中信NASDAQ,TWSE,1049.829
20260518,2455,全新,TWSE,1043.23
20260518,3189,景碩,TWSE,1039.882
20260518,00693,期街口S&P黃豆,TWSE,1032.407
20260518,6166,凌華,TWSE,1020.183
20260518,00637,元大滬深300正2,TWSE,1014.281
20260518,2332,友訊,TWSE,1009.183
20260518,2413,環科,TWSE,1004.928
20260518,00753,中信中國50正2,TWSE,965.12
20260518,00902,中信電池及儲能,TWSE,953.533
20260518,2399,映泰,TWSE,922.833
20260518,00985,主動野村台灣50,TWSE,842.836
20260518,3035,智原,TWSE,836.799
20260518,00676,富邦臺灣加權反1,TWSE,805.649
20260518,5876,上海商銀,TWSE,804.464
20260518,00965,元大航太防衛科技,TWSE,797.837
20260518,2305,全友,TWSE,782.0
20260518,1711,永光,TWSE,770.441
20260518,6155,鈞寶,TWSE,762.482
20260518,3094,聯傑,TWSE,725.027
20260518,2495,普安,TWSE,719.769
20260518,00770,國泰北美科技,TWSE,696.267
20260518,3008,大立光,TWSE,678.035
20260518,9941,裕融,TWSE,674.83
20260518,2476,鉅祥,TWSE,673.512
20260518,2340,台亞,TWSE,669.89
20260518,2349,錸德,TWSE,656.0
20260518,3605,宏致,TWSE,655.954
20260518,00949,復華日本龍頭,TWSE,650.962
20260518,3702,大聯大,TWSE,649.547
20260518,2436,偉詮電,TWSE,649.277
20260518,6449,鈺邦,TWSE,645.706
20260518,1528,恩德,TWSE,636.843
20260518,009812,野村日本東證,TWSE,621.204
20260518,4571,鈞興-KY,TWSE,616.076
20260518,4532,瑞智,TWSE,615.348
20260518,00989,主動摩根美國科技,TWSE,610.448
20260518,3031,佰鴻,TWSE,601.346
20260518,00686,群益臺灣加權反1,TWSE,600.8
20260518,00927,群益半導體收益,TWSE,596.453
20260518,00923,群益台ESG低碳50,TWSE,595.926
20260518,00895,富邦未來車,TWSE,576.271
20260518,8081,致新,TWSE,572.431
20260518,1714,和桐,TWSE,567.6
20260518,2472,立隆電,TWSE,566.105
20260518,6152,百一,TWSE,565.0
20260518,3019,亞光,TWSE,562.029
20260518,1304,台聚,TWSE,561.45
20260518,2401,凌陽,TWSE,558.635
20260518,6414,樺漢,TWSE,552.077
20260518,00944,野村趨勢動能高息,TWSE,538.947
20260518,00987,主動台新優勢成長,TWSE,529.949
20260518,2426,鼎元,TWSE,512.0
20260518,00932,兆豐永續高息等權,TWSE,502.442
20260518,6205,詮欣,TWSE,496.255
20260518,1809,中釉,TWSE,495.0
20260518,00752,中信中國50,TWSE,494.727
20260518,2637,慧洋-KY,TWSE,484.159
20260518,3026,禾伸堂,TWSE,472.958
20260518,2404,漢唐,TWSE,470.078
20260518,00757,統一FANG+,TWSE,462.651
20260518,2406,國碩,TWSE,460.286
20260518,3717,聯嘉投控,TWSE,460.0
20260518,4142,國光生,TWSE,457.595
20260518,3545,敦泰,TWSE,454.166
20260518,3047,訊舟,TWSE,451.716
20260518,6962,奕力-KY,TWSE,449.709
20260518,4934,太極,TWSE,449.0
20260518,00639,富邦深100,TWSE,442.618
20260518,2457,飛宏,TWSE,442.482
20260518,4956,光鋐,TWSE,438.386
20260518,009811,統一美國50,TWSE,434.356
20260518,6168,宏齊,TWSE,433.155
20260518,6213,聯茂,TWSE,417.38
20260518,2458,義隆,TWSE,414.65
