date,stock_id,stock_name,market,institutional_net_lots
20260520,00919,群益台灣精選高息,TWSE,27665.942
20260520,00632,元大台灣50反1,TWSE,24529.964
20260520,2603,長榮,TWSE,23458.416
20260520,00940,元大台灣價值高息,TWSE,22146.834
20260520,2027,大成鋼,TWSE,19398.768
20260520,009805,新光美國電力基建,TWSE,14155.132
20260520,009820,元大納斯達克精選,TWSE,13853.875
20260520,00988,主動統一全球創新,TWSE,11612.015
20260520,00990,主動元大AI新經濟,TWSE,11299.929
20260520,4958,臻鼎-KY,TWSE,10609.175
20260520,2344,華邦電,TWSE,10399.149
20260520,00929,復華台灣科技優息,TWSE,10118.268
20260520,3481,群創,TWSE,10099.084
20260520,00918,大華優利高填息30,TWSE,9804.656
20260520,2388,威盛,TWSE,9674.608
20260520,00664,國泰臺灣加權反1,TWSE,9402.071
20260520,00878,國泰永續高股息,TWSE,8197.807
20260520,0056,元大高股息,TWSE,7793.375
20260520,2312,金寶,TWSE,6211.597
20260520,2401,凌陽,TWSE,5596.393
20260520,00997,主動群益美國增長,TWSE,5492.003
20260520,4916,事欣科,TWSE,5077.489
20260520,00900,富邦特選高股息30,TWSE,5071.042
20260520,00688,國泰20年美債正2,TWSE,4998.497
20260520,2352,佳世達,TWSE,4789.732
20260520,1402,遠東新,TWSE,4763.593
20260520,2484,希華,TWSE,4342.48
20260520,2615,萬海,TWSE,4226.022
20260520,00713,元大台灣高息低波,TWSE,4118.039
20260520,00637,元大滬深300正2,TWSE,3947.627
20260520,00945,凱基美國非投等債,TWSE,3923.898
20260520,00922,國泰台灣領袖50,TWSE,3835.521
20260520,00936,台新永續高息中小,TWSE,3768.292
20260520,1711,永光,TWSE,3619.065
20260520,3045,台灣大,TWSE,3564.518
20260520,2337,旺宏,TWSE,3425.524
20260520,6239,力成,TWSE,3389.207
20260520,00400,主動國泰動能高息,TWSE,3353.653
20260520,00830,國泰費城半導體,TWSE,3231.655
20260520,00953,群益優選非投等債,TWSE,3229.0
20260520,1582,信錦,TWSE,3172.732
20260520,00996,主動兆豐台灣豐收,TWSE,3048.131
20260520,2492,華新科,TWSE,3008.771
20260520,9933,中鼎,TWSE,2859.222
20260520,6271,同欣電,TWSE,2743.038
20260520,00993,主動安聯台灣,TWSE,2565.503
20260520,2489,瑞軒,TWSE,2548.013
20260520,00680,元大美債20正2,TWSE,2536.286
20260520,00915,凱基優選高股息30,TWSE,2525.144
20260520,00939,統一台灣高息動能,TWSE,2308.294
20260520,00992,主動群益科技創新,TWSE,2209.04
20260520,6209,今國光,TWSE,2078.035
20260520,1314,中石化,TWSE,2007.0
20260520,2495,普安,TWSE,1996.311
20260520,2458,義隆,TWSE,1986.766
20260520,2542,興富發,TWSE,1937.259
20260520,5388,中磊,TWSE,1932.54
20260520,6213,聯茂,TWSE,1904.173
20260520,1304,台聚,TWSE,1792.78
20260520,00927,群益半導體收益,TWSE,1696.768
20260520,8261,富鼎,TWSE,1677.257
20260520,3034,聯詠,TWSE,1633.413
20260520,00885,富邦越南,TWSE,1611.855
20260520,2375,凱美,TWSE,1591.191
20260520,009811,統一美國50,TWSE,1583.976
20260520,3704,合勤控,TWSE,1552.0
20260520,006208,富邦台50,TWSE,1514.378
20260520,3062,建漢,TWSE,1504.057
20260520,009801,中信美國創新科技,TWSE,1490.485
20260520,3714,富采,TWSE,1439.899
20260520,8473,山林水,TWSE,1393.922
20260520,00995,主動中信台灣卓越,TWSE,1391.405
20260520,2646,星宇航空,TWSE,1350.583
20260520,2327,國巨*,TWSE,1284.172
20260520,00401,主動摩根台灣鑫收,TWSE,1259.048
20260520,6202,盛群,TWSE,1248.504
20260520,2436,偉詮電,TWSE,1224.18
20260520,6531,愛普*,TWSE,1212.706
20260520,2897,王道銀行,TWSE,1205.0
20260520,5471,松翰,TWSE,1176.465
20260520,009813,貝萊德標普卓越50,TWSE,1173.98
