date,stock_id,stock_name,market,institutional_net_lots
20260519,00632,元大台灣50反1,TWSE,43012.547
20260519,00919,群益台灣精選高息,TWSE,37760.662
20260519,2412,中華電,TWSE,24019.88
20260519,2886,兆豐金,TWSE,22450.554
20260519,00940,元大台灣價值高息,TWSE,20388.378
20260519,009820,元大納斯達克精選,TWSE,20376.252
20260519,2303,聯電,TWSE,18277.914
20260519,2890,永豐金,TWSE,17702.517
20260519,3045,台灣大,TWSE,14986.141
20260519,2615,萬海,TWSE,11135.208
20260519,3576,聯合再生,TWSE,10664.853
20260519,5876,上海商銀,TWSE,10596.779
20260519,2027,大成鋼,TWSE,9631.613
20260519,009805,新光美國電力基建,TWSE,9459.967
20260519,2884,玉山金,TWSE,9175.614
20260519,3090,日電貿,TWSE,9098.632
20260519,2313,華通,TWSE,8922.846
20260519,2892,第一金,TWSE,8582.171
20260519,2356,英業達,TWSE,8105.423
20260519,00918,大華優利高填息30,TWSE,7468.575
20260519,00713,元大台灣高息低波,TWSE,7462.453
20260519,2609,陽明,TWSE,7243.177
20260519,2867,三商壽,TWSE,6643.0
20260519,2355,敬鵬,TWSE,6251.912
20260519,6443,元晶,TWSE,5428.118
20260519,1402,遠東新,TWSE,5394.633
20260519,2834,臺企銀,TWSE,5392.508
20260519,6209,今國光,TWSE,4602.823
20260519,2618,長榮航,TWSE,4505.141
20260519,00915,凱基優選高股息30,TWSE,4468.492
20260519,4958,臻鼎-KY,TWSE,4383.47
20260519,2327,國巨*,TWSE,4185.189
20260519,00753,中信中國50正2,TWSE,3711.478
20260519,00939,統一台灣高息動能,TWSE,3595.091
20260519,3033,威健,TWSE,3558.52
20260519,2801,彰銀,TWSE,3557.818
20260519,2492,華新科,TWSE,3531.235
20260519,5388,中磊,TWSE,3295.71
20260519,00936,台新永續高息中小,TWSE,3171.751
20260519,2301,光寶科,TWSE,3044.933
20260519,00900,富邦特選高股息30,TWSE,2953.948
20260519,5880,合庫金,TWSE,2876.696
20260519,2885,元大金,TWSE,2869.006
20260519,3189,景碩,TWSE,2758.106
20260519,2481,強茂,TWSE,2711.838
20260519,00953,群益優選非投等債,TWSE,2478.0
20260519,2363,矽統,TWSE,2456.0
20260519,2646,星宇航空,TWSE,2439.671
20260519,2316,楠梓電,TWSE,2363.977
20260519,00676,富邦臺灣加權反1,TWSE,2354.444
20260519,4540,全球傳動,TWSE,2341.393
20260519,3048,益登,TWSE,2248.429
20260519,00662,富邦NASDAQ,TWSE,2247.131
20260519,2317,鴻海,TWSE,2228.36
20260519,00885,富邦越南,TWSE,2226.891
20260519,6282,康舒,TWSE,2223.389
20260519,00665,富邦恒生國企正2,TWSE,2206.954
20260519,6505,台塑化,TWSE,2119.178
20260519,1216,統一,TWSE,2110.361
20260519,1717,長興,TWSE,2099.782
