date,stock_id,stock_name,market,institutional_net_lots
20260514,00919,群益台灣精選高息,TWSE,96452.312
20260514,009820,元大納斯達克精選,TWSE,50864.0
20260514,2344,華邦電,TWSE,42375.806
20260514,2027,大成鋼,TWSE,34047.953
20260514,2303,聯電,TWSE,33218.688
20260514,00918,大華優利高填息30,TWSE,24464.365
20260514,00929,復華台灣科技優息,TWSE,24350.514
20260514,00940,元大台灣價值高息,TWSE,23497.141
20260514,2367,燿華,TWSE,20399.048
20260514,6770,力積電,TWSE,20169.441
20260514,2313,華通,TWSE,18827.484
20260514,00992,主動群益科技創新,TWSE,14487.084
20260514,6116,彩晶,TWSE,14097.399
20260514,2355,敬鵬,TWSE,13999.571
20260514,2356,英業達,TWSE,13348.239
20260514,3045,台灣大,TWSE,13286.007
20260514,00713,元大台灣高息低波,TWSE,11713.076
20260514,0056,元大高股息,TWSE,10664.475
20260514,2492,華新科,TWSE,8640.516
20260514,3048,益登,TWSE,8578.565
20260514,00999,主動野村臺灣高息,TWSE,8474.562
20260514,00915,凱基優選高股息30,TWSE,8223.616
20260514,1409,新纖,TWSE,8108.854
20260514,2485,兆赫,TWSE,7785.49
20260514,2363,矽統,TWSE,7501.991
20260514,00878,國泰永續高股息,TWSE,7458.916
20260514,00993,主動安聯台灣,TWSE,7400.869
20260514,00631,元大台灣50正2,TWSE,7043.938
20260514,8028,昇陽半導體,TWSE,7014.6
20260514,3189,景碩,TWSE,7007.746
20260514,0052,富邦科技,TWSE,7003.152
20260514,00632,元大台灣50反1,TWSE,6994.344
20260514,3006,晶豪科,TWSE,6635.901
20260514,8112,至上,TWSE,6200.105
20260514,3005,神基,TWSE,5828.936
20260514,00900,富邦特選高股息30,TWSE,5693.815
20260514,8039,台虹,TWSE,5566.655
20260514,8110,華東,TWSE,5374.335
20260514,2330,台積電,TWSE,5168.801
20260514,00637,元大滬深300正2,TWSE,5117.202
20260514,6806,森崴能源,TWSE,4983.013
20260514,00939,統一台灣高息動能,TWSE,4882.371
20260514,2408,南亞科,TWSE,4804.669
20260514,00927,群益半導體收益,TWSE,4504.791
20260514,3033,威健,TWSE,4424.412
20260514,8261,富鼎,TWSE,4415.356
20260514,6209,今國光,TWSE,4129.489
20260514,3042,晶技,TWSE,4102.469
20260514,2892,第一金,TWSE,3809.163
20260514,00686,群益臺灣加權反1,TWSE,3679.0
20260514,2345,智邦,TWSE,3659.524
20260514,2329,華泰,TWSE,3439.456
20260514,006208,富邦台50,TWSE,3296.817
20260514,2412,中華電,TWSE,3126.449
20260514,2603,長榮,TWSE,3095.446
20260514,3034,聯詠,TWSE,3055.979
20260514,00664,國泰臺灣加權反1,TWSE,2957.25
20260514,1605,華新,TWSE,2894.987
20260514,00665,富邦恒生國企正2,TWSE,2889.889
20260514,00946,群益科技高息成長,TWSE,2877.633
20260514,00680,元大美債20正2,TWSE,2852.178
20260514,1904,正隆,TWSE,2753.637
20260514,6278,台表科,TWSE,2709.984
20260514,2542,興富發,TWSE,2679.763
20260514,2481,強茂,TWSE,2666.588
20260514,00753,中信中國50正2,TWSE,2651.532
20260514,3019,亞光,TWSE,2579.255
20260514,5876,上海商銀,TWSE,2548.125
20260514,00881,國泰台灣科技龍頭,TWSE,2456.387
20260514,00738,期元大道瓊白銀,TWSE,2453.06
20260514,00953,群益優選非投等債,TWSE,2398.81
20260514,2451,創見,TWSE,2385.776
20260514,3028,增你強,TWSE,2372.787
20260514,4904,遠傳,TWSE,2185.507
20260514,00994,主動第一金台股優,TWSE,2162.545
20260514,2881,富邦金,TWSE,2151.411
20260514,4906,正文,TWSE,2130.761
20260514,8016,矽創,TWSE,2117.898
20260514,8926,台汽電,TWSE,2116.233
20260514,009819,中信數據及電力,TWSE,2007.0
20260514,00996,主動兆豐台灣豐收,TWSE,2004.374
20260514,6139,亞翔,TWSE,1974.782
20260514,8163,達方,TWSE,1953.577
20260514,9933,中鼎,TWSE,1950.554
20260514,1718,中纖,TWSE,1906.658
20260514,2458,義隆,TWSE,1836.897
20260514,1714,和桐,TWSE,1836.576
20260514,00922,國泰台灣領袖50,TWSE,1833.032
20260514,3545,敦泰,TWSE,1816.0
20260514,4960,誠美材,TWSE,1783.41
20260514,2368,金像電,TWSE,1729.398
20260514,6166,凌華,TWSE,1722.182
20260514,1309,台達化,TWSE,1690.766
20260514,00688,國泰20年美債正2,TWSE,1686.009
20260514,2340,台亞,TWSE,1675.928
20260514,9105,泰金寶-DR,TWSE,1670.686
20260514,009817,國泰日本不動產,TWSE,1626.938
20260514,4763,材料*-KY,TWSE,1600.759
20260514,6415,矽力*-KY,TWSE,1487.005
20260514,2376,技嘉,TWSE,1464.068
20260514,2374,佳能,TWSE,1447.455
20260514,8021,尖點,TWSE,1395.475
20260514,2401,凌陽,TWSE,1391.299
20260514,009805,新光美國電力基建,TWSE,1387.491
20260514,2103,台橡,TWSE,1384.147
20260514,3312,弘憶股,TWSE,1372.243
20260514,00947,台新臺灣IC設計,TWSE,1367.447
20260514,2498,宏達電,TWSE,1344.842
20260514,00885,富邦越南,TWSE,1337.855
20260514,00995,主動中信台灣卓越,TWSE,1336.776
20260514,00909,國泰數位支付服務,TWSE,1297.884
20260514,3413,京鼎,TWSE,1258.515
20260514,2302,麗正,TWSE,1252.527
20260514,00923,群益台ESG低碳50,TWSE,1244.93
20260514,2301,光寶科,TWSE,1228.893
20260514,2618,長榮航,TWSE,1207.832
20260514,6451,訊芯-KY,TWSE,1198.614
20260514,6271,同欣電,TWSE,1193.006
20260514,1582,信錦,TWSE,1151.568
20260514,6269,台郡,TWSE,1117.314
20260514,3008,大立光,TWSE,1106.636
20260514,4916,事欣科,TWSE,1082.655
20260514,009813,貝萊德標普卓越50,TWSE,1075.2
20260514,2395,研華,TWSE,1033.8
20260514,3715,定穎投控,TWSE,1025.173
20260514,2014,中鴻,TWSE,1007.0
20260514,4989,榮科,TWSE,991.602
20260514,1216,統一,TWSE,990.749
20260514,00401,主動摩根台灣鑫收,TWSE,960.65
20260514,2328,廣宇,TWSE,958.63
20260514,8131,福懋科,TWSE,949.164
20260514,3014,聯陽,TWSE,932.698
20260514,6672,騰輝電子-KY,TWSE,929.573
20260514,3026,禾伸堂,TWSE,926.674
20260514,2404,漢唐,TWSE,924.388
20260514,2357,華碩,TWSE,924.106
20260514,2520,冠德,TWSE,916.761
20260514,2501,國建,TWSE,907.134
20260514,2342,茂矽,TWSE,904.194
20260514,3406,玉晶光,TWSE,887.752
20260514,00965,元大航太防衛科技,TWSE,871.535
20260514,3003,健和興,TWSE,836.812
20260514,2455,全新,TWSE,829.469
20260514,2379,瑞昱,TWSE,827.824
20260514,009803,玉山市值動能50,TWSE,824.724
20260514,3645,達邁,TWSE,803.083
20260514,4526,東台,TWSE,792.436
20260514,2606,裕民,TWSE,789.656
20260514,4956,光鋐,TWSE,756.044
20260514,2867,三商壽,TWSE,730.0
20260514,2030,彰源,TWSE,717.645
